"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","individualCount","class","relatedCatalogItem"
"11","2020-11-04 11:04:43-03","ESALQ","ESA","34394","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","littoralis","Maytenus littoralis","Carv.-Okano","Biral, L.","Ribas, O.S. ; Hatschbach, G.","92.0","1989","05","11",NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"ESA034394","ESA034394",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:04:43-03","ESALQ","ESA","100873","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","littoralis","Maytenus littoralis",NA,"Biral, L.","Paula-Souza, J.","862.0","1991","12","17",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA100873","ESA100873",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:04:43-03","ESALQ","ESA","76838","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","littoralis","Maytenus littoralis","Carv.-Okano","Biral, L.","Sztutman, M. et al.","139.0","1999","01","07",NA,"Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA076838",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:04:43-03","ESALQ","ESA","27610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","littoralis","Maytenus littoralis","Carv.-Okano","Biral, L.","Leitão Filho, H.F. et al.","34778.0","1996","02","02",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA027610","ESA027610",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:16:36-03","UFV","VIC","15572","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Marques, M.C.; et al.","352","1993","03","17",NA,"Brasil","Rio de Janeiro","Paraty","Morro do Carrapato - APA-Cairuçu, Acesso pela BR 101, atrás do Sítio da Dona Nadir.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Árvore, c.a. de 17 metros de altura, semi-ciófila; folhas coriáceas, verde discolores, frutos imaturos, verde oliva, semente única, branca.","VIC015572","VIC015572","1993","34470","auto",NA,NA,"11","16",NA,NA,NA,NA
"16","2020-12-20 21:16:36-03","UFV","VIC","32921","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Leitão Filho, H.F.","Leitão Filho, H.F.; et al.","34778","1996","02","02",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Costão rochoso.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura.","VIC032921","VIC032921",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:16:36-03","UFV","VIC","15064","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Assis, M.A. de","45","1993","01","06",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Próxima à trilha e a praia.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arvoreta, c.a. de 3,0 metros de altura; botões amarelados.","VIC015064","VIC015064","1995","34265","auto",NA,NA,"08","23",NA,NA,NA,NA
"18","2020-12-20 21:16:36-03","UFV","VIC","15980","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","184","1996","01","07",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura. Ind. 846.","VIC015980","VIC015980","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"19","2020-12-20 21:16:36-03","UFV","VIC","15981","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","185","1996","01","07",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 10 metros de altura, com flores. Ind. 847.","VIC015981","VIC015981","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"20","2020-12-20 21:16:36-03","UFV","VIC","15982","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","186","1996","01","07",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 10 metros de altura, com flores. Ind. 856.","VIC015982","VIC015982","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"21","2020-12-20 21:16:36-03","UFV","VIC","15983","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","187","1996","01","07",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 9,0 metros de altura. Ind. 874.","VIC015983","VIC015983","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"22","2020-12-20 21:16:36-03","UFV","VIC","15984","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","188","1996","01","07",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura, com flores. Ind. 876.","VIC015984","VIC015984","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"23","2020-12-20 21:16:36-03","UFV","VIC","15985","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","189","1996","01","07",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 6,0 metros de altura. Ind. 883.","VIC015985","VIC015985","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"24","2020-12-20 21:16:36-03","UFV","VIC","15987","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","191","1996","01","07",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura. Ind. 1218.","VIC015987","VIC015987","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"25","2020-12-20 21:16:36-03","UFV","VIC","15988","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","192","1996","01","07",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura. Ind. 1219.","VIC015988","VIC015988","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"26","2020-12-20 21:16:36-03","UFV","VIC","15989","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","193","1996","01","09",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura, com flores. Ind. 1326.","VIC015989","VIC015989","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"27","2020-12-20 21:16:36-03","UFV","VIC","15990","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","194","1996","01","09",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura. Ind. 1328.","VIC015990","VIC015990","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"28","2020-12-20 21:16:36-03","UFV","VIC","15991","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","195","1996","01","18",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 7,5 metros de altura. Ind. 1390.","VIC015991","VIC015991","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"29","2020-12-20 21:16:36-03","UFV","VIC","15992","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","196","1995","12","15",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 13 metros de altura, com flores. Ind. 1404.","VIC015992","VIC015992","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"30","2020-12-20 21:16:36-03","UFV","VIC","15993","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","197","1995","12","14",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura, com botões. Ind. 1525.","VIC015993","VIC015993","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"31","2020-12-20 21:16:36-03","UFV","VIC","15994","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","198","1995","12","11",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 12 metros de altura, com flores. Ind. 1581.","VIC015994","VIC015994","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"32","2020-12-20 21:16:36-03","UFV","VIC","15995","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","199","1995","12","11",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 5,5 metros de altura. Ind. 1596.","VIC015995","VIC015995","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"33","2020-12-20 21:16:36-03","UFV","VIC","15996","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","200","1996","02","10",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura, com flores. Ind. 3486.","VIC015996","VIC015996","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"34","2020-12-20 21:16:36-03","UFV","VIC","15997","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","201","1996","01","11",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 6,5 metros de altura, com flores. Ind. 3513.","VIC015997","VIC015997","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"35","2020-12-20 21:16:36-03","UFV","VIC","15998","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","202","1996","01","11",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 6,5 metros de altura, com flores. Ind. 3563.","VIC015998","VIC015998","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"36","2020-12-20 21:16:36-03","UFV","VIC","15999","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","203","1996","04","30",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Floresta de encosta atlântica.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura. Ind. 280.","VIC015999","VIC015999","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"37","2020-12-20 21:16:36-03","UFV","VIC","16151","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Bival, L.","Pedroni, F.; Sanchez, M.","207","1996","01","08",NA,"Brasil","São Paulo","Ubatuba","Planície do Núcleo Picinguaba, Próximo ao centro de visitantes. Mata de planície.","-44.8","-23.366667",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura. Ind. 1255.","VIC016151","VIC016151","2013",NA,NA,"-44.8","-23.366667","11",NA,NA,NA,NA,NA
"38","2020-12-20 21:16:36-03","UFV","VIC","21214","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Araújo, D.; et al.","5067","1982","05","24",NA,"Brasil","Rio de Janeiro",NA,"Restinga de Grumari",NA,NA,NA,NA,NA,NA,"VIC021214","VIC021214","1998",NA,NA,NA,NA,"08","19",NA,NA,NA,NA
"39","2020-12-20 21:16:36-03","UFV","VIC","44053","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral",NA,"Zipparro, V. .B.; Luize, B. .G.","s.n.","2007","12","15",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta","-45","-23",NA,NA,NA,"Trilha do Sul, próximo à parcela H. Ambiente sombreado. Árvore com cerca de 6 metros de altura. Presença de botões e flores creme.","VIC044053","VIC044053",NA,NA,NA,"-45","-23",NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:16:36-03","UFV","VIC","23767","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Hatschbach, G.; et al.","54901","1991","01","23",NA,"Brasil","Paraná","Guaraqueçaba","Baía do Paruquara, Orla de manguezal.","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Arbusto, c.a. de 3,0 metros de altura; flor creme.","VIC023767","VIC023767","1999","37295","auto",NA,NA,"09","28",NA,NA,NA,NA
"41","2020-12-20 21:16:36-03","UFV","VIC","23768","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Nicolack, V.; Scherer Neto, P.","501","1993","09","11",NA,"Brasil","Paraná","Guaraqueçaba","Ilha das Peças - Bertioga, Mata de mangue.","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Arbusto, c.a. de 1,0 - 2,0 metros de altura; frutos roxos, arilo branco.","VIC023768","VIC023768","1999","37295","auto",NA,NA,"09","28",NA,NA,NA,NA
"42","2020-12-20 21:16:36-03","UFV","VIC","23769","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Britez, R.M.","1441",NA,NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Base do morro, sobre pedras.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Arbusto, c.a. de 2,0 metros de altura, com frutos.","VIC023769","VIC023769","1999","24916","auto",NA,NA,"09","28",NA,NA,NA,NA
"43","2020-12-20 21:16:36-03","UFV","VIC","12565","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Araújo, D.","3887","1980","08","02",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Rio Barra Pequena, Mata ribeirinha misturada com manguezal.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"Arbusto, c.a. de 6,0 metros de altura, heliófilo. Frutos vermelhos.","VIC012565","VIC012565","1993","32988","auto",NA,NA,"08","24",NA,NA,NA,NA
"44","2020-12-20 21:16:36-03","UFV","VIC","16834","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Marquete, R.","1611","1994","04","13",NA,"Brasil","Rio de Janeiro","Paraty","APA-Cairuçu, Trilha Ponta Negra. Praia dos Antigos.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Semi-ciófila. Arvoreta, c.a. de 6,0 metros de altura. Tronco com casca fissurada, amarronzada, córtex amarelado; folhas cartáceas, discolores verdes. Frutos carnosos, indeiscentes de cor laranja.","VIC016834","VIC016834","1995","34470","auto",NA,NA,"05","15",NA,NA,NA,NA
"45","2020-12-20 21:16:36-03","UFV","VIC","15570","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Jacques, E.L.; et al.","104","1989","04","12",NA,"Brasil","Rio de Janeiro","Paraty","Ilha da Cutia","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Árvore com ramos caindo sobre a praia; heliófila; frutos imaturos vináceos.","VIC015570","VIC015570","1993","34470","auto",NA,NA,"11","26",NA,NA,NA,NA
"46","2020-12-20 21:16:36-03","UFV","VIC","15573","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral","Carvalho-Okano, R.M. de","Giordano, L.C.; et al.","1417","1992","07","05",NA,"Brasil","Rio de Janeiro","Paraty","Ilha da Cutia, Mata de encosta, vegetação densa; relevo íngreme, com afloramentos rochosos.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Árvore, c.a. de 10 metros de altura. Ramos com líquens curtáceos alvos. Folhas cartáceas, discolores, brilhenates; pecíolos, assim como os ramos novos, vinosos. Frutos vinosos, em amadurecimento, quando maduros, são deiscentes e marron","VIC015573","VIC015573","1993","34470","auto",NA,NA,"11","16",NA,NA,NA,NA
"47","2020-12-20 21:16:36-03","UFV","VIC","15574","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","littoralis","Monteverdia littoralis","(Car.-Okano) Biral",NA,"Marquete, R.; et al.","969","1993","04","29",NA,"Brasil","Rio de Janeiro","Paraty","Morro do Corisco, Subindo o Rio do Corisco. Relevo íngreme. Floresta Ombrófila Densa Submontana, degradada.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Heliófila, ripária em ambientes úmidos; árvore com 12 metros de altura; tronco com casca lisa, folhas cartáceas, discolores verdes; flores amarelas; frutos imaturos de cor verde.","VIC015574","VIC015574",NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA
