"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","individualCount","relatedCatalogItem","typeStatus","previousCatalogNumber"
"11","2021-03-24 17:09:28-03","UFES","SAMES","1795","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Monteiro,M.M.; Giaretta,A.O.","68","2008","09","27",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Mata seca sobre restinga Pleistocênica.","-39.8588981628418","-18.716100692749",NA,"Planta trepadeira, com frutos carnosos de cor laranja.","SAMES01795",NA,"Ribeiro,M.",NA,NA,"2016","04","56510","auto",NA,NA,"12",NA,NA,NA,NA,NA
"12","2021-03-24 17:09:28-03","UFES","SAMES","7518","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Menezes,L.F.T.; Ribeiro,I.F.;Tressmann,L.K.;Weinder,V.","2453","2017","07","17",NA,"Brasil","Espírito Santo","São Mateus","Estação Petrobrás, Rio Preto.","-39.8588981628418","-18.716100692749",NA,"Frutos verdes (na carpoteca). Habitat: Floresta inundável Habito: Trepadeira","SAMES07518",NA,"Ribeiro,M.","-398105556.0","-188175000.0","2019","06","56510","auto",NA,NA,"04",NA,NA,NA,NA,NA
"13","2021-03-24 17:09:28-03","UFES","SAMES","10049","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","9042","2019","04","11",NA,"Brasil","Espírito Santo","Aracruz","Reserva Biológica Comboios. Restinga Holocênica. Reserva Biológica Comboios","-40.2733001708984","-19.8202991485596",NA,"Trepadeira. Fruto verde com mácula alba.","SAMES10049",NA,NA,"-399319445.0","-196972222.0",NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-24 17:09:28-03","UFES","SAMES","3524","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Farney,C.; Ribeiro,R.D.;Menezes,L.F.T.","4636","2007","03","15",NA,"Brasil","Espírito Santo","Linhares","Degredo. Restinga arbórea.","-40.0722007751465","-19.3910999298096",NA,"Trepadeira; ciófila; folhas verdes discolores; frutos imaturos verdes, maduros amarelos.","SAMES03524",NA,"Braga,J.M.A.","-397255556.0","-193725000.0","2010","12","48094","auto",NA,NA,"01",NA,NA,NA,NA,NA
"15","2020-10-09 11:41:15-03","UFS","ASE","42555","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Silva, FO; Fabricante, JR","316","2018","06","19","Southern America","Brasil","Sergipe","Aracaju","Parque Governador José Rollemberg Leite, Área de Preservação Ambiental Morro do Urubu","-37.32339","-10.53308",NA,"Liana - Inflorescência espiga de coloiração verde folhas alternas de coloração verde calaro nas duas faces forma deltóide. Caule cilíndrico de coloração verde e textura granulada.&nf;; Mata Atlântica","ASE0044037",NA,"Fabricante, JR","-37.32339","-10.53308","2018","06",NA,NA,"25","25","21",NA,NA,NA,NA,NA
"16","2019-12-06 19:29:55-03","UFES","VIES","25633","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Assis, A.M.; Santos, J.","3446","2012","10","05",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Praia de Meleiras.","-39.739722","-18.6425",NA,NA,"VIES025633","VIES025633",NA,"39º44'23''W","18º38'33''S",NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,NA
"17","2019-12-06 19:29:55-03","UFES","VIES","43493","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Firmino, A.D.; Silvares, G.C.O.","369","2018","10","18",NA,"Brasil","Espírito Santo","Linhares","Cacimbas, ponto de amostragem 6.","-39.738056","-19.478889",NA,NA,"VIES043493","VIES043493","Firmino, A.D.","39º44'17''W","19º28'44''S","2018","10",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"18","2020-04-27 16:10:38-03","UFES","VIES","12311","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Dutra, R.L.S.; Assis, A.M.","226","1997","02","18",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES012311","VIES012311","Feliz, P.",NA,NA,"2016","09","48094","auto",NA,NA,"27",NA,NA,NA,NA,NA
"19","2020-04-27 16:10:38-03","UFES","VIES","43347","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Firmino, A.D.; Silvares, G.C.O.","223","2018","10","05",NA,"Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos, ponto de amostragem 3.","-39.8588981628418","-18.716100692749",NA,NA,"VIES043347","VIES043347","Valadares, R.T.",NA,NA,"2020","01","56510","auto",NA,NA,"16",NA,NA,NA,NA,NA
"20","2020-04-27 16:10:38-03","UFES","VIES","10708","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Zambom, O.; Fraga, C.N. & Canal, M.","213","1996","01","03",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010708","VIES010708","Feliz, P.",NA,NA,"2016","09","27156","auto",NA,NA,"27",NA,NA,NA,NA,NA
"21","2020-04-27 16:10:38-03","UFES","VIES","27585","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Pereira, O.J.; Gomes, J.M.L. & Pereira, S.J.","3421","1992","06","09",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES027585","VIES027585","Feliz, P.",NA,NA,"2016","09","41644","auto",NA,NA,"27",NA,NA,NA,NA,NA
"22","2020-04-27 16:10:38-03","UFES","VIES","8346","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Pereira, O.J.; Gomes, J.M.L. & Pereira, S.","3437","1992","06","09",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES008346","VIES008346","Feliz, P.",NA,NA,"2016","09","41644","auto",NA,NA,"27",NA,NA,NA,NA,NA
"23","2020-04-27 16:10:38-03","UFES","VIES","5307","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Pereira, O.J.; Gomes, J.M.L. & Rosa, L.V.","2293","1990","11","28",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES005307","VIES005307","Feliz, P.",NA,NA,"2016","09","28401","auto",NA,NA,"27",NA,NA,NA,NA,NA
"24","2020-04-27 16:10:38-03","UFES","VIES","15615","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Fabris, L.C.","696","1992","05","29",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES015615","VIES015615","Feliz, P.",NA,NA,"2016","09","28401","auto",NA,NA,"27",NA,NA,NA,NA,NA
"25","2020-04-27 16:10:38-03","UFES","VIES","14894","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Pereira, O.J.; et al.","5859","1997","04","27",NA,"Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,"VIES014894","VIES014894","Feliz, P.",NA,NA,"2016","09","24088","auto",NA,NA,"27",NA,NA,NA,NA,NA
"26","2019-06-27 10:25:44-03","UFES","VIES","10585","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Assis, A.M.; Vago, A.; Cribari, R.S. & Santos, R.","2595","2010","08","07",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES010585","VIES010585",NA,NA,NA,NA,NA,"16451","auto","240","240",NA,NA,NA,NA,NA,NA
"27","2020-04-27 16:10:38-03","UFES","VIES","10707","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Zambom, O.","77","1995","08","17",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010707","VIES010707","Feliz, P.",NA,NA,"2016","09","27156","auto",NA,NA,"27",NA,NA,NA,NA,NA
"28","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","10468",NA,"Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","W. P. Lopes; E. Bausen & W. Pizziolo","692","1999","05","12",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,"Liana. Exsudato creme. Cauloforia. Frutos maturos amarelos. Ambiente seco, solo rochoso.","MBML010468","MBML010468","João M. A. Braga/15-05-2003","40W40'53","19S48'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","10767",NA,"Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","W. P. Lopes; E. Bausen & W. Pizziolo","668","1999","05","12",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"Liana. Frutos imaturos verdes. Sobre a copa de arvore.","MBML010767","MBML010767","João M. A. Braga/15-05-2003","40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","10818",NA,"Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","L. Kollmann; E. Bausen & W. Pizziolo","2184","1999","03","17",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Mata baixa, solo arenoso. Trepadeira. Frutos laranjas.","MBML010818","MBML010818","João M. A. Braga/15-05-2003","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","13289",NA,"Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","V. Demuner; et al","1362","2000","08","08",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha","-40.576944","-19.963056",NA,"Trepadeira sobre arbusto, frutos de cor alaranjado, frutos de cor alaranjado. Borda de mata, beira da estrada principal.","MBML013289","MBML013289","João M. A. Braga/15-05-2003","40W34'37","19S57'47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","16032",NA,"Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","L. Kollmann; et al","5506","2002","02","06",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Trepadeira no sol. Flores brancas.","MBML016032","MBML016032","João M. A. Braga/15-05-2003","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","19792",NA,"Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","R.R. Vervloet; et al","1876","2003","02","20",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Trepadeira, frutos a 4m do solo, maduros de cor amarela, imaturos de cor verde, topo de morro, dossel 18m.","MBML019792","MBML019792_1 MBML019792_2","João M. A. Braga/15-05-2003","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","45343",NA,"Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","J. Gurtler","49","2012","01","18",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.672389","-19.8025",NA,"Liana com cauliflorescência, flores verdes/amareladas escandente sobre indivíduos próximos (aprox. 15mts.), solo profundo","MBML045343","MBML045343",NA,"40W40'20,6","19S48'9",NA,NA,NA,NA,"236","236",NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","8204",NA,"Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","L. Kollmann; E. Bausen & W. Pizziolo","671","1998","10","06",NA,"Brasil","Espírito Santo","Santa Teresa","Aparecidinha","-40.593889","-19.973056",NA,"Mata de baixada. Trepadeira 4m. Flores verdes.","MBML008204","MBML008204","João M. A. Braga/15-05-2003","40W35'38","19S58'23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-25 10:13:15-03","CVRD","CVRD","13718","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A. Braga","Folli, D.A.","6847","2012","02","22","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó mole","CVRD013718","CVRD013718","Domingos A. Folli",NA,NA,"2012","02","48094","auto","58","58","22","Magnoliopsida",NA,NA,NA,NA
"37","2021-02-25 10:13:15-03","CVRD","CVRD","6184","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A. Braga","Folli, D.A.","3379","1999","03","16","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó mole","CVRD006184",NA,"João Marcelo Alvarenga Braga",NA,NA,"2002","10","48094","auto",NA,NA,"21","Magnoliopsida",NA,NA,NA,NA
"38","2021-02-25 10:13:15-03","CVRD","CVRD","6331","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A. Braga","Folli, D.A.","3492","1999","09","29","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó mole","CVRD006331","CVRD006331","João Marcelo Alvarenga Braga",NA,NA,"2003","12","48094","auto",NA,NA,"01","Magnoliopsida",NA,NA,NA,NA
"39","2021-02-25 10:13:15-03","CVRD","CVRD","6304","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A. Braga","Folli, D.A.","3474","1999","08","24","América do Sul","BRASIL","ES","Linhares","Corrego Tamanduá","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó mole","CVRD006304","CVRD006304","João Marcelo Alvarenga Braga",NA,NA,"2003","12","48094","auto",NA,NA,"01","Magnoliopsida",NA,NA,NA,NA
"40","2021-02-25 10:13:15-03","CVRD","CVRD","7221","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A. Braga","Fiaschi, P.","965","2002","01","31","América do Sul","BRASIL","ES","Linhares","RFL 89","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó mole","CVRD007221",NA,"João Marcelo Alvarenga Braga",NA,NA,"2003","12","48094","auto",NA,NA,"01","Magnoliopsida",NA,NA,NA,NA
"41","2021-02-25 10:13:15-03","CVRD","CVRD","10887","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A. Braga","Paciencia, M.B.","2309","2006","04","05","América do Sul","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,"liana lenhosa a até 6m do solo; frutos maduros amarelos e imaturos verdes <ll>dwc_commonname:</ll> Cipó mole","CVRD010887",NA,"Paula-Souza, J. & Paciencia, M.",NA,NA,"2006","04","48094","auto",NA,NA,"12","Magnoliopsida",NA,NA,NA,NA
"42","2020-09-02 16:33:31-03","Cenargen","CEN","98676","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Gustavo Martinelli","16784","2010","12","01",NA,"Brasil","MS","CORUMBA","Serra do Amolar, Rio Paragaui,Baia Formosa, RPPN Penha. Floresta estacional semidecídua em transição para Cerrado campestre.","-57.503055","-17.894166","Exsicatas","Heliófila; folhas verdes discolores; frutos imaturos de cor verde. Doação Jardim Botânico do Rio de Janeiro - RB 451605.","CEN00098676","CEN00098676","Elsie F. Guimarães & T. S. Mendes","-57.503055","-17.894166","2015","04",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"43","2019-11-13 11:26:18-03","USP","SPF","206445","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Farney, C","4636","2007","03","15",NA,"Brasil","Espírito Santo","Linhares",NA,"-39.725556","-19.3725",NA,NA,"SPF00206445",NA,"Braga, JMA","-39.725556","-19.3725","2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 18:28:52-03","USP","SPF","227672","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Figueiredo, CF","96","2010","08","19",NA,"Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira, Reserva da Cidade Universidade Armando Sales de Oliveira.","-46.7275","-23.564722",NA,"Liana com exsudado translúcido com cheiro de cloreto de sódio. Voucher de estudo anatômico.","SPF00227672","SPF00227672","Somner, GV","-46.7275","-23.564722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 18:28:52-03","USP","SPF","227684","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Figueiredo, CF","28","2009","02","02",NA,"Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira, Reserva da Cidade Universidade Armando Sales de Oliveira. Próximo ao alambrado, lado externo.","-46.728611","-23.567222",NA,"Liana volúvel com odor de cloreto de sódio, casca cinza lenticelada. Voucher de estudo anatômico.","SPF00227684","SPF00227684","Braga, JMA","-46.728611","-23.567222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-07 09:23:40-03","UEFS","HUEFS","172509","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Thomas, W.W.","CEPEC11343","1996","11","14",NA,"Brasil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Along. Along road from park entrance to nature/conference center.","-40.574722","-15.264722",NA,NA,"HUEFS0172509","HUEFS0172509","M.Del Rei","40W34'29''","15S15'53''","2011","12",NA,NA,"150","150",NA,"Ranunculanae",NA,NA,NA,NA
"47","2019-10-07 09:23:40-03","UEFS","HUEFS","182891","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Matos, E.N.de","938","2011","12","12",NA,"Brasil","Bahia","Caravelas","Mata do sr. Wallace.","-39.198611","-17.715556",NA,"Floresta.","HUEFS0182891","HUEFS0182891",NA,"39W11'55''","17S42'56''",NA,NA,NA,NA,NA,NA,NA,"Ranunculanae",NA,NA,NA,NA
