"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","typeStatus","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"13","2020-02-08 10:31:23-03","NBC","NL-BOTANY","U.1583022","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"Hatschbach GG; Hatschbach M; Guimaraes DJ",NA,"1991","11","09","Southern America","Brazil",NA,NA,"Rio Itacambiruçu (mun. Grão Mogol) Minas Gerais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583022","NL-U1583022",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:31:23-03","NBC","NL-BOTANY","U.1583023","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"Simonis JE; Cordeiro I",NA,"1988","02","27","Southern America","Brazil",NA,NA,"Flora de Campos Rupestres. MC. Municápío do Crão-Mogol.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583023","NL-U1583023",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:31:23-03","NBC","NL-BOTANY","U.1583024","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"Simonis JE; Cordeiro I",NA,"1988","02","27","Southern America","Brazil",NA,NA,"Flora de Campos Rupestres. MC. Municápío do Crão-Mogol.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583024","NL-U1583024",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:19:05-03","ESALQ","ESA","13358","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, J.R.","Leitão Filho, H.F. et al.","27493.0","1992","12","08",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"ESA013358","ESA013358",NA,NA,NA,"2004","01",NA,NA,NA,NA,"01","101169","auto",NA,NA
"17","2021-03-01 16:40:26-03","UNICAMP","UEC","123946","S","Plantae","Magnoliopsida",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Flores, AS; Schütz Rodrigues, R; Barbosa, AR; Simões, AO; Belinello, R","791","2002","01","24",NA,"Brazil","Minas Gerais","Grão Mogol","Trilha da Tropa, subida para Serra do Barão.","-42.895972","-16.55",NA,"Arbusto 2-3m de altura, corola branca.; Campo rupestre.","UEC081593","UEC081593","890",NA,"890","2003",NA,"-42.895972","-16.55",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:40:26-03","UNICAMP","UEC","203002","S","Plantae","Magnoliopsida",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"Scatigna, AV; Carmo, JAM","1053","2016","01","21",NA,"Brazil","Minas Gerais","Cristália","Vale do Itacambiruçu. Areal próx a afloramento quartzítico.","-42.918611","-16.606389",NA,"Arvoreta, ca. 2 m. Cálice verde; corola branco-esverdeada; disco nectarífero roxo.","UEC190288","UEC190288",NA,NA,NA,NA,NA,"-42.918611","-16.606389",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:25:27-03","UNICAMP","UEC","24782","S","Plantae","Magnoliopsida",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"Hatschbach, G","41469","1978","07","22",NA,"Brazil","Minas Gerais","Grão Mogol","Arredores","-43.3","-16.6",NA,"Fruto, Arbusto 2 m, flores alvecentes. Cerrado, solo arenoso, entre base de morro e o rio","UEC049803","UEC049803",NA,NA,NA,"1981","09","-43.3","-16.6",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:25:27-03","UNICAMP","UEC","62204","S","Plantae","Magnoliopsida",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FAM","27493","1992","12","08",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Birigui (Campos Rupestres /","-43.6002998352051","-18.2493991851807",NA,"Flor, Entre pedras, aroreta de 3,5 m, botões creme-esverdeados","UEC081592","UEC081592",NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA
"21","2021-03-21 19:38:37-03","UFC","EAC","62845","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"Hurbath, F.; Borges, R.L.; Alves, M.; Stadnik, A.","539","2013","05","22","Southern America","Brasil","Bahia","Licínio de Almeida","Serra Geral. Trilha ao lado da Cachoeira das Sete Quedas.","-42.533333","-14.516944",NA,"Arbusto, ca. 4 m. Folhas discolores. Face abaxial glauca. Fruto verde.; Mata ciliar.","EAC0062845","EAC0062845","756",NA,"756",NA,NA,"-42.533333","-14.516944",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:44:08-03","MBM","MBM","105133","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, J.R.","Simonis, E.; Cordeiro, I.; Cordeiro, I.","4169",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"MBM105133","MBM105133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"23","2020-12-21 16:44:08-03","MBM","MBM","59757","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Hatschbach, G.","Hatschbach, G.","41469",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Grão Mogol, arredores","-42.8897018432617","-16.5594005584717",NA,NA,"MBM059757","MBM059757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"24","2020-12-21 16:44:08-03","MBM","MBM","142462","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","54961",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Cristália","Subida pqra Bem Querer","-42.8622016906738","-16.8003005981445",NA,NA,"MBM142462","MBM142462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30029","auto",NA,NA
"25","2020-12-21 16:44:08-03","MBM","MBM","105135","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, J.R.","Furlan, A.; et al.; et al.","764",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Próximo a Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"MBM105135","MBM105135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"26","2020-12-21 16:44:08-03","MBM","MBM","142463","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","54954",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,"MBM142463","MBM142463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"27","2020-12-21 16:44:08-03","MBM","MBM","65413","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"Irwin, H.S.; Reis dos Santos, R.; Souza, R.; Fonseca, S.F. da; Reis dos Santos, R.; Souza, R.; Fonseca, S.F. da","23415","1969","02","17","Southern America","Brazil","Minas Gerais","Grão Mogol","Serra do Espinhaço, Immediately north of Grão Mogol.","-42.8897018432617","-16.5594005584717",NA,"1m tall. Corolla white; stamens violet. Immature fruit green. Locally common. Sandy cerrado.; Bew-branched shrub ca. 1m tall. Corolla white; stamens violet. Immature fruit green.; Sandy cerrado.","MBM065413","MBM065413","950","ISOTYPE","950",NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"28","2020-12-11 11:41:11-03","UFMG","BHCB","156514","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"Hattori, EKO; Batista, JAN","1289","2010","11","22","Southern America","Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol a Cristália","-42.878611","-16.659444",NA,"Arbusto, ca. 2m altura, cálice esverdeado, corola amarelada.; Campo rupestre, próximo a capão de mata, solo arenoso.","BHCB007856",NA,"739",NA,"739","2017","01","-42.878611","-16.659444",NA,NA,"23",NA,NA,NA,NA
"29","2020-12-11 11:41:11-03","UFMG","BHCB","39834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","2810492","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","G. Hatschbach, comp.","Gert G. Hatschbach","Hatschbach 54961","1991","2","10","South America","Brazil","Minas Gerais",NA,"Subida para Bem Querer (mun. Cristalia) Campo rupestre, solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","2810636","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","G. Hatschbach","Gert G. Hatschbach","Hatschbach 41469","1978","7","22","South America","Brazil","Minas Gerais",NA,"Grão Mogol, arredores, Cerrado solo arenoso, entre base do morro e o rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","2810999","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","J.R. Pirani","C. Kameyama","Kameyama 9057","1986","1","9","South America","Brazil","Minas Gerais",NA,"Grão Mogol, próximo da saída na estrada para Francisco Sa.",NA,NA,NA,NA,NA,NA,"980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3401422","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","J. Kallunki","Carvalho","Carvalho 6541","1998",NA,NA,"South America","Brazil","Minas Gerais",NA,"Mun. de Grão-Mogol. Campo Rupestre, atrás da cidade. Trilha do Barão.","-42.895","-16.56277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1585","S","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","IGLESIAS, D.T.",NA,"50","2017","08","19",NA,"Brasil","Minas Gerais","Grão Mogol","Trilha do Barão","-42.8897018432617","-16.5594005584717",NA,NA,"MCCA01642","MCCA01642","960",NA,"960","2017","09","-428986111.0","-165244445.0",NA,NA,"05","67219","auto",NA,NA
"35","2021-03-04 11:06:22-03","UFRB","HURB","19636","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","J.R.Pirani","Guedes, M.L.; Roque, N; Campos, L. & Gandara, A.","22140","2014","08","06",NA,"Brasil","Bahia","Licinio de Almeida","Estrada de Licinio de Almeida para Urandi; Saco da Onça","-42.54","-14.584167",NA,"ALCB 115404.","HURB000019636",NA,"887",NA,"887","2014","10","42º32'24W","14º35'03S",NA,NA,NA,NA,NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","3566786","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"R. Mello-Silva, A. M. Giulietti, D. C. Zappi, M. Meguro, J. C. Goncalves & N. Giulietti","CFCR9884","1986","7","24","South America - Neotropics","Brazil","Minas Gerais","Grão Mogol","Vale do Rio das Mortes, a oeste da cidade.","-42.8897018432617","-16.5594005584717",NA,NA,"US01858569","US01858569_01 US01858569_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"67219","auto","1",NA
"37","2020-09-12 05:00:02-03","US","US","3212392","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra",NA,"G. Hatschbach, M. M. Hatschbach & O. Guimarães","54961","1991","2","10","South America - Neotropics","Brazil","Minas Gerais","Cristália","Subida para Bem Querer","-42.8622016906738","-16.8003005981445",NA,NA,"US01858568","US01858568_01 US01858568_02","850",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"30029","auto","1",NA
"38","2021-03-15 18:29:46-03","USP","SPF","189513","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","El Ottra, JHL","El Ottra, JHL","32","2009","01","30",NA,"Brasil","Minas Gerais","Grão Mogol","Próximo à Cachoeira do Véu das Noivas.","-42.955056","-16.596583",NA,"ARbusto de ca. 2 m de alt., folhas discolores, pétalas creme, estames creme com anteras amarelas e disco vináceo.","SPF00189513",NA,"759",NA,"759","2009",NA,"-42.955056","-16.596583",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 18:29:46-03","USP","SPF","190397","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Silva-Luz, CL","Silva-Luz, CL","48","2009","04","10",NA,"Brasil","Minas Gerais","Grão Mogol","Trilha para cachoeira Véu-da-Noiva, entrada da trilha a 10 km da saída de Grão-Mogol sentido BR 251, logo após a segunda ponte. Solo areno-pedrogoso.","-42.956583","-16.604111",NA,"Arbusto ca. 1.7 m alt. Folhas discolores. Fruto imaturo verde.","SPF00190397",NA,"751",NA,"751","2009",NA,"-42.956583","-16.604111",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 18:29:46-03","USP","SPF","196913","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR; Dias, P","Dias, P","201","2004","03","30",NA,"Brasil","Minas Gerais","Grão Mogol","Ribeirão dos Bois, À saída da cidade na estrada para o Rio Ventania. Vegetação arbustiva entre afloramentos rochosos mais ou menos planos.","-42.885944","-16.558667",NA,"Arbustos, ca. 1.2 m alt., populações agregadas com muitos indivíduos. Pétalas esbranquiçadas com faixa longidutinal central esverdeada. Filetes esbranquiçados. Disco vináceo, bem evidente. Frutos jovens verdes e maduros marrons. Amos","SPF00196913",NA,"780",NA,"780","2004","03","-42.885944","-16.558667",NA,NA,"30",NA,NA,NA,NA
"41","2019-11-13 11:30:50-03","USP","SPF","224487","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Cordeiro, I","Pscheidt, AC","147","2012","06","21",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada para Capim Pubo, povoado rural de Grão Mogol, afloramento rochoso após o cemitério","-42.988889","-16.653894",NA,NA,"SPF00224487",NA,NA,NA,NA,"2012","06","-42.988889","-16.653894",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:30:50-03","USP","SPF","225987","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Queiroz, LP","7526","2000","01","08",NA,"Brasil","Minas Gerais","Grão Mogol","Serra de Grão Mogol","-42.895278","-16.555556",NA,NA,"SPF00225987",NA,"903",NA,"903","2004","07","-42.895278","-16.555556",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:30:50-03","USP","SPF","226318","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Fraga, CN","3370","2011","06","06",NA,"Brasil","Minas Gerais",NA,"Caminho das Tropas.","-42.893056","-16.553333",NA,NA,"SPF00226318",NA,"924",NA,"924","2016","03","-42.893056","-16.553333",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:30:50-03","USP","SPF","22696","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Furlan, A","CFCR764","1981","04","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"SPF00022696",NA,NA,NA,NA,"1981","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:30:50-03","USP","SPF","36102","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Harley, RM","CFCR6502","1984","11","27",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"SPF00036102",NA,"900",NA,"1000","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:30:50-03","USP","SPF","68035","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Pirani, JR","CFCR12401","1989","12","10",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu","-42.916667","-16.5",NA,NA,"SPF00068035",NA,"750",NA,"750","1989",NA,"-42.916667","-16.5",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:30:50-03","USP","SPF","30953","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Simonis, E","CFCR4109","1983","02","27",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00030953",NA,NA,NA,NA,"1984","01",NA,NA,NA,NA,NA,"67219","auto",NA,NA
