"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus","class"
"11","2021-01-14 15:24:07-03","MN","R","151448","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Glaziou, A.F.M.","14952","1884","02","19",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000151448","R000151448_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:31:41-03","UFJF","CESJ","52244","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","A.M. Teles","A.M. Teles; et al.","362","2007","03","22","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra Negra, próx. da Torre","-42.8588981628418","-17.8572006225586",NA,NA,NA,"Arbusto ereto, ca. 2 m. Capítulos com flores lilás. Capítulos vistiados por beija-flores. Campo rupestre.","CESJ052244","CESJ052244","Itamarandiba","2007","03",NA,NA,"39586","auto","22",NA,NA,NA,NA
"13","2021-03-01 16:23:49-03","UNICAMP","UEC","152012","S","Plantae","Magnoliopsida",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(A.DC. ex Pers.) A.DC.","Monge, M","Costa, IR; Verola, CF","679","2006","04","23",NA,"Brazil","Minas Gerais","Parque Nacional da Serra do Caraça.",NA,NA,NA,NA,NA,"Flores de cor Alfazema, ramos achatados, frutos perláceos amarelos.","UEC121320","UEC121320","Serra Do Caraça","2010","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:23:49-03","UNICAMP","UEC","173644","S","Plantae","Magnoliopsida",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(A.DC. ex Pers.) A.DC.","Leuville, B","Souza, VC; Sampaio, D; Araújo, AO; Romão, GO; Elias, SI","28480","2002","02","26",NA,"Brazil","Minas Gerais","Caminho para o Pico do Itambé",NA,NA,"1500","2000",NA,"Arbusto, ca. 3 m alt.; flores roxas.; Campo rupestre.","UEC089723","UEC089723","Santo Antônio de Itambé","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:23:49-03","UNICAMP","UEC","3096","S","Plantae","Magnoliopsida",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(A.DC. ex Pers.) A.DC.",NA,"Cruz, ND; Shepherd, GJ; et al.","6442","1978","11","18",NA,"Brazil","Minas Gerais","Ca. 70 Km sudestede Belo Horizonte, em direção à carapuça.",NA,NA,"1500","1700",NA,"Arbusto até 2m. Só aquênios.","UEC189485","UEC189485","Serra Do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:23:49-03","UNICAMP","UEC","169540","S","Plantae","Magnoliopsida",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(A.DC. ex Pers.) A.DC.","Loeuille, BFP","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9686","2009","03","02",NA,"Brazil","Minas Gerais","Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.&nf;Campo rupestre and campo limpo vegetation interspersed with wooded areas around rock outcrops and gallery forests.","-43.589333","-18.674111","1367","2038",NA,"Tree to 3 m tall. Flowers lavender. Occasional.","UEC010975","UEC010975","Santo Antônio do Itambé","2014",NA,"-43.589333","-18.674111",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:23:49-03","UNICAMP","UEC","3097","S","Plantae","Magnoliopsida",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(A.DC. ex Pers.) A.DC.","Monge, M","Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9613","1978","12","12",NA,"Brazil","Minas Gerais","Serra do Caraça.","-43.4152984619141","-19.959400177002",NA,NA,NA,"Arbusto até 2m; crescendo em pedra próximo à mata ciliar.; Em campo rupestre e matas de altitude","UEC189486","UEC189486","Santa Bárbara","2016","11",NA,NA,"33136","auto",NA,NA,NA,NA,NA
"18","2019-11-05 16:43:56-03","UFOP","OUPR","2076","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Schwacke, C.A.W.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Biribiry","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,"Diamantina","1892",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"19","2019-11-05 16:43:56-03","UFOP","OUPR","2074","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Damazio, L.B.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"20","2019-11-05 16:43:56-03","UFOP","OUPR","2075","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Badini, J.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Arbusto",NA,NA,"Ouro Preto","1944","10",NA,NA,"44599","auto","01",NA,NA,NA,NA
"21","2019-11-05 16:43:56-03","UFOP","OUPR","31301","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Faria, J.","Pedrosa, L.G.","341","2018","05","25",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Serra do Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, 0,9-1,5m. Flores lilases. Campo rupestre. Talvez esta seja uma das espécies botânicas mais raras no P.E. do Itacolomi, pois foram feitas diversas expedições, mas apenas um indivíduo é conhecido até o momento, nos limites da instituição.",NA,NA,"Ouro Preto",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"22","2019-11-05 16:43:56-03","UFOP","OUPR","31671","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Faria, J.","Pedrosa, L.G.","676","2018","08","25",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Serra do Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto, 1,5m. Flores lilases. Campo rupestre.",NA,NA,"Ouro Preto",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"23","2019-11-05 16:43:56-03","UFOP","OUPR","2073","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Badini, J.; Mello-Barreto, H.L.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Arbusto",NA,NA,"Ouro Preto","1944","10",NA,NA,"44599","auto","01",NA,NA,NA,NA
"24","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536564","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Glaziou, A.",NA,"1884","2","19",NA,"Brasil","Minas Gerais","Brésil, Minas, Caraça, en montant a la Carapuça.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536564' target='other'> <mi>dwc_moreinfo</mi></a>","P02536564","P02536564_01",NA,NA,NA,NA,NA,NA,NA,NA,"14952",NA,NA,NA
"25","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536565","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536565' target='other'> <mi>dwc_moreinfo</mi></a>","P02536565","P02536565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536566","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Glaziou, A.",NA,"1892","5","28",NA,"Brasil","Minas Gerais","Brésil, Minas, Biribiry, au Morro de Mocoto.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536566' target='other'> <mi>dwc_moreinfo</mi></a>","P02536566","P02536566_01",NA,NA,NA,NA,NA,NA,NA,NA,"19561",NA,NA,NA
"27","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536567","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Glaziou, A.",NA,"1892","5","28",NA,"Brasil","Minas Gerais","Brésil, Minas, Biribiry, à Morro de Mocoto.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536567' target='other'> <mi>dwc_moreinfo</mi></a>","P02536567","P02536567_01",NA,NA,NA,NA,NA,NA,NA,NA,"19561",NA,NA,NA
"28","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536568","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Glaziou, A.",NA,"1884","2","19",NA,"Brasil","Minas Gerais","Brésil, MInas, Caraça, en montant a la Carapuça.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536568' target='other'> <mi>dwc_moreinfo</mi></a>","P02536568","P02536568_01",NA,NA,NA,NA,NA,NA,NA,NA,"14952",NA,NA,NA
"29","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536569","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Glaziou, A.",NA,"1884","2","19",NA,"Brasil","Minas Gerais","Brésil, Minas, Caraça, en montanha la Carapuça.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536569' target='other'> <mi>dwc_moreinfo</mi></a>","P02536569","P02536569_01",NA,NA,NA,NA,NA,NA,NA,NA,"14952",NA,NA,NA
"30","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536571","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,NA,NA,"1824","8","1",NA,"Brasil","Minas Gerais","Brésil. Itacolomi.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536571' target='other'> <mi>dwc_moreinfo</mi></a>","P02536571","P02536571_01",NA,NA,NA,NA,NA,NA,NA,NA,"421",NA,NA,NA
"31","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536572","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536572' target='other'> <mi>dwc_moreinfo</mi></a>","P02536572","P02536572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536573","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais","Brésil. Province de Minas Geraes, Serra da Carassa.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536573' target='other'> <mi>dwc_moreinfo</mi></a>","P02536573","P02536573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 05:06:47-03","MNHN","RECOLNAT_MNHN_P","P02536570","PreservedSpecimen",NA,NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Riedel",NA,"1824","8","1",NA,"Brasil","Minas Gerais","Mont. Itacolumi.","-43.4249992370605","-19.0372009277344",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536570' target='other'> <mi>dwc_moreinfo</mi></a>","P02536570","P02536570_01","Conceição do Mato Dentro",NA,NA,NA,NA,"60318","auto",NA,"421",NA,NA,NA
"34","2020-12-11 11:32:42-03","UFMG","BHCB","188990","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Oliveira, CT","s.n.","2016","07","31","Southern America","Brasil","Minas Gerais","Fazenda Córrego das Almas","-43.486944","-20.135",NA,NA,NA,"Mata","BHCB188990",NA,"Mariana",NA,NA,"-43.486944","-20.135",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:32:42-03","UFMG","BHCB","188024","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Meyer, PB; Brina, AE; Paula, NL de","3018","2017","03","30","Southern America","Brasil","Minas Gerais","Serra dos Alves","-43.839753","-19.81885",NA,NA,NA,"Arbusto com aproximadamente 1,0 m. Flores roseas.População restrita. Indivíduo isolado.; Campo Ruprestre sobre Quartzito","BHCB188024",NA,"Itabira","2017","04","-43.839753","-19.81885",NA,NA,"12",NA,NA,NA,NA
"36","2020-12-11 11:32:42-03","UFMG","BHCB","144538","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Rodrigues, LC","120","2007","04","13","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Alto do Palácio","-43.516667","-19.25","1400","1400",NA,"arbusto em área de afloramento, flor rosa",NA,NA,"Morro do Pilar",NA,NA,"-43.516667","-19.25",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:32:42-03","UFMG","BHCB","88311","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Viana, PL; Mota, NFO; Melo, PHA de; Morais, PO","1495","2004","04","02","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto. Pico Dois Irmãos., Pico II.","-43.308056","-18.205833","1802","1802",NA,"Plantas do Brasil. Arvoreta 2-3m. Flores roxas.",NA,NA,"São Gonçalo do Rio Preto",NA,NA,"-43.308056","-18.205833",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:32:42-03","UFMG","BHCB","106818","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Teles, AM; Mota, RC da; Batista, JAN; Mota, NFO; Viana, PL","362","2007","03","22","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra Negra., Próximo da torre.","-42.8588981628418","-17.8572006225586",NA,NA,NA,"Plantas do Brasil. Campo rupestre. Arbusto ereto, ca. 2m. Capítulos com flores lilás. Capítulos visitados por beija-flores.",NA,NA,"Itamarandiba",NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"39","2020-12-11 11:32:42-03","UFMG","BHCB","86808","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Viana, PL; Sobral, M; Mota, RC da; Leite, FSF; Lorenz, AP","1201","2003","10","30","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto. Pico Dois Irmãos.","-43.3908004760742","-18.0041999816895",NA,NA,NA,"Plantas do Brasil. Campo rupestre/ campo de altitude. MATERIAL PRENSADO EM ÁLCOOL 70%.",NA,NA,"São Gonçalo do Rio Preto",NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA
"40","2020-12-11 11:32:42-03","UFMG","BHCB","54987","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Magalhães, GM","1698","1942","05","05","Southern America","Brasil","Minas Gerais","Pico do Itambé.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Entre pedras. Muito frequente. Arbusto 2m. Flor violácea.",NA,NA,"Serro",NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA
"41","2020-12-11 11:32:42-03","UFMG","BHCB","54988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Chaves, J","s.n.","1943","02","05","Southern America","Brasil","Minas Gerais","Serra de Ouro Preto.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capoeirinha. Muito frequente. Arbusto 3m.",NA,NA,"Ouro Preto",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"42","2010-10-13 09:11:00-03","MO","MOBOT","100308226","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","J. Semir","William R. Anderson","Anderson 36019","1972","2","14","South America","Brazil","Minas Gerais","Valley ca. 5 km SSE of Pico do Itambé.",NA,NA,"1140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2021-01-15 14:28:00-03","MO","MOBOT","101244182","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","fide Loeuille et al.","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype",NA
"44","2020-09-12 05:00:02-03","US","US","1199790","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"E. H. Ule","2611","1892","2",NA,"South America - Neotropics","Brazil","Minas Gerais","Ourv - Preto [interpreted]",NA,NA,NA,NA,NA,NA,"US01636511","US01636511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"45","2020-09-12 05:00:02-03","US","US","3697967","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"B. Loeuille, R. Mello-Silva & J. Lovo","587","2011","11","17","South America","Brazil","Minas Gerais","Serro: Capivari. Subida do Pico do Itambe. Borda do corrego Comprido","-43.3545","-18.3886","1581",NA,NA,NA,"US01311594","US01311594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"46","2020-09-12 05:00:02-03","US","US","3395423","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"-. Mendes-Magalhaes","1698","1942","5","5","South America","Brazil",NA,"Entre pedras, Pico do Itambe, Muncipio Serro",NA,NA,NA,NA,NA,NA,"US01636512","US01636512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"47","2020-09-12 05:00:02-03","US","US","2752821","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","36019","1972","2","14","South America - Neotropics","Brazil","Minas Gerais","Serra do Espinhaco, Valley ca. 5 km SSE of Pico do Itambe",NA,NA,"1140",NA,NA,NA,"US01636509","US01636509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"48","2020-09-12 05:00:02-03","US","US","2709221","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"H. S. Irwin, R. M. Harley & E. Onishi","29117","1971","1","25","South America - Neotropics","Brazil","Minas Gerais","Serra do Espinhaco, Sandstone summit of Serra da Caraca, with soil - filled cracks and depressions, and adjacent precipices and steep valleys",NA,NA,"1750","1950",NA,NA,"US01636508","US01636508_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
