"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","barcode","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","previousCatalogNumber","imagecode","coordinatePrecision","geoFlag","typeStatus","preparationType","individualCount","relatedCatalogItem"
"14","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73125","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","García, R.J.F.; Gomes Neto, M.","1161","1997","04","13","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, nucleo Curucutu, trilha do Mirante, topo do morro, limite de municipio com Itanhaém",NA,NA,NA,NA,"arvoreta 3 m alt., DAP 7 cm; frutos laranjas; mata nebular","São Paulo","-46.63","-23.54",NA,NA,"3456",NA,"53584","auto",NA,NA,NA,NA
"15","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73127","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Kiyama, C.Y.; Mariano Neto, E.; Sugiyama, M.","103","1996","01","31","Southern America","Brazil","São Paulo","trilha construida pela CESP, estrada da Torre, caminho para o Vale do Quilombo, próximo a Vila de Paranapiacaba",NA,NA,NA,NA,"arvore 6 m; frutos laranja; mata de encosta","Santo André","-46.53","-23.66",NA,NA,"104353",NA,"27258","auto",NA,NA,NA,NA
"16","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73127","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Kiyama, C.Y.; Mariano Neto, E.; Sugiyama, M.","103","1996","01","31","Southern America","Brazil","São Paulo","trilha construida pela CESP, estrada da Torre, caminho para o Vale do Quilombo, próximo a Vila de Paranapiacaba",NA,NA,NA,NA,"arvore 6 m; frutos laranja; mata de encosta","Santo André","-46.53","-23.66",NA,NA,"293339",NA,"27258","auto",NA,NA,NA,NA
"17","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73128","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Ferreira, G.M.P.; Palaria, C.; Pereira, D.L.; Neves, L.F.","35","1996","01","18","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, nucleo Curucutu, trilha do mirante","BM001120386",NA,NA,NA,"arvoreta 3 m, DAP 4 cm; frutos verdes","São Paulo","-46.63","-23.54",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"18","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73128","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Ferreira, G.M.P.; Palaria, C.; Pereira, D.L.; Neves, L.F.","35","1996","01","18","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, nucleo Curucutu, trilha do mirante",NA,NA,NA,NA,"arvoreta 3 m, DAP 4 cm; frutos verdes","São Paulo","-46.63","-23.54",NA,NA,"303762",NA,"53584","auto",NA,NA,NA,NA
"19","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73130","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Salino, A.","5485","2000","05","26","Southern America","Brazil","Minas Gerais","Parque Estadual da Serra do Brigadeiro, trilha para o Pico do Bone",NA,NA,NA,NA,"1.5 m, folhas cartaceas; flores brancas com estames amarelos; frutos maduros alaranjados; interior de floresta; floresta semi-decidual altomontana","Araponga","-42.5208","-20.6667",NA,NA,"51952",NA,"16385","auto",NA,NA,NA,NA
"20","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73133","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Castro, J. de","s.n.","1941","07","10","Southern America","Brazil","Minas Gerais","Serra do Caparaó, Rancho da Casa Queimada",NA,NA,NA,NA,"arbusto 2 m; flor branca; sitio de serra, descampado, humido","Alto Caparaó","-41.8683","-20.4333",NA,NA,"8408",NA,"21645","auto",NA,NA,NA,NA
"21","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73136","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Cielo-Filho, R.; Ivanuskas, N.M.; Souza, D. de","410","2005","03","15","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, núcleo de Curucutu, trilha do Rio Camburi","BHCB003176",NA,NA,NA,"árvore 4 m; frutos","Itanháem","-46.78","-24.18",NA,NA,"150312",NA,"26998","auto",NA,NA,NA,NA
"22","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73137","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Sugiyama, M.; Kiyama, C.Y.; Mariano Neto, E.","1403","1996","01","31","Southern America","Brazil","São Paulo","trilha construida pela CESP, estrada da Torre, caminho para o Vale do Quilombo, próximo a Vila de Paranapiacaba",NA,NA,NA,NA,"arvore 6 m; frutos verdes; mata de encosta","Santo André","-46.53","-23.66",NA,NA,"133523",NA,"27258","auto",NA,NA,NA,NA
"23","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96408","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Lemos, D.","s.n.","1928","08","02","Southern America","Brazil","São Paulo","Alto da Serra, Estação Biológica [SP-23968]","BM001120389","01",NA,NA,NA,"Santo André","-46.53","-23.66",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"24","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96409","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Forero, E.; Jung, S.L.; Melo, M.R.F.; Wanderley, M.G.L.","7656","1980","08","27","Southern America","Brazil","São Paulo","Estação Biológica do Alto da Serra de Paranapiacaba [46 21S-46 17S;23 46W-23 28W, DM]","BM001120388","01","750","790","arbusto 1.5 m; cáliz verde; corola blanca, antera amarilla","Santo André","-46.53","-23.66",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"25","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96410","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Custodio Filho, A.; Kirizawa, M.; Muniz, C.F.S.","91","1979","08","03","Southern America","Brazil","São Paulo","Estação Biológica do Alto da Serra de Paranapiacaba, picada 1","BM001120387","01",NA,NA,"árvore ca. 8 m, diam. 42 cm; pétalas brancas, anteras amarelas (subiu árvore), aroma adocicado; [SP 60986]","Santo André","-46.53","-23.66",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"26","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96411","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Kirizawa, M.; Lopes, E.A.","2972","1995","04","06","Southern America","Brazil","São Paulo","Reserva Biológica do Alto da Serra de Paranapiacaba, área de Campo Grande","BM001120385","01",NA,NA,"frutos amarelos [SP 314685]; na mata secundaria","Santo André","-46.53","-23.66",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"27","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96412","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Hoehne, F.C.","SP-2336","1918","07","31","Southern America","Brazil","São Paulo","Alto da Serra","BM001120384","01",NA,NA,"árvore pequena da mata; flores alvas com anteras amarelas","Santo André","-46.53","-23.66",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"28","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96413","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Mattos, J.","13888","1966","09","30","Southern America","Brazil","São Paulo","Paranapiacaba, Estação Biológica, via férrea São Paulo-Santos","SP002708","01",NA,NA,"arbusto 2.5 m; frutos imaturos; na mata virgem","Santo André","-46.53","-23.66",NA,NA,"115990","SP002708","27258","auto",NA,NA,NA,NA
"29","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96416","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Kuhlmann, M.","3420","1946","05","23","Southern America","Brazil","São Paulo","Paranapiacaba, Estação Biológica","BM001120380","01",NA,NA,"frutos alaranjados comidos pelos sabías","Santo André","-46.53","-23.66",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"30","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96416","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Kuhlmann, M.","3420","1946","05","23","Southern America","Brazil","São Paulo","Paranapiacaba, Estação Biológica","SP002711","01",NA,NA,"frutos alaranjados comidos pelos sabías","Santo André","-46.53","-23.66",NA,NA,"79385","SP002711","27258","auto",NA,NA,NA,NA
"31","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96417","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Anderson, L.O.; Aona, L.Y.S.; Faria, A.D.; Galvão, J.C.; Belinello, R.","99/33","1999","01","19","Southern America","Brazil","Rio de Janeiro","Reserva Macaé de Cima, estrada de terra do Hotel São João para o Sitio dos Miller","RB00468897","01",NA,NA,"3 m; frutos imaturos verdes","Nova Friburgo","-42.5311","-22.2819",NA,NA,"348712",NA,"33190","auto",NA,NA,NA,NA
"32","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","97904","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","11","Schwebel, E.","79","1917","08",NA,"Southern America","Brazil","São Paulo","Alto da Serra","SP002702",NA,NA,NA,NA,"Santo André","-46.53","-23.66",NA,NA,"1292","SP002702","27258","auto",NA,NA,NA,NA
"33","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","97906","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","11","Mattos, J.; Mattos, N.","14844","1967","07","27","Southern America","Brazil","São Paulo","E.B. Alto da Serra de Paranapiacaba, (via férrea São Paulo - Santos)","SP002706",NA,NA,NA,"Arbusto, flores brancas; Na mata","Santo André","-46.53","-23.66",NA,NA,"102230","SP002706","27258","auto",NA,NA,NA,NA
"34","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","97908","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","11","Hoehne, F.C.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Alto da Serra","SP002714",NA,NA,NA,"Árvore pequena","Santo André","-46.53","-23.66",NA,NA,"3042","SP002714","27258","auto",NA,NA,NA,NA
"35","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","14360","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","11","Glaziou, A.F.M.","8856","1886","01","01","Southern America","Brazil","Rio de Janeiro","Serra dos Orgãos, pres Theresopolis","K000788512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","18619","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Glaziou, A.F.M.","8199",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","P00335219","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00335219",NA,NA,NA,NA,NA,NA
"37","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","63620","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Barboza, G.E.; Romero, V.; Bertone, G.","2025","2008","04","15","Southern America","Brazil","São Paulo","desde Parelheiros rumbo a Eng. Marsilac, a 300 m de la Estrada Ponte Seca rumbo a Marsilac","CORD00013313","01","605","605","frutos anaranjados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73120","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","01","Godoy, S.A.P.; Garcia, R.J.F.; Ferreira, G.M.P.","755","1995","08","16","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, Marsilac, Curucutu, subida para o Mirante",NA,"01",NA,NA,"arvoreta 2 m, DAP 0.03 m; flores alvas, estames amarelo-ouro","São Paulo","-46.743333","-23.991111","-46.743333","-23.991111","303417",NA,NA,NA,NA,NA,NA,NA
"39","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73121","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Moraes, M.A.; Benevenuto, B.","RB-477309","2006","04","25","Southern America","Brazil","Rio de Janeiro","Serra da Maria Comprida, Distrito de Araras, APA de Petrópolis, João Grande",NA,NA,NA,NA,"arvore 1.5 m; folhas verdes; flores creme com estames amarelos em tom laranja; frutos laranja come sementes creme e extremidades alvas; campos de altitude","Petrópolis","-43.205","-22.400278","-43.205","-22.400278","141306",NA,NA,NA,NA,NA,NA,NA
"40","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73122","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Giacomin, L.L.; Stehmann, J.R.; Hattori, E.K.O.; Thode, V.; Rodrigues, I.","1110","2009","10","13","Southern America","Brazil","São Paulo","Paranapiacaba, Parque Municipal das Nascentes de Paranapiacaba, trilho do caminho da Bela Vista",NA,NA,NA,NA,"arvore 5 m; frutos verdes; plantas secas em etanol 70%","Santo André","-46.303089","-23.789042","-46.303089","-23.789042","134411",NA,NA,NA,NA,NA,NA,NA
"41","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73122","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Giacomin, L.L.; Stehmann, J.R.; Hattori, E.K.O.; Thode, V.; Rodrigues, I.","1110","2009","10","13","Southern America","Brazil","São Paulo","Paranapiacaba, Parque Municipal das Nascentes de Paranapiacaba, trilho do caminho da Bela Vista","BM001120581",NA,NA,NA,"arvore 5 m; frutos verdes; plantas secas em etanol 70%","Santo André","-46.303089","-23.789042","-46.303089","-23.789042",NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73124","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Wesenberg, J.W.","1037","2004","04","24","Southern America","Brazil","Rio de Janeiro","Parque Nacional Serra dos Orgãos, vale do Rio Beija-Flor, proximo a trilha da Pedra do Sino",NA,NA,NA,NA,"arbusto; floresta montana","Teresópolis","-43.005556","-22.448056","-43.005556","-22.448056","123441",NA,NA,NA,NA,NA,NA,NA
"43","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","9768","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Hoehne, F.C.","3042","1919","01","28","Southern America","Brazil","São Paulo","Alto da Serra",NA,"01",NA,NA,"arvore pequena",NA,NA,NA,NA,NA,"1616718",NA,NA,NA,NA,NA,NA,NA
"44","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73132","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; et al","63","2001","04","11","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, núcleo Curucutu, trilha do Campo",NA,NA,NA,NA,"árvore; frutos imaturos verdes, madruos amarelos; interio da mata; floresta ribeirinha altomontana com campo adjacente","São Paulo","-46.733333","-23.983333","-46.733333","-23.983333","70310",NA,NA,NA,NA,NA,NA,NA
