"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"11","2019-10-09 11:24:58-03","UFBA","ALCB","52221","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Alves-Araújo, A","Stradmann, MTS; Gomes, DF; Ribeiro, B; Sales, MC","0606","1999","10","12","Southern America","Brasil","Bahia","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog",NA,"7,5 m, terrestre, latex branco nos troncos e frutos, erecta. Folhas coriáceas, discolores, face adaxial lustrosa e verde-escura, nervuras amareladas. Botões verdes; frutos maduros laranja. Frequente.; Vegetação arbustiva/arbórea, pouco antropizada pe",NA,NA,"Lençóis","-41.369167","-12.635556","950","950",NA,NA,"2009","03","25","-41.369167","-12.635556",NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U 0006685","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Pennington TD","Wied-Neuwied MAP zu",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Cap FrioRio de Janeiro, ad Cabo Frio",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006685 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006685","NL-U0006685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","28815 A",NA,NA,NA
"13","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593412","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Harley RM; et al.",NA,"1980","04","12","Southern America","Brazil",NA,"Estado da bahia, serra geral de caitite, 8.5 km N. of Brejinhos das Ametistas, on the Caitite road. Small stream & marsh with surrounding woodland and open grassy areas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593412 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593412","NL-U1593412",NA,"-42.483333","-14.133333",NA,NA,NA,NA,NA,NA,NA,"-42.483333","-14.133333","Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-11-04 11:19:43-03","ESALQ","ESA","80756","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Carneiro, C.E.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","719.0","2002","04","25",NA,"Brasil","São Paulo",NA,NA,NA,"ESA080756","ESA080756","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"27904","auto","2002","10","10",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:19:43-03","ESALQ","ESA","80793","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(A. DC.) Radlk.","Lima, R.A.F.","Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","406.0","2002","04","21",NA,"Brasil","São Paulo",NA,NA,NA,"ESA080793","ESA080793","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto","2009","11","13",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:19:43-03","ESALQ","ESA","109600","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila",NA,NA,"Lima, R.A.F. ; Ivanauskas, N.M.","806.0","2008","05","17",NA,"Brasil","São Paulo",NA,NA,NA,"ESA109600","ESA109600","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:19:43-03","ESALQ","ESA","27637","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Carneiro, C.E.","Leitão Filho, H.F. et al.","34806.0","1996","02","04",NA,"Brasil","São Paulo",NA,NA,NA,"ESA027637","ESA027637","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 12:16:09-03","ESALQ","ESA","141057","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","cf psammophila","Pouteria cf psammophila","(Mart.) Radlk.","Nahssen, M.H.C.","Cornia, M. G. K.; Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G. D.","420.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa",NA,"Frutos verdes.","ESA141057",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2017","06","27","-43,160,600","-22,778,867",NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:16:09-03","ESALQ","ESA","139587","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","cf psammophila","Pouteria cf psammophila","(Mart.) Radlk.","Nahssen, M.H.C.","Cornia, M. G. K., Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G.","420.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa",NA,"Frutos verdes.","ESA139587",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2017","06","27","-43,160,600","-22,778,867",NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:19:43-03","ESALQ","ESA","109744","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29319.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109744","ESA109744","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:19:43-03","ESALQ","ESA","109746","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29321.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109746","ESA109746","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:16:09-03","ESALQ","ESA","134504","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Lima, R.A.F.",NA,"389.0","2013","01","31",NA,NA,NA,NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 17662. Altura: 5m","ESA134504",NA,NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,"23.38.25",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:19:43-03","ESALQ","ESA","105530","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila",NA,"Aguiar, O.T.","Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil","São Paulo",NA,NA,NA,"ESA105530","ESA105530","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"27904","auto","2002","03","17",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:19:43-03","ESALQ","ESA","52074","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Lima, R.A.F.","515.0",NA,NA,NA,NA,"Brasil","São Paulo","Parcela permanente - Parque Estadual de Carlos Botelho",NA,"no sub-bosque","ESA052074","ESA052074","Sete Barras","-47.9199981689453","-24.3799991607666","400","400","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 12:16:09-03","ESALQ","ESA","116270","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila",NA,NA,"Carvalho, D.A.","155.0","2010","01","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA116270",NA,"Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:19:43-03","ESALQ","ESA","52580","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila",NA,NA,"Fernandes, D. ; Ribeiro, R.","827.0","2004","04","25",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA052580","ESA052580","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:19:43-03","ESALQ","ESA","109745","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29320.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109745","ESA109745","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:33:34-03","MN","R","93956","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Freire Allemão, F.; Cysneiros, M.","947","1859",NA,NA,NA,"Brasil","Ceará",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010053844","R010053844_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:33:34-03","MN","R","215043","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","82","2011","08","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto","2011","08","13",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:33:33-03","MN","R","215042","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","81","2011","08","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto","2011","08","13",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:33:33-03","MN","R","215041","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","80","2011","08","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto","2011","08","13",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:33:34-03","MN","R","215045","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","84","2011","07","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"20726","auto","2011","07","19",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:33:33-03","MN","R","215039","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","77","2011","07","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"20726","auto","2011","07","19",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:33:34-03","MN","R","215044","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","83","2011","06","10",NA,"Brasil","Rio de Janeiro","Balneário das Garças",NA,NA,NA,NA,"Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,"17620","auto","2011","06","10","41°47#?#12#?#W","22°22#?#51#?#S",NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:33:33-03","MN","R","215040","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","79","2011","05","14",NA,"Brasil","Rio de Janeiro","Caravelas do Peró",NA,NA,NA,NA,"Armação de Búzios","-41.8816986083984","-22.7469005584717",NA,NA,"12927","auto","2011","05","14",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:33:33-03","MN","R","215038","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","76","2011","10","19",NA,"Brasil","Rio de Janeiro","Marambaia",NA,NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2011","10","19","43°35#?#685#?#W","23°02#?#974#?#S",NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:33:34-03","MN","R","215046","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Palazzo, F.M.A.","Palazzo, F.M.A.; Dias-Neto, A.O.","85","2011","04","21",NA,"Brasil","Rio de Janeiro","Praia Virgem",NA,NA,NA,NA,"Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,"17620","auto","2011","04","21",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:33:34-03","MN","R","12038","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pseudolabatia","psammophila","Pseudolabatia psammophila","(Mart.) Aubrév.","Aubreville","Glaziou, A.F.M.","18351","1890","10","19",NA,"Brasil","Rio de Janeiro",NA,NA,"Plantas do Brasil Central","R000012038","R000012038_001","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","1965","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:33:34-03","MN","R","93946","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pseudolabatia","psammophila","Pseudolabatia psammophila","(Mart.) Aubrév.","Aubreville","Glaziou, A.F.M.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Copacabana",NA,"Herb. J. de Saldanha, 4949; Plantae Flum. Ex Herb. Glaziou","R000093946","R000093946_001","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","1965","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:33:34-03","MN","R","12039","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pseudolabatia","psammophila","Pseudolabatia psammophila","(Mart.) Aubrév.","Aubreville","Glaziou, A.F.M.","87","1861","10","10",NA,"Brasil","Rio de Janeiro","Copacabana",NA,"Plantas do Brasil Central","R000012039","R000012039_001","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","1965","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:50:25-02","IPA","IPA","12905","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Alves-Araújo, A.","Andrade-Lima","61-3983","1961","11","01","Southern America","Brasil","Pernambuco","Encosta alta da Chapada de São José.",NA,"Arbusto ca. 3-4 m de altura. Flor creme-esverdeado.","IPA0012905",NA,"Buíque","-37.1557998657227","-8.62306022644043","832","832","38964","auto","2009","07","29",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-24 17:10:02-03","UFES","SAMES","5438","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Rossini,J.;Rocha,T.L.","Menezes,L.F.T.","1917","2010","05","14",NA,"Brasil","Espírito Santo","Degredo. Restinga, Fazenda do palmitinho.",NA,"Frutos amarelos. Habito: Árvore","SAMES05438",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2010","07","13","-395036111.0","-190266667.0",NA,NA,NA,NA,NA,NA
"43","2021-03-24 17:10:02-03","UFES","SAMES","5429","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Menezes,L.F.T.; Sá,C.F.C.;Ribeiro,R.;Faria,M.B.;Teotônio,F.C.","1633","2007","03","14",NA,"Brasil","Espírito Santo","Nativo. Vegetação de restinga. Estrada para Nativo, próximo à estação OP-Norte.",NA,"Com frutos amarelos. Habito: Árvore","SAMES05429",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-24 17:10:02-03","UFES","SAMES","5437","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Faria,M.B.; Martins,R.F.A.;Moreira,M.A.;Monteiro,M.M.","136","2008","03","20",NA,"Brasil","Espírito Santo","Guriri. Vegetação de restinga próximo ao loteamento #?#Mar Aberto#?# qd. 30.",NA,"Planta com frutos verdes e látex.","SAMES05437",NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:41:10-03","UNICAMP","UEC","167071","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","252","2011","06","30",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 9m.; Mata Atlântica.","UEC031089","UEC031089","Paraíbuna","-45.535278","-23.588889","800","900",NA,NA,"2011","10",NA,"-45.535278","-23.588889",NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:41:14-03","UNICAMP","UEC","170037","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Rochelle, ALC","Rochelle, ALC","J1698",NA,NA,NA,NA,"Brazil","São Paulo","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",NA,"Indivíduo J1698 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041705","UEC041705","Ubatuba","-45.084167","-23.366667","450","450",NA,NA,"2008","03",NA,"-45.084167","-23.366667",NA,NA,NA,NA,NA,NA
