"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","identifiedBy","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","relationshipType","relatedCatalogItem","individualCount"
"11","2013-07-03 10:40:36-03","EBDA","BAH","8327","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Moruz, C.V.A.","163","1988","03",NA,"Brasil","Caraiba dos Bragas.",NA,"Flor aveludada.",NA,NA,"Bahia","J.D.C. Arouck Ferreira","09","Nova Casa Nova",NA,NA,NA,NA,"1989","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2013-07-03 10:40:36-03","EBDA","BAH","5448","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Moruz, C.V.A.","152","1988","02",NA,"Brasil","Caraiba dos Bragas.",NA,"Flores roxas azuladas.IMPORT. PLANTA: Visitada por abelhas da espécie Augochlora thalia Smith.",NA,NA,"Bahia","J.D.C. Arouck Ferreira","10","Nova Casa Nova",NA,NA,NA,NA,"1989","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2013-07-03 10:40:36-03","EBDA","BAH","8303","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Moruz, C.V.A.","152","1988","02",NA,"Brasil","Caraiba dos Bragas.",NA,"Flor roxa aveludada.",NA,NA,"Bahia","J.D.C. Arouck Ferreira","10","Nova Casa Nova",NA,NA,NA,NA,"1989","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:34:08-03","NBC","NL-BOTANY","L.2721413","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Hatschbach GG",NA,"1968","03","Southern America","Brazil","Est Paraná, Mun Arapoti, Rio das Perdizes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2721413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2721413","NL-L2721413",NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:34:08-03","NBC","NL-BOTANY","L.3765628","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Pedersen TM",NA,"1986","10","Southern America","Brazil","Cabezera do Apa, mun. Bela Vista, Mato Grosso do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3765628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3765628","NL-L3765628",NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:34:08-03","NBC","NL-BOTANY","U.1220911","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Saint-Hilaire AFCP de",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1220911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1220911","NL-U1220911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:05:14-03","ESALQ","ESA","11861","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meissn.",NA,"Souza, V.C. et al.","4169.0","1993","09",NA,"Brasil",NA,NA,NA,"ESA011861","ESA011861","São Paulo","Simão-Bianchini, R.","07","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:27:20-03","MN","R","46805","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Bello, W.","443","1888",NA,NA,"Brasil",NA,NA,NA,NA,NA,"Minas Gerais","Falcão, J.",NA,"Itacolomi",NA,NA,NA,NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:27:20-03","MN","R","200375","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Smith, L.B.; et al","14765","1965","01",NA,"Brasil",NA,NA,NA,NA,NA,"Paraná",NA,"18","Jaguariaiva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-26 00:04:15-03","UFPI","TEPB","18167","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus",NA,NA,"Farias, R. R. S.","533","2002","05",NA,"Brasil","Alto do Comandante (lado de fora do capão)",NA,"Planta terófita (erva); flor azul; pouca frequência; solo pedregoso Ambiente: Complexo de Campo Maior",NA,NA,"Piauí","M. T. Buril","08","Campo Maior","-42.051667","-4.867778","120","120","2010","04",NA,NA,NA,"28","42°03'06W","04°52'04S",NA,NA,NA,NA
"21","2020-08-17 12:30:41-03","UFPI","TEPB","24881","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus",NA,NA,"L.Santos","12","2000","04",NA,"Brasil","prata de baixo",NA,"erva, flores lilás, pouco frequente, substrato arenoso, independente, folhas pilosas Ambiente: Cerrado",NA,NA,"Piauí","M. T. Buril","22","palmerais",NA,NA,"485","485","2010","04",NA,NA,NA,"28",NA,NA,NA,NA,NA,NA
"22","2020-11-19 10:23:13-03","CPAP","CPAP","10933","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Cervi, A. C.","3475","1991","12",NA,"Brasil","Próximo 2km da cidade",NA,"Erva prostrada. FLOR: azul. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,"PR","R. Simao-Bianchini","16","Jáguariaíva&nf;ag",NA,NA,NA,NA,"1999","09",NA,NA,NA,"00",NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:33:32-03","UFJF","CESJ","64437","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"D.R. Gonzaga","320","2014","03","América do Sul","Brasil","Sítio Rancho Novo",NA,"Erva escandente, flores azuis/lilás, em área aberta de campo.","CESJ064437",NA,"Minas Gerais","A.L.C. Moreira","01","Barbacena","-43.7736015319824","-21.2257995605469",NA,NA,"2014","05",NA,"27982","auto","07",NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:42:23-03","UFMS","CGMS","48249","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"A.C. Cervi; A. Pott; V.J. Pott; A. Dunaiski Jr.; N.C. Bueno; J.M.D. Torezan; C. Bona; J. Cilinski","3475","1991","12",NA,"Brasil","Próximo 2 Km da cidade.",NA,"Flor azul. Planta doada pela Universidade Federal do Paraná - Departamento de Botânica. Habitat: Cerrado. Habito: Erva prostrada.","CGMS1078213",NA,"Paraná","R.S. Bianchini","16","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-05-26 14:30:27-03","UFCG","CSTR","1735","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Arns, K.Y.; Alves M.; Pinheiro, K.; Cavalcanti, D.; Jesus, B. & Ribeiro, M.","s.n.","2010","03",NA,"Brasil","Cerrado.",NA,"Erva prostrada, flores roxas.; Estrada para Santana.",NA,NA,"Bahia",NA,"13","Santana","-44.353667","-12.742",NA,NA,NA,NA,NA,NA,NA,NA,"-44.353667","-12.742",NA,NA,NA,NA
"26","2020-05-26 14:30:27-03","UFCG","CSTR","1784","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Arns, K.Y.; Alves M.; Pinheiro, K.; Cavalcanti, D.; Jesus, B. & Ribeiro, M.","s.n.","2010","03",NA,"Brasil","Cerrado. Cerrado Arenoso.",NA,"Erva prostrada; flores roxas.; Estrada para Agrovila.",NA,NA,"Bahia",NA,"15","Correntina","-44.673389","-13.183778",NA,NA,NA,NA,NA,NA,NA,NA,"-44.673389","-13.183778",NA,NA,NA,NA
"27","2021-03-01 16:28:37-03","UNICAMP","UEC","33725","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Macias, L","15029","1983","11",NA,"Brazil",NA,NA,"Erva, cerca de 15 cm, pilosa, flores solitárias, axilar azul.&nf;; Cerrado aberto.","UEC094974","UEC094974","São Paulo","Simão-Bianchini, R","15","Angatuba","-48.416667","-23.45",NA,NA,"1997","05",NA,NA,NA,"14","-48.416667","-23.45",NA,NA,NA,NA
"28","2021-03-01 16:28:37-03","UNICAMP","UEC","43086","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Ratter, JA; Argent, GCG","4922","1983","11",NA,"Brazil","Instituto Florestal de São Paulo.",NA,"Small, stoloniferous herb, to 8 cm tall. Corollas pale blue with white stamens.&nf;; In cerrado.","UEC094971","UEC094971","São Paulo","Simão-Bianchini, R","19","Angatuba","-48.602119","-23.698839",NA,NA,"1997","05",NA,NA,NA,"14","-48.602119","-23.698839",NA,NA,NA,NA
"29","2020-12-21 16:21:22-03","MBM","MBM","8006","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Hatschbach, G.","18827","1968","03","Southern America","Brazil","Rio das Perdizes",NA,"Do campo limpo, seco, flor azulada, tubo alvecente","MBM008006","MBM008006","Paraná","Hatschbach, G.","21","Arapoti","-49.8266983032227","-24.1578006744385",NA,NA,"1968","10",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:21:22-03","MBM","MBM","23630","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Hatschbach, G.","11936","1964","12","Southern America","Brazil","Lajeado Cinco Reis",NA,"Do campo limpo, flor azul","MBM023630","MBM023630","Paraná","Smith, L.B.","03","Jaguariaíva","-49.7057991027832","-24.2511005401611","860","860","1966",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"31","2015-09-04 12:49:40-03","MNHN","RECOLNAT_MNHN_P","P03545698","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Hassler, E.|Rojas, T.",NA,"1907","12",NA,"Paraguay","In altaplanitie et declivibus 'Sierra de Amambay'","hb","Reçu le 27 juillet 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545698' target='other'> <mi>dwc_moreinfo</mi></a>","P03545698","P03545698_01 P03545698_02",NA,"Simao-Bianchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9815",NA,NA,NA
"32","2015-09-26 10:51:18-03","MNHN","RECOLNAT_MNHN_P","P00746293","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Provinde de Minas Geraes","hb","Evolvulus barbatus Heiss. cf. Meded. Bot. Mus. en Herb. Rijks Univ. Utrecht, n. 14 (1934) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746293' target='other'> <mi>dwc_moreinfo</mi></a>","P00746293","P00746293_01","Minas Gerais","Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 217",NA,NA,NA
"33","2015-09-04 12:48:37-03","MNHN","RECOLNAT_MNHN_P","P00746294","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Province de Saint-Paul","hb","Evolvulus barbatus Heiss. cf. Meded. Bot. Mus. en Herb. Rijks Univ. Utrecht, n. 14 (1934) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746294' target='other'> <mi>dwc_moreinfo</mi></a>","P00746294","P00746294_01","São Paulo","Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1325",NA,NA,NA
"34","2015-09-04 12:49:40-03","MNHN","RECOLNAT_MNHN_P","P03545695","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Brésil. Brasil, América do Sul","hb",". s.d. Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545695' target='other'> <mi>dwc_moreinfo</mi></a>","P03545695","P03545695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20420",NA,NA,NA
"35","2015-09-04 12:49:40-03","MNHN","RECOLNAT_MNHN_P","P03545696","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Gaudichaud, C.",NA,"1833","1",NA,"Brasil","Brésil. Province de San-Paolo. São Paulo, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545696' target='other'> <mi>dwc_moreinfo</mi></a>","P03545696","P03545696_01","São Paulo",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333",NA,NA,NA
"36","2015-09-04 12:49:40-03","MNHN","RECOLNAT_MNHN_P","P03545697","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Claussen",NA,"1841","1",NA,"Brasil","Brésil, Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul","hb",". . no. 15 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545697' target='other'> <mi>dwc_moreinfo</mi></a>","P03545697","P03545697_01","Minas Gerais",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1423",NA,NA,NA
"37","2015-09-04 12:49:40-03","MNHN","RECOLNAT_MNHN_P","P03545699","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Brésil. Brasil, América do Sul","hb",". s.d. Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545699' target='other'> <mi>dwc_moreinfo</mi></a>","P03545699","P03545699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20420",NA,NA,NA
"38","2020-12-11 11:34:42-03","UFMG","BHCB","198962","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Quaresma, AS; Mendes, MS","s.n.","2018","02","Southern America","Brasil","Antiga Estação Ferroviária Dom Bosco, Proximidades da Estação",NA,"Coordenadas aproximadas.","BHCB198962",NA,"Minas Gerais",NA,"27","Ouro Preto","-43","-20.436389",NA,NA,"2018","03",NA,NA,NA,"10","-43","-20.436389",NA,NA,NA,NA
"39","2021-02-11 17:18:36-03","UFPR","UPCB","30495","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meissn.",NA,"Cervi, A.C.","3475","1991","12",NA,"Brasil","2km próximo à cidade",NA,"Erva prostrada, flor azul..",NA,NA,"Paraná","Bianchini, R.S.","16","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2005","01",NA,"44368","auto","01",NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:18:36-03","UFPR","UPCB","21638","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meissn.",NA,"Cervi, A.C.","3222","1990","10",NA,"Brasil",NA,NA,"Erva ereta, flor roxa, cerrado..",NA,NA,"Paraná","Bianchini, R.S.","22","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2005","01",NA,"44368","auto","01",NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:18:36-03","UFPR","UPCB","8659","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meissn.",NA,"Hatschbach, G.","25438","1970","11",NA,"Brasil","Rio Cilada",NA,"Flor anil, campo seco, arenoso..",NA,NA,"Paraná","Bianchini, R.S.","17","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2005","01",NA,"44368","auto","01",NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:18:36-03","UFPR","UPCB","29240","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meissn.",NA,"Santos, E.P.","197","1996","11",NA,"Brasil","Rio das Mortes, estrada Jaguariaíva-Sengés",NA,"Erva ca. 15cm, corola lilás, campo limpo..",NA,NA,"Paraná","Bianchini, R.S.","07","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2005","01",NA,"44368","auto","01",NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:18:36-03","UFPR","UPCB","17356","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meissn.",NA,"Cervi, A.C.","2945","1989","11",NA,"Brasil","Rio Diamante",NA,"Erva ereta, flor azulada, campo limpo, seco..",NA,NA,"Paraná","Bianchini, R.S.","01","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2005","01",NA,"44368","auto","01",NA,NA,NA,NA,NA,NA
"44","2020-05-25 15:13:54-03","FSU","FSU","000076697","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Sonia Machado de Campos","171",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-07-17 17:34:00-03","MO","MOBOT","2830994","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Per Dusén","Dusén 357a","1914","5","South America","Brazil","(Jaguariahyua app., in campo.",NA,NA,NA,NA,"Paraná",NA,"15",NA,NA,NA,"730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-07-17 17:34:00-03","MO","MOBOT","2830970","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Per Dusén","Dusén 10680","1910","10","South America","Brazil","(Jaguariahuua, in canyo)",NA,NA,NA,NA,"Paraná",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2018-04-26 14:53:40-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Campos, SM","171","1960","01","Southern America","Brazil","Km 145 estrada São Paulo - Itapetininga. 10 Km NE da vila Alambari.",NA,"Flores azuis.; Cerrado.","CONV014310",NA,"São Paulo","Wurdack, JJ","23","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA
