"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"104","2020-09-12 05:00:02-03","US","US","2853656","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"E. Pereira & Pabst, --","2947/3783","1957","4","17","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra de Oxero Branco [interpreted]",NA,NA,"1100",NA,NA,NA,"US01673295","US01673295_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"105","2020-09-12 05:00:02-03","US","US","2405532","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"ex herb. Glaziou","19117","1884","2","29","South America","Brazil",NA,NA,"(Minas) Bas de la Serra du [illegible text]",NA,NA,NA,NA,NA,NA,"US01673298","US01673298_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"106","2020-09-12 05:00:02-03","US","US","2818592","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"W. R. Anderson","9001","1973","4","15","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil, Serra do Espinhaço, 13 km by road SW of Rio Jequití and Mendanha on road to Diamantina; hills with quartzite rocks",NA,NA,"1410",NA,NA,NA,"US01673297","US01673297_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"107","2019-11-13 11:16:27-03","USP","SPF","217059","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Oliveira, CT","Quaresma, AS","347","2012","04","11",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Caminho do barraco para o Pico 2 irmãos.","-43.331389","-18.210556","1468","1468",NA,NA,"SPF00217059",NA,NA,NA,NA,"2015","05",NA,"-43.331389","-18.210556",NA,NA,NA,NA,NA
"108","2021-03-15 18:25:32-03","USP","SPF","222701","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Oliveira, CT","Siniscalchi, CM","433","2014","03","09",NA,"Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.574322","-19.511908","13","13",NA,"Arbusto ereto, ramificado na base, ca. 1 m alt. Caule vináceo, folhas glaucas. Inflorescências jovens vináceas, flores alvas. Folhas odoríferas.; Campo rupestre.","SPF00222701",NA,NA,NA,NA,"2016","09",NA,"-43.574322","-19.511908",NA,NA,NA,NA,NA
"109","2021-03-15 18:25:32-03","USP","SPF","214120","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Oliveira, CT","Fernandes, AC","777","2011","03","27",NA,"Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Trilha para o Pico do Inficcionado.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Campo alterado, com capim meloso.","SPF00214120",NA,NA,"11966","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-13 11:16:27-03","USP","SPF","217074","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Oliveira, CT","Ordones, J","1917","2012","04","19",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00217074",NA,NA,"26557","auto","2013","04",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-13 11:16:27-03","USP","SPF","217071","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Oliveira, CT","Ordones, J","1845","2012","04","17",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00217071",NA,NA,"26557","auto","2013","04",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-10-07 09:11:42-03","UEFS","HUEFS","193014","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","C.T.Oliveira","Quaresma, A.S.","347","2012","04","11",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","PERP.Caminho do barraco para o Pico 2 irmãos.","-43.331389","-18.210556","1468","1468",NA,"Campo rupestre.","HUEFS0193014","HUEFS0193014","Asteranae",NA,NA,"2015",NA,NA,"43W19'53''","18S12'38''",NA,NA,NA,NA,NA
"113","2019-09-04 19:58:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Mikania","glauca","Mikania glauca",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"114","2020-04-29 16:29:34-03","UFVJM","HDJF","5799","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Chaves, DA","Chaves, DA; Hiago, F; Pinheiro, M; Pacheco, MA","536","2014","09","15","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.340883","-18.20735","1400","1400",NA,NA,"HDJF005799",NA,NA,NA,NA,"2014","10","20","-43.340883","-18.20735",NA,NA,NA,NA,NA
"115","2020-04-29 16:29:34-03","UFVJM","HDJF","5735","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Nakajima, JN; Bringel, JBA","Chaves, DA; Gonçalves, MF; Silva, MG","353","2014","05","01","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Subida para a Chapada dos Coutos passando pela mata dos crioulos","-43.332417","-18.239283","1654","1654",NA,NA,"HDJF005735",NA,NA,NA,NA,NA,NA,NA,"-43.332417","-18.239283",NA,NA,NA,NA,NA
"116","2020-04-29 16:29:34-03","UFVJM","HDJF","5828","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Chaves, DA","Chaves, DA; Gonçalves, MF; Moreira, PH","609","2014","10","12","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331683","-18.216233","1495","1495",NA,NA,"HDJF005828",NA,NA,NA,NA,"2014","10","20","-43.331683","-18.216233",NA,NA,NA,NA,NA
"117","2020-04-29 16:29:34-03","UFVJM","HDJF","5795","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Chaves, DA","Chaves, DA; Hiago, F; Pinheiro, M; Pacheco, MA","530","2014","09","15","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331683","-18.216233","1495","1495",NA,NA,"HDJF005795",NA,NA,NA,NA,"2014","10","20","-43.331683","-18.216233",NA,NA,NA,NA,NA
"118","2019-02-27 14:01:47-03","UFSJ","HUFSJ","5565","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Sobral, M","Sobral, M; Costa, MTR; Moraes, R","15518","2013","06","13",NA,"Brasil","Minas Gerais","São João del-Rei","Trilha que sobe a serra do Lenheiro. Cunha.","-44.293111","-21.124361","968","968",NA,"Erva lenhosa, 0,5-1 m, em campo; capítulos brancos.","HUFSJ005565",NA,NA,NA,NA,"2013",NA,NA,"-44.293111","-21.124361",NA,NA,NA,NA,NA
"119","2019-12-09 10:45:50-03","UFSJ","HUFSJ","10778","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Sobral, M","Costa, MTR; Alves, LL; Pereira, CC","952","2017","04","26",NA,"Brasil","Minas Gerais","São João del-Rei","Campo rupestre imediato à estrada para Trindade, bairro Tijuco, Serra do Lenheiro.","-44.485272","-21.236175","99","99",NA,"Arbusto 1,7 m de altura, frutos.","HUFSJ010778",NA,NA,NA,NA,"2019","01",NA,"-44.485272","-21.236175",NA,NA,NA,NA,NA
"120","2019-12-09 10:45:50-03","UFSJ","HUFSJ","10845","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Sobral, M","Costa, MTR; Franco, S; Moraes, B","1615","2019","04","14",NA,"Brasil","Minas Gerais","São João del-Rei","Serra do Lenheiro, trilha com subida antes das Águas Férreas, descida na estrada de Cunha.","-44.481247","-21.234278","109","109",NA,"Erva 0,5 m de altura, flores brancas","HUFSJ010845",NA,NA,NA,NA,"2019","05",NA,"-44.481247","-21.234278",NA,NA,NA,NA,NA
"121","2019-12-20 18:46:29-03","UFSJ","HUFSJ","10529","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Sobral, M","Costa, MTR; Franco, S; Moraes, B","1615","2019","04","14",NA,"Brasil","Minas Gerais","São João del-Rei","Serra do Lenheiro, trilha com subida antes das Águas Férreas, descida na estrada de Cunha.","-44.481247","-21.234278","109","109",NA,"Erva 0,5 m de altura, flores brancas","HUFSJ010529",NA,NA,NA,NA,"2019","05",NA,"-44.481247","-21.234278",NA,NA,NA,NA,NA
"122","2019-12-09 10:45:50-03","UFSJ","HUFSJ","10777","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Sobral, M","Costa, MTR; Silva, DR","803","2017","04","14",NA,"Brasil","Minas Gerais","São João del-Rei","Campo rupestre, Serra do Lenheiro.","-44.466256","-21.221833","98","98",NA,"Erva 0,5 m de altura, frutos.","HUFSJ010777",NA,NA,NA,NA,"2019","01",NA,"-44.466256","-21.221833",NA,NA,NA,NA,NA
"123","2019-02-27 14:01:47-03","UFSJ","HUFSJ","1085","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Sobral, M","Sobral, M; Guimarães, R; Teixeira, LR","13117","2010","03","30",NA,"Brasil","Minas Gerais","Tiradentes","Cachoeira do Bom Despacho","-44.1781005859375","-21.1103000640869",NA,NA,NA,"Arbusto 1 m, em campo rupestre; capítulos brancos.","HUFSJ001085","HUFSJ001085_v00 HUFSJ001085_v01",NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-01 14:54:15-03","UnB","UB","122773","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Barroso, GM","Irwin, HS","20257","1968","02","16","Southern America","Brasil","Minas Gerais",NA,"Ca. Km 132 (ca. 153km N of Belo Horizonte)",NA,NA,"1400","1400",NA,"Heads cream.; Ascending subshrub 1m.; High campo slopes",NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-01 14:54:15-03","UnB","UB","207297","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Nakajima, JN; Bringel, JBA","Chaves, DA; Gonçalves, MF; Silva, MG","351","2014","05","01","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Subida para a Chapada dos Coutos passando pela mata dos crioulos","-43.336767","-18.2875","1406","1406",NA,"Complexo Rupestre",NA,NA,NA,NA,NA,"2015","11",NA,"-43.336767","-18.2875",NA,NA,NA,NA,NA
"126","2019-11-01 14:54:15-03","UnB","UB","207299","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Nakajima, JN; Bringel, JBA","Chaves, DA; Gonçalves, MF; Silva, MG","353","2014","05","01","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Subida para a Chapada dos Coutos passando pela mata dos crioulos","-43.332417","-18.239283","1654","1654",NA,"Complexo Rupestre",NA,NA,NA,NA,NA,NA,NA,NA,"-43.332417","-18.239283",NA,NA,NA,NA,NA
"127","2019-11-01 14:54:15-03","UnB","UB","207356","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Chaves, DA","Chaves, DA; Gonçalves, MF","410","2014","05","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos","-43.336417","-18.187167","1336","1336",NA,"Complexo Rupestre",NA,NA,NA,NA,NA,"2014","07","29","-43.336417","-18.187167",NA,NA,NA,NA,NA
"128","2019-11-01 14:54:15-03","UnB","UB","207476","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Chaves, DA","Chaves, DA; Hiago, F; Pinheiro, M; Pacheco, MA","530","2014","09","15","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331683","-18.216233","1495","1495",NA,"Complexo Rupestre",NA,NA,NA,NA,NA,"2014","10","20","-43.331683","-18.216233",NA,NA,NA,NA,NA
"129","2019-11-01 14:54:15-03","UnB","UB","207482","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Chaves, DA","Chaves, DA; Hiago, F; Pinheiro, M; Pacheco, MA","536","2014","09","15","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.340883","-18.20735","1400","1400",NA,"Complexo Rupestre",NA,NA,NA,NA,NA,"2014","10","20","-43.340883","-18.20735",NA,NA,NA,NA,NA
"130","2019-11-01 14:54:15-03","UnB","UB","207555","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Chaves, DA","Chaves, DA; Gonçalves, MF; Moreira, PH","609","2014","10","12","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331683","-18.216233","1495","1495",NA,"Complexo Rupestre",NA,NA,NA,NA,NA,"2014","10","20","-43.331683","-18.216233",NA,NA,NA,NA,NA
"131","2019-11-01 14:54:15-03","UnB","UB","5786","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Proença, CEB; Leite, RG","Gomes Júnior, JC","1674","1964","03","18","Southern America","Brasil","São Paulo","Campos do Jordão","Estrada do areal, Vale do rio Coxim","-45.616667","-22.8",NA,NA,NA,"Folhas com aroma de limão.; Arbusto 1,5m. Flor creme; Com formação de cerrado. Topologia: Encosta.",NA,NA,NA,NA,NA,"2011","11",NA,"-45.616667","-22.8",NA,NA,NA,NA,NA
"132","2019-05-06 11:53:45-03","UFU","HUFU","39920","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Nakajima, J.N.","Lemes, E.O.A.","11","2004","03","12",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre gramináceo.","HUFU00048147","HUFU00048147",NA,"13809","auto","2005","01",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-08 09:59:28-03","UFU","HUFU","72801","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Martinalli, G.; Pougy, N.; Martins, E.; Maurenza, D. & Verdi, M.","18368","2014","06","26",NA,"Brasil","Minas Gerais","Cristálina","Morro do Chapéu","-42.926667","-16.723333","1225","1225",NA,"Arbusto 1,30 m alt. Helíofila, saxícola; folhas verdes concolores; flores em botões verde-avermelhados.; Campos Rupestres.","HUFU00069374","HUFU00069374",NA,NA,NA,NA,NA,NA,"-42.926667","-16.723333",NA,NA,NA,NA,NA
"134","2021-01-25 11:52:34-03","UFU","HUFU","79722","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Sobral, M.","Costa, M.T.R.; Alves, L.L. & Pereira, C.C.","952","2017","04","26",NA,"Brasil","Minas Gerais","São João del-Rei","Serra do Lenheiro, Estrada para Trindade, Bairro Tijuco.","-44.485278","-21.236111","992","992",NA,"Arbusto, ca. 1,7 m. Frutos.; Campo rupestre.","HUFU00077687",NA,NA,NA,NA,"2019","01",NA,"-44.485278","-21.236111",NA,NA,NA,NA,NA
"135","2019-05-06 11:53:45-03","UFU","HUFU","43043","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Hattori, E.K.O.","Paula, C.C. de; Aniceto, D. & Silva, R.R. da","773","2003","04","26",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, Área 3.","-43.731111","-20.471111",NA,NA,NA,"Subarbusto, ca. 1,6 m. Folhas verdes acinzentadas, com bordas vinho, pétalas creme, folhas suberetas.; Campo graminóide.","HUFU00048146","HUFU00048146",NA,NA,NA,"2005","04",NA,"-43.731111","-20.471111",NA,NA,NA,NA,NA
"136","2019-05-06 11:53:45-03","UFU","HUFU","70985","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Oliveira, C.T.","Pirani, J.R.; Mello-Silva, R.; Loeuille, B.P.F. & Borges, L.M.","5486","2006","04","20",NA,"Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Caminho para a Cascatinha, ca. 150 m após o estacionamento.","-43.481667","-20.103889","1300","1300",NA,"Erva com longos ramos virgados, ca. 60 cm alt., heliófila. Folhas e caule cerosos cinéreos. Capítulos com invólucro esverdeado e com flores creme, odorífearas.; Terreno plano com densa formação arbóreo-arbustiva sobre solo arenoso-p","HUFU00071794","HUFU00071794",NA,NA,NA,"2014","04",NA,"-43.481667","-20.103889",NA,NA,NA,NA,NA
"137","2019-08-08 09:59:28-03","UFU","HUFU","72393","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Verdi, M.; Martins, E.; Pougy, N.; Martinelli, G.; Maurenza, D. & Martins, E.","7168","2014","06","25",NA,"Brasil","Minas Gerais","Cristália","Morro do Chapéu, Na base do morro. Encontrada em solo areno-pedregoso com afloramentos rochosos; no local encontram-se torres de transmissão de TV e no entorno encontram-se áreas utilizadas para pecuária.","-42.9225","-16.722222","1240","1240",NA,"Folhas verdes discolores; flor branca; frequente. Altura: 2m. Arbusto.; Campo rupestre.","HUFU00059214","HUFU00059214",NA,NA,NA,NA,NA,NA,"-42.9225","-16.722222",NA,NA,NA,NA,NA
"138","2019-05-06 11:53:45-03","UFU","HUFU","74471","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Lopes, I.T.F.V.; Hemsing, P.K.B.; Oliveira, L.F.A. & Romero, R.","235","2017","05","04",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Trilha do Muro de Pedras","-43.696389","-20.488889","1305","1305",NA,"Subarbusto, ca. de 0,80m. Brácteas verdes, flores creme.","HUFU00072245","HUFU00072245",NA,NA,NA,NA,NA,NA,"-43.696389","-20.488889",NA,NA,NA,NA,NA
"139","2019-05-06 11:53:45-03","UFU","HUFU","39921","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker","Nakajima, J.N.","Lemes, E.O.A.","12","2004","03","12",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre gramináceo.","HUFU00048145","HUFU00048145",NA,"13809","auto","2005","01",NA,NA,NA,NA,NA,NA,NA,NA
"140","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat prov. Minas Geraes in campis editis ad Itambé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2010-08-16 16:37:40-03","GH","HU-HERB","GH 00010317","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Martius ex Baker",NA,"C. F. P. Martius",NA,NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Itambe",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,"undetermined"
