"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"17","2020-11-04 11:01:56-03","ESALQ","ESA","32957","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.ex Baker","Oliveira, C.T.","Souza, V.C. et al.","8058.0","1995","03","09",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"ESA032957","ESA032957",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:01:56-03","ESALQ","ESA","32958","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.ex Baker","Oliveira, C.T.","Souza, V.C. et al.","8058.0","1995","03","09",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"ESA032958","ESA032958",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:01:56-03","ESALQ","ESA","35351","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.ex Baker","Oliveira, C.T.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","12032.0","1996","07","06",NA,"Brasil","Minas Gerais","Diamantina","19 Km de Diamantina em direção a Datas. Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto, ca. 1 m alt.; folhas glaucas; flores creme.","ESA035351","ESA035351",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-02-15 11:34:23-02","IPA","IPA","90687","S","Plantae","Plantae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Sobral, M.","Sobral, M.; Costa, M.T.; Moraes, R.; Costa, M.T.; Moraes, R.","15518","2013","06","13","Southern America","Brasil","Minas Gerais","São João del Rei","Serra do lenheiro, Cunha, Trilha que sobe a serra do Lenheiro.","-44.293056","-21.124444","968","968",NA,"Erva lenhosa, ca. 0,5-1 m de altura, em campo; capítulos brancos.","IPA0090687","IPA0090687",NA,NA,NA,"2013",NA,NA,"-44.293056","-21.124444",NA,NA,NA,NA,NA
"21","2019-02-15 11:34:23-02","IPA","IPA","52022","S","Plantae","Plantae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Rita Pereira","Miranda, A.M.","s.n.","1989","09","20","Southern America","Brasil","Bahia","Brumado","Serra das Éguas","-41.6652984619141","-14.2035999298096","1000","1000",NA,"Arbusto 1,5m de altura, densa floração; flores alvas. Presença de muitas formigas.","IPA0052022",NA,NA,"38387","auto","1989","10","11",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:15:56-03","UFV","VIC","27603","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Almeida, G.S.S.; et al.","702","2006","06","27",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do sertão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto ereto de 1,2 m, bráteas involucrais glabras, flores alvas, cipsela esparso tomentosa,papilho alvo","VIC027603",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-20 21:15:56-03","UFV","VIC","18814","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Hattori, E.K.O.","Paula, C.C. de; et al.","778","2003","04","26",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 3, Campo graminóide.","-43.731083","-20.471028",NA,NA,NA,"Terrestre, subarbusto, c.a. de 1,6 metros de altura; frequência abundante; folhas verdes acinzentadas com bordas vinho; pétalas creme; folhas suberetas; caule de verde a vinoso; ramos eretos ou suberetos; xilopódio bastante desenvolvid","VIC018814","VIC018814",NA,NA,NA,"2005","03",NA,"-43.731083","-20.471028",NA,NA,NA,NA,NA
"24","2020-12-20 21:15:56-03","UFV","VIC","27605","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Almeida, G.S.S.; Custódio, J.","331","2006","03","14",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da estrada de baixo","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto ereto de 0,8 m, folhas glaucas, flores creme,papilho de cerdas alvas.","VIC027605",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-20 21:15:56-03","UFV","VIC","27604","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Almeida, G.S.S.; et al.","454","2006","06","27",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do morro do cachorro","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto ereto de 1,2 m, bráteas involucrais glabras, flores alvas, cipsela esparso tomentosa,papilho alvo","VIC027604",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-12 11:15:04-03","UNICAMP","UEC","127865","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex DC",NA,"Souza, VC; Souza, JP; Capellari Jr, L; Scalon, VR","12032","1996","07","06",NA,"Brazil","Minas Gerais","Diamantina","19km de Diamantina em direção a Datas. Campo rupes","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto, ca. 1m alt.; folhas glaucas; flores creme.","UEC163096","UEC163096",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:42-03","UNICAMP","UEC","126911","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex DC",NA,"Freitas, L; San Martin-Gajardo, I","375","1998","04","14",NA,"Brazil","São Paulo","São José do Barreiro","Campo de altitude","-44.5699996948242","-22.6399993896484",NA,NA,NA,"arbusto ca. de 1,3m; flores branco amarelado com anteras lilás","UEC162893","UEC162893",NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-19 14:04:56-03","UFRPE","PEUFR","9420","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","R. Pereira","A.M. Miranda; F. Esteves","21","1989","09","22",NA,"Brasil","Bahia","Brumado","Serra das Éguas","-41.6652984619141","-14.2035999298096","1000","1000",NA,"Arbusto com 1,5m de altura; densa floração; flores brancas; presença de formigas","PEUFR009420",NA,NA,"38387","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-06 10:13:51-03","UFOP","OUPR","30694","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Nakajima, J.N.","Pira, J.C.; Echternacht, L.; Pedrosa, L.G. & Dias, J.V.","15","2018","10","02",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Final da estrada de retorno do Manso para a portaria, a 300m dessa.","-43.507308","-20.407578","1214","1214",NA,"Arbusto, 50-80 cm. Folhas glaucas. Capítulos senescentes.; Beira de estrada.",NA,NA,NA,NA,NA,"2019","03","15","-43.507308","-20.407578",NA,NA,NA,NA,NA
"30","2020-03-12 10:29:00-03","UFOP","OUPR","35099","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Pira, J.C.","Pira, J.C.; Rosa, R.M.S.","55","2019","04","26",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Beira da estrada para Fazenda do Manso.","-43.5075","-20.408056","1228","1228",NA,"Arbusto ca de 80 cm, com folhas verdes/ alvas devido presença de resina esbranquiçada. Inflorescência creme.",NA,NA,NA,NA,NA,"2019","04","26","-43.5075","-20.408056",NA,NA,NA,NA,NA
"31","2020-03-12 10:29:00-03","UFOP","OUPR","35102","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Pira, J.C.","Pira, J.C.; Rosa, R.M.S.","58","2019","04","26",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Estrada para Portaria do Parque (estrada de cima).","-43.507778","-20.418889","1418","1418",NA,"Arbusto ca de 80 cm, com folhas verdes/ alvas devido presença de resina esbranquiçada. Inflorescência creme.",NA,NA,NA,NA,NA,"2019","04","26","-43.507778","-20.418889",NA,NA,NA,NA,NA
"32","2020-03-12 10:29:00-03","UFOP","OUPR","35104","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Pira, J.C.","Pira, J.C.; Echternacht, L. & Rosa, R.M.S.","60","2019","05","03",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serrinha, acesso ao Lago do Estudante","-43.441111","-20.413056","1043","1043",NA,"Arbusto ca 40-60 cm, inflorescência alva, folhas levemente esbranquiçadas pela presença de resina. Em afloramento quartzitico com solo de cascalho.",NA,NA,NA,NA,NA,"2019","05","03","-43.441111","-20.413056",NA,NA,NA,NA,NA
"33","2019-11-05 16:45:09-03","UFOP","OUPR","14639","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Lisboa, M.A.","Badini, J.","s.n.","1975","03","30",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,"20553","auto","1975","04","02",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-05 16:45:09-03","UFOP","OUPR","14632","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"Campo. Subarbusto. Flores pardas",NA,NA,NA,"20553","auto","1975","03","30",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-05 16:45:09-03","UFOP","OUPR","14638","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,NA,"13809","auto","1975","02","21",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-05 16:45:09-03","UFOP","OUPR","16762","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Nakajima, J.N.","Lemes, F.O.A.","12","2004","03","12",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre. Afloramento rochoso. Subarbusto",NA,NA,NA,"13809","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-05 16:45:09-03","UFOP","OUPR","16763","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Nakajima, J.N.","Lemes, F.O.A.","11","2004","03","12",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre. Afloramento rochoso. Subarbusto",NA,NA,NA,"13809","auto","2055",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-05 16:45:09-03","UFOP","OUPR","20910","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Lemes, F.O.A.","25","2006","08","21",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre. Subarbusto",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-05 16:45:09-03","UFOP","OUPR","21797","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Lemes, F.O.A.","s.n.","2008","04","19",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre. Subarbusto",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-05 16:45:09-03","UFOP","OUPR","25576","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Antônio-Silva, L.","Antônio-Silva, L.; Freitas, G.P.P.","90","2010","05","10",NA,"Brasil","Minas Gerais","Ouro Preto","Alto das Lajes, Morro da Queimada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva escandente. 1,5m de altura. Flores brancas aromáticas. Campo rupestre quartzítico",NA,NA,NA,"44599","auto","2011","07","20",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-05 16:45:09-03","UFOP","OUPR","14640","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Lisboa, M.A.","Lisboa, M.A.","s.n.","1975","02","21",NA,"Brasil","Minas Gerais","Ouro Preto","Bico de Pedra","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto","1975","02","28",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-05 16:45:09-03","UFOP","OUPR","22187","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Lemes, F.O.A.","17","2004","03","04",NA,"Brasil","Minas Gerais","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo rupestre. Afloramento rochoso. Subarbusto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-05 16:45:09-03","UFOP","OUPR","14633","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Subarbusto. Flores brancas",NA,NA,NA,"44599","auto","1974","12","30",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-05 16:45:09-03","UFOP","OUPR","14634","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Badini, J.","Badini, J.","s.n.","1975","02","05",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Subarbusto. Flores pálidas",NA,NA,NA,"44599","auto","1975","02","05",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-05 16:45:09-03","UFOP","OUPR","14641","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Lisboa, M.A.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto","1972","06",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-18 15:50:33-03","UFOP","OUPR","26457","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Silva, J.L.","Silva, J.L.","s.n.","2012","05",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião, Camarinhas.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, ca. 0,8m, flores paleáceas. Campo rupestre quartzítico.",NA,NA,NA,"44599","auto","2012","09",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-05 16:45:09-03","UFOP","OUPR","1333","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Roschel, M.B.","Roschel, M.B.; Dias, S.","s.n.","1994","03","05",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Baú","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo rupestre. Subarbusto. Flores amarelas",NA,NA,NA,"44599","auto","1994","04","13",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-05 16:45:09-03","UFOP","OUPR","14637","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Lisboa, M.A.","Badini, J.","s.n.","1974","02","10",NA,"Brasil","Minas Gerais","Ouro Preto","Três Moinhos","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto","1974","02","14",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-05 16:45:09-03","UFOP","OUPR","14635","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Três Moinhos","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Subarbusto. Flores brancas",NA,NA,NA,"44599","auto","1974","12","30",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-05 16:45:09-03","UFOP","OUPR","14630","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Badini, J.","Badini, J.","s.n.","1975","02","05",NA,"Brasil","Minas Gerais","Ouro Preto","Três Moinhos","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Subarbusto. Flores pálidas",NA,NA,NA,"44599","auto","1975","02","05",NA,NA,NA,NA,NA,NA,NA
