"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"589","2020-12-21 16:34:40-03","MBM","MBM","385749","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Meirelles, J.","2012",NA,NA,"Lozano, E.D.; Canestraro, B.K.; Gabriel, L.F.; Canestraro, B.K.; Gabriel, L.F.","1050","2012","09","21","Brazil","Paraná","União da Vitória","Estrada para Cruz Machado.","-51.0863990783691","-26.2299995422363",NA,NA,NA,NA,"Arvoreta, 4 m, frutos imaturos verdes.; Floresta Ombrófila Mista.","MBM385749","MBM385749",NA,NA,"Southern America",NA,"35297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"590","2020-12-21 16:34:40-03","MBM","MBM","301994","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Wasum, R.",NA,NA,NA,"Wasum, R.","2284","2005","01","06","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"MBM301994","MBM301994",NA,NA,"Southern America",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"591","2020-12-21 16:34:40-03","MBM","MBM","295084","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Wasum, R.",NA,NA,NA,"Wasum, R.","2284","2005","01","06","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda Santa Helena","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"MBM295084","MBM295084",NA,NA,"Southern America",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"592","2020-12-21 16:34:38-03","MBM","MBM","109879","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Souza, M.L.",NA,NA,NA,"Falkenberg, D.B.","3115","1985","09","23","Brazil","Rio Grande do Sul","Camaquã","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,NA,"MBM109879","MBM109879",NA,NA,"Southern America",NA,"49429","auto",NA,NA,NA,NA,NA,NA,NA,NA
"593","2020-12-21 16:34:40-03","MBM","MBM","296322","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Smith, S.F.",NA,NA,NA,"Wasum, R.","1968","2003","09","26","Brazil","Rio Grande do Sul","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,NA,"MBM296322","MBM296322",NA,NA,"Southern America",NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA,NA
"594","2020-12-21 16:34:40-03","MBM","MBM","304796","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Smith, S.F.",NA,NA,NA,"Sberzi, F.","6","2004","09",NA,"Brazil","Rio Grande do Sul","Caxias do Sul","Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM304796","MBM304796",NA,NA,"Southern America",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"595","2020-12-21 16:34:38-03","MBM","MBM","125456","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Wurdack, J.",NA,NA,NA,"Wasum, R.","s.n.","1988","10","15","Brazil","Rio Grande do Sul","Caxias do Sul","Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM125456","MBM125456",NA,NA,"Southern America",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"596","2020-12-21 16:34:40-03","MBM","MBM","248791","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Smith, S.F.",NA,NA,NA,"Scur, L.","201",NA,NA,NA,"Brazil","Rio Grande do Sul","Caxias do Sul","Fazenda Souza","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM248791","MBM248791",NA,NA,"Southern America",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"597","2020-12-21 16:34:40-03","MBM","MBM","338884","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.","2007",NA,NA,"Wasum, R.","4150","2007","09","11","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Em orla da mata","MBM338884","MBM338884",NA,NA,"Southern America",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"598","2020-12-21 16:34:40-03","MBM","MBM","248399","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Smith, S.F.",NA,NA,NA,"Wasum, R.","145",NA,NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Parque Paraíso da Serra, Rod. RS-235","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM248399","MBM248399",NA,NA,"Southern America",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"599","2020-12-21 16:34:40-03","MBM","MBM","265179","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Smith, S.F.",NA,NA,NA,"Wasum, R.","801","2000","12","03","Brazil","Rio Grande do Sul","São Francisco de Paula","Rod. RS-235","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM265179","MBM265179",NA,NA,"Southern America",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"600","2020-12-21 16:34:40-03","MBM","MBM","242849","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Smith, S.F.",NA,NA,NA,"Wasum, R.","110",NA,NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Várzea do Cedro","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM242849","MBM242849",NA,NA,"Southern America",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"601","2020-12-21 16:34:38-03","MBM","MBM","155498","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","4821","1989","06","08","Brazil","Santa Catarina","Florianópolis","Balneário Daniela","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM155498","MBM155498",NA,NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"602","2020-12-21 16:34:40-03","MBM","MBM","235434","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Souza, M.L.",NA,NA,NA,"Souza, M.L.; et al.; et al.","8856",NA,NA,NA,"Brazil","São Paulo","Itararé","Fazenda Ibiti","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"MBM235434","MBM235434",NA,NA,"Southern America",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"603","2020-12-21 16:34:40-03","MBM","MBM","7879","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","18862","1968","03","22","Brazil","Paraná","Arapoti","Fazenda do Lobo","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,NA,"MBM007879","MBM007879",NA,NA,"Southern America",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA
"604","2020-12-21 16:34:40-03","MBM","MBM","67260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Oliveira, P.I.","267","1980","10","09","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM067260","MBM067260",NA,NA,"Southern America",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"605","2020-12-21 16:34:40-03","MBM","MBM","225501","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Wurdack, J.J.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","7552",NA,NA,NA,"Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM225501","MBM225501",NA,NA,"Southern America",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"606","2020-12-21 16:34:38-03","MBM","MBM","18086","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","26860","1971","07","18","Brazil","Paraná","Balsa Nova","Serra São Luís","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM018086","MBM018086",NA,NA,"Southern America",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"607","2020-12-21 16:34:40-03","MBM","MBM","227388","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","2334",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM227388","MBM227388",NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-12-21 16:34:40-03","MBM","MBM","298252","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Possete, R.F.S.; et al.; et al.","148","2003","06","02","Brazil","Paraná","Colombo","EMBRAPA","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"MBM298252","MBM298252",NA,NA,"Southern America",NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-12-21 16:34:40-03","MBM","MBM","65671","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Rotta, E.","s.n.","1978","12","15","Brazil","Paraná","Colombo","Estrada da Ribeira, Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"MBM065671","MBM065671",NA,NA,"Southern America",NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"610","2020-12-21 16:34:40-03","MBM","MBM","23954","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","30343","1972","09","23","Brazil","Paraná","Curitiba","Bacacheri","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM023954","MBM023954",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-12-21 16:34:40-03","MBM","MBM","225503","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin",NA,NA,NA,NA,"Dombrowski, L.T.","4020",NA,NA,NA,"Brazil","Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM225503","MBM225503",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-12-21 16:34:40-03","MBM","MBM","225516","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Braga, R.",NA,NA,NA,"Braga, R.; Lange, R.B.; Lange, R.B.","306",NA,NA,NA,"Brazil","Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM225516","MBM225516",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"613","2020-12-21 16:34:40-03","MBM","MBM","7109","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.",NA,NA,NA,"Lindeman, J.; et al.; et al.","2526",NA,NA,NA,"Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM007109","MBM007109",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"614","2020-12-21 16:34:38-03","MBM","MBM","207540","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Imaguire, N.","5589","1977","09","08","Brazil","Paraná","Curitiba","Jardim Alvorada","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM207540",NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"615","2020-12-21 16:34:38-03","MBM","MBM","222732","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Cozera, C.",NA,NA,NA,"Carrião, D.J.S.; et al.; et al.","s.n.",NA,NA,NA,"Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM222732","MBM222732",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"616","2020-12-21 16:34:40-03","MBM","MBM","31678","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Wurdack, J.",NA,NA,NA,"Ferreira, L.F.","17","1974","09","19","Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM031678","MBM031678",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"617","2020-12-21 16:34:40-03","MBM","MBM","75217","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Frenzel, A.","s.n.","1951","01",NA,"Brazil","Paraná","Guarapuava","Rio Jordão, Estrada a Vila Nova","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"MBM075217","MBM075217",NA,NA,"Southern America",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"618","2020-12-21 16:34:38-03","MBM","MBM","225168","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Uhlmann, A.",NA,NA,NA,"Carrião, D.J.S.; et al.; et al.","40",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"MBM225168","MBM225168",NA,NA,"Southern America",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"619","2020-12-21 16:34:40-03","MBM","MBM","271222","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.",NA,NA,NA,"Linsingen, L. von","138","1999","09","06","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"MBM271222","MBM271222",NA,NA,"Southern America",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"620","2020-12-21 16:34:40-03","MBM","MBM","40727","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Brade, A.C.",NA,NA,NA,"Hatschbach, G.","1009","1948","09","26","Brazil","Paraná","Lapa","Loc. Engenheiro Bley","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"MBM040727","MBM040727",NA,NA,"Southern America",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"621","2020-12-21 16:34:40-03","MBM","MBM","339469","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.","2008",NA,NA,"Wasum, R.","4180","2007","10","01","Brazil","Paraná","Lapa","Pedra da Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,NA,"850","850","Entre os rochedos, orla da mata","MBM339469","MBM339469",NA,NA,"Southern America",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"622","2020-12-21 16:34:40-03","MBM","MBM","225528","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Wurdack, J.J.",NA,NA,NA,"Kuniyoshi, Y.S.","2379",NA,NA,NA,"Brazil","Paraná","Lapa","São Carlos","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"MBM225528","MBM225528",NA,NA,"Southern America",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"623","2020-12-21 16:34:40-03","MBM","MBM","5087","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.",NA,NA,NA,"Lindeman, J.; et al.; et al.","4709",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","Fazenda Reserva","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,"MBM005087","MBM005087",NA,NA,"Southern America",NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"624","2020-12-21 16:34:40-03","MBM","MBM","267064","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Labiak, P.; et al.; et al.","1978","2001","12","08","Brazil","Paraná","Morretes","Parque Estadual do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM267064","MBM267064",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"625","2020-12-21 16:34:40-03","MBM","MBM","225495","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","12646",NA,NA,NA,"Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM225495","MBM225495",NA,NA,"Southern America",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"626","2020-12-21 16:34:40-03","MBM","MBM","311103","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Possete, R.F.S.",NA,NA,NA,"Maschio, W.","473","2006","01","05","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM311103","MBM311103",NA,NA,"Southern America",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"627","2020-12-21 16:34:40-03","MBM","MBM","40708","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","10157",NA,NA,NA,"Brazil","Paraná","Palmeira","Rodovia do Café, Colônia Wietmarsum","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM040708","MBM040708",NA,NA,"Southern America",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"628","2020-12-21 16:34:40-03","MBM","MBM","5088","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Pereira, E.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","4965","1967","03","18","Brazil","Paraná","Pinhão","Capão Cachambu","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"MBM005088","MBM005088",NA,NA,"Southern America",NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA
"629","2020-12-21 16:34:40-03","MBM","MBM","225527","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin",NA,NA,NA,NA,"Imaguire, N.","212",NA,NA,NA,"Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM225527","MBM225527",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"630","2020-12-21 16:34:38-03","MBM","MBM","161832","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Imaguire, N.","2120","1968","09","03","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM161832","MBM161832",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"631","2020-12-21 16:34:40-03","MBM","MBM","296962","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.",NA,NA,NA,"Dunaiski Jr.; A.; A.; Cervi, A.C.; Cervi, A.C.","720","1998","08","26","Brazil","Paraná","Piraquara","Morro do Anhangava","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM296962","MBM296962",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"632","2020-12-21 16:34:40-03","MBM","MBM","225524","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","7534",NA,NA,NA,"Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM225524","MBM225524",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"633","2020-12-21 16:34:38-03","MBM","MBM","1088","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","14652","1966","09","05","Brazil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM001088","MBM001088",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"634","2020-12-21 16:34:40-03","MBM","MBM","318600","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.",NA,NA,NA,"Goldenberg, R.","685","2005","08","16","Brazil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM318600","MBM318600",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"635","2020-12-21 16:34:40-03","MBM","MBM","242431","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Goldenberg, R.",NA,NA,NA,"Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","835","1995","10","27","Brazil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM242431","MBM242431",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"636","2020-12-21 16:34:40-03","MBM","MBM","225520","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Brade, A.C.",NA,NA,NA,"Hertel, R.","18","1944","09",NA,"Brazil","Paraná","Ponta Grossa","Estrada para Castro","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM225520","MBM225520",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"637","2020-12-21 16:34:40-03","MBM","MBM","40710","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","11594","1964","09","27","Brazil","Paraná","Ponta Grossa","Estrada Velha, Rodovia do Café - Itaiacoca","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM040710","MBM040710",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"638","2020-12-21 16:34:40-03","MBM","MBM","385739","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Lozano, E.D.","2012",NA,NA,"Lozano, E.D.; Ariati, V.; Ariati, V.","1148","2012","10","10","Brazil","Paraná","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Arvoreta de 2m, frutos imaturos verdes.; Campos gerais, campo sujo.","MBM385739","MBM385739",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"639","2020-12-21 16:34:40-03","MBM","MBM","251278","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Ziller, S.R.; et al.; et al.","1947",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM251278","MBM251278",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"640","2020-12-21 16:34:40-03","MBM","MBM","71517","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin ex Naudin","Hatschbach, G.",NA,NA,NA,"Kummrow, R.","1555","1981","09","11","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM071517","MBM071517",NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
