"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"18","2021-03-15 16:37:00-03","NY","NYBG","521693","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"M. Poloni","4479","1988","09","16","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Faxinal","-51.094927","-29.108528",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521693","NY00521693_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","521692","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","6239","1989","08","18","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Faxinal","-51.094927","-29.108528",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521692","NY00521692_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","521670","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin",NA,NA,NA,NA,"M. Sobral","4214","1985","09",NA,"Brazil","Rio Grande do Sul","Encruzilhada do Sul","Amaral Ferrador, Encruzilhada do Sul","-52.5217","-30.5442",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521670","NY00521670_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521679","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","S. F. Smith",NA,NA,NA,"R. A. Wasum","130","1999","09","20","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.5833","-29.4483",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521679","NY00521679_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","521673","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","M. Sobral",NA,NA,NA,"M. Sobral","2358","1983","10","12","Brazil","Rio Grande do Sul","Camaqua","Pessegueiro","-51.834028","-30.916916",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521673","NY00521673_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","521672","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","6323","1959","09","09","Brazil","Paraná","Sengés","Fazenda Morungava, Rio do Funil","-49.4633","-24.1131",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521672","NY00521672_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01318267","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","M. K. Caddah",NA,NA,NA,"M. K. Caddah","652","2009","09","17","Brazil","Paraná","Curitiba","Reserva Mata Viva, Campus Centro Politécnico, UFPR.","-49.233056","-25.445",NA,NA,"920","920","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305603' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318267","NY01318267_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521669","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","F. C. Hoehne",NA,NA,NA,"A. Gehrt","s.n.","1931","09","10","Brazil","São Paulo","Sao Paulo","Butantan, Rio Pequeno","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521669","NY00521669_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","521662","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","HUCS10235","1994","09","24","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521662","NY00521662_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","521663","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"C. Dala Rosa","HUCS10232","1994","09","24","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521663","NY00521663_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","521683","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","s.n.","1995","09","03","Brazil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-49.945844","-29.059177",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521683","NY00521683_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","521688","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","4665","1988","10","15","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Faxinal","-51.094927","-29.108528",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521688","NY00521688_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1017217","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","G. G. Hatschbach",NA,NA,NA,"J. M. Silva","171","1986","09","02","Brazil","Paraná","Tijucas do Sul","Lagoinha.","-49.1989","-25.9283",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1200943' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017217","NY01017217_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","521690","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"R. Reitz","4749","1957","09","05","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2656","-26.1925",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521690","NY00521690_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","685428","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","R. Goldenberg",NA,NA,NA,"R. Goldenberg","803","2005","10","24","Brazil","Paraná","Campina Grande do Sul","Subida para o Pico Paraná","-49.0553","-25.3058",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685428","NY00685428_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","521658","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","8979","1992","11","05","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul - Jardim Botanico","-51.1792","-29.1683",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521658","NY00521658_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","685429","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","R. Goldenberg",NA,NA,NA,"R. Goldenberg","815","2005","10","27","Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.23","-24.57",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685429","NY00685429_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","477597","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"M. Laner","9912","1994","06","03","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional -I-","-50.395632","-29.433343",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610139' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477597","NY00477597_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","521398","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","M. K. Caddah",NA,NA,NA,"C. Kozera","171","1996","08","31","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521398","NY00521398_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","521665","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin",NA,NA,NA,NA,"A. A. Beetle","1699","1952","07","22","Brazil","Rio Grande do Sul","Viamao","Itapoan, south of Porto Alegre","-51.016338","-30.283932",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521665","NY00521665_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","521686","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","2276","1986","11","08","Brazil","Rio Grande do Sul","Cambará do Sul","Pedra do Segredo","-50.1444","-29.0481",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521686","NY00521686_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","521399","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","M. K. Caddah",NA,NA,NA,"D. J. Carriao","s.n.","1995","10","19","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521399","NY00521399_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","521660","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. Y. V. Norlind",NA,NA,NA,"P. K. H. Dusén","15497","1914","09","05","Brazil","Paraná","Curitiba","Curityba opp.","-49.2731","-25.4281",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521660","NY00521660_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","522428","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","R. Goldenberg",NA,NA,NA,"J. C. Lindeman","2500","1966","09","21","Brazil","Paraná","Curitiba","Outskirts of Curitiba","-49.2731","-25.4281",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=527592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522428","NY00522428_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","521694","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","8628","1992","09","15","Brazil","Rio Grande do Sul","Novo Hamburgo","Parque Municipal","-51.1306","-29.6783",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521694","NY00521694_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","521664","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","J. J. Wurdack",NA,NA,NA,"M. Laner","HUCS9912","1994","06","03","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521664","NY00521664_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","521671","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","F. C. Hoehne",NA,NA,NA,"A. C. Brade","6832","1913","10","26","Brazil","São Paulo","Sao Bernardo do Campo","Sao Bernardo","-46.543552","-23.7742",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521671","NY00521671_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
