"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","decimalLongitude","decimalLatitude","stateProvince","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","148808","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Alsophila","tijucensis","Alsophila tijucensis","Fée","syntype","A. F. M. Glaziou",NA,NA,"South America","Brazil","Rio de Janeiro","sheet","This Type Fragment came from ? [Fée ?]. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00148808","NY00148808_01",NA,"1221",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3993211","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"H. H. van der Werff","2001","03","South America","Peru","Distr. Imaza, Quebrada Almendra. Along road and in forest on sandstone.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304058' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993211",NA,NA,"16142","-78.3594","-5.2444","Amazonas","17","Bagua","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3993235","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"R. Spruce",NA,NA,"South America","Peru",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304082' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993235",NA,NA,"4722K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3993182","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"J. C. Solomon","1985","08","South America","Bolivia","Parque Nacional Amboró","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304029' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993182","NY03993182_01",NA,"14185","-63.67","-17.73","Santa Cruz","30","Ichilo","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3993224","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"F. W. Pennell","1922","07","South America","Colombia","Department of El Valle. Cuchilla, east of Zarzal.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304071' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993224","NY03993224_01",NA,"8551",NA,NA,NA,"22",NA,"1200","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3993225","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"E. P. Killip","1922","06","South America","Colombia","La Gallera, Micay Valley. Cordillera Occidental. Near Rio San Joaquin.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304072' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993225","NY03993225_01",NA,"7832",NA,NA,"Cauca","29",NA,"1100","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3993222","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"E. P. Killip","1922","09","South America","Colombia","Department of El Valle. La Cumbre. Cordillera Occidental. Cultivated at hospital.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304069' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993222","NY03993222_01",NA,"11623",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3993223","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"F. W. Pennell","1922","07","South America","Colombia","Morales. Cauca Valley.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304070' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993223","NY03993223_01",NA,"8312",NA,NA,"Cauca","13",NA,"1660","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3993240","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"É. André","1876","03","South America","Ecuador","Palmilla - Quindio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304087' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993240","NY03993240_01",NA,"2303",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3993227","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"H. H. Smith","1898",NA,"South America","Colombia","Santa Marta.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304074' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993227","NY03993227_01",NA,"2223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3993238","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"E. P. Killip","1929","05","South America","Peru","Aina [Ayna district] between Huanta and Río Apurimac","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304085' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993238","NY03993238_01",NA,"22716","-73.860914","-12.664916","Ayacucho","07","La Mar","750","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1414751","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"D. Cárdenas-López","2011","07","South America","Colombia","vereda Las Verdes, sector bocana quebrada Los Verdes.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414751","NY01414751_01","W. Rodriguez","42120","-75.87952778","1.605972222","Caquetá","26","Belén de Los Andaquíes","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3993193","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"P. J. Barbour","1980","04","South America","Peru","ca. 30 air km or 70-80 river km SSW Puerto Maldonado at effluence Rio La Torre (Rio D'Orbigny)/ Rio Tambopata (SE bank); Tambopata Nature Reserve","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304040' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993193","NY03993193_01",NA,"4795","-69.28","-12.82","Madre de Dios","19","Tambopata","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1414753","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"D. Cárdenas-López","2011","07","South America","Colombia","vereda Las Verdes, sector bocana quebrada Los Verdes.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2403929' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414753","NY01414753_01","W. Rodriguez","42120","-75.87952778","1.605972222","Caquetá","26","Belén de Los Andaquíes","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3993217","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"H. H. van der Werff","2003","07","South America","Peru","Along road Chatarra-Pto. Bermudez.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304064' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993217",NA,NA,"18117","-75.05","-10.5","Pasco","08","Oxapampa","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3993226","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"F. W. Pennell","1922","06","South America","Colombia","Morales. Cauca Valley. machimbi","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304073' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993226","NY03993226_01",NA,"6304",NA,NA,"Cauca","05",NA,"1650","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1414752","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"D. Cárdenas-López","2011","07","South America","Colombia","vereda Las Verdes, sector bocana quebrada Los Verdes.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2403926' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414752","NY01414752_01","W. Rodriguez","42120","-75.87952778","1.605972222","Caquetá","26","Belén de Los Andaquíes","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3993228","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"H. H. Smith","1899","03","South America","Colombia","Santa Marta. Below Las Partidas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304075' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993228","NY03993228_01",NA,"2223",NA,NA,NA,"04",NA,"914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3993239","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Y. E. J. Mexia","1935","02","South America","Ecuador","Province Napo-Pastaza. Banks of Rio Bobonasa. Near Caneios.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304086' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993239",NA,NA,"6904",NA,NA,NA,"05",NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3993244","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Y. E. J. Mexia","1935","02","South America","Ecuador","Province of Napo-Pastaza. Near Canelos. Banks of Rio Bobonasa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304091' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993244",NA,NA,"6904",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3993203","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"H. H. van der Werff","2001","03","South America","Peru","Distr. Imaza, Quebrada Almendra. Along road and in forest on sandstone.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304050' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993203",NA,NA,"16142","-78.3594","-5.2444","Amazonas","17","Bagua","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3993231","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"G. Gutierrez Villegas","1947","11","South America","Colombia","Con tronco de mas o menos 6 metros de altura; selva abierta y humeda en los alrededores de Angelopolis.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304078' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993231",NA,NA,"17C 674",NA,NA,"Antioquia","23",NA,"1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3993185","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"P. J. Barbour","1978","11","South America","Peru","Along roadside from Chiriaco to Puente Venezuela, 43 km (by road) NE of Chiriaco","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304032' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993185","NY03993185_01",NA,"4385",NA,NA,"Amazonas","03","Bagua","1050","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3993229","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"H. H. Smith","1899","03","South America","Colombia","Santa Marta","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304076' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993229","NY03993229_01",NA,"Field No.2223",NA,NA,NA,"04",NA,"914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3993219","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"S. Gascoyne-Cecil","1953","07","South America","Peru","Perene River","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304066' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993219","NY03993219_01",NA,"94",NA,NA,"Junín","20",NA,"1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3993204","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"A. H. G. Alston","1939","01","South America","Venezuela","Foot of Sierra Nevada, near Merida.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304051' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993204","NY03993204_01",NA,"6749",NA,NA,"Mérida","31",NA,"1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","884607","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"A. C. Brade","1929","04","South America","Brazil","Alto da Boa Vista, Passo da Pedra. (=Serra da Tijuca - locus typicus!)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884607","NY00884607_01","M. Lehnert","8592",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3993232","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"P. J. Barbour","1978","11","South America","Peru","Along roadside from Chiriaco to Puente Venezuela, 43 km (by road) NE of Chiriaco","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304079' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993232","NY03993232_01",NA,"4385",NA,NA,"Amazonas","03","Bagua","1050","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3993184","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"J. C. Solomon","1985","08","South America","Bolivia","Parque Nacional Amboró","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304031' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993184","NY03993184_01",NA,"14185","-63.67","-17.73","Santa Cruz","30","Ichilo","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3993187","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"H. H. van der Werff","2003","06","South America","Peru","Road from Oxapampa to San Alberto.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304034' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993187",NA,NA,"17536","-75.35","-10.53","Pasco","20","Oxapampa","2250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","884608","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"J. N. Rose","1915","07","South America","Brazil","On Corcovado, Rio de Janeiro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884608","NY00884608_01",NA,"20163","-43.212076","-22.951842","Rio de Janeiro","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3993202","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"H. H. van der Werff","2001","03","South America","Peru","Distr. Imaza, Quebrada Almendra. Along road and in forest on sandstone.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304049' target='other'> <mi>dwc_moreinfo</mi></a>","NY03993202",NA,NA,"16142","-78.3594","-5.2444","Amazonas","17","Bagua","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","884609","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"J. N. Rose","1915","07","South America","Brazil","On Corcovado, Rio de Janeiro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884609","NY00884609_01",NA,"20163","-43.212076","-22.951842","Rio de Janeiro","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","04004326","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","quitensis","Cyathea quitensis","(C.Chr.) Domin",NA,"E. P. Killip","1922","06","South America","Colombia","La Gallera, Cordillera Occidental.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4304710' target='other'> <mi>dwc_moreinfo</mi></a>","NY04004326",NA,NA,"7774",NA,NA,"Cauca","29",NA,"1400","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:29:58-03","UFRJ","RFA","5272","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Monteiro, H.","1958","09",NA,"Brasil","Serra da Estrela.",NA,NA,"RFA41236",NA,NA,NA,"-43.1786003112793","-22.5049991607666","Rio de Janeiro",NA,"Petrópolis",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
