"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2020-02-08 09:54:34-03","NBC","NL-BOTANY","U.1365835","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Gallinal JP; et al.","Southern America","Uruguay",NA,NA,"Ururguay, comun en laderas pratenses.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1365835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1365835",NA,NA,"Malpighiales","Lam.",NA,"1937","11","01","NL-U1365835",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:54:34-03","NBC","NL-BOTANY","U.1365836","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rosengurtt B","Southern America","Uruguay",NA,NA,"Departamento de Rio Negro, Orillas del rio Uruguay, Rincon de las Gallinas, arroyo de los Patos, Estancia de Goenega.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1365836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1365836",NA,NA,"Malpighiales","Lam.",NA,"1942","10","22","NL-U1365836",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:54:34-03","NBC","NL-BOTANY","U.1365837","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Herter WG","Southern America","Uruguay",NA,NA,"Uruguayenses, camp, loc dict. Independencia, Dpeartamento de Canelones, Republica Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1365837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1365837",NA,NA,"Malpighiales","Lam.",NA,"1926","11","01","NL-U1365837",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:54:34-03","NBC","NL-BOTANY","U.1365861","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Lindeman JC; Haas JH de","Southern America","Brazil",NA,NA,"Brasiliae australis, Est. Rio Grande do Sul, Torres, at foot of rock on beach.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1365861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1365861",NA,NA,"Malpighiales","Lam.",NA,"1966","12","30","NL-U1365861",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:31:25-03","MN","R","183460","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Vidal, J.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Lam.)C.M. Rogers & Mildner",NA,"1947","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:31:25-03","MN","R","145847","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Santos, E.A.A. 3139; Trinta, E.F.",NA,"Brasil","Rio Grande do Sul","Carazinho",NA,"-52.7863998413086","-28.283899307251",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,"(Lam.)C.M. Rogers & Mildner",NA,"1972","10","16",NA,"35233","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:31:25-03","MN","R","122752","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Smith, L.B. 10043; Reitz, R.",NA,"Brasil","Santa Catarina","Lajes","Campo","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Lam.)C.M. Rogers & Mildner","Mildner, R.","1957","01","15",NA,"70701","auto",NA,"1971","03","12",NA,NA,NA
"18","2021-01-14 15:31:25-03","MN","R","70812","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Vidal, J.",NA,"Brasil","Rio Grande do Sul","Santa Maria","Serra do Monte","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Lam.)C.M. Rogers & Mildner","Mildner, R.","1939","03",NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:31:25-03","MN","R","135977","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Pabst, G.F.J. 6491; Pereira, E.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1961","10","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-07-02 14:02:33-03","JBP","HPL","13925","S","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Kinupp, V.",NA,"Brasil","RS","Porto Alegre","Jardim Botânico","-51.23","-30.0331",NA,NA,NA,NA,NA,NA,NA,NA,"2980",NA,NA,"(Lam.) C.M. Rogers & Mildner.","Kinupp, V.F.","2005","06","08",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:34:17-03","IAP","PACA-AGP","69742","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","J. Gomes",NA,"Brasil","RS","Pelotas","Pedreira do Capão do Leão","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,"PACA069742",NA,"Magnoliophyta","Geraniales","(Lam.) Mildn.","M. Sobral","1950","07","16",NA,"51462","auto","Magnoliopsida","1987","01",NA,NA,NA,NA
"22","2019-12-04 11:51:29-03","IAP","PACA-AGP","3976","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Uruguai",NA,NA,"Cuñapiru, Rivera",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA003976",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1941","01","12",NA,NA,NA,"Magnoliopsida","1954","08","18",NA,NA,NA
"23","2019-08-27 13:34:20-03","IAP","PACA-AGP","8408","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Arroio dos Ratos",NA,"-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA008408",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1942","01","08",NA,"29956","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"24","2019-08-27 13:34:17-03","IAP","PACA-AGP","26658","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Henz, E.",NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: fruto maturo","PACA026658",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1944",NA,NA,NA,"21601","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"25","2019-08-27 13:34:20-03","IAP","PACA-AGP","49210","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto submaturo","PACA049210",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1950","11","26",NA,"21601","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"26","2019-08-27 13:34:17-03","IAP","PACA-AGP","43567","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Portão",NA,"-51.2419013977051","-29.7017002105713",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA043567",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1949","09","23",NA,"13735","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"27","2019-08-27 13:34:17-03","IAP","PACA-AGP","27083","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto submaturo","PACA027083",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1944","10",NA,NA,"29946","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"28","2019-08-27 13:34:17-03","IAP","PACA-AGP","29279","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA029279",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1945","10","10",NA,"29946","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"29","2019-08-27 13:34:17-03","IAP","PACA-AGP","37717","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA037717",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1948","09","22",NA,"29946","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"30","2019-08-27 13:34:17-03","IAP","PACA-AGP","26286","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Quaraí","Faz. do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto submaturo","PACA026286",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1945","01",NA,NA,"74636","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"31","2019-08-27 13:34:17-03","IAP","PACA-AGP","39026","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","São Leopoldo","ad montem Steinkopf","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,"Habitat: in arenosis siccis graminosis Fenofase: flor e fruto submaturo","PACA039026",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1948","12","20",NA,"10287","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"32","2019-08-27 13:34:17-03","IAP","PACA-AGP","43925","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus arenosis dumetosis Fenofase: flor e fruto submaturo","PACA043925",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1949","10","17",NA,"7291","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"33","2019-08-27 13:34:17-03","IAP","PACA-AGP","38248","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,NA,NA,"Habitat: in arenosis siccis alte graminosis Fenofase: flor e fruto submaturo","PACA038248",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1948","11","22",NA,"7291","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"34","2019-08-27 13:34:20-03","IAP","PACA-AGP","61711","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","O.R. Camargo",NA,"Brasil","RS","Taquari","Estação Exper. de Pomicultura","-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus, campo seco Fenofase: flor e fruto","PACA061711","2718","Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1957","12","08",NA,"21657","auto","Magnoliopsida","1958","09","29",NA,NA,NA
"35","2019-08-27 13:34:17-03","IAP","PACA-AGP","34958","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA034958",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1947","01","08",NA,"63451","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"36","2019-08-27 13:34:20-03","IAP","PACA-AGP","8931","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Bom Jesus","Arr. Cap. Grande","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto submaturo","PACA008931",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1942","01","15",NA,"55856","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"37","2019-08-27 13:34:20-03","IAP","PACA-AGP","56096","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Pivetta",NA,"Brasil","RS","Cruz Alta","Pajuçara","-53.6063995361328","-28.638599395752",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus Fenofase: flor e fruto","PACA056096","482","Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1954","01","02",NA,"44498","auto","Magnoliopsida","1955","04","10",NA,NA,NA
"38","2019-08-27 13:34:17-03","IAP","PACA-AGP","29577","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Henz, E.",NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: estéril","PACA029577",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1945","10","03",NA,"21601","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"39","2019-08-27 13:34:17-03","IAP","PACA-AGP","28455","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Nonoai","ad flumen Uruguay","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: estéril","PACA028455",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1945","03",NA,NA,"35080","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"40","2019-08-27 13:34:17-03","IAP","PACA-AGP","48453","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Sehnem, A.",NA,"Brasil","RS","Pareci Novo",NA,"-51.3974990844727","-29.6382999420166",NA,NA,NA,NA,NA,NA,"Com duplicata no HASU. Habitat: in arenosis siccis graminosis Fenofase: flor e fruto submaturo","PACA048453","1654","Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1945","10","13",NA,"9951","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"41","2019-08-27 13:34:20-03","IAP","PACA-AGP","63260","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","J. C. Sacco",NA,"Brasil","RS","Pelotas","Estação Exper. de Pelotas, cascata","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus Fenofase: flor","PACA063260","850","Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1957","12","12",NA,"51462","auto","Magnoliopsida","1958","09","18",NA,NA,NA
"42","2019-08-27 13:34:20-03","IAP","PACA-AGP","62131","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Camargo, O. R.",NA,"Brasil","RS","Porto Alegre","B. Petrópolis","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus Fenofase: flor e fruto","PACA062131","1827","Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1957","10","01",NA,"29946","auto","Magnoliopsida","1958","09","28",NA,NA,NA
"43","2019-08-27 13:34:17-03","IAP","PACA-AGP","27191","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto submaturo","PACA027191",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1944","10",NA,NA,"29946","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"44","2019-08-27 13:34:17-03","IAP","PACA-AGP","48994","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto maturo","PACA048994",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1950","11","18",NA,"29946","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"45","2019-08-27 13:34:17-03","IAP","PACA-AGP","186","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa, Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA000186",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1932","09","17",NA,"29946","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"46","2019-08-27 13:34:20-03","IAP","PACA-AGP","58670","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Camargo, O. R.",NA,"Brasil","RS","Santa Maria","Estação exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto","PACA058670","50","Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1956","01","10",NA,"37819","auto","Magnoliopsida","1957","05","06",NA,NA,NA
"47","2019-08-27 13:34:17-03","IAP","PACA-AGP","2943","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","F. Baglione",NA,"Brasil","RS","São Borja",NA,"-56.0043983459473","-28.6606006622314",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: fruto maturo","PACA002943",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1942",NA,NA,NA,"75549","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"48","2019-08-27 13:34:20-03","IAP","PACA-AGP","7362","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","F. Theissen SJ",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,"Habitat: in arenosis siccis graminosis Fenofase: flor","PACA007362",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1907",NA,NA,NA,"10287","auto","Magnoliopsida","1954","08","17",NA,NA,NA
"49","2019-08-27 13:34:20-03","IAP","PACA-AGP","56991","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,"SEM MATERIAL. Habitat: in campestribus graminosis Fenofase: flor e fruto","PACA056991",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1955","10","26",NA,"10287","auto","Magnoliopsida","1957","05","14",NA,NA,NA
"50","2019-08-27 13:34:17-03","IAP","PACA-AGP","44401","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","São Leopoldo","Bairro Fião","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,"Habitat: in arenosis siccis dumetosis Fenofase: flor e fruto submaturo","PACA044401",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1949","11","14",NA,"10287","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"51","2019-08-27 13:34:17-03","IAP","PACA-AGP","44257","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,NA,NA,"SEM MATERIAL. Habitat: in arenosis siccis graminosis Fenofase: flor e fruto submaturo","PACA044257",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1949","11","05",NA,"7291","auto","Magnoliopsida","1954","08","18",NA,NA,NA
