"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","typeStatus"
"11","2021-03-01 16:38:33-03","UNICAMP","UEC","61181","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kinoshita","Souza, WS; Silva, SM","24564","1986","08","01",NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Praia Grande","-48.5092010498047","-25.5200004577637","24916",NA,"Arbusto de 4m., flores esverdeadas; frequente na restinga.",NA,NA,"auto","Freitas, MF","2005","06","30",NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:38:33-03","UNICAMP","UEC","11613","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kinoshita","Hatschbach, G","40161","1977","08","09",NA,"Brazil","Paraná","Paranaguá","Olho D'Água","-48.5092010498047","-25.5200004577637","24916",NA,"Arvoreta, flor esverdeada, restinga.",NA,NA,"auto","Freitas, MF","2005","06","30",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:38:33-03","UNICAMP","UEC","51566","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kinoshita","Silva, SM; Leite, MRP","1498","1988","03","28",NA,"Brazil","Paraná","Paranaguá","Praia Grande","-48.5092010498047","-25.5200004577637","24916",NA,"Arvoreta de 3m, CAP 23cm, com frutos, restinga.",NA,NA,"auto","Freitas, MF","2005","06","30",NA,NA,NA,NA,NA,NA
"14","2020-10-14 10:05:40-03","FURB","FURB","33011","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Korte, A.; Gasper, A.L. de","5195","2010","11","29",NA,"Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual do Acaraí - Praia do Ervino.","-48.5633333","-26.3497222",NA,NA,"Florística IFFSC 8010 (Arvoreta) Habitat: Restinga; Estágio Avançado; banhado Habito: arvoreta;","FURB03241","FURB03241",NA,"Freitas, MF","2011","09","09","5","5","-48.5633333","-26.3497222",NA,NA
"15","2021-03-16 17:51:50-03","UCS","HUCS","6042","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M. F. Freitas & Kin-Gouv.","Kunniyoshi, Y.S.","5563","1987","04","03",NA,"Brasil","Paraná","Paranaguá","Ilha Rosa da Cotinga","-48.5092010498047","-25.5200004577637","24916",NA,"arvoreta 4m; solo arenoso",NA,NA,"auto","Freitas, M.F.","2011","02",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-16 17:51:50-03","UCS","HUCS","40247","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M. F. Freitas & Kin-Gouv.","Silva, J.M.","8088","2011","12","02",NA,"Brasil","Paraná","Mauá da Serra","Usina Hidrelétrica de Mauá","-51.2294006347656","-23.9013996124268","16036",NA,"árvore 3m, frutos verdes",NA,NA,"auto","Cordeiro; Barboza","2011",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-04-27 16:11:19-03","UFES","VIES","24892","S","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Folli, D.A.","5589","2007","05","21",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Próximo ao rio Barra Seca, estrada Jueirana vermelha.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"VIES024892","VIES024892","auto","D.A. Folli","2007","05","21",NA,NA,NA,NA,NA,NA
"18","2020-04-27 16:11:19-03","UFES","VIES","24894","S","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Folli, D.A.","4904","2004","08","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Córrego de São Pedro, estrada Gávea.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"VIES024894","VIES024894","auto","T.T. Carrijo","2017","03","31",NA,NA,NA,NA,NA,NA
"19","2019-09-27 18:06:07-03","UFES","VIES","24893","S","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Siqueira, G.S.","583","2010","10","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Flamengo.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"VIES024893","VIES024893","auto","G.S. Siqueira","2010","10","25",NA,NA,NA,NA,NA,NA
"20","2020-04-27 16:11:19-03","UFES","VIES","24891","S","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Folli, D.A.","4589","2003","08","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Final da estrada Cor. São Pedro, estrada Farinha seca.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"VIES024891","VIES024891","auto","D.A. Folli","2003","08","28",NA,NA,NA,NA,NA,NA
"21","2019-06-27 10:26:30-03","UFES","VIES","39894","S","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Gomes, J.M.L.","4123","2012","09","05",NA,"Brasil","Espírito Santo","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086","24088",NA,NA,"VIES039894","VIES039894","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:42:05-03","MBM","MBM","236530","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Kuniyoshi, Y.S.; et al.; et al.","5563",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","I","-48.5092010498047","-25.5200004577637","24916",NA,NA,"MBM236530","MBM236530","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:42:05-03","MBM","MBM","297034","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Dunaiski Jr.; A.; A.","1326",NA,NA,NA,"Southern America","Brazil","Paraná","Pontal do Paraná","Balneário de Ipanema","-48.511100769043","-25.6735992431641","19508",NA,NA,"MBM297034","MBM297034","auto","Cordeiro, J.; Barboza, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:42:05-03","MBM","MBM","128753","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Souza, W.S.; Silva, S.M.; Silva, S.M.","277","1986","08","01","Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel, Restinga da Praia Grande","-48.5092010498047","-25.5200004577637","24916",NA,NA,"MBM128753","MBM128753","auto","Maria de Fatima Freitas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:42:05-03","MBM","MBM","128754","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Kuniyoshi, Y.S.; Galvão, F.; Galvão, F.","5563","1987","04","03","Southern America","Brazil","Paraná","Paranaguá","Ilha Rasa da Cotinga","-48.5092010498047","-25.5200004577637","24916",NA,NA,"MBM128754","MBM128754","auto","Maria de Fatima Freitas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:42:05-03","MBM","MBM","55058","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Hatschbach, G.","40161","1977","08","09","Southern America","Brazil","Paraná","Paranaguá","Olho D'Água","-48.5092010498047","-25.5200004577637","24916",NA,NA,"MBM055058","MBM055058","auto","Maria de Fatima Freitas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:42:05-03","MBM","MBM","62860","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Hatschbach, G.","41740",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637","24916",NA,NA,"MBM062860","MBM062860","auto","Maria de Fatima Freitas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:42:05-03","MBM","MBM","37756","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Hatschbach, G.","757",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Vila Balneária","-48.5092010498047","-25.5200004577637","24916",NA,NA,"MBM037756","MBM037756","auto","Maria de Fatima Freitas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:42:05-03","MBM","MBM","296654","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Berger, J.Z.","s.n.",NA,NA,NA,"Southern America","Brazil","Santa Catarina","São Francisco do Sul","Ilha Grande, Baía de Babitonga","-48.6380996704102","-26.2432994842529","23627",NA,NA,"MBM296654","MBM296654","auto","Berger, J.Z.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-25 10:11:50-03","CVRD","CVRD","13185","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Siqueira, G.S.","583","2010","10","25","América do Sul","BRASIL","ES","Linhares",NA,"-39.939222","-19.163806",NA,NA,"<ll>dwc_commonname:</ll> Capororoca d água","CVRD013185",NA,NA,"Geovane S. Siqueira","2010","10","25","16","16","39°56'21,2W","19°09'49,7S","Magnoliopsida",NA
"31","2021-02-25 10:11:50-03","CVRD","CVRD","15077","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Siqueira, G.S.","989","2014","09","15","América do Sul","BRASIL","ES","Sooretama",NA,"-40.016306","-19.013056",NA,NA,"área de solo com turfeira hidromorfica <ll>dwc_commonname:</ll> Capororoca d água","CVRD015077","CVRD015077",NA,"Geovane S. Siqueira","2014","09","15","43","43","40°00'58,7W","19°00'47,0S","Magnoliopsida",NA
"32","2021-02-25 10:11:50-03","CVRD","CVRD","15338","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Siqueira, G.S.","1086","2015","08","24","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,"área de solo com turfeira hidromorfica <ll>dwc_commonname:</ll> Capororoca d água","CVRD015338",NA,"auto","Geovane S. Siqueira","2015","08","24",NA,NA,NA,NA,"Magnoliopsida",NA
"33","2021-02-25 10:11:50-03","CVRD","CVRD","624","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Folli, D.A.","246","1980","09","09","América do Sul","BRASIL","ES","Linhares","Árvore localizada em frente a Est. próxima ao Pântano. Coleta de fruto DAF 929.","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Capororoca d água","CVRD000624",NA,"auto","Maria de Fátima Freitas","1999","11","10",NA,NA,NA,NA,"Magnoliopsida",NA
"34","2021-02-25 10:11:50-03","CVRD","CVRD","1534","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Sobral, M.","4010","1985","07","15","América do Sul","BRASIL","ES","Linhares","Arvoreta em beira de mata.","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Capororoca d água","CVRD001534",NA,"auto","Domingos A. Folli","2003","03","17",NA,NA,NA,NA,"Magnoliopsida",NA
"35","2021-02-25 10:11:50-03","CVRD","CVRD","6374","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Freitas, M.F.","273","1999","11","04","América do Sul","BRASIL","ES","Linhares","Final da estrada","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Capororoca d água","CVRD006374",NA,"auto","Maria de Fátima Freitas","1999","11","04",NA,NA,NA,NA,"Magnoliopsida",NA
"36","2021-02-25 10:11:50-03","CVRD","CVRD","8296","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Folli, D.A.","4589","2003","08","28","América do Sul","BRASIL","ES","Linhares","Final da estrada Cor. São Pedro","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Capororoca d água","CVRD008296","CVRD008296","auto","Domingos A. Folli","2003","08","28",NA,NA,NA,NA,"Magnoliopsida",NA
"37","2021-02-25 10:11:50-03","CVRD","CVRD","2283","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Folli, D.A.","929","1989","06","15","América do Sul","BRASIL","ES","Linhares","Localizada no final da estrada em frente à estrada próxima ao pântano. Coleta de flor DAF.246/80.","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Capororoca d água","CVRD002283","CVRD002283","auto","Maria de Fátima Freitas","2005","07","01",NA,NA,NA,NA,"Magnoliopsida","PARATYPUS"
"38","2021-02-25 10:11:50-03","CVRD","CVRD","10234","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Folli, D.A.","5589","2007","05","21","América do Sul","BRASIL","ES","Linhares","próximo ao rio barra seca","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Capororoca d água","CVRD010234",NA,"auto","Domingos A. Folli","2007","05","21",NA,NA,NA,NA,"Magnoliopsida",NA
"39","2019-11-13 11:29:31-03","USP","SPF","159731","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Barbosa, E","269","1999","05","07",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","24916",NA,NA,"SPF00159731",NA,"auto","Freitas, MF","2003",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-25 13:53:24-03","UNIVILLE","JOI","5296","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","G. Casas","52","2004","10","17",NA,"Brasil","Santa Catarina","São Francisco do Sul","Herdeiros.","-48.6380996704102","-26.2432994842529","23627",NA,"; HABITAT: restinga; HABITO: fanerófita, terrestre","JOI005296",NA,"auto","E. Barbosa","2005","02","25","1","1",NA,NA,NA,NA
"41","2021-03-25 13:53:24-03","UNIVILLE","JOI","2564","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Jotham Ziffer Berger",NA,"2004","06","05",NA,"Brasil","Santa Catarina","São Francisco do Sul","Ilha Grande.","-48.6380996704102","-26.2432994842529","23627",NA,"; HABITAT: manguezal; HABITO: Árvore","JOI002564",NA,"auto","Jotham Ziffer Berger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-25 13:53:24-03","UNIVILLE","JOI","5697","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Bächtold, A.","101","2004","11","23",NA,"Brasil","Santa Catarina","São Francisco do Sul","Ilha Mandigituba.","-48.6380996704102","-26.2432994842529","23627",NA,"; HABITAT: mata secundária, borda; HABITO: fanerófita, terrestre","JOI005697",NA,"auto",NA,NA,NA,NA,"1","1",NA,NA,NA,NA
"43","2021-03-25 13:53:24-03","UNIVILLE","JOI","7899","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","T.G. Fendrich","66","2008","10","13",NA,"Brasil","Santa Catarina","São Francisco do Sul","Ilha Redonda.","-48.6380996704102","-26.2432994842529","23627",NA,"; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI007899",NA,"auto","T.G. Fendrich","2008","11","14",NA,NA,NA,NA,NA,NA
"44","2019-10-07 09:12:50-03","UEFS","HUEFS","73287","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Barbosa, E.","269","1999","05","07",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","24916",NA,NA,"HUEFS0073287","HUEFS0073287","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"45","2019-10-07 09:12:50-03","UEFS","HUEFS","224362","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Siqueira, G.S.","1086","2015","08","24",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Louro. Área de solo com turfeira hidromórfica.","-45.893056","-19.526389",NA,NA,"Várzea periodicamente inundável.","HUEFS0224362","HUEFS0224362",NA,NA,NA,NA,NA,"10","10","45W53'35''","19S31'35''","Asteranae",NA
"46","2019-10-07 09:12:50-03","UEFS","HUEFS","100038","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Hoehne, W.","5814","1964","07","23",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Próx. Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"HUEFS0100038","HUEFS0100038","auto","M.F.Freitas","2009","07",NA,NA,NA,NA,NA,"Asteranae",NA
"47","2020-11-05 13:53:57-03","UNIRIO","HUNI","3633","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","A.C.A. Defaveri; B.N. Luna; M.F. Freitas",NA,"2015","01","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Natural Municipal Bosque da Barra (PNM Bosque da Barra)","-43.2075004577637","-22.9027996063232","57442",NA,"Habitat: Restinga Habito: Árvore","HUNI00003633",NA,"auto","M.F. Freitas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-12 16:59:08-03","UEL","FUEL","39596","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Hoehne, W","5814","1964","07","23",NA,"Brasil","Guanabara","Rio de Janeiro","Próximo ao Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto","Freitas, MF","2011","06","08",NA,NA,NA,NA,NA,NA
"49","2020-11-12 16:59:08-03","UEL","FUEL","43189","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Primulaceae","Myrsine","rubra","Myrsine rubra","M.F.Freitas & Kin.-Gouv.","Casas, G","52","2004","10","17",NA,"Brasil","Santa Catarina","São Francisco do Sul","Ilha Herdeiros, Restinga","-48.6380996704102","-26.2432994842529","23627",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"1","1",NA,NA,NA,NA
"50","2021-02-08 12:45:02-03","UFRGS","ICN","065072","S","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","rubra","Myrsine rubra","M.F. Freitas & L.S. Kinoshita","Sobral, M","4010","1985","07",NA,"América do Sul","Brasil","ES","Linhares","Reserva Florestal Vale do Rio Doce","-40.0722007751465","-19.3910999298096","48094",NA,"Dupl. CVRD.; Árvore 3m, fruto imaturo; Em beira de mata.",NA,NA,"auto","Freitas, MF",NA,NA,NA,NA,NA,NA,NA,NA,NA
