"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount"
"18","2020-06-18 10:58:15-03","UFRRJ","RBR","46285","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","L.F. Gonçalves","L.F. Gonçalves","428","2017","05","03",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Trilha do Peixe.","-43.008333","-22.466944","1333","1333",NA,NA,"RBR00046285","RBR00046285","Guapimirim",NA,NA,"43º0'30''W","22º28'1''S",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:37:43-03","MBM","MBM","425788","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","Gonçalves, L.F.","Gonçalves, L.F.","269","2016","04","06","Southern America","Brazil","Rio de Janeiro","Parque Nacional da Serra dos Orgãos, Trilha do Sino, perto da Pedra do Visual","-43.015278","-22.450556","1649","1649",NA,"Árvore aprox. 6m. Flores alvas em profusão, folhas novas rosadas.","MBM425788",NA,"Teresópolis",NA,NA,"-43.015278","-22.450556",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:37:43-03","MBM","MBM","72407","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","Proença, C.","Anderson, W.R.; et al.; et al.","35816","1972","02","11","Southern America","Brazil","Minas Gerais","Pico do Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"MBM072407","MBM072407","Santo Antônio do Itambé",NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA
"21","2015-11-07 06:18:02-02","MNHN","RECOLNAT_MNHN_P","P01902262","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala angustifolia","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1868","4","2",NA,"Brésil",NA,"(Rio Jan.) Tijuca, sommet du Morro da Fazenda",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902262' target='other'> <mi>dwc_moreinfo</mi></a>","P01902262","P01902262_01",NA,"angustifolia","isosyntype",NA,NA,NA,NA,NA,NA,"2592",NA,NA
"22","2015-11-07 06:17:53-02","MNHN","RECOLNAT_MNHN_P","P01902263","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala angustifolia","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1868","4","2",NA,"Brésil",NA,"(Rio Jan.) Tijuca, sommet du Morro da Fazenda",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902263' target='other'> <mi>dwc_moreinfo</mi></a>","P01902263","P01902263_01",NA,"angustifolia","isosyntype",NA,NA,NA,NA,NA,NA,"2592",NA,NA
"23","2015-11-07 06:18:09-02","MNHN","RECOLNAT_MNHN_P","P01902264","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala angustifolia","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1868","4","2",NA,"Brésil",NA,"(Rio Jan.) Tijuca, sommet du Morro da Fazenda",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902264' target='other'> <mi>dwc_moreinfo</mi></a>","P01902264","P01902264_01",NA,"angustifolia","isosyntype",NA,NA,NA,NA,NA,NA,"2592",NA,NA
"24","2015-11-07 06:18:12-02","MNHN","RECOLNAT_MNHN_P","P01902265","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala angustifolia","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902265' target='other'> <mi>dwc_moreinfo</mi></a>","P01902265","P01902265_01",NA,"angustifolia","isosyntype",NA,NA,NA,NA,NA,NA,"19351",NA,NA
"25","2015-11-07 06:18:19-02","MNHN","RECOLNAT_MNHN_P","P01902266","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala angustifolia","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902266' target='other'> <mi>dwc_moreinfo</mi></a>","P01902266","P01902266_01",NA,"angustifolia","isosyntype",NA,NA,NA,NA,NA,NA,"19351",NA,NA
"26","2015-11-07 06:18:29-02","MNHN","RECOLNAT_MNHN_P","P01902268","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala elliptica","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1891","3","10",NA,"Brésil",NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902268' target='other'> <mi>dwc_moreinfo</mi></a>","P01902268","P01902268_01",NA,"elliptica","isotype",NA,NA,NA,NA,NA,NA,"18246",NA,NA
"27","2020-10-01 14:24:23-03","JBB","HEPH","6150","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","Peron, M","Peron, MM","232","1988","07","14","Southern America","Brasil","Minas Gerais","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697","160","160",NA,"Frutos venosos quando maduros",NA,NA,"Ouro Preto",NA,NA,NA,NA,"1988",NA,"44599","auto",NA,NA,NA
"28","2020-12-11 11:39:42-03","UFMG","BHCB","189733","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel",NA,"Quaresma, AS; Brina, AE; Oliveira, CT","630","2017","08","09","Southern America","Brasil","Minas Gerais","Fazenda Itacolomy","-43.391944","-19.002778","839","839",NA,"Floresta Estacional Semidecidual","BHCB189733",NA,"Mariana",NA,NA,"-43.391944","-19.002778","2017","08",NA,NA,NA,NA,NA
"29","2020-12-11 11:39:42-03","UFMG","BHCB","107627","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel",NA,"Franco, G; Baptista, VR; Ferreira, L; Cielo, F; Zidko, A; Mendonça, CG; Rodrigues, RR; Sou","3011","2000","04","25","Southern America","Brasil","São Paulo","Parque Estadual da Serra do Mar, Estrada intermediária, Parque Estadual da Serra do Mar.","-45.698906","-23.637797","1150","1150",NA,"Árvore com botões avermelhados, flores brancas com cálice vinho-branco.; Floresta ombrófila densa com pertubação. Borda de mata.","BHCB015625",NA,"Salesópolis",NA,NA,"-45.698906","-23.637797","2012","11",NA,NA,NA,NA,NA
"30","2009-07-27 09:36:00-03","MO","MOBOT","1938030","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala angustifolia","Kiaersk.",NA,"Auguste F.M. Glaziou","Glaziou 2592","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2009-10-21 07:13:00-02","MO","MOBOT","3214180","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","B.K. Holst","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35816","1972","2","11","South America","Brazil","Minas Gerais","Eastern slopes of Pico do Itambé, first large sandstone outcrop below the summit; sandstone and adjacent meadows, with both sandy soil and overlying humus.",NA,NA,"1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-22 14:18:55-03","UNESP-IBILCE","SJRP","33619","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel",NA,"Almeida Neto, A. & Ranga, N. T.","360.0","2009","02","17","América do Sul","Brasil","São Paulo","Fazenda Santa Lúcia","-48.68722222","-21.40222222",NA,NA,NA,"Árvore, P-A 17, I-108. Biota",NA,NA,"Taquaritinga (P8)",NA,NA,"-48.68722222","-21.40222222",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"33","2020-08-31 09:08:13-03","INPA","INPA","203545","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","Souza, MC de","Silva, JM da","1708","1996","09","07","Southern America","Brasil","Paraná","Sítio do Belizário.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"INPA0203545","INPA0203545 INPA0203545_e INPA0203545_nd INPA0203545_num","Campina Grande do Sul",NA,NA,NA,NA,"2012","04","55154","auto",NA,NA,NA
"34","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","10506",NA,"Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","M. Sobral/2003","L. Kollmann; E. Bausen & W. Pizziolo","2446","1999","04","13",NA,"Brasil","Espírito Santo","Rio Nove","-40.645833","-19.981944",NA,NA,NA,"Mata de encosta. Arvore 14m. Dap 33cm. Fuste 12m. Botões verdes.","MBML010506","MBML010506","Santa Maria de Jetibá",NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA
"35","2018-10-09 16:31:55-03","UFLA","ESAL","17559","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel",NA,"Lilian Vilela A.Pinto","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-44.999444","-21.245278",NA,NA,NA,"; ; ;",NA,NA,"Lavras",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA
"36","2018-10-09 16:31:55-03","UFLA","ESAL","19140","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","Ary T. Oliveira Filho","Dalanesi, PE","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278","1","1",NA,"árvore; ; ;; floresta",NA,NA,"Lavras",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA
"37","2017-11-24 14:11:50-02","UFLA","ESAL","9875","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","Eduardo Van den Berg","Sartori, RA","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Bairro do Porto","-46.5200004577637","-22.5900001525879",NA,NA,NA,"árvore; ; amarela;; floresta",NA,NA,"Socorro",NA,NA,NA,NA,NA,NA,"17674","auto",NA,NA,NA
"38","2019-06-10 10:11:17-03","FZB-BH","BHZB","7214","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","cf. kiaerskoviana","Siphoneugena cf. kiaerskoviana",NA,"Rezende, S.G.","Rezende, S.G et al.","2531","2008","08","10",NA,"Brasil","MG","Região da Mina de Fabrica Nova","-43.432222","-20.197222","1011","1011",NA,"Doação Sete Soluções Consultoria em Novembro de 2008. BHCB 123639. Lat: 20º 11' 50 S, Long: 43º 25' 56, W; Alt: 1011 m.",NA,NA,"Mariana",NA,NA,"43W 25' 56","20S 11' 50",NA,NA,NA,NA,NA,NA,NA
"39","2019-06-10 10:11:17-03","FZB-BH","BHZB","7194","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","cf. kiaerskoviana","Siphoneugena cf. kiaerskoviana",NA,"Rezende, S.G.","Rezende, S.G et al.",NA,"2008","08","10",NA,"Brasil","MG","Região da Mina de Fabrica Nova","-43.432222","-20.197222","1011","1011",NA,"Doação Sete Soluções Consultoria em Novembro de 2008. BHCB 122061. Lat: 20º 11' 50 S, Long: 43º 25' 56, W; Alt: 1011 m.Anteriormente no. Coletor 2531",NA,NA,"Mariana",NA,NA,"43W 25' 56","20S 11' 50",NA,NA,NA,NA,NA,NA,NA
"40","2019-06-10 10:11:17-03","FZB-BH","BHZB","8377","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana",NA,"Sobral, M.","Rezende, S.G et al.","3735","2009","07","28",NA,"Brasil","MG","Mina Samarco - Norte de Alegria 1 e 6","-43.514722","-20.154722","1180","1180",NA,"Doação Sete Soluções. BHCB 138480. Coord: 20° 9' 17 S; 43° 30' 53W. Alt: 1180 a 1250 m. Outros coletores: Mendes, M.S. Com duplicata.",NA,NA,"Mariana",NA,NA,"43W 30' 53","20S 9' 17",NA,NA,NA,NA,NA,NA,NA
"41","2019-06-10 10:11:17-03","FZB-BH","BHZB","8429","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana",NA,NA,"Rezende, S.G et al.","4354","2010","06","30",NA,"Brasil","MG","Rio do Peixe - Bacia do Córrego Fazenda Velha","-43.826944","-20.156389","825","825",NA,"Doação Sete Soluções. BHCB 148771. Coord: 20°09'23 S; 43°49'37 W. Alt.: 825m a 1050m. Outros coletores: Mendes, M.S. & Neves, G.S.",NA,NA,"Rio Acima",NA,NA,"43W 49' 37","20S 9' 23",NA,NA,NA,NA,NA,NA,NA
"42","2019-06-10 10:11:17-03","FZB-BH","BHZB","11836","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana",NA,NA,"Rezende, S.G et al.","4355","2010","07","16",NA,"Brasil","MG","Região do Rio do Peixe, Mina de Tamanduá","-43.7893981933594","-20.0874996185303","1290","1290",NA,"unicata, BHCB 148772",NA,NA,"Rio Acima",NA,NA,"43º 57' 4","20º 5' 4",NA,NA,"13827","auto",NA,NA,NA
"43","2019-06-10 10:11:17-03","FZB-BH","BHZB","8221","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana",NA,NA,"Rezende, S.G et al.","4355","2010","07","16",NA,"Brasil","MG","Rio do Peixe. Região da Mina do Tamanduá.","-43.951111","-20.084444","1230","1230",NA,"Doação Sete Soluções. BHCB 148772. Coord: 20° 5' 4 S; 43° 57' 4W. Alt: 1230 a 1290 m. Outros coletores: Mendes, M.S.; Neves, G.S. Com duplicata.",NA,NA,"Rio Acima",NA,NA,"43W 57' 4","20S 5' 4",NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","1124110","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala angustifolia","Kiaersk. in Warm.",NA,"A. F. M. Glaziou","2592","1868","4","2","South America - Neotropics","Brazil","Rio de Janeiro","Tijuca, Morro de Fazenda.",NA,NA,NA,NA,NA,NA,"US00151854","US00151854_01",NA,"angustifolia","Isosyntype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"45","2020-09-12 05:00:02-03","US","US","2967528","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel",NA,"W. R. Anderson & J. H. Kirkbride","35816","1972","2","11","South America - Neotropics","Brazil","Minas Gerais","Serra do Espinhaço. Eastern slopes of Pico do Itambé",NA,NA,"1700",NA,NA,NA,"US01899308","US01899308_01 US01899308_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"46","2019-10-07 09:35:56-03","UEFS","HUEFS","150819","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Siphoneugena","kiaerskoviana","Siphoneugena kiaerskoviana","(Burret) Kausel","S.G.Rezende","Rezende, S.G.","2531","2008","08","10",NA,"Brasil","Minas Gerais","Região da Mina de Fabrica Nova.","-43.432222","-20.197222","1011","1011",NA,"Floresta Estacional Semidecidual Baixo-Montana Ripária, arbóreo.","HUEFS0150819","HUEFS0150819","Mariana",NA,NA,"43W25'56''","20S11'50''",NA,NA,NA,NA,NA,"Rosanae",NA
