"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","identifiedBy","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","individualCount","typeStatus"
"11","2021-03-01 16:24:32-03","UNICAMP","UEC","65659","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Arbo, MM; Mello-Silva, R; Schinini, A; Souza, VC","4154","1990","05","15",NA,"Brazil","Minas Gerais","Serra do Cipó, 10-20 km NE de Cardeal Mota, camino a Conceição do Mato Dentro.","1000","1320",NA,"Arbusto 1,5 m, hojas coriaceas revolutas, capitulos lilaceos.; Campo rupestre y campo de altura. Entre rocas.","UEC124955","UEC124955","Conceição do Mato Dentro","Semir, J; Monge, M","-43.583333","-19.333333",NA,NA,"2010","06","-43.583333","-19.333333",NA,NA,NA,NA
"12","2021-03-01 16:24:32-03","UNICAMP","UEC","127932","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Souza, VC; Souza, J de P; Romão, GO; Araújo, AO","25214","2001","07","05",NA,"Brazil","Minas Gerais","Serra do Cipó. Próximo à estátua do Juquinha.","1500","1500",NA,"Subarbusto, flores róseas.; Campo rupestre.","UEC124951","UEC124951","Santana do Riacho","Semir, J; Monge, M","-43.551111","-16.258333",NA,NA,"2010","06","-43.551111","-16.258333",NA,NA,NA,NA
"13","2019-08-20 10:05:56-03","UNICAMP","UEC","27398","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Duarte, AP","13147","1971","08","12",NA,"Brazil","Minas Gerais","Serra do Cipó, antigo km 137.",NA,NA,NA,NA,"UEC124964","UEC124964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:05:56-03","UNICAMP","UEC","3103","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Kuhlmann, JG","72942","1951","01","16",NA,"Brazil","Minas Gerais","Serra do Cipó.",NA,NA,NA,NA,"UEC124965","UEC124965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:24:32-03","UNICAMP","UEC","74783","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Andrade, IR; Horta, MB","71","1987","07","12",NA,"Brazil","Minas Gerais","S. da Salitreira, Serra do Cipó.",NA,NA,NA,"Subarbusto. Inflorescência roxa.; Campo rupestre.","UEC124960","UEC124960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:24:32-03","UNICAMP","UEC","137820","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Mansanares, ME; Verola, CF","378","2003","08","21",NA,"Brazil","Minas Gerais","Serra do Cipó, estrada para Conceição do Mato Dentro, afloramento próximo à estátua do Juquinha.",NA,NA,NA,"Arbusto até 1 m, flores magenta.; Crescendo entre pedras e sobre solo pedregoso.","UEC124956","UEC124956","Conceição do Mato Dentro","Semir, J; Monge, M","-43.4249992370605","-19.0372009277344","60318","auto","2010","06",NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:05:56-03","UNICAMP","UEC","62999","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Prado, PIKL","23764","1989","07","15",NA,"Brazil","Minas Gerais","Ao longo da rodovia MG010 (estrada da Usina) km 118.",NA,NA,NA,NA,"UEC124962","UEC124962","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:24:32-03","UNICAMP","UEC","3327","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Semir, J","6508","1977","07","28",NA,"Brazil","Minas Gerais","Serra do Cipó, km 124.",NA,NA,NA,"Capítulos lilás.","UEC124952","UEC124952","Jaboticatubas","Semir, J; Monge, M","-43.7449989318848","-19.513599395752","31264","auto","2010","06",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:24:32-03","UNICAMP","UEC","3102","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Joly, AB; Semir, J","2974","1972","08","20",NA,"Brazil","Minas Gerais","Km 128 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Altura até 1 m.","UEC124959","UEC124959","Jaboticatubas","Leitão Filho, HF","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:24:32-03","UNICAMP","UEC","3101","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Semir, J; Sazima, M","3421","1972","09","06",NA,"Brazil","Minas Gerais","Km 130 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina (Bifurcação).",NA,NA,NA,"Capítulo lilás, altura 1 a 1,20 m.","UEC124958","UEC124958","Jaboticatubas","Leitão Filho, HF","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:24:32-03","UNICAMP","UEC","3127","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Shepherd, GJ","10201","1979","07","30",NA,"Brazil","Minas Gerais","Serra do Cipó, estrada Lagoa Santa até Cinceição do Mato Dentro km 109.",NA,NA,NA,"Arbusto até 2 m, flores lilazes.","UEC124961","UEC124961","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:32-03","UNICAMP","UEC","51469","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Leitão Filho, HF; Araújo, GM; et al.","21781","1989","07","02",NA,"Brazil","Minas Gerais","Cadeia do Espinhaço, Serra do Cipó.",NA,NA,NA,"Arbusto, ca. 0,7-1,0 m alt., capítulos lanosos de flores lilás, folhas carnosas.; Mata ciliar.","UEC124963","UEC124963","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:24:32-03","UNICAMP","UEC","117016","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Kinoshita, LS; Mansanares, ME","00184","2000","11","22",NA,"Brazil","Minas Gerais","Parque Nacional da Serra do Cipó. Próximo à estátua do Juquinha.",NA,NA,NA,"Campo rupestre.","UEC124957","UEC124957","Santana do Riacho","Loeuille, BFP","-43.7144012451172","-19.1688995361328","26557","auto","2013",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:32-03","UNICAMP","UEC","127824","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Souza, VC; Capellari Jr, L; Souza, JP; Scalon, VR","11669","1996","07","04",NA,"Brazil","Minas Gerais","Serra do Cipó. Fazenda Cachoeira da Capivara.",NA,NA,NA,"Arbusto, ca. 1 m alt.; flores roxas.; Campo arenosos com afloramentos rochosos. Transição afloramento rochoso - campo arenoso.","UEC124949","UEC124949","Santana do Riacho","Semir, J; Monge, M","-43.7144012451172","-19.1688995361328","26557","auto","2010","06",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:32-03","UNICAMP","UEC","69491","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Sakuragui, CM; Souza, VC","128","1990","08","04",NA,"Brazil","Minas Gerais","Serra do Cipó. Fazenda Cachoeira da Capivara.",NA,NA,NA,"Subarbusto, 1 m de altura, capítulos roxos.; Campo arenoso e campo rupestre.","UEC124953","UEC124953","Santana do Riacho","Semir, J; Monge, M","-43.7144012451172","-19.1688995361328","26557","auto","2010","06",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:32-03","UNICAMP","UEC","127888","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Souza, VC; Capellari Jr, L; Souza, JP; Scalon, VR","11668","1996","07","04",NA,"Brazil","Minas Gerais","Serra do Cipó. Fazenda Cachoeira da Capivara.",NA,NA,NA,"Arbusto até 1,5 m alt.; flores roxas.; Campo arenosos com afloramentos rochosos. Transição afloramento rochoso - campo arenoso.","UEC124950","UEC124950","Santana do Riacho","Semir, J; Monge, M","-43.7144012451172","-19.1688995361328","26557","auto","2010","06",NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:05:56-03","UNICAMP","UEC","71207","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Pirani, JR; Vitta, FA; Coffani-Nunes, JV; Parra, LR; Meirelles, ST","CFCR12358","1991","06","29",NA,"Brazil","Minas Gerais","Serra do Cipó, km 125 da Rodovia Belo Horizonte - Conceição do Mato Dentro. Elevação em frente à estatua do Velho Juca.","1370","1370",NA,NA,"UEC124954","UEC124954","Santana do Riacho","Semir, J; Monge, M","-43.7144012451172","-19.1688995361328","26557","auto","2010","06",NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:07:07-03","UNICAMP","UEC","109098","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","damazioi","Vernonia damazioi","(P.Beauv.) Leitão & Semir","Mansanares, ME; Vitta, FA; Belinello, R","22","1998","07","15",NA,"Brazil","Minas Gerais","Serra do Cipó, serrote,fazenda geraldinho",NA,NA,NA,NA,"UEC137754","UEC137754","Cardeal Mota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-01 14:15:39-03","JBB","HEPH","21175","S","Plantae","Dicotyledon","Asterales","Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","P.Beauv.","Salles, AEH","3376","2004","11","15","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Coordenadas: 1834020 4328305",NA,NA,"Datas","Salles, AEH","-43.6557998657227","-18.4456005096436","23532","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:33:12-03","UFMG","BHCB","10085","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H.Rob.","Andrade, IR; Horta, MB","71","1987","07","12","Southern America","Brasil","Minas Gerais","Serra do Cipó. Serra da Salitreira.",NA,NA,NA,"Campo rupestre. Subarbustivo. Inflorescência roxa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:33:12-03","UFMG","BHCB","191594","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H.Rob.","Paiva, JAM; Souza, JAM; Silva, SHA","1830","2018","08","08","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","1434","1434",NA,"Arbusto, 1,50m. Saxícola. Flor lilás. Pappus castanhos.; Campo Rupestre Quartzítico.","BHCB191594",NA,"Santana do Riacho",NA,"-43.531389","-19.285278",NA,NA,"2018","09","-43.531389","-19.285278","04",NA,NA,NA
"32","2020-12-11 11:33:12-03","UFMG","BHCB","42228","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H.Rob.","Stehmann, JR; Franceschinelli, EV","2363","1998","07","11","Southern America","Brasil","Minas Gerais","Serra do Cipó.","1100","1200",NA,"Plantas do Brasil. Arbustivo, ca. 1,5m. Flores púrpura-violeta.",NA,NA,"Santana do Riacho",NA,"-43.588889","-19.2875",NA,NA,NA,NA,"-43.588889","-19.2875",NA,NA,NA,NA
"33","2020-12-11 11:33:12-03","UFMG","BHCB","168861","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H.Rob.","Barreto, HLM","3829","1933","08","24","Southern America","Brasil","Minas Gerais","Serra do Cipó, Km 128 - Palácio",NA,NA,NA,"Arbusto 1,5m. Flor violácea. Muito frequente; Campo na pedra","BHCB012974",NA,"Santa Luzia",NA,"-43.8513984680176","-19.7696990966797","19939","auto","2010",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:33:12-03","UFMG","BHCB","56112","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H.Rob.","Barreto, HLM; Foster, MB; Barreto, HLM","10883","1940","07","12","Southern America","Brasil","Minas Gerais","Serra do Cipó., Km 137. estrada de Conceição.",NA,NA,NA,"Entre pedras no campo. Muito frequente. Arbustivo, 2m. Flor violácea.",NA,NA,"Jaboticatubas",NA,"-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-05-25 15:13:54-03","FSU","FSU","000075733","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","damazioi","Vernonia damazioi","(Beauverd) Leitão & Semir","F. V. Ferreira, John G. Stutts, G. Smith, N. MacLeish","966",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","3353000","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","Gerald L. Smith","Smith 833","1980","10","7","South America","Brazil","Minas Gerais","Serra do Espinhaco, Serra do Cipo. Rocky campo near the Chapeu de Sol.",NA,NA,NA,NA,NA,NA,NA,"G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-01-20 19:16:00-02","MO","MOBOT","3353199","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","John G. Stutts|F.V. Ferreira|N.F.F. MacLeish","Stutts 966","1980","10","7","South America","Brazil","Minas Gerais","Serra do Cipo. About 14 km N of Chapeu de Sol. Plants growing in cracks of rock outcrop.",NA,NA,NA,NA,NA,NA,NA,"Nancy C. Coile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","3353509","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","Smith","Smith 1043","1980","10","7","South America","Brazil","Minas Gerais","28 km N of Chapeu de Sol. Serra do Cipo. Top of mountain.",NA,NA,NA,NA,NA,NA,NA,"Nancy C. Coile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-06-10 10:10:19-03","FZB-BH","BHZB","11255","S","Plantae",NA,NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi",NA,"Assis, L.",NA,"2015","10","28",NA,"Brasil","MG","Parque Serra do Intendente",NA,NA,NA,"Levantamento Florístico no Parque Serra do Intendente ( Conceição do Mato Dentro , MG , para elaboração do Plano de Manejo, unicata.",NA,NA,"Conceição do Mato Dentro",NA,"-43.615556","-19.0025",NA,NA,NA,NA,"43º36' 56W","19º 00' 09S",NA,NA,NA,NA
"40","2019-06-10 10:10:19-03","FZB-BH","BHZB","8834","S","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi",NA,"Ordones, J. et al.","1977","2012","04","19",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais,",NA,NA,NA,"s/ponto , Com duplicata . Duplicata doada para HUFU",NA,NA,"Santana do Riacho","Jimi NakaJima","-43.7144012451172","-19.1688995361328","26557","auto","2013","02",NA,NA,NA,NA,NA,NA
"41","2019-06-10 10:10:19-03","FZB-BH","BHZB","2209","S","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi",NA,"Fernandes, M.G.C.",NA,"1999","05","27",NA,"Brasil","MG","Serra do Cipó","1292","1292",NA,"Vellozieto. Determinada por comparação BHCB10085 (ou 10089). No BD, em 2010, estava como Lychnophora. Com duplicata.",NA,NA,"Santana do Riacho",NA,"-43.558056","-19.265",NA,NA,NA,NA,"43W 33' 29","19S 15' 54",NA,NA,NA,NA
"42","2019-06-10 10:10:19-03","FZB-BH","BHZB","8676","S","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi",NA,"Andrade, I.R. et al.","441","2012","05","16",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais,",NA,NA,NA,"Duplicata doada para Herbário HUFU",NA,NA,"Santana do Riacho","Jimi Nakajima","-43.7144012451172","-19.1688995361328","26557","auto","2013","02",NA,NA,NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","3395386","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","M. B. Foster & M. Barreto","33549","1940","7","12","South America","Brazil",NA,"Serra do Cipo k. 137 - estrada de Conceicao, Muncipio Jaboticatubas",NA,NA,NA,NA,"US01636476","US01636476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"44","2020-09-12 05:00:02-03","US","US","3497387","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","F. Ferreira, G. Smith, N. F. F. MacLeish & J. G. Stutts","966","1980","10","7","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipo. About 14 km N of Chapeu de Sol",NA,NA,NA,NA,"US01636477","US01636477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"45","2020-09-12 05:00:02-03","US","US","3697948","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","B. Loeuille, J. R. Pirani, I. Cordeiro & S. C. Keeley","495","2009","7","12","South America","Brazil","Minas Gerais","Santana do Riacho: Serra do Cipo, APA Morro da Pedreira, Rodovia Belo Horizonte - Conceicao do Mato Dentro, Alto do Palacio, elevacao a leste da Estatua do Velho Juca.","1332",NA,NA,NA,"US01311815","US01311815_01",NA,NA,"-43.5575","-19.2578",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"46","2020-09-12 05:00:02-03","US","US","2400779","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","B. Maguire, G. Mendes Magalhaes & C. K. Maguire","49082","1960","8","7","South America - Neotropics","Brazil","Minas Gerais","Summit of Serra do Cipo, km. 112-128 on road from Hotel Chapeau do Sol","1200","1300",NA,NA,"US01636475","US01636475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"47","2020-09-12 05:00:02-03","US","US","3377061","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","J. R. Stehmann & E. V. Franceschinelli","2363","1998","7","11","South America - Neotropics","Brazil","Minas Gerais","Santana do Riacho: Serra do Cipo","1100","1200",NA,NA,"US01636478","US01636478_01",NA,NA,"-43.5889","-19.2875",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"48","2021-03-15 18:25:32-03","USP","SPF","209776","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","Beauverd","Zappi, DC","2620","2009","11","25",NA,"Brasil","Minas Gerais","Serra do Cipó, Capela de São José. Trilha da Senhorinha, caminho a Congonhas do Norte.","1386","1386",NA,"Arbusto 1,2 m alt., folhas revolutas, inflorescências passadas.; Campo limpo com afloramentos rochosos pequenos.","SPF00209776",NA,"Santana de Pirapama","Loeuille, B","-43.755179","-18.951335",NA,NA,"2011",NA,"-43.755179","-18.951335",NA,NA,NA,NA
"49","2021-03-15 18:25:32-03","USP","SPF","209824","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","Beauverd","Zappi, DC","2256","2009","07","27",NA,"Brasil","Minas Gerais","Serra do Cipó, Acesso pela Faz. Inhame. Trilha da Senhorinha, topo da serra.","1344","1344",NA,"Arvoreta 1,5 m alt., folhas recurvadas, inflorescências alvacentas com flores lilás-rosadas.; Campo limpo com afloramentos rochosos planos a angulosos, entre pedras.","SPF00209824",NA,"Santana de Pirapama","Loeuille, B","-43.743249","-18.937314",NA,NA,"2011",NA,"-43.743249","-18.937314",NA,NA,NA,NA
