"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","sex"
"11","2021-02-15 11:56:53-03","UNICAMP","UEC","34662","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Furlan, A; Rossi, L; Hensold, N","CFCR3024",NA,"Brazil","Minas Gerais","Pico do Itambé., Subida ao Pico do Itambé.",NA,"Arbusto glauco, 2,0 m.; flores roxas.","UEC069501","UEC069501","Loeuille, B","1982","01","05","-43.35","-18.4","2050","2050","2011",NA,NA,"Santo Antônio do Itambé","-43.35","-18.4",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:25:01-03","UNICAMP","UEC","202373","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Scatigna, AV; Carmo, JAM; Piassa, G","476",NA,"Brazil","Minas Gerais","Parque Estadual do Pico do Itambé. Início da trilha para o Pico do Itambé. Cerrado rupestre.",NA,"Arvoreta ca. 2m. Flor lilás.","UEC190172","UEC190172",NA,"2014","07","03","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"Santo Antônio do Itambé",NA,NA,NA,"19014","auto",NA,NA,NA,NA
"13","2020-12-21 16:16:56-03","MBM","MBM","113686","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Cordeiro, J.; Hatschbach, M.; Cervi, A.C.; Cordeiro, J.","50927","Southern America","Brazil","Minas Gerais",NA,NA,"Arbusto, 1 m, capítulo lilás.; Campo rupestre, afloramentos rochosos.","MBM113686",NA,"Robinson, H.","1987","03","16","-43.6002998352051","-18.2493991851807",NA,NA,"1987",NA,NA,"Diamantina",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"14","2020-12-21 16:16:56-03","MBM","MBM","417605","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Loeuille, B.; Mello-Silva, R.; Lovo, J.; Alcantara, S.; Mello-Silva, R.; Lovo, J.; Alcantara, S.","599","Southern America","Brazil","Minas Gerais","Itapanhoacanga, Cachoeira de Campinas, 3,2 km da cidade",NA,"Arbusto até 1,9m m. Flores roxas.; Campo rupestre.","MBM417605","MBM417605","Loeuille, B.","2011","11","19","-43.436611","-18.805278","672","672","2011","11","19","Alvorada de Minas","-43.436611","-18.805278",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:16:56-03","MBM","MBM","352440","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Teles, A.M.; Almeida, T.C.; Heringer, G.; Assis, F.C.; Almeida, T.C.; Heringer, G.; Assis, F.C.","244","Southern America","Brazil","Minas Gerais","Parque Estadual do Itambé",NA,"Arbusto ereto, ca. 1,7 m de altura. Capítulos com flores liláses.","MBM352440","MBM352440","Teles, A.M.","2006","05","10","-43.3067016601562","-18.465799331665",NA,NA,"2006","10",NA,"Santo Antônio do Itambé",NA,NA,NA,"19014","auto",NA,NA,NA,NA
"16","2015-10-04 05:59:48-03","MNHN","RECOLNAT_MNHN_P","P00683104","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"province de Minas Gerras, Papanhuacanga","hb","Catal B' n°910 & 574 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683104' target='other'> <mi>dwc_moreinfo</mi></a>","P00683104","P00683104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 910",NA,NA,NA
"17","2015-10-04 07:14:16-03","MNHN","RECOLNAT_MNHN_P","P00683105","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"province de Minas Gerras, Papanhuacanga","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683105' target='other'> <mi>dwc_moreinfo</mi></a>","P00683105","P00683105_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 910",NA,NA,NA
"18","2015-10-04 06:00:17-03","MNHN","RECOLNAT_MNHN_P","P00683106","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"province de Minas Gerras, Papanhuacanga","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683106' target='other'> <mi>dwc_moreinfo</mi></a>","P00683106","P00683106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 910",NA,NA,NA
"19","2015-09-04 05:06:46-03","MNHN","RECOLNAT_MNHN_P","P02511977","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Sellow, F.",NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511977' target='other'> <mi>dwc_moreinfo</mi></a>","P02511977","P02511977_01","Loeuille",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-10-27 06:09:12-02","MNHN","RECOLNAT_MNHN_P","P04318893","PreservedSpecimen",NA,NA,NA,"Oleaceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Martius, C.F. von",NA,NA,"Brésil",NA,"Brasilia, Min. Ger., in serra Itambi do Matto dentro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04318893' target='other'> <mi>dwc_moreinfo</mi></a>","P04318893","P04318893_01 P04318893_02","Nakajima",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:33:23-03","UFMG","BHCB","191536","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Paiva, JAM; Souza, JAM; Silva, SHA","1697","Southern America","Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Subarbusto, 0,70 m. Flor rosa. Folhas pilosas verde azuladas.; Campo Rupestre Quartzítico","BHCB191536",NA,NA,"2018","02","28","-43.4825","-20.4325","1570","1570","2018","08","09","Ouro Preto","-43.4825","-20.4325",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:33:23-03","UFMG","BHCB","192649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Paiva, JAM; Souza, JAM; Silva, SHA","1824","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Cardeal Mota.",NA,"Arbusto 1,7m. Terrestre. Flor lilás. Papus castanhos.; Campo sujo.","BHCB192649",NA,NA,"2018","08","07","-43.528333","-19.259444","1341","1341","2018","12",NA,"Santana do Riacho","-43.528333","-19.259444",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:33:23-03","UFMG","BHCB","126095","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","3740","Southern America","Brasil","Minas Gerais","APA Felício, Mata do Isidoro e arredores.",NA,"Arbustivo. Folhas discolores. Flores roxas.; Campo rupestre.","BHCB025589",NA,NA,"2008","08","30","-43.466667","-18.283333","1510","1510","2015","06",NA,"Felício dos Santos","-43.466667","-18.283333",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:33:23-03","UFMG","BHCB","191644","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Souza, JAM; Paiva, JAM; Silva, SHA","290","Southern America","Brasil","Minas Gerais","Parque Estadual do Pico do Itambé",NA,"Arbusto, 2,10m. Flor lilás. Fruto pappus castanhos.; Campo Rupestre Quartzítico.","BHCB191644",NA,NA,"2018","06","12","-43.314167","-18.401667","1377","1377","2018","08","09","Santo Antônio do Itambé","-43.314167","-18.401667",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:33:23-03","UFMG","BHCB","191650","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Souza, JAM; Paiva, JAM; Silva, SHA","304","Southern America","Brasil","Minas Gerais","Parque Estadual do Pico do Itambé",NA,"Arbusto, 1,80m. Flor lilás.; Campo Rupestre Quartzítico.","BHCB191650",NA,NA,"2018","06","13","-43.341667","-18.398056","1880","1880","2018","08","09","Santo Antônio do Itambé","-43.341667","-18.398056",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:33:23-03","UFMG","BHCB","56142","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Magalhães, GM","1575","Southern America","Brasil","Minas Gerais","Pico do Itambé., Alto do pico.",NA,"Muito frequente.; Arbusto, 1m. Flor violácea.; Campo.","BHCB025591",NA,NA,"1942","05","05","-43.3793983459473","-18.604700088501",NA,NA,"2015","06",NA,"Serro",NA,NA,NA,"37754","auto",NA,NA,NA,NA
"27","2020-12-11 11:33:23-03","UFMG","BHCB","103941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","pseudomyrtus","Piptolepis pseudomyrtus","(A.St.-Hil.) Sch.Bip.","Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","244","Southern America","Brasil","Minas Gerais","Parque Estadual do Pico do Itambé, Subida para o pico.",NA,"Arbusto ereto, ca. 1,7 m alt. Capítulos com flores lilás. PLANTA PRENSADA EM ÁLCOOL",NA,NA,NA,"2006","10","05","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"Santo Antônio do Itambé",NA,NA,NA,"19014","auto",NA,NA,NA,NA
"28","2018-01-31 13:53:00-02","MO","MOBOT","101026363","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch. Bip.","B. Loeuille","Loeuille 599","South America","Brazil","Minas Gerais","Itapanhoacanga. Cachoeira de Campinas, 3.2 km da cidade.",NA,NA,NA,NA,"B. Loeuille","2011","11","19","-43.4366666","-18.8052778","672.00000000",NA,NA,NA,NA,"Alvorada de Minas",NA,NA,NA,NA,NA,NA,"1",NA,NA
"29","2019-05-23 11:07:55-03","UFLA","ESAL","26654","S","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Mansanares, ME; L.S. Kinoshita","281",NA,"Brasil","Minas Gerais","Serra do cipó, serra da Lapinha",NA,"; ; ;",NA,NA,"J. Semir",NA,NA,NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA
"30","2019-12-19 11:17:25-03","UFG","UFG","41125","S","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch. Bip.","Viana, P.L.; Lopes, L.E.","2798",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Preto",NA,NA,"UFG0041125","UFG0041125","Teles, A.M.","2005","04","10","-43.3908004760742","-18.0041999816895","1550","1550","2007","03","30","São Gonçalo do Rio Preto",NA,NA,NA,"26697","auto",NA,NA,NA,NA
"31","2019-06-10 10:10:19-03","FZB-BH","BHZB","9961","S","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides",NA,"Fernandes, M.G.C. et al.","1671",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas",NA,"s/ponto, Folhas com face abaxial verde clara., Duplicata doada para Herbário HUFU. Com duplicata",NA,NA,NA,"2012","11","27","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA
"32","2019-06-10 10:10:19-03","FZB-BH","BHZB","9089","S","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides",NA,"Fernandes, M.G.C. et al.","1408",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais",NA,";face abaxial esbranquiçada.Ponto 98 (635943, 7893554 1285 m) Mirante do Vale do rio das Pedras perto do Pico do Sol. Com duplicata, duplicata doada para Herbário HUFU",NA,NA,"Jimi Nakajima","2012","07","09","-43.708056","-19.046389","1285","1285","2013","02",NA,"Santana do Riacho","43W 42' 29","19S 02' 47",NA,NA,NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","3676070","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch. Bip.","B. Loeuille, R. Mello-Silva, J. Lovo & S. Alcantara","599","South America","Brazil","Minas Gerais","Alvorada de Minas: Itapanhoacanga. Cachoeira de Campinas, 3,2 km da cidade.",NA,NA,"US01311684","US01311684_01",NA,"2011","11","19","-43.4366","-18.8053","672",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","1066915","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch. Bip.","-- Gardner","4752","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01635408","US01635408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","3676312","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","B. Loeuille, M. Albergaria Pena & M. T. C. Watanabe","464","South America - Neotropics","Brazil","Minas Gerais","Minas Gerais. Santo Antônio de Itambé: Pico de Itambé. Campo rupestre. Na borda do Rio Vermelho",NA,NA,"US01268991","US01268991_01",NA,"2009","1","28",NA,NA,NA,NA,NA,NA,NA,"Santo Antônio de Itambé",NA,NA,"Dicotyledonae",NA,NA,NA,"1","Isotype",NA
"36","2020-09-12 05:00:02-03","US","US","2752342","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptolepis","pseudo-myrtus","Piptolepis pseudo-myrtus","(A. St.-Hil.) Sch. Bip.","W. Anderson, M. Stieber & J. H. Kirkbride","35817","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Serra do Espinhaco, eastern slopes of Pico do Itambe",NA,NA,"US01635386","US01635386_01",NA,"1972","2","11",NA,NA,"1700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"37","2019-11-13 11:16:30-03","USP","SPF","214834","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Loeuille, B","599",NA,"Brasil","Minas Gerais","Itapanhoacanga",NA,NA,"SPF00214834",NA,"Loeuille, B","2011","11","19","-43.436611","-18.805278","672","672","2011","11","19","Alvorada de Minas","-43.436611","-18.805278",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:16:30-03","USP","SPF","222607","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Lusa, MG","62",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé",NA,NA,"SPF00222607",NA,"Lusa, MG","2011","10","30","-43.325833","-18.398078","1630","1630","2011",NA,NA,"Santo Antônio do Itambé","-43.325833","-18.398078",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:16:30-03","USP","SPF","214831","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Loeuille, B","590",NA,"Brasil","Minas Gerais","Capivari",NA,NA,"SPF00214831",NA,"Loeuille, B","2011","11","17","-43.3793983459473","-18.604700088501",NA,NA,"2011","11","17","Serro",NA,NA,NA,"37754","auto",NA,NA,NA,NA
"40","2019-09-04 19:33:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides",NA,"A. Saint-Hilaire",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"1837",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA
"41","2020-04-29 16:29:36-03","UFVJM","HDJF","6851","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch. Bip.","Faria, JEQ","7917","Southern America","Brasil","Minas Gerais","Margem da rodovia para Conselheiro Mata, ca. de 9km do asfalto",NA,NA,"HDJF006851",NA,"Chaves, DA","2017","06","18","-43.745556","-18.293333","1319","1319","2017","06",NA,"Diamantina","-43.745556","-18.293333",NA,NA,NA,NA,NA,NA,NA
"42","2020-04-29 16:29:36-03","UFVJM","HDJF","5745","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch. Bip.","Chaves, DA; Gonçalves, MF","379","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos",NA,NA,"HDJF005745","HDJF005745_01","Chaves, DA","2014","05","03","-43.331867","-18.178817","1289","1289","2014","07","29","São Gonçalo do Rio Preto","-43.331867","-18.178817",NA,NA,NA,NA,NA,NA,NA
"43","2020-04-29 16:29:36-03","UFVJM","HDJF","4055","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch. Bip.","Faria, JEQ; Batista, DS; Takahashi, RS","6093","Southern America","Brasil","Minas Gerais","Solidão, Fazenda da Boa Esperança, propriedade da Anglo American",NA,NA,"HDJF004055","HDJF004055_01","Incógnito; Faria, JEQ","2016","06","29","-43.477778","-18.924444","750","750","2016","10",NA,"Conceição do Mato Dentro","-43.477778","-18.924444",NA,NA,NA,NA,NA,NA,NA
"44","2019-04-11 14:23:11-03","IAC","IAC","3363","S","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","H.L.M. Barreto","s/nº",NA,"Brasil","Minas Gerais","Serra do Cipó. Estrada Conceição-Santa Luzia",NA,NA,NA,NA,"H.L.M. Barreto","1938","11","25","-43.8514","-19.7697",NA,NA,"1938","11","25","Santa Luzia","-43.8514","-19.7697",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-12 16:58:26-03","UEL","FUEL","42880","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Kinoshita, LS; Mansanares, ME","281",NA,"Brasil","Minas Gerais","Serra do Cipó, Serra da Lapinha, Campo rupestre localizado próximo a cachoeira",NA,NA,NA,NA,"Semir, J","2000","11","22","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA
"46","2019-11-01 14:54:22-03","UnB","UB","207325","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Chaves, DA; Gonçalves, MF","379","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","2014","05","03","-43.331867","-18.178817","1289","1289","2014","07","29","São Gonçalo do Rio Preto","-43.331867","-18.178817",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-01 14:54:22-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Faria, JEQ; Batista, DS; Takahashi, RS","6093","Southern America","Brasil","Minas Gerais","Solidão, Fazenda da Boa Esperança, propriedade da Anglo American",NA,"Arbusto ca. 1,6 m de altura, flores liláses e frutos maduros cremes; Campo rupestre quartzítico úmido",NA,NA,"Incógnito; Faria, JEQ","2016","06","29","-43.477778","-18.924444","750","750","2016","10",NA,"Conceição do Mato Dentro","-43.477778","-18.924444",NA,NA,NA,NA,NA,NA,NA
