"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","02104551","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"L. Lanstyak","3","1937","06","17","Brazil","Rio de Janeiro","Itatiaia","Caminho para o Rio Bonito","-44.538264","-22.457589",NA,NA,"900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2569214' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104551","NY02104551_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","478191","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","J. J. Wurdack",NA,NA,NA,"R. Kummrow","1672","1982","01","19","Brazil","Paraná","Cerro Azul","Cab. Rib. do Tigre","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478191","NY00478191_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02104791","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"A. C. Brade","18837","1948","02","09","Brazil","Rio de Janeiro","Itatiaia","Lote Hansen","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568465' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104791","NY02104791_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02104573","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"Sócrates de Andrade","s.n.","1968","01","25","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Picada Campos Porto.","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2570414' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104573","NY02104573_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","887322","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. L. D. R. Souza; J. F. A. Baumgratz",NA,NA,NA,"S. A. P. de Godoy","406-A","1995","02","15","Brazil","São Paulo","São Paulo","Jd. Novo Parelheiros, sítio do Sr. José Guilguer Reimberg (José Toco), à direita na Estrada Eng° Marsilac, após o entroncamento com a Estarda da Colônia.","-46.735","-23.8356",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887322","NY00887322_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2480419","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","F. A. Michelangeli",NA,NA,NA,"C. N. Fraga","1843","2008","02","15","Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas. Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana.","-40.5194","-20.2914",NA,NA,NA,NA,"[Invalid elev.: 600. No unit provided.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706488' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480419","NY02480419_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02104784","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"A. C. Brade","16455","1940","07","23","Brazil","Rio de Janeiro","Teresopolis","Parque Nacional da Serra dos Órgãos.","-43.065885","-22.509901",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568419' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104784","NY02104784_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","478192","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","J. J. Wurdack",NA,NA,NA,"L. B. Smith","7972","1956","11","26","Brazil","Santa Catarina","Brusque","Azambuja","-48.910147","-27.126635",NA,NA,"35","135","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478192","NY00478192_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02226438","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.",NA,NA,NA,NA,"M. Reginato","1352","2012","02","17","Brazil","Minas Gerais","Lima Duarte","P.E. do Ibitipoca. Estada para Coneceiçao do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2498946' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226438","NY02226438_01","Magnoliophyta","Myrtales","South America","sheet","30417","auto",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02104576","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"Sócrates de Andrade","s.n.","1968","03","28","Brazil","Rio de Janeiro","Itatiaia","Picada 2. Pinheiros - Lote 21","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2570472' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104576","NY02104576_01","Magnoliophyta","Myrtales","South America","sheet","19648","auto",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02104515","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"D. P. Saraiva","101","2011","02","24","Brazil","Rio de Janeiro","Petropolis","Araras. Condomínio Maria comprida. Encosta do Pico da Maria Comprida. Mata degradada próxima à residência de Gustavo Martinelli","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568686' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104515","NY02104515_01","Magnoliophyta","Myrtales","South America","sheet","36524","auto",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02104549","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"J. F. A. Baumgratz","944","2007","02","07","Brazil","Rio de Janeiro","Itatiaia","Começo da triha Maromba-Maciera entre Maromba (estacionamento) e o Abrigo-10","-44.65833","-22.35833",NA,NA,"1100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2569136' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104549","NY02104549_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","478193","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","A. C. Brade",NA,NA,NA,"A. C. Brade","18844","1948","02","12","Brazil","Rio de Janeiro","Itatiaia","Itatiaia; Lota 17","-44.65833","-22.358",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478193","NY00478193_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02104529","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"S. J. da Silva Neto","615","1995","05","30","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Lago Azul, próximo da estrada.","-44.65833","-22.35833",NA,NA,"650",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568782' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104529","NY02104529_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02104724","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"M. Reginato","1236","2011","02","16","Brazil","Paraná","Guaratuba","Morro dos Perdidos","-49.00503","-25.53484",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084826' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104724","NY02104724_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02104530","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"L. Lanstyak","192","1938","06",NA,"Brazil","Rio de Janeiro","Itatiaia","Lote Hansen","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568807' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104530","NY02104530_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02104725","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"M. Reginato","1213","2011","02","10","Brazil","Rio de Janeiro","Santa Maria Madalena","Trilha para o Alto do Desengano","-41.9112","-21.89375",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084803' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104725","NY02104725_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02104550","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"S. Lima","13214","1934","03","16","Brazil","Rio de Janeiro","Santa Maria Madalena","Sta. Magdalena, Muribeca","-41.918609","-21.876679",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2569213' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104550","NY02104550_01 NY02104550_02","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02104722","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"M. Reginato","1187","2011","02","06","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.46109","-19.48259",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085060' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104722","NY02104722_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02104752","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"F. A. Michelangeli","1607","2011","02","07","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Terreno do Furlani","-40.53703","-19.79982",NA,NA,"930",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568317' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104752","NY02104752_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","478189","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.",NA,NA,NA,NA,"J. B. E. Pohl","3749",NA,NA,NA,"Brazil",NA,NA,"Inter frutices ad Matthias Barbazo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478189","NY00478189_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02104785","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"A. C. Brade","17490","1945","02","25","Brazil","Rio de Janeiro","Itatiaia","Lote do Almirante","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568422' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104785","NY02104785_01 NY02104785_02","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02104575","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"Sócrates de Andrade","s.n.","1965","03","15","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Ponte da Sede","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2570458' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104575","NY02104575_01","Magnoliophyta","Myrtales","South America","sheet","19648","auto",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02226437","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.",NA,NA,NA,NA,"M. Reginato","1336","2012","02","15","Brazil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia. Ultimo Adeus e trilha do Véu de Novia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499092' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226437","NY02226437_01","Magnoliophyta","Myrtales","South America","sheet","19648","auto",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02104800","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"Sócrates de Andrade","s.n.","1966","02","08","Brazil","Rio de Janeiro","Itatiaia","Lote 27","-44.65833","-22.358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568526' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104800","NY02104800_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02104799","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"Sócrates de Andrade","s.n.","1967","08","01","Brazil","Rio de Janeiro","Itatiaia","Lote 29","-44.65833","-22.358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568513' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104799","NY02104799_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01874766","PreservedSpecimen","Plantae","Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.","M. Reginato",NA,NA,NA,"M. Reginato","1236","2011","02","16","Brazil","Paraná","Guaratuba","Morro dos Perdidos","-49.00503","-25.53484",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704808' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874766","NY01874766_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","520480","PreservedSpecimen","Plantae","Melastomataceae","Leandra","longistyla","Leandra longistyla","Cogn.","A. C. Brade",NA,NA,NA,"S. Lima","13214","1934","03","16","Brazil","Rio de Janeiro","Santa Maria Madalena","Sta. Magdalena, Muribeca","-41.918609","-21.876679",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520480",NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","520479","PreservedSpecimen","Plantae","Melastomataceae","Leandra","longistyla","Leandra longistyla","Cogn.","C. Hansen",NA,NA,NA,"T. M. Pedersen","5024","1959","01","22","Brazil","São Paulo","Cubatao","Paranapiacaba","-46.29971","-23.777841",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520479","NY00520479_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","520478","PreservedSpecimen","Plantae","Melastomataceae","Leandra","longistyla","Leandra longistyla","Cogn.","J. J. Wurdack",NA,NA,NA,"O. M. Barth","I93","1960","01","15","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia","-44.637876","-22.374281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520478","NY00520478_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","558664","PreservedSpecimen","Plantae","Melastomataceae","Leandra","longistyla","Leandra longistyla","Cogn.","R. Goldenberg",NA,NA,NA,"K. Mizoguchi","867bis","1978","12","10","Brazil","São Paulo","Sao Paulo","Santa Amalo, 47 km S from Sao Paulo City","-46.63","-23.5403",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558664","NY00558664_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","520492","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pectinata","Leandra pectinata","Cogn.","N. A. Rosa",NA,NA,NA,"N. A. Rosa","3983","1980","11","28","Brazil","São Paulo","Sao Paulo","Parque estadual da Fontes do Ipiranga","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=716240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520492","NY00520492_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","520491","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pectinata","Leandra pectinata","Cogn.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","4459","1920","01","05","Brazil","São Paulo","Ribeirao Pires","Alto da Serra; da Estaçao Biologica","-46.4097","-23.71",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=716241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520491","NY00520491_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
