"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"302","2021-03-04 15:42:35-03","IF","SPSF","28109","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata",NA,NA,NA,NA,NA,"M.D.Moraes","42","1995","05","27","Brasil","SP","Ubatuba","P.E.Serra do Mar, Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"303","2021-03-04 15:42:36-03","IF","SPSF","37720","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","R.T. Polisel","2007","09","06","R.T. Polisel & N.M.Ivanaukas & M.C.Assis & R.Esteves","223","2007","03","18","Brasil","SP","Campos do Jordão","Trilha da Cachoeira","-45.5900001525879","-22.7299995422363",NA,NA,"1467","1467","COLETA: Liana; capítulos brancos com odor adocicado; GEOGRAFIA: Área da fitossociologia;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"304","2021-03-04 15:42:36-03","IF","SPSF","42285","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","R.Simão-Bianchini","2010","08","27","R.T. Polisel & N.M.Ivanauskas & R.P.S.Lattore & E.Rocha","615","2008","03","29","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.343611","-22.791944",NA,NA,"1146","1146","COLETA: Trepadeira lenhosa. Botões florais.; GEOGRAFIA: Na Trilha do Coqueiral, próximo ao córrego Coqueiral.;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"305","2021-03-04 15:42:36-03","IF","SPSF","07980","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata",NA,NA,NA,NA,NA,"R.A.A.Barreto","225","1981","04","23","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"306","2021-03-04 15:42:36-03","IF","SPSF","07984","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata",NA,NA,NA,NA,NA,"R.A.A.Barreto","265","1981","06","24","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"307","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Brazil",NA,NA,"ad Mandioca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Bunbury, CJF","s.n.",NA,NA,NA,"Brazil",NA,NA,"prov. Minas Geraes ad Gongo Soco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Bowie, J","s.n.",NA,NA,NA,"Brazil",NA,NA,"prov. S. Paulo in Serra de Cubatào",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Cunningham, A","s.n.",NA,NA,NA,"Brazil",NA,NA,"prov. S. Paulo in Serra de Cubatào",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Gardner, G","481",NA,NA,NA,"Brazil",NA,NA,"Habitat prov. Rio de Janeiro in sylvis Serra dos Orgàos etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Burchell, WJ","3686","1826","12","22","Brazil","São Paulo","Cubatão","IBB/Cubatão, SP, in the upper part of the Ascent up The Serra de Cubatão - summit or Pico da Serra","-46.416667","-23.883333","-46.416667","-23.883333",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Gardner, G","480",NA,NA,NA,"Brazil",NA,NA,"Habitat prov. Rio de Janeiro in sylvis Serra dos Orgàos etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Schott, HW","311",NA,NA,NA,"Brazil",NA,NA,"Habitat prov. Rio de Janeiro in sylvis Serra dos Orgàos etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2021-02-08 12:36:37-03","UFRGS","ICN","182854","S","Plantae","Asteraceae","Mikania","cf. ternata","Mikania cf. ternata","(Vell.) B.L. Rob.","Polisel, RT",NA,NA,NA,"Polisel, RT","223","2007","03","18","Brasil","SP","Campos do Jordão","P.E.C.J. Trilha da Cachoeira area de fitossociologia SAD69 Zona 23K 7490521S - 452294W","-45.5900001525879","-22.7299995422363",NA,NA,"1467","1467","Doação SPSF 37720; Liana. Capitulos brancos, odor adocicado.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"316","2021-02-08 12:36:43-03","UFRGS","ICN","084456","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2017","06","16","Brack, P; et al.","1094",NA,NA,NA,"Brasil","RS","Portela","Pq. Do Turvo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2021-02-08 12:36:43-03","UFRGS","ICN","159625","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Durigon, J",NA,NA,NA,"Durigon, J","196","2008","05","27","Brasil","RS","Guaíba","Fazenda São Maximiano (Coord. da sede: 30°10'47 S e 51°23'33 W)","-51.3925","-30.179722","-51.3925","-30.179722",NA,NA,"Trepadeira volúvel.; Interior de mata de baixada.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2021-02-08 12:36:43-03","UFRGS","ICN","173159","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Silva Filho, PJS",NA,NA,NA,"Silva Filho, PJS","1361","2011","05","05","Brasil","RS","Viamão","entorno do Lago Tarumã. -30.069537,-51.016967","-51.016944","-30.069444","-51.016944","-30.069444",NA,NA,"trepadeira; interior da mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2021-02-08 12:36:43-03","UFRGS","ICN","182490","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR",NA,NA,NA,"Seger, GDS; Grings, M; Bergamin, RS","1088","2009","07","10","Brasil","RS","Morrinhos do Sul","Pixirica","-49.926389","-29.319167","-49.926389","-29.319167","19","19","Trepadeira volúvel; flores passadas e alguns frutos maduros; Borda de mata de planície",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2021-02-08 12:36:43-03","UFRGS","ICN","199977","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR",NA,NA,NA,"Seger, GDS; Bach, E","852","2018","04","30","Brasil","SC","Florianópolis","Lagoa Pequena, Rio Tavares","-48.474167","-27.658056","-48.474167","-27.658056","8","8","Trepadeira volúvel; ca. de 1,5m; apenas botões; espécie rara; Borda de floresta no início da subida da duna",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2021-02-08 12:36:43-03","UFRGS","ICN","131974","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Nakajima, JN; Romero, R","2430","1997","04","20","Brasil","MG","São Roque de Minas","Trilha da Cachoeira Casca D'Anta","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Mata de esncosta ao longo do rio São Francisco",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"322","2021-02-08 12:36:43-03","UFRGS","ICN","118375b","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Fernandes, HM; Santos, EP","70","1998","02","18","Brasil","PR","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"1310","1310","UPCB 34433; trepadeira, inflorescência creme; interior de mata nebular",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"323","2021-02-08 12:36:43-03","UFRGS","ICN","106725","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","829","1995","04","07","Brasil","RS","Caxias do Sul",NA,"-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"324","2021-02-08 12:36:43-03","UFRGS","ICN","115680","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","1024","1999","06","05","Brasil","RS","Derrubadas","Parque Estadual do Turvo estrada para o Lagedo","-53.8608016967773","-27.2646999359131",NA,NA,NA,NA,"Beira de mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA
"325","2021-02-08 12:36:43-03","UFRGS","ICN","113597","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Dalpiaz, S","s.n.","1997","05","27","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"Beira de mata.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"7549","auto",NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-02-08 12:36:43-03","UFRGS","ICN","121762","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Knob, A; Bordignon, SAL","6013","1999","03","24","Brasil","RS","Fontoura Xavier",NA,"-52.3457984924316","-28.9827995300293",NA,NA,NA,NA,"Mata rala para cultivo de erva-mate - herbário La Salle 1013",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"20220","auto",NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-02-08 12:36:43-03","UFRGS","ICN","087014","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2017","06","16","Hagelund, K","2441","1964","08",NA,"Brasil","RS","Giruá","Granja Sodal","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"328","2021-02-08 12:36:43-03","UFRGS","ICN","087016","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Hagelund, K","3529","1965","04","07","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Doação do Herbário Karner Hagelund.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"329","2021-02-08 12:36:43-03","UFRGS","ICN","183680","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Matzenbacher, NI","s.n.","1992","09","20","Brasil","RS","Guaíba","Fazenda São Maximiano BR 116 Km 308","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-02-08 12:36:43-03","UFRGS","ICN","116506","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","1105","1999","11","27","Brasil","RS","Maquiné","primeira cascata do rio Forqueta","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"Local bastante úmido na mata junto à cascata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-02-08 12:36:43-03","UFRGS","ICN","118401b","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","1193","2000","06","03","Brasil","RS","Mato Castelhano","Floresta Nacional do IBAMA (FLONA) BR 285","-52.1916999816895","-28.278299331665",NA,NA,NA,NA,"Em beira de trilha no interior da mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"13310","auto",NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-02-08 12:36:43-03","UFRGS","ICN","119084","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","1251","2000","11","17","Brasil","RS","Nonoai","a 6 km da cidade em direção a Planalto","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"Interior de mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"35080","auto",NA,NA,NA,NA,NA,NA,NA,NA
"333","2021-02-08 12:36:43-03","UFRGS","ICN","115679","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","1019","1999","05","25","Brasil","RS","Santa Cruz do Sul","Pousada Colônia Verde","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,"Beira de mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"38612","auto",NA,NA,NA,NA,NA,NA,NA,NA
"334","2021-02-08 12:36:43-03","UFRGS","ICN","106780","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","712","1993","06","22","Brasil","RS","Santa Maria","São Geraldo","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Beira de mata.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"335","2021-02-08 12:36:43-03","UFRGS","ICN","041181","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Hagelund, K","4349","1996","05","01","Brasil","RS","Santa Rosa",NA,"-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,"Doação do Herbário Karner Hagelund.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"19818","auto",NA,NA,NA,NA,NA,NA,NA,NA
"336","2021-02-08 12:36:43-03","UFRGS","ICN","118080","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR; Leite, SLC","1109","2000","03","18","Brasil","RS","São Francisco de Paula","Alpes de São Francisco","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-02-08 12:36:43-03","UFRGS","ICN","161682","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR",NA,NA,NA,"Seger, GDS","122","2006","03","20","Brasil","RS","São Francisco de Paula","FLONA Morro dos Cavalos","-50.5835990905762","-29.4480991363525",NA,NA,"923","923","Trepadeira herbácea, volúvel e com flores brancas; Interior de floresta nativa, em declive acentuado, sobre um arbusto a 2,5m de altura",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-02-08 12:36:43-03","UFRGS","ICN","169845","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Seger, GDS",NA,NA,NA,"Seger, GDS","585","2008","03","10","Brasil","RS","São Francisco de Paula","Floresta Nacional (FLONA-SFP)","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Trepadeira volúvel, botões; Borda de silvicultura de araucária",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-02-08 12:36:43-03","UFRGS","ICN","084455","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Brack, P; et al. F.P.E.T.","908",NA,NA,NA,"Brasil","RS","Tenente Portela","Parque Florestal do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-02-08 12:36:43-03","UFRGS","ICN","084457","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Brack, P; et al. F.P.E.T.","1095",NA,NA,NA,"Brasil","RS","Tenente Portela","Parque Florestal do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-02-08 12:36:43-03","UFRGS","ICN","086977","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Hagelund, K","15216","1984","06","11","Brasil","RS","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação do Herbário Karner Hagelund.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-02-08 12:36:43-03","UFRGS","ICN","045107","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Waechter, JL","1259","1979","06","22","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Liana. Invólucro, corola e estigmas verde-claros. Papus branco.; Em interior de mata paludosa.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"343","2021-02-08 12:36:43-03","UFRGS","ICN","118409b","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","1200","2000","06","23","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Em interior de mata em uma clareira",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"344","2021-02-08 12:36:43-03","UFRGS","ICN","131975","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Garcia, RJF; Costa, CB; Cardoso, L","2001","2000","05","25","Brasil","SP","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Trepadeira, indumento branco. Flores com papus branco e ápice da corola roxo. Estilete verde.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"345","2021-02-08 12:36:43-03","UFRGS","ICN","084445","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Bordignon, SAL","s.n.","1987","05","21","Brasil","RS","Campo Bom","Vila Santa Lúcia","-51.0532989501953","-29.6788997650146",NA,NA,NA,NA,"Orla de mato, rara.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"7073","auto",NA,NA,NA,NA,NA,NA,NA,NA
"346","2021-02-08 12:36:43-03","UFRGS","ICN","087015","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Hagelund, K","1310",NA,NA,NA,"Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Doação do Herbário Karner Hagelund.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"347","2021-02-08 12:36:43-03","UFRGS","ICN","169645","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Alves, TLS",NA,NA,NA,"Alves, TLS","29","2009","01","23","Brasil","RS","Guaíba","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Mata Alagada.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"348","2021-02-08 12:36:43-03","UFRGS","ICN","119188","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Sacco, JC","1316","1959","06","04","Brasil","RS","Pelotas","São Domingos","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Trepadeira em cincho no interior de mato. Terreno encharcado. Solo: Grey Brown Podzólico. Escassa.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"349","2021-02-08 12:36:43-03","UFRGS","ICN","044611","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Schweiger, E","s.n.","1923","05",NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"350","2021-02-08 12:36:43-03","UFRGS","ICN","137365","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR; Grings, M",NA,NA,NA,"Grings, M","142",NA,NA,NA,"Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"trepadeira com flores aromáticas; em borda de mato do Anel Viário da UFRGS",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"351","2021-02-08 12:36:43-03","UFRGS","ICN","159654","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Grings, M",NA,NA,NA,"Grings, M","424","2007","07","13","Brasil","RS","Porto Alegre","Morro São Pedro Econsciência","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"trepadeira fértil; em interiror de floresta de encosta",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"352","2021-02-08 12:36:43-03","UFRGS","ICN","189709","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Santos, AC","96","2008","08","24","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"epífita em Dicksonia",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"353","2021-02-08 12:36:43-03","UFRGS","ICN","065330","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Sobral, M","2059a","1983","06",NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Trepadeira, capítulos brancos.; Em beira de estrada, em interior de mata.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"354","2021-02-08 12:36:43-03","UFRGS","ICN","028267","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Lindeman, JC; Porto, ML","s.n.","1972","07","13","Brasil","RS","Torres","Parque de Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Mato úmido central, margem.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"355","2021-02-08 12:36:43-03","UFRGS","ICN","106777","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Ritter, MR","148","1987","11","03","Brasil","RS","Torres","São Pedro (início da estrada)","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"356","2021-02-08 12:36:43-03","UFRGS","ICN","060679","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","2008","12","09","Klein, RM","6029","1965","05","20","Brasil","SC","Florianópolis","Pântano do Sul","-48.5491981506348","-27.596700668335",NA,NA,"2","2","Liana, flor cor creme.; Restinga.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
