"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","month","day","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","dayIdentified","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00956957","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"E. P. Heringer","12","1977","South America","Brazil","Reserva Ecológica do IBGE, Picada R-5.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956957","NY00956957_01","Kunth","M. Carvalho-Silva","09","08","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00956952","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"H. S. Irwin","18190","1966","South America","Brazil","Córrego Samambaia, near Taguatinga, ca. 20km W. of Brasília.","-48.025","-15.808","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956952","NY00956952_01","Kunth","M. Carvalho-Silva","07","13","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00956959","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"E. P. Heringer","s.n.","1947","South America","Brazil",NA,"-44.9994","-21.2456","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956959","NY00956959_01","Kunth",NA,"04","10","Minas Gerais","Lavras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00956953","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"W. R. Anderson","6611","1973","South America","Brazil","Chapada dos Veadeiros, ca. 16-17 km by road N of Alto Paraíso","-47.4118","-14.0122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956953","NY00956953_01 NY00956953_02","Kunth","M. Carvalho-Silva","03","08","Goiás","Alto Paraíso de Goiás","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00956958","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"B. A. S. Pereira","619","1983","South America","Brazil","Reserva Ecológica do IBGE.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956958","NY00956958_01","Kunth","M. Carvalho-Silva","06","27","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00956954","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"B. D. Sucre","449","1965","South America","Brazil","Terrenos do Country Club. Limita com o Catetinho.","-47.9815442","-15.94581","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956954","NY00956954_01","Kunth","C. L. F. Ichaso; E. F. Guimarães","05","30","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","559381","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"É. André","2102","1876","South America","Ecuador","Cordillera Centralis",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559381","NY00559381_01","Kunth",NA,"03","07",NA,NA,"1960","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:43:18-03","EAO","IAN","8999","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Piperaceae","Peperomia","diffusa","Peperomia diffusa",NA,"Fendler, A","1178",NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,"IAN008999","IAN008999_f","C.DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:22:34-03","UFBA","ALCB","29401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Queiroz, LP de; et al.","2818","1991","Southern America","Brasil",NA,"-48.116667","-22.283333",NA,"próximo ao viveiro da produção de mudas da Prefeitura.","ALCB002375","ALCB002375","Kunth","Carvalho-Silva, M","07","15","São Paulo","Brotas",NA,NA,"2009","07","-48.116667","-22.283333",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:10:08-03","NBC","NL-BOTANY","U.1480250","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Prance GT; Silva NT",NA,"1964","Southern America","Brazil","Exploration of New Brazilian Highways, Brasília, Federal District, road Brasilia to Taguatinga.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480250 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480250","NL-U1480250","Kunth",NA,"09","12",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:47:11-02","IPA","IPA","25857","S","Plantae","Plantae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Andrade-Lima","716535","1971","Southern America","Brasil","Margem da estrada ligando a PE-77 à sede do município. Sítio Araçá.","-36.6267013549805","-8.73472023010254",NA,"S/Syagrus coronata.","IPA0025857",NA,"Kunth","Carvalho-Silva, M.","10","08","Pernambuco","Capoeiras",NA,NA,"2007","12",NA,NA,NA,"23814","auto",NA,NA,NA,NA,NA
"22","2020-12-20 21:18:50-03","UFV","VIC","23784","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Meira, Neto J A","s.n.","1999",NA,"Brasil","Sitio Bonsucesso","-42.8819007873535","-20.7539005279541",NA,"Planta epífita de inflorescências verdes, em matas de galeria.","VIC023784","VIC023784","H.B.K.",NA,"08","12","Minas Gerais","Viçosa",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"23","2021-03-01 16:37:49-03","UNICAMP","UEC","12728","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Martins, FR","166","1975",NA,"Brazil","Furnas. Faz. Salto","-46.3880996704102","-20.8635997772217",NA,"Epífita com folhas suculentas; Interior de mata","UEC149491","UEC149491","Kunth","Carvalho-Silva, M","04","05","Minas Gerais","Alpinópolis",NA,NA,"2007","11",NA,NA,NA,"22010","auto",NA,NA,NA,NA,NA
"24","2021-03-01 16:37:49-03","UNICAMP","UEC","70972","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Tamashiro, JY; et al.","951","1995",NA,"Brazil","Bairro do Lima","-46.439998626709","-22.7900009155273",NA,"Epífita, flores creme.","UEC149492","UEC149492","Kunth","Carvalho-Silva, M","05","08","São Paulo","Pedra Bela",NA,NA,NA,NA,NA,NA,NA,"10848","auto",NA,NA,NA,NA,NA
"25","2015-10-03 10:37:11-03","MNHN","RECOLNAT_MNHN_P","P00289961","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis","holotype","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,"[Equateur]","loxa [Nov. gen. sp. : Crescit locis umbrosis, frondosis, prope Loxa]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00289961' target='other'> <mi>dwc_moreinfo</mi></a>","P00289961","P00289961_01 P00289961_02","Kunth","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-22 13:12:37-03","MNHN","RECOLNAT_MNHN_P","P00624751","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis","isotype","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,"[Equateur]","loxa [Nov. gen. sp. : Crescit locis umbrosis, frondosis, prope Loxa]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00624751' target='other'> <mi>dwc_moreinfo</mi></a>","P00624751","P00624751_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-03 18:40:55-03","MNHN","RECOLNAT_MNHN_P","P01655971","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Regnell",NA,"1868",NA,"Brasil",NA,"-46.386100769043","-21.9235992431641","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01655971' target='other'> <mi>dwc_moreinfo</mi></a>","P01655971","P01655971_01","Kunth",NA,"6","1","Minas Gerais","Caldas",NA,NA,NA,NA,NA,NA,NA,"25710","auto","III 1428",NA,NA,NA,NA
"28","2015-09-03 18:40:55-03","MNHN","RECOLNAT_MNHN_P","P01655974","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Glaziou, A.",NA,"1877",NA,"Brasil","Brésil (Rio Jan) Petropolis.","-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01655974' target='other'> <mi>dwc_moreinfo</mi></a>","P01655974","P01655974_01","Kunth",NA,"5","20","Rio de Janeiro","Petrópolis",NA,NA,NA,NA,NA,NA,NA,"36524","auto","8941",NA,NA,NA,NA
"29","2015-09-03 18:40:55-03","MNHN","RECOLNAT_MNHN_P","P01655973","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Glaziou, A.",NA,"1877",NA,"Brasil","Brésil. RJ. Petrópolis.","-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01655973' target='other'> <mi>dwc_moreinfo</mi></a>","P01655973","P01655973_01","Kunth",NA,"5","20","Rio de Janeiro","Petrópolis",NA,NA,NA,NA,NA,NA,NA,"36524","auto","8941",NA,NA,NA,NA
"30","2020-10-01 14:25:37-03","JBB","HEPH","10032","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Lima, IV","369","1994","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Córrego Cabeça de Veado","-47.85","-15.866667",NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","05","11","Distrito Federal","Brasília","1025","1150","2002","04","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-01 14:25:37-03","JBB","HEPH","23831","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Martins, RC","869","2008","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Captação 3 da Caesb","-47.85","-15.866667",NA,NA,NA,NA,"Kunth","Guimarães, EF","04","25","Distrito Federal","Brasília","1025","1150","2008","11","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-01 14:25:37-03","JBB","HEPH","23866","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Paiva, VF","489","2008","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Mata do córrego Cabeça de Veado, captação 4 da Caesb","-47.85","-15.866667",NA,"Ornamental",NA,NA,"Kunth","Guimarães, EF","04","08","Distrito Federal","Brasília","1025","1150","2008",NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-01 14:25:37-03","JBB","HEPH","25849","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Carvalho-Silva, M","838","2009","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Mata do Córrego Taquara, área do Cristo Redentor","-47.9025","-15.931389",NA,"Levantamento florístico",NA,NA,"Kunth","Carvalho-Silva, M","09","29","Distrito Federal","Brasília","1025","1150","2009","11","-47.9025","-15.931389",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-01 14:25:37-03","JBB","HEPH","2707","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Maury, CM","228","1982","Southern America","Brasil","Parque Nacional de Brasília","-47.926061","-15.739069",NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","09","16","Distrito Federal","Brasília",NA,NA,"2002","04","-47.926061","-15.739069",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-01 14:25:37-03","JBB","HEPH","8006","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Ramos, AE","495","1993","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","04","24","Distrito Federal","Brasília",NA,NA,"2002","04","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:40:08-03","UFMG","BHCB","117094","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Mendes, MS","s.n.","2007","Southern America","Brasil","Região da Gerdal","-43.932583","-20.301806",NA,NA,"BHCB048329",NA,"Kunth",NA,"02","02","Minas Gerais","Itabirito","1260","1260",NA,NA,"-43.932583","-20.301806",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:40:08-03","UFMG","BHCB","121461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Souza, DT; Almeida, TE; Echternacht, LA; Viana, MM","461","2008","Southern America","Brasil","PARNA Sempre Vivas","-43.832222","-17.914167",NA,"Espiga em capão de mata. Espiga verde.; Capão de mata.","BHCB048332",NA,"Kunth",NA,"06","19","Minas Gerais","Buenópolis","1240","1240","2011","02","-43.832222","-17.914167",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:40:08-03","UFMG","BHCB","146231","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rezende, SG; Gomes, AJ","4065","2010","Southern America","Brasil","Rio do Peixe","-46.408611","-20.250833",NA,"Epífita.; Sob rocha. Mata Ciliar.","BHCB052615",NA,"Kunth",NA,"06","05","Minas Gerais","São Roque de Minas","965","970","2019","10","-46.408611","-20.250833",NA,NA,NA,NA,"14",NA,NA,NA
"39","2020-12-11 11:40:08-03","UFMG","BHCB","60371","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Salino, A; Mota, RC da","7034","2001","Southern America","Brasil","Área de Mata de galeria do córrego afluente da margem direita do Rio Grande.","-44.126694","-21.607917",NA,"Epífita a 2m de altura, mata de galeria","BHCB048339",NA,"Kunth",NA,"06","08","Minas Gerais","Santana do Garambéu","1100","1150","2011","02","-44.126694","-21.607917",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:40:08-03","UFMG","BHCB","78585","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Melo, PHA de; Melo Júnior, EA","319","2002","Southern America","Brasil","Fazenda Faroeste. Rio São Miguel.","-45.5393981933594","-20.2819004058838",NA,"Herbácea. Epífita. Espiga creme.; Sobre afloramento calcáreo.","BHCB048356",NA,"Kunth",NA,"12","31","Minas Gerais","Arcos",NA,NA,"2011",NA,NA,NA,NA,"25000","auto",NA,NA,NA,NA,NA
"41","2020-12-11 11:40:08-03","UFMG","BHCB","53297","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Mota, RC da","142","2000","Southern America","Brasil","Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,"Epífita; Mata","BHCB048357",NA,"Kunth",NA,"02","16","Minas Gerais","São Roque de Minas",NA,NA,"2011",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"42","2020-12-11 11:40:08-03","UFMG","BHCB","37966","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Lombardi, JA","1873","1997","Southern America","Brasil","Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,"Erva epífita, carnosa, inflorescência esverdeada; Capão de mata entre campo limpo","BHCB048358",NA,"Kunth",NA,"07","14","Minas Gerais","São Roque de Minas",NA,NA,"2011",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"43","2020-12-11 11:40:08-03","UFMG","BHCB","56946","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Salino, A; Melo, LCN","5824","2000","Southern America","Brasil","Usina Hidrelétrica Congonhal. Rio Jacu.","-44.8899993896484","-21.9589004516602",NA,"Epífita; interior de mata","BHCB048348",NA,"Kunth",NA,"11","13","Minas Gerais","Baependi",NA,NA,"2011",NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA
"44","2009-07-25 16:38:00-03","MO","MOBOT","2856720","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diffusa","Peperomia diffusa",NA,"Augustus Fendler","Fendler 1178",NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"C. DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2013-10-05 06:34:00-03","MO","MOBOT","1846074","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diffusa","Peperomia diffusa",NA,"Gerrit Davidse|Ángel C. González","Davidse 19455","1981","South America","Venezuela","Distrito Bolívar: Fila El Guácharo, ridge of the fila above Los Chorros and El Cielo, Serranía de Turimiquire. Montane evergreen forest.","-64.23333","10.06666",NA,NA,NA,NA,"C. DC.","J.A. Steyermark","11","25","Anzoátegui",NA,"1200.00000000","1350.00000000",NA,NA,NA,NA,NA,NA,NA,"1435",NA,NA,NA,NA
"46","2009-07-17 07:37:00-03","MO","MOBOT","2856611","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diffusa","Peperomia diffusa",NA,"Julian A. Steyermark|Ronald L. Liesner","Steyermark 121832","1980","South America","Venezuela","Gallery forest in deep quebrada surmounted by steep open slopes, bordering Río Tuy, northeast of Maya, 7 km (by air) southeast of Colonia Tovar.","-67.24166","10.35833",NA,NA,NA,NA,"C. DC.","Steyermark","3","24","Aragua",NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-07-17 07:37:00-03","MO","MOBOT","2856678","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diffusa","Peperomia diffusa",NA,"Julian A. Steyermark|Ronald L. Liesner","Steyermark 121900","1980","South America","Venezuela","Distrito Ricaurte: gallery forest along Río San Carlos, with mica schist boulders and bluffs bordering course of stream, junction with Quebrada Coche upstream 4.5 kr on Río San Carlos, 8.8 km north of Pie de Cerro,, north of La Victoria.","-67.30833","10.35611",NA,NA,NA,NA,"C. DC.","Steyermark","3","25","Aragua",NA,"900.00000000","1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2011-03-05 10:06:00-03","MO","MOBOT","100266065","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis","Isotype","Augustus Fendler","Fendler 1178","1854","South America","Venezuela","Prope coloniam Tovar.",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"Aragua",NA,"3000.00000000","4000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
