"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","month","day","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","dayIdentified","individualCount","relatedCatalogItem","sex"
"100","2019-11-01 15:07:51-03","UnB","UB","198293","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Carvalho-Silva, M; Mendes, VC","1913","2013","Southern America","Brasil","Fazenda Água Limpa, Primatologia, Córrego Capetinga","-47.935556","-15.945833",NA,"Epífita; Mata",NA,NA,"Kunth","Carvalho-Silva, M","09","04","Distrito Federal","Brasília",NA,NA,"2013","09","-47.935556","-15.945833",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-01 15:07:51-03","UnB","UB","198305","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Carvalho-Silva, M; Mendes, VC","1925","2013","Southern America","Brasil","Ponte na EPTG, Córrego Vicente Pires","-48.041944","-15.7975",NA,"Epífita",NA,NA,"Kunth","Carvalho-Silva, M","09","04","Distrito Federal","Brasília",NA,NA,"2013","09","-48.041944","-15.7975",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-01 15:07:51-03","UnB","UB","28072","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Ramos, AE","495","1993","Southern America","Brasil","Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","04","24","Distrito Federal","Brasília",NA,NA,"2002",NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-01 15:07:51-03","UnB","UB","28073","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Prance, GT","59559","1964","Southern America","Brasil","66 Km N de Jataí",NA,NA,NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","10","22","Goiás",NA,NA,NA,"2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-01 15:07:51-03","UnB","UB","28075","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Anderson, WR","6611","1973","Southern America","Brasil","16-17km N of Alto Paraíso",NA,NA,NA,"Epiphyte on tree above stream",NA,NA,"Kunth","Carvalho-Silva, M","03","08","Goiás",NA,NA,NA,"2002","04",NA,NA,NA,NA,NA,NA,"03",NA,NA,NA
"105","2019-11-01 15:07:51-03","UnB","UB","28076","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Irwin, HS","12499","1966","Southern America","Brasil","Ca. 20km W of Veadeiros",NA,NA,NA,"Epiphyte on shaded tree branches, the leaves dark green. Inflorescences ascending, yellow-green; Rocky slopes, wet campo, and creek margin",NA,NA,"Kunth","Carvalho-Silva, M","02","10","Goiás",NA,NA,NA,"2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-01 15:07:51-03","UnB","UB","28077","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Irwin, HS","12498","1966","Southern America","Brasil","Ca. 20km W of Veadeiros",NA,NA,NA,"Epiphyte on shaded tree branches, the leaves yellow to yellow-green. Inflorescences asdcending, cream; Rocky slopes, wet campo, and creek margin",NA,NA,"Kunth","Carvalho-Silva, M","02","10","Goiás",NA,NA,NA,"2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-01 15:07:51-03","UnB","UB","28364","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Pires, JM","9606","1963","Southern America","Brasil","Córrego Vicente Pires","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","05",NA,"Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"108","2019-11-01 15:07:51-03","UnB","UB","28366","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Prance, GT","59003","1964","Southern America","Brasil","Estrada entre Brasília e Taguatinga","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","09","12","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"109","2019-11-01 15:07:51-03","UnB","UB","189593","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Carvalho-Silva, M; Carvalho, AM","1892","2013","Southern America","Brasil","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,"Epífita.",NA,NA,"Kunth","Carvalho-Silva, M","04","10","Distrito Federal","Brasília",NA,NA,"2013","04",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"110","2019-11-01 15:07:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Fernandes, MGC; et al.","1622","2012","Southern America","Brasil",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Kunth",NA,"07","12","Minas Gerais","Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"111","2019-11-01 15:07:51-03","UnB","UB","28363","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Sucre, D","449","1965","Southern America","Brasil","Country Club","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","05",NA,"Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"112","2019-11-01 15:07:51-03","UnB","UB","15136","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Proença, CEB; Felfili, JM","1069","1994","Southern America","Brasil","Fazenda Água Limpa. Parcelas permanentes da Engenharia Florestal. Córrego do Gama.","-47.9296989440918","-15.7797002792358",NA,"Formando moita sobre tronco caído coberto de musgo; inflorescências eretas creme-esverdeadas.; SubArbusto ereto; Mata de galeria.",NA,NA,"Kunth","Carvalho-Silva, M","01","25","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"113","2019-11-01 15:07:51-03","UnB","UB","28365","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Ratter, JA","3884","1976","Southern America","Brasil","Fazenda Água Limpa-Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Kunth","Carvalho-Silva, M","10","28","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"114","2019-11-01 15:07:51-03","UnB","UB","177792","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Soares-Silva, LH; Faria, JEQ; Bezerra, KMG; Meneguzzo, TEC","1424","2011","Southern America","Brasil","Portal da Chapada, Trilha","-47.5099983215332","-14.1324996948242",NA,"Erva epífita. Espigas verdes, eretas.",NA,NA,"Kunth","Soares-Silva, LH","03","02","Goiás","Alto Paraíso de Goiás",NA,NA,"2012","03",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"115","2019-05-06 12:01:28-03","UFU","HUFU","34943","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3600","2003",NA,"Brasil","Paraíso Perdido, Cachoeira Triângulo, fazenda Zé Antunes.","-46.8539009094238","-20.343900680542",NA,"Epífita ca. de 0,3 m. Inflorescência creme esverdeada.; Mata.","HUFU00035688","HUFU00035688","Kunth","Carvalho-Silva, M.","10","23","Minas Gerais","Delfinópolis",NA,NA,"2005","01",NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA
"116","2019-05-06 12:01:28-03","UFU","HUFU","9330","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2405","1995",NA,"Brasil","Parque Nacional da Serra da Canastra, Nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,"Terrestre, ca. 0,3m, prostrada. Inflorescência creme.; Borda de capão.","HUFU00035775","HUFU00035775","Kunth","Carvalho-Silva, M.","07","15","Minas Gerais","São Roque de Minas",NA,NA,"2004","11",NA,NA,NA,"57119","auto",NA,"20",NA,NA,NA
"117","2017-09-11 17:12:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Sellow, F","s.n.",NA,"Southern America","Brazil","Crescit in m. Serra de Mantiqueira",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:12:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Humboldt, FWHA","s.n.",NA,NA,"?","prope Loxam alt. 1050 hexap.",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2014-09-23 11:02:07-03","G","G-DC","G00314193","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Glaziou, A. F. M.","8941","1881","AMERIQUE DU SUD","Brazil",NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00314193",NA,"Kunth","CAT.HERB.PRODR.",NA,"00",NA,NA,NA,NA,"2012","01","-53.08972222","-10.77305556",NA,NA,NA,NA,"01",NA,NA,NA
"120","2014-09-23 11:02:07-03","G","G-DC","G00314195","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Schwacke, C. A. W.","6180","1888","AMERIQUE DU SUD","Brazil",NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00314195",NA,"Kunth","CAT.HERB.PRODR.",NA,"00","Minas Gerais",NA,NA,NA,"2012","01","-45.44222222","-18.78777778",NA,NA,NA,NA,"01",NA,NA,NA
"121","2014-09-23 11:02:07-03","G","G-DC","G00314192","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Usteri, A.",NA,"1906","AMERIQUE DU SUD","Brazil",NA,"-48.65972222","-22.40444444",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00314192",NA,"Kunth","CAT.HERB.PRODR.","04","15","São Paulo",NA,NA,NA,"2012","01","-48.65972222","-22.40444444",NA,NA,NA,NA,"01",NA,NA,NA
"122","2014-09-23 11:02:07-03","G","G-DC","G00314194","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Henschen, S.E.",NA,"1871","AMERIQUE DU SUD","Brazil",NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00314194",NA,"Kunth","CAT.HERB.PRODR.",NA,"00","Minas Gerais",NA,NA,NA,"2012","01","-45.44222222","-18.78777778",NA,NA,NA,NA,"01",NA,NA,NA
"123","2019-11-21 10:14:15-03","IBt","SP","20598","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Hoehne, FC","s.n.","1927",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Kunth","Yuncker, TG","05","29","São Paulo",NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:14:15-03","IBt","SP","19398","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Hoehne, FC","s.n.","1927",NA,"Brasil",NA,"-45.9364013671875","-22.2299995422363",NA,NA,NA,NA,"Kunth","Yuncker, TG","05","04","Minas Gerais","Pouso Alegre",NA,NA,"1960",NA,NA,NA,NA,"20835","auto",NA,NA,NA,NA,NA
"125","2019-11-21 10:14:15-03","IBt","SP","46829","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Kuhlmann, M; Lemos, C","1169","1942",NA,"Brasil","Amparo-Monte Alegre, Fazenda Santa Izabel.","-46.7599983215332","-22.7000007629395",NA,NA,"SP011000","SP011000","Kunth","Yuncker, TG","05","07","São Paulo","Amparo",NA,NA,"1960",NA,NA,NA,NA,"18036","auto",NA,NA,NA,NA,NA
"126","2019-11-21 10:14:15-03","IBt","SP","12581","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Duarte, C","s.n.","1910",NA,"Brasil",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Kunth","Yuncker, TG","08",NA,"São Paulo","Atibaia",NA,NA,"1960",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA
"127","2019-11-21 10:14:15-03","IBt","SP","12593","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Usteri, A","s.n.","1906",NA,"Brasil","Freguesia do Ó.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Kunth","Yuncker, TG","04","15","São Paulo","São Paulo",NA,NA,"1960",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"128","2010-08-16 16:36:22-03","GH","HU-HERB","GH 00005141","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diffusa","Peperomia diffusa","Isotype","A. Fendler","1178","1854","South America","Venezuela","Prope coloniam Tovar",NA,NA,"Sheet",NA,NA,NA,"C. de Candolle",NA,NA,NA,"Aragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178",NA,NA,NA,"undetermined"
