"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem","individualCount","fieldNumber","sex"
"1351","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Gardner, G","143",NA,NA,NA,"Brazil","Piauí",NA,"et Piauhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","2017-09-11 16:28:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Ouro Preto","ad Salgado et Ouro Preto prov. Minarum","-43.51","-20.29","-43.51","-20.29",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"et Ouro Preto prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"?","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"et inter S. Joâo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Formam angustifoliam prope Rio de Janeiro legit b.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Salzmann, P","s.n.",NA,NA,NA,"Brazil","Bahia",NA,"prope Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Formam angustifoliam prope Rio de Janeiro legit b.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Brazil","Santa Catarina",NA,"et in S. Catharinae insula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Gardner, G","2975",NA,NA,NA,"Brazil","Ceará",NA,"in prov. Ceara",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Raddi, G","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Brazil","Bahia",NA,"ad Rio das Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Brazil","Santa Catarina",NA,"et in S. Catharinae insula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","2017-09-11 16:28:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Spruce, R","s.n.",NA,NA,NA,"Brazil","Pará ","Santarém","ad Santarem prov. Paraënsis","-54.71","-2.44","-54.71","-2.44",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Spruce, R","s.n.",NA,NA,NA,"Brazil","Pará ","Santarém","ad Santarem prov. Paraënsis","-54.7083","-2.44306",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA
"1368","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"?","s.n.",NA,NA,NA,"Brazil","Espírito Santo","Vitória","inter Victoria","-40.3378","-20.3194",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA
"1369","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Richard, A","s.n.",NA,NA,NA,"French Guiana",NA,NA,"Etiam in Guiana gallica obvium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"Sagot, PA","655",NA,NA,NA,"French Guiana",NA,NA,"Etiam in Guiana gallica obvium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371","2021-02-08 12:53:22-03","UFRGS","ICN","131760","S","Plantae","Poaceae","Digitaria","cf. insularis","Digitaria cf. insularis","(L.) Fedde","Longhi-Wagner, HM",NA,NA,NA,"Longhi-Wagner, HM; Oliveira, RP","9235","2004","03","12","Brasil","BA","Palmira","Fazenda Matarazzo",NA,NA,NA,NA,NA,NA,NA,NA,"população imensa, dominando o campo","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372","2021-02-08 12:53:22-03","UFRGS","ICN","126758","S","Plantae","Poaceae","Digitaria","cf. insularis","Digitaria cf. insularis","(L.) Fedde",NA,NA,NA,NA,"?","s.n.","2001","12","18","Brasil","RS","Maquiné",NA,"-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,NA,NA,"usado para guirlanda","América do Sul",NA,NA,"Monocotyledon",NA,NA,"28094","auto",NA,NA,NA,NA,NA
"1373","2021-02-08 12:53:22-03","UFRGS","ICN","005248","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Pedersen, TM","7023","1964","05","15","Argentina","Corrientes","Mburucuyá","Santa Maria",NA,NA,NA,NA,NA,NA,NA,NA,"Disturbed ground, soil clay","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374","2021-02-08 12:53:22-03","UFRGS","ICN","034723","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Boelcke, O","13214","1967","09","22","Argentina","Chaco","Resistencia","salida de Resistencia a Colonia Benitez",NA,NA,NA,NA,NA,NA,NA,NA,"Ejemplar publicado em Darwiniana 19 (1). 1974","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","2021-02-08 12:53:22-03","UFRGS","ICN","111122","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","1996","06","20","Barretto, KD; Fernandez, GD; Vitti, FX","s.n.","1993","05","27","Brasil","SP","Piracicaba","Mata da Capoava (entrada pela usina)","-41.605","-22.6275","-41.605","-22.6275",NA,NA,NA,NA,"Sadia, sem látex, flor creme, fruto ausente; Borda de mata, Floração, mata mesófila semidecídua","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","2021-02-08 12:53:22-03","UFRGS","ICN","134737","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Maraschin-Silva, F",NA,NA,NA,"Maraschin-Silva, F","s.n.","2005","03","19","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.837778","-29.382778","-49.837778","-29.382778","30","30",NA,NA,"Capoeira (pertencente a remanescente de Floresta Ombrófila Densa de Terras Baixas)","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","2021-02-08 12:53:22-03","UFRGS","ICN","135003","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde",NA,NA,NA,NA,"Longhi-Wagner, HM; et al.","7157","1999","11","19","Brasil","RJ","Ilha do Cabo Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"junto ao cais","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378","2021-02-08 12:53:22-03","UFRGS","ICN","047863","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Allem, A; et al.","2304","1978","10","31","Brasil","MS","Aquidauana","Faz. Rio Negro","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,NA,"Erva cespitosa, agressiva, vigorosa, alcançando 120cm de altura. Considerada praga nas pastagens; Manchas localizadas em beira de cerradão","América do Sul",NA,NA,"Monocotyledon",NA,NA,"212961","auto",NA,NA,NA,NA,NA
"1379","2021-02-08 12:53:22-03","UFRGS","ICN","101252","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Rúgolo, Z; et al.","1775","1992","12","14","Brasil","PR","Ponta Grossa","Parque Estadual Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,"46557","auto",NA,NA,NA,NA,NA
"1380","2021-02-08 12:53:22-03","UFRGS","ICN","153128","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Freitas, E",NA,NA,NA,"Spellmeier, J","114","2007","01","06","Brasil","RS","Alegrete","Cerro do Tigre/Fazenda Cerro do Tigre","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,NA,NA,"Campo seco com arenização","América do Sul",NA,NA,"Monocotyledon",NA,NA,"89305","auto",NA,NA,NA,NA,NA
"1381","2021-02-08 12:53:22-03","UFRGS","ICN","153644","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Freitas, E",NA,NA,NA,"Santos, E","s.n.","2007","01","05","Brasil","RS","Alegrete","Cerro do Tigre/Fazenda Cerro do Tigre","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,NA,NA,"Campo seco com arenização","América do Sul",NA,NA,"Monocotyledon",NA,NA,"89305","auto",NA,NA,NA,NA,NA
"1382","2021-02-08 12:53:22-03","UFRGS","ICN","032512","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Pfitscher, E; Cavalheiro, E","81","1976","04","02","Brasil","RS","Cachoeira do Sul",NA,"-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,NA,NA,"Em campo nativo, coxilha","América do Sul",NA,NA,"Monocotyledon",NA,NA,"71201","auto",NA,NA,NA,NA,NA
"1383","2021-02-08 12:53:22-03","UFRGS","ICN","018132","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Irmão Ligório","s.n.","1949","06","08","Brasil","RS","Canoas","Campos de Canoas","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,"8037","auto",NA,NA,NA,NA,NA
"1384","2021-02-08 12:53:22-03","UFRGS","ICN","149395","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Eggers, L",NA,NA,NA,"Ferreira, PMA; Eggers, L","s.n.","2006","01","04","Brasil","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,"29946","auto",NA,NA,NA,NA,NA
"1385","2021-02-08 12:53:22-03","UFRGS","ICN","153236","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Freitas, E",NA,NA,NA,"Freitas, E","437","2007","11","26","Brasil","RS","São Francisco de Assis","Fazenda Joaquim Paz","-55.1310997009277","-29.5503005981445",NA,NA,NA,NA,NA,NA,"Campo seco com arenização","América do Sul",NA,NA,"Monocotyledon",NA,NA,"48310","auto",NA,NA,NA,NA,NA
"1386","2021-02-08 12:53:22-03","UFRGS","ICN","041450","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Klein, RM","10404","1972","11","27","Brasil","SC","Blumenau","Salto Weissbach","-49.0661010742188","-26.9193992614746",NA,NA,"30","30",NA,NA,"Capoeira","América do Sul",NA,NA,"Monocotyledon",NA,NA,"34291","auto",NA,NA,NA,NA,NA
"1387","2021-02-08 12:53:22-03","UFRGS","ICN","174274","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Souza, ML",NA,NA,NA,"Queiroz, MH","326","1990","11","13","Brasil","SC","Florianópolis","Santo Antônio de Lisboa","-48.5491981506348","-27.596700668335",NA,NA,"200","200",NA,NA,"Doação Herbário FLOR 29607; após queimada há 3 meses","América do Sul",NA,NA,"Monocotyledon",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"1388","2021-02-08 12:53:22-03","UFRGS","ICN","111119","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","1996","06","20","Guinena, A","14","1967","03","01","Brasil","SP","Campinas","Instituto Agronômico","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"1389","2021-02-08 12:53:22-03","UFRGS","ICN","111124","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","1996","06","20","Sendulsky, T","153",NA,NA,NA,"Brasil","SP","Porto Ferreira",NA,"-47.4700012207031","-21.8500003814697",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,"13859","auto",NA,NA,NA,NA,NA
"1390","2021-02-08 12:53:22-03","UFRGS","ICN","123933","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Longhi-Wagner, HM","2002","09","10","Alvarez, JM","s.n.","2001","12","17","Brasil","SP","Pratânia","Cerrado Palmeira de Serra","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,"Planta herbácea, ereta.","América do Sul",NA,NA,"Monocotyledon",NA,NA,"14688","auto",NA,NA,NA,NA,NA
"1391","2021-02-08 12:53:22-03","UFRGS","ICN","111120","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","1996","06","20","Hoehne, W","2822","1948","11","04","Brasil","SP","São Paulo","Av. Indianápolis","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Brejo","América do Sul",NA,NA,"Monocotyledon",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"1392","2021-02-08 12:53:22-03","UFRGS","ICN","111121","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","1996","06","20","Hoehne, W","979","1942","01","29","Brasil","SP","São Paulo","Campo Congonhas","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"1393","2021-02-08 12:53:22-03","UFRGS","ICN","120150","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Eggers, L",NA,NA,NA,"Eggers, L","36","1988","04","23","Brasil","RS",NA,"BR 116, km 356",NA,NA,NA,NA,NA,NA,NA,NA,"Em beira de estrada.","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","2021-02-08 12:53:22-03","UFRGS","ICN","034724","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Cabrera, AL","21659","1971","02","27","Argentina","Jujuy","San Pedro","Las Lajitas",NA,NA,NA,NA,NA,NA,NA,NA,"Ejemplar publicado em Darwiniana 19 (1). 1974","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","2021-02-08 12:53:22-03","UFRGS","ICN","034745","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Cabreia, AL","18444","1967","03","13","Argentina","Jujuy","Capital","Puerta de Sala",NA,NA,NA,NA,NA,NA,NA,NA,"Ejemplar publicado em Darwiniana 19 (1). 1974","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396","2021-02-08 12:53:22-03","UFRGS","ICN","034746","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Bruzzone, JA","s.n.","1964","02","03","Argentina","Córdoba","Punilla","Capilla del Monte, Aquila Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","2021-02-08 12:53:22-03","UFRGS","ICN","034754","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Anderson, DL","2206","1971","04","03","Argentina","San Luis","Junin","Quebrada de Hacha a la entrada del Bajo de Velis",NA,NA,NA,NA,NA,NA,NA,NA,"Arbustal serrano, isohieta 550mm","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","2021-02-08 12:53:22-03","UFRGS","ICN","051365","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Pereira, AI","s.n.","1978","04","05","Brasil","RS",NA,"Mato Prof. Luiz Batista",NA,NA,NA,NA,NA,NA,NA,NA,"Beira de mata, solo seco","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","2021-02-08 12:53:22-03","UFRGS","ICN","098881","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Rúgolo, Z; et al.","1409","1992","12","06","Brasil","RS",NA,"ruta RS-020, 7km después de Barabé",NA,NA,NA,NA,NA,NA,NA,NA,"Barranca arenosa al borde de la ruta","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","2021-02-08 12:53:22-03","UFRGS","ICN","163991","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Silva Filho, PJS; Boldrini, II",NA,NA,NA,"Silva Filho, PJS","290","2010","04","24","Brasil","RS","Viamão","Bairro Tarumã região de entorno do Lago Tarumã","-51.022222","-30.066944","-51.022222","-30.066944","55","55",NA,NA,"Campo seco","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","2021-02-08 12:53:22-03","UFRGS","ICN","198902","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Rolim, RG","2012",NA,NA,"Rolim, RG","26","2012","01",NA,"Brasil","RS","Canoas","Praça Parque São José, Bairro São José","-51.17","-29.883611","-51.17","-29.883611","27","27",NA,NA,"Erva de 46 cm de altura; campo nativo, campo seco","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","2021-02-08 12:53:22-03","UFRGS","ICN","200575","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Christ, AL",NA,NA,NA,"Richit, JF","s.n.","2019","04","18","Brasil","RS","Maximiliano de Almeida",NA,"-51.792778","-27.538611","-51.792778","-27.538611",NA,NA,NA,NA,"Material testemunho; Campo aberto","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","2021-02-08 12:53:22-03","UFRGS","ICN","133589","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Krieger, L",NA,NA,NA,"Krieger, L; CESJ","23746","1989","02","14","Brasil","ES","Guarapari","Praia do Morro","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"doação UFJF.","América do Sul",NA,NA,"Monocotyledon",NA,NA,"28401","auto",NA,NA,NA,NA,NA
"1404","2021-02-08 12:53:22-03","UFRGS","ICN","133026","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde",NA,NA,NA,NA,"Skorupa, L; et al.","160","1987","11","24","Brasil","GO","Itapuranga",NA,"-49.948600769043","-15.5621995925903",NA,NA,NA,NA,NA,NA,"doação CENARGEN","América do Sul",NA,NA,"Monocotyledon",NA,NA,"27218","auto",NA,NA,NA,NA,NA
"1405","2021-02-08 12:53:22-03","UFRGS","ICN","133587","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Krieger, L","1989",NA,NA,"Krieger, L","21841","1988","01","21","Brasil","MG","Juiz de Fora","Campus UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,"doação UFJF.","América do Sul",NA,NA,"Monocotyledon",NA,NA,"36144","auto",NA,NA,NA,NA,NA
"1406","2021-02-08 12:53:22-03","UFRGS","ICN","047624","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Canto-Dorow, TS","2001","07",NA,"Allem, A; Vieira, G","1286","1977","11","17","Brasil","MS","Corumbá","Nabileque, Faz. São Bento","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Erva cespitosa, 40cm alt. Praga. Abundante; Campo brejoso. Solo argiloso","América do Sul",NA,NA,"Monocotyledon",NA,NA,"295160","auto",NA,NA,NA,NA,NA
"1407","2021-02-08 12:53:22-03","UFRGS","ICN","191238","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Shirasona, RT","2011",NA,NA,"Souza, VC","32393","2006","07","15","Brasil","MT","Poconé","Área do SESC Pantanal. Arredores do Posto São Luiz.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,"Doação ESA 112159; Erva; espiguetas verdes.; Beira de lagoa atrás dos alojamentos. Vegetação campestre.","América do Sul",NA,NA,"Monocotyledon",NA,NA,"200792","auto",NA,NA,NA,NA,NA
"1408","2021-02-08 12:53:22-03","UFRGS","ICN","129705","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Longhi-Wagner, HM; Luz, M","2003","06","16","Von Linsinger","558","2000","12","17","Brasil","PR","Jaguariaíva","Parque Estadual do cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"HUTP 558","América do Sul",NA,NA,"Monocotyledon",NA,NA,"44368","auto",NA,NA,NA,NA,NA
"1409","2021-02-08 12:53:22-03","UFRGS","ICN","133579","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Krieger, L",NA,NA,NA,"Krieger, L; CESJ","23790","1989","01","01","Brasil","PR","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"doação UFJF.","América do Sul",NA,NA,"Monocotyledon",NA,NA,"46557","auto",NA,NA,NA,NA,NA
