"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","typeStatus","locality","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","minimumElevationInMeters","individualCount","verbatimLongitude","verbatimLatitude","previousCatalogNumber","dayIdentified"
"11","2020-02-08 09:04:10-03","NBC","NL-BOTANY","U.1599139","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Ducke A",NA,"1923","08","07","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599139","NL-U1599139","(Ducke) Standl.",NA,"Ad ripas cataractae Mongaboil flum. Tapajoz civ. Pará.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"12","2008-12-02 09:52:18-02","MNHN","RECOLNAT_MNHN_P","P00645513","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Ducke, A.",NA,"1916","8","26",NA,"Brésil",NA,"hb","Reçu le 8 juillet 1919 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00645513' target='other'> <mi>dwc_moreinfo</mi></a>","P00645513","P00645513_01","(Ducke) Standl.",NA,"Etat de Para : R. Tapajoz, Sao luiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16380",NA,NA,NA,NA,NA,NA
"13","2013-08-23 04:12:00-03","MO","MOBOT","3376671","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Marina Villegas D.","Villegas D. 155","1991",NA,NA,"South America","Bolivia","Cochabamba",NA,NA,NA,NA,"(Ducke) Standl.",NA,"Prov. Carrasco Dpto. Cochabamba. Numero de placa. 715.",NA,NA,NA,"-64.83333","-17.33333",NA,NA,NA,NA,NA,"335.00000000",NA,NA,NA,NA,NA
"14","2020-06-09 15:13:00-03","MO","MOBOT","1439925","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa","T. J. Killeen","A. Antezana|Alejandro Araujo M.|Norma Flores|A.S. Poma C.|Felix Chambi|Fidel Escobar","Antezana Diaz 342","2004","5","18","South America","Bolivia","La Paz",NA,NA,NA,NA,"(Ducke) Standl.",NA,"Área Natural de Manejo Integrado Apolobamba, Wayrapata, 0,7 Km NE del caserío.",NA,NA,"Bautista Saavedra","-68.4886111","-15.0863889",NA,NA,NA,NA,"04-03","1334.00000000","1",NA,NA,NA,NA
"15","2013-08-23 04:12:00-03","MO","MOBOT","3376112","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Marina Villegas D.","Villegas D. 162","1991",NA,NA,"South America","Bolivia","Cochabamba",NA,NA,NA,NA,"(Ducke) Standl.",NA,"Estacion Valle del Sajta UMSS. Prov. Carrasco Dpto. Cochabamba. Senda Dendrologica Campamento 2. Numero de placa 754",NA,NA,NA,"-64.83333","-17.33333",NA,NA,NA,NA,NA,"335.00000000",NA,NA,NA,NA,NA
"16","2013-08-23 04:12:00-03","MO","MOBOT","3377829","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Marina Villegas D.","Villegas D. 175","1991",NA,NA,"South America","Bolivia","Cochabamba",NA,NA,NA,NA,"(Ducke) Standl.",NA,"Estacion Valle del Sajta UMSS Prov. Carrasco Dpto. Senda Dendrologica Campamento 2 numero de placa 737.",NA,NA,NA,"-64.83333","-17.33333",NA,NA,NA,NA,NA,"335.00000000",NA,NA,NA,NA,NA
"17","2013-08-23 04:12:00-03","MO","MOBOT","3377951","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Marina Villegas D.","Villegas D. 153","1991",NA,NA,"South America","Bolivia","Cochabamba",NA,NA,NA,NA,"(Ducke) Standl.",NA,"Estacion Valle del Sajita UMss Porv. Carraasco Dpto. Cochabamba. Senda Dendrologica campamento 2.",NA,NA,NA,"-64.83333","-17.33333",NA,NA,NA,NA,NA,"335.00000000",NA,NA,NA,NA,NA
"18","2020-08-31 08:54:33-03","INPA","INPA","102104","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","excelsa","Manilkara excelsa","Llanos, F","Ducke, A","JB13559","1915","12","08","Southern America","Brasil","Pará",NA,NA,"INPA0102104","INPA0102104 INPA0102104_e INPA0102104_e1 INPA0102104_s","(Ducke) Standl.","type","Rio Tapajós, São Luiz, São Luiz - Rio Tapajós","1980",NA,NA,"-56.2","-5",NA,NA,NA,NA,NA,NA,NA,"-56.2","-5",NA,NA
"19","2020-08-31 08:54:33-03","INPA","INPA","25525","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Prance, GT","8726","1968","11","20","Southern America","Brasil","Rondônia",NA,NA,"INPA0025525","INPA0025525 INPA0025525_e","(Ducke) Standl.",NA,"Rio Madeira, Penha Colorado-Cachoeira Araras, Basin of Rio Madeira. E bank of Rio Madeira between Abuna and Penha Colorado.",NA,NA,NA,"-65.333333","-9.783333",NA,NA,NA,NA,NA,NA,NA,"-65.333333","-9.783333",NA,NA
"20","2020-09-12 05:00:02-03","US","US","1518617","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"A. Ducke","17626","1923","8","7","South America - Neotropics","Brazil","Pará",NA,NA,"US02706706","US02706706_01","(Ducke) Standl.",NA,"Procedencia Rio Tapajoz (civ. Para) in ripis cataractarum Mangabal",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","1040736","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"A. Ducke","15863","1915","12","8","South America - Neotropics","Brazil","Pará",NA,"Lectotype is Ducke 16380 as designated by T.D. Pennington, Fl. Neotrop. 52: 77 (1990).","US00930775","US00930775_01","Ducke","Isosyntype","R. Tapajoz: São Luiz.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","1040883","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"A. Ducke","16380","1916","8","26","South America - Neotropics","Brazil","Pará",NA,NA,"US00930774","US00930774_01","Ducke","Isolectotype","R. Tapajoz: São Luiz.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","USw9600","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"B. A. Krukoff","5496",NA,NA,NA,"South America - Neotropics","Brazil","Acre",NA,NA,NA,NA,"Ducke",NA,"Near mouth of Rio Macauhan, basin of Rio Purus",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","1040882","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"A. Ducke","16380","1916","8","26","South America - Neotropics","Brazil","Pará",NA,NA,"US00113370","US00113370_01","Ducke","Isolectotype","R. Tapajoz: São Luiz.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA
"25","2019-09-04 17:57:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"A. Ducke","MG 15863 & MG 16380","1915","12","8","South America","Brazil","Pará",NA,NA,NA,NA,NA,"Isolectotype",NA,NA,NA,NA,"-53","-4",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-09-04 17:44:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"A. Ducke","MG 16380","1916","8","26","South America","Brazil","Pará",NA,NA,NA,NA,NA,"Lectotype","RioTapajoz, São Luiz",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-09-04 17:28:14-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"A. Ducke","MG 15863","1915","12","8","South America","Brazil","Pará",NA,NA,NA,NA,NA,"Syntype","RioTapajoz, São Luiz",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-01-23 10:01:52-02","F","FMNH-SEEDPLANTS","V0072104F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"A. Ducke","MG 16380","1916","8","26","South America","Brazil","Pará",NA,NA,"V0072104F","V0072104F_01",NA,"Isolectotype","RioTapajoz, São Luiz",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-01-23 10:10:53-02","F","FMNH-SEEDPLANTS","V0072105F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"A. Ducke","MG 15863","1915","12","8","South America","Brazil","Pará",NA,NA,"V0072105F","V0072105F_01",NA,"Isosyntype","Rio Tapajoz, São Luiz",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-08-23 09:45:59-03","NHMLondon","NHM-LONDON-BOT","BM000952472","S","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Walter Adolpho Ducke; b.1876; d.1959; Ducke","16380","1916","08","26",NA,"Brasil",NA,NA,NA,NA,NA,"(Ducke) Standl.","Isolectotype",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","NHMUK:ecatalogue:604973",NA
"31","2021-02-23 13:23:08-03","MN","R-TIPOS","2379","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"Ducke, W.A.","16380","1916","08","26",NA,"Brasil","Pará",NA,NA,"R000002379","R000002379_001 R000002379_002","Ducke","Isolectotypus","São Luiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-23 13:23:08-03","MN","R-TIPOS","93967","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Mimusops","excelsa","Mimusops excelsa",NA,"Ducke, W.A.","15863",NA,NA,NA,NA,"Brasil","Pará",NA,NA,"R000093967","R000093967_001","Ducke","Isosyntypus","São Luiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-26 17:37:48-03","UFMT","UFMT","16665","S","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Amorim Neto, L.; Borges, G.; Rondon.","495","1995","11","21",NA,"Brasil","Mato Grosso",NA,"Árvore de ca. de 7,5m de altura, látex branco, folha glabra, fruto esverdeado, imaturo.; Solo argilo arenoso.",NA,NA,"(Ducke) Standl.",NA,"Área da Reserva Ecológica. Proximidades Lago Belo Montes.",NA,NA,"Apiacás","-57.4491996765137","-9.54360961914062","253951","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-26 17:37:48-03","UFMT","UFMT","16718","S","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Amorim Neto, L.; Borges, G.","487","1995","11","20",NA,"Brasil","Mato Grosso",NA,"Árvore, ca. de 9,5m de altura, latescente, látex branco, frutos jovens esverdeados.; Solo arenoso.",NA,NA,"(Ducke) Standl.",NA,"Boca do Garapé das Almas. Área de Reserva Ecológica.",NA,NA,"Apiacás","-57.4491996765137","-9.54360961914062","253951","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-17 10:41:39-03","UEPA","MFS","002750","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa",NA,"Amaral, DD do","332",NA,NA,NA,NA,"Brasil","Pará",NA,"Árvore de 16m de altura com fruto imaturo.","MFS002750","MFS002750 MFS002750_e","(Ducke.) Standl.",NA,"Serra do Palito",NA,NA,"Itaituba","-55.978725","-4.241825",NA,NA,NA,NA,NA,NA,NA,"-55.978725","-4.241825",NA,NA
"36","2014-09-23 10:59:41-03","G","G","G00439230","S","Plantae",NA,NA,"Sapotaceae","Manilkara","excelsa","Manilkara excelsa","Pennington, T. D.","Ducke, A.","16380","1916","08","26","AMERIQUE DU SUD","Brazil","Pará",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439230",NA,"(Ducke) Standl.","ISOLECTOTYPUS of Mimusops excelsa Ducke",NA,"1986","01",NA,"-52.53","-5.64861111",NA,NA,NA,NA,NA,NA,NA,"-52.53","-5.64861111",NA,"01"
