"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"13","2020-02-08 09:55:21-03","NBC","NL-BOTANY","U.1368912","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Heteropterys","pauciflora","granatensis","Heteropterys pauciflora granatensis","Nied.",NA,"Smith HH",NA,"1898","01","01","Southern America","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1368912 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1368912","NL-U1368912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"14","2020-11-04 11:12:42-03","ESALQ","ESA","100350","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"Carneiro, D.S.","Carneiro, J.S.","208.0","2004","05","18",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,"ESA100350","ESA100350",NA,NA,NA,"2004",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:42-03","ESALQ","ESA","125723","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"Amorim, A.M.","Bovini, M.G.","1845.0","1905","06","22",NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,"ESA125723","ESA125723",NA,NA,NA,"1905","06","26","47209","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:56:03-03","ESALQ","ESA","140988","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R.","Cornia, M. G. K.; Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G. D.","381.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa","-43.2075004577637","-22.9027996063232",NA,"Flores amarela.","ESA140988",NA,NA,NA,NA,"2017","06","22","57442","auto","-43,160,600","-22,778,867",NA,NA,NA,NA,NA
"17","2020-11-04 10:56:03-03","ESALQ","ESA","139518","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R.","Cornia, M. G. K., Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G.","381.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa","-43.2075004577637","-22.9027996063232",NA,"Flores amarela.","ESA139518",NA,NA,NA,NA,"2017","06","22","57442","auto","-43,160,600","-22,778,867",NA,NA,NA,NA,NA
"18","2019-11-21 14:38:36-03","UFJF","CESJ","40078","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","A. Amorim","D.S. Pifano; R.M. Castro; A.S.M. Valente","523","2003","04","08","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Liana, em borda de mata. Planta heliófila, flores e botões amarelos.","CESJ040078",NA,NA,NA,NA,"2018",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:17:36-03","UNICAMP","UEC","157865","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Sazima, M","17135","1985","05","05",NA,"Brazil","São Paulo","Campinas","Joaquim Egídio.","-47.060001373291","-22.8999996185303",NA,"flor, Ramos escandentes. Flores amarelas, pequenas com glândulas e odor legeiramente desagradável.","UEC076018","UEC076018",NA,NA,NA,"1987",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:17:36-03","UNICAMP","UEC","37035","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Sazima, M","17697","1985","07","21",NA,"Brazil","São Paulo","Campinas","Joaquim Egídio.","-47.060001373291","-22.8999996185303",NA,"fruto, Ramos escandentes.frutos. Flores amarelas, pequenas com glândulas e odor legeiramente desagradável.",NA,NA,NA,NA,NA,"1987",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:17:36-03","UNICAMP","UEC","36906","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Sazima, M","17135","1985","05","05",NA,"Brazil","São Paulo","Campinas","Joaquim Egídio.","-47.060001373291","-22.8999996185303",NA,"flor, Ramos escandentes. Flores amarelas, pequenas com glândulas e odor legeiramente desagradável.",NA,NA,NA,NA,NA,"1987",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:17:36-03","UNICAMP","UEC","157866","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Sazima, M","17697","1985","07","21",NA,"Brazil","São Paulo","Campinas","Joaquim Egídio.","-47.060001373291","-22.8999996185303",NA,"fruto, Ramos escandentes.frutos. Flores amarelas, pequenas com glândulas e odor legeiramente desagradável.","UEC076017","UEC076017",NA,NA,NA,"1987",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:17:36-03","UNICAMP","UEC","157867","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R","Tamashiro, JY","5a","1977","05","06",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,"flor, Trepadeira de flores amarelas.","UEC076016","UEC076016",NA,NA,NA,"2005","03","23","17840","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-08-20 10:17:36-03","UNICAMP","UEC","157828","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Amorim, AMA","Bernacci, LC; Belinello, R; Sciamarelli, A; Andrade, PRP; Falivene, SMP; Grecco, MDN","1570","1995","04","27",NA,"Brazil","São Paulo","Tietê","Margens do rio Capivari., a beira da est","-47.7099990844727","-23.1000003814697",NA,"flor, Trepadeira lenhosa. Flores amarelas. Mata.","UEC076015","UEC076015",NA,NA,NA,"1999",NA,NA,"26682","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:17:36-03","UNICAMP","UEC","78447","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Amorim, AMA","Bernacci, LC; Belinello, R; Sciamarelli, A; Andrade, PRP; Falivene, SMP; Grecco, MDN","1570","1995","04","27",NA,"Brazil","São Paulo","Tietê","Margens do rio Capivari., a beira da est","-47.7099990844727","-23.1000003814697",NA,"flor, Trepadeira lenhosa. Flores amarelas. Mata.",NA,NA,NA,NA,NA,"1999",NA,NA,"26682","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-10-14 10:02:35-03","FURB","FURB","3204","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Cotarelli, VM","Favaro, S.",NA,"1987","04","29",NA,"Brasil","Paraná","Londrina","Fazenda Santa Ana - Av. Arthur Thomas.","-51.1627998352051","-23.3103008270264",NA,NA,"FURB02114","FURB02114",NA,NA,NA,"2007","06","29","63728","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:53:24-03","UCS","HUCS","37452","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.","Carneiro, J.S.","Lovato, M.C.","s.n.","2003","11","14",NA,"Brasil","Paraná","Londrina","Fazenda Figueira-Paiquerê","-50.975556","-23.540833",NA,"liana, flores amarelas , fragmento 32",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"-50.975556","-23.540833",NA,NA,NA,NA,NA
"28","2019-08-16 08:39:53-03","UTFPR","HCF","12015","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","R.F. Almeida","B. Felix",NA,"2013","04","27",NA,"Brasil","PR","Fênix","Parque Estadual Vila Rica do Espírito","-51.9791984558105","-23.9160995483398",NA,"trepadeira volúvel, semi-ciófila. Flores amarelas.",NA,NA,NA,NA,NA,"2016","11","24","16297","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:32:47-03","MBM","MBM","93302","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.","Anderson, W.R.","Hatschbach, G.","48109","1984","07","19","Southern America","Brazil","Paraná","Cerro Azul","Barra do Tigre","-49.261100769043","-24.823600769043",NA,NA,"MBM093302",NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:32:47-03","MBM","MBM","223304","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora","typica","Heteropterys pauciflora typica","Niedenzu",NA,"Hoehne, W.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Jales","Pastos do Retiro","-50.5400009155273","-20.2600002288818",NA,NA,"MBM223304","MBM223304",NA,NA,NA,NA,NA,NA,"16486","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:32:47-03","MBM","MBM","64749","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.","Anderson, W.R.","Fontella, J.; et al.; et al.","181",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada do Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"MBM064749","MBM064749",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:32:47-03","MBM","MBM","346077","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.","Carneiro, J.S.","Carneiro, J.S.; et al.; et al.","305","2005","02","22","Southern America","Brazil","Paraná","Apucarana","Parque da Raposa","-51.4608001708984","-23.5508003234863",NA,"Liana, flores roxas. Liana, frutos amarronzados","MBM346077","MBM346077",NA,NA,NA,"2006",NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:32:47-03","MBM","MBM","243515","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.","Anderson, W.R.","Dombrowski, L.T.","7258","1977","04","05","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM243515","MBM243515",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:32:47-03","MBM","MBM","85612","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora","typica","Heteropterys pauciflora typica","Niedenzu","Hoehne, W.","Hoehne, W.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Jales","Pastos do Retiro","-50.5400009155273","-20.2600002288818",NA,NA,"MBM085612","MBM085612",NA,NA,NA,NA,NA,NA,"16486","auto",NA,NA,NA,NA,NA,NA,NA
"35","2015-09-05 09:07:01-03","MNHN","RECOLNAT_MNHN_P","P05597673","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Glaziou, A.",NA,"1865","7","28",NA,"Brasil","Rio de Janeiro",NA,"Cova da Onça, Corcovado.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597673' target='other'> <mi>dwc_moreinfo</mi></a>","P05597673","P05597673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1500",NA,NA,NA
"36","2015-09-05 09:07:01-03","MNHN","RECOLNAT_MNHN_P","P05597674","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Puiggary",NA,"1888","5","1",NA,"Brasil",NA,NA,"Apiahy.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597674' target='other'> <mi>dwc_moreinfo</mi></a>","P05597674","P05597674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3444",NA,NA,NA
"37","2017-02-16 13:32:20-02","MNHN","RECOLNAT_MNHN_P","P00289968","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Glaziou, A.",NA,"1875","6","10",NA,"Brésil",NA,NA,"Rio de Janero, versant de Jacarepagua",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00289968' target='other'> <mi>dwc_moreinfo</mi></a>","P00289968","P00289968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8291",NA,NA,NA
"38","2015-09-18 06:00:15-03","MNHN","RECOLNAT_MNHN_P","P00289970","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Anderson","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00289970' target='other'> <mi>dwc_moreinfo</mi></a>","P00289970","P00289970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2 14",NA,NA,NA
"39","2015-09-18 06:00:22-03","MNHN","RECOLNAT_MNHN_P","P00289971","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Anderson","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00289971' target='other'> <mi>dwc_moreinfo</mi></a>","P00289971","P00289971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2 14",NA,NA,NA
"40","2015-09-18 06:00:29-03","MNHN","RECOLNAT_MNHN_P","P00289972","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Anderson","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00289972' target='other'> <mi>dwc_moreinfo</mi></a>","P00289972","P00289972_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2 14",NA,NA,NA
"41","2015-09-05 08:32:17-03","MNHN","RECOLNAT_MNHN_P","P05473881","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Corcovado et Gavea.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05473881' target='other'> <mi>dwc_moreinfo</mi></a>","P05473881","P05473881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1500",NA,NA,NA
"42","2015-09-05 09:06:24-03","MNHN","RECOLNAT_MNHN_P","P05597666","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Glaziou, A.",NA,"1879","3","23",NA,"Brasil","Rio de Janeiro",NA,"Serra da Estrella.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597666' target='other'> <mi>dwc_moreinfo</mi></a>","P05597666","P05597666_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10356",NA,NA,NA
"43","2015-09-05 09:06:24-03","MNHN","RECOLNAT_MNHN_P","P05597667","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Riedel|Langsdorf",NA,"1823","1","1",NA,"Brasil",NA,NA,"Prope Mandioca.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597667' target='other'> <mi>dwc_moreinfo</mi></a>","P05597667","P05597667_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-05 09:01:22-03","MNHN","RECOLNAT_MNHN_P","P05597668","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Glaziou, A.",NA,"1874","1","1",NA,"Brasil",NA,NA,"Province de Rio-Janeiro (environs).",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597668' target='other'> <mi>dwc_moreinfo</mi></a>","P05597668","P05597668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7854",NA,NA,NA
"45","2015-09-05 09:01:22-03","MNHN","RECOLNAT_MNHN_P","P05597669","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597669' target='other'> <mi>dwc_moreinfo</mi></a>","P05597669","P05597669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"363",NA,NA,NA
"46","2015-09-05 09:01:22-03","MNHN","RECOLNAT_MNHN_P","P05597670","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Riedel",NA,"1832","2","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597670' target='other'> <mi>dwc_moreinfo</mi></a>","P05597670","P05597670_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"172",NA,NA,NA
