"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"99","2020-11-12 17:01:14-03","UEL","FUEL","46569","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Ferreira, GM","Rosisco, JR; et al.","4","2007","04","05",NA,"Brasil","Paraná","Ibiporã","Parque Estadual de Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA
"100","2020-11-12 17:01:13-03","UEL","FUEL","3238","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Cotarelli, VM","Fávaro, S","s.n.","1987","04","29",NA,"Brasil","Paraná","Londrina","Fazenda Santa Ana, Av. Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"101","2020-11-12 17:01:11-03","UEL","FUEL","2148","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Rossetto, EFS","Rodas, LAC; et al.","57","1986","05","08",NA,"Brasil","Paraná","Londrina","Fazenda Santa Helena","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2009","10",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"102","2020-11-12 17:01:14-03","UEL","FUEL","47961","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Estevan, DA; et al.","1895","2003","05","29",NA,"Brasil","Paraná","Londrina","Faz. Figueira, fragmento1","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2009","03","30","63728","auto",NA,NA,NA,NA,NA,NA,NA
"103","2020-11-12 17:01:11-03","UEL","FUEL","11232","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Rossetto, EFS","Francisco das Chagas e Silva; Soares-Silva, LH","999","1986","02","26",NA,"Brasil","Paraná","Londrina","Floresta dos Irmãos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2009","08",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"104","2020-11-12 17:01:11-03","UEL","FUEL","2194","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Rossetto, EFS","Francisco das Chagas e Silva","1091","1986","04","09",NA,"Brasil","Paraná","Londrina","Mata do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2009","08",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"105","2020-11-12 17:01:14-03","UEL","FUEL","752","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Anderson, WR","Dias, MC; et al.","45","1985","05","10",NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"106","2020-11-12 17:01:14-03","UEL","FUEL","5569","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Carneiro, JS","Dias, MC; et al.","s.n.","1988","05","12",NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"107","2020-11-12 17:01:13-03","UEL","FUEL","3294","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Cotarelli, VM","Colucci Filho, AA","s.n.","1987","04","29",NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2007","06","27","63728","auto",NA,NA,NA,NA,NA,NA,NA
"108","2020-11-12 17:01:11-03","UEL","FUEL","219","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Cotarelli, VM","Vieira, AOS; Costa, MIG","s.n.","1984","05","07",NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2007","06","27","63728","auto",NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:10:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In prov. Rio de Janeiro, prope Mandioca, m. Jan. - Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:10:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In prov. Rio de Janeiro, in sepibus prope Mandiocca praedium, m. Oct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:08:54-03","IBt","SP","267554","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Amorim, AM; Sant'Ana, SC; Jardim, JG; Santos, EB","1340","1993","09","13",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão, Km 46 da rodovia BA-001","-39.083333","-15.15",NA,NA,"SP021850","SP021850",NA,NA,NA,"2012","02",NA,NA,NA,"-39.083333","-15.15",NA,NA,NA,NA,NA
"112","2019-11-21 10:08:54-03","IBt","SP","366769","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Amorim, AM","Duarte, A","1187","1948","07","06",NA,"Brasil","Rio de Janeiro",NA,"Mata do Pai Ricardo, Serra da Carioca",NA,NA,NA,NA,"SP018935",NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:08:54-03","IBt","SP","378766","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R","Amorim, AM; Costa, CB; Kawauchi, G","3623","2001","03","11",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha da passarela suspensa, próximo ao paredão rochoso","-42.997778","-22.455",NA,NA,"SP018932",NA,NA,"900","900","2005","03","23",NA,NA,"-42.997778","-22.455",NA,NA,NA,NA,NA
"114","2019-11-21 10:08:54-03","IBt","SP","357788","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Salimena, FRG; Nobre, PH","946","2001","10","21",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"SP022076","SP022076",NA,NA,NA,"2012","03",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:08:54-03","IBt","SP","357790","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Castro, RM; Almeida, VR; Faria, PCL; Franco, BKS; Fernandes, LS","653","2001","10","21",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"SP022077",NA,NA,NA,NA,"2012","03",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:08:54-03","IBt","SP","472008","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Vieira, RF","308","1988","02","09",NA,"Brasil","Paraná","Campo Largo","Rodovia Curitiba - Ponta Grossa na entrada para Ouro Fino, BR 277","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,NA,NA,NA,"2015","02",NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:08:54-03","IBt","SP","382627","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Carneiro, JS; et al.","215","2004","07","01",NA,"Brasil","Paraná","Londrina","Fazenda Figueira","-51.1627998352051","-23.3103008270264",NA,NA,"SP018930","SP018930",NA,NA,NA,"2006","08","09","63728","auto",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:08:54-03","IBt","SP","472002","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Favaro, S","s.n.","1987","04","29",NA,"Brasil","Paraná","Londrina","Fazenda Santa Ana, Av. Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"2015","02",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:08:54-03","IBt","SP","382626","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Mamede, MCH","Carneiro, JS; et al.","207","2004","04","30",NA,"Brasil","Paraná","Londrina","Faz. Figueira","-51.1627998352051","-23.3103008270264",NA,NA,"SP018931","SP018931",NA,NA,NA,"2006","08","09","63728","auto",NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:08:54-03","IBt","SP","151697","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Amorim, AM; Mamede, MCH","Sucre, D","9508","1972","08","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada Alto da Boa Vista - Vale Encantado","-43.2075004577637","-22.9027996063232",NA,NA,"SP018937",NA,NA,"430","430","2000","09",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:08:54-03","IBt","SP","366768","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R","Fonseca, AS","178","1977","07","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa, Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,NA,"SP018933",NA,NA,NA,NA,"2005","03","23","57442","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:08:54-03","IBt","SP","151633","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Amorim, AM; Mamede, MCH","Strang, HS","502","1963","07","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca, próximo ao barracão","-43.2075004577637","-22.9027996063232",NA,NA,"SP018936",NA,NA,NA,NA,"2000","09",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:08:54-03","IBt","SP","24700","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R","Hoehne, FC","s.n.","1914","06",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro da Gávea","-43.2075004577637","-22.9027996063232",NA,NA,"SP018939",NA,NA,NA,NA,"2005","09","16","57442","auto",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:08:54-03","IBt","SP","366770","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Amorim, AM","Sucre, D","5233","1969","06","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro do Bico do Papagaio, João Borges, Reserva Florestal","-43.2075004577637","-22.9027996063232",NA,NA,"SP018934",NA,NA,NA,NA,"1999",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:08:54-03","IBt","SP","366775","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Amorim, AM","Fonseca, AS","242","1977","07","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Sumaré","-43.2075004577637","-22.9027996063232",NA,NA,"SP018938",NA,NA,NA,NA,"1999",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:08:54-03","IBt","SP","470844","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Amorim, A","Nadruz, M; Barros, MJF; Filho, LFS; Couto, RS; Godinho, P","2332","2010","03","30",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para pedra Cabeça de Peixe","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:08:54-03","IBt","SP","472074","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R","Hashimoto, G","8973","1939","06","20",NA,"Brasil","São Paulo","Promissão","Margem direita do rio Tietê","-49.8499984741211","-21.5300006866455",NA,NA,NA,NA,NA,NA,NA,"2003","11","24","30472","auto",NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:08:54-03","IBt","SP","12051","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora","typica","Heteropterys pauciflora typica","Nied.","Niedenzu, F","Loefgren, A","CGG671","1888","06","18",NA,"Brasil","São Paulo","Rio Claro","Morro Grande. Capoeirão","-47.560001373291","-22.4099998474121",NA,"Arbusto scandens, flor ignota","SP000878","SP000878","Isosyntype",NA,NA,"1903",NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"129","2014-06-23 10:15:57-03","UM","RECOLNAT_UM_MPU","MPU019866","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Hiraea","pauciflora",NA,"Hiraea pauciflora","A.Juss.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"In sylvis montis Tijuca, in prov. Rio de janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu019866' target='other'> <mi>dwc_moreinfo</mi></a>","MPU019866",NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115 B",NA,NA,NA
"130","2010-08-16 16:43:35-03","A","HU-HERB","A 00103169","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora","granatensis","Heteropterys pauciflora granatensis","Niedenzu",NA,"Herbert H. Smith","2523",NA,NA,NA,"South America","Colombia",NA,NA,"Santa Marta",NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2523",NA,NA,"undetermined"
"131","2010-08-16 16:43:35-03","GH","HU-HERB","GH 00103170","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora","granatensis","Heteropterys pauciflora granatensis","Niedenzu",NA,"Herbert H. Smith","2523",NA,NA,NA,"South America","Colombia",NA,NA,"Santa Marta",NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2523",NA,NA,"undetermined"
