"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount","relatedCatalogItem"
"26","2019-01-23 11:02:30-02","F","FMNH-SEEDPLANTS","V0064844F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","bimarginata","Calyptranthes bimarginata",NA,"Isotype","L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0064844F","V0064844F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"27","2019-01-23 11:33:00-02","F","FMNH-SEEDPLANTS","V0093444F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Plinia","sebastianopolitana","Plinia sebastianopolitana",NA,"Isotype","D. Sucre","7358","1971","1","10","South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro, Mata do Rumo",NA,NA,NA,NA,NA,"V0093444F","V0093444F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"28","2020-07-23 12:16:30-03","CEPLAC","CEPEC","145373","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","sebastianopolitana","Plinia sebastianopolitana",NA,"Isótipo","D. Sucre","7358","1971","01","10",NA,"Brasil","Rio de Janeiro","rio de janeiro","Mata do Rumo.","-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto","G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/10/1992"
"29","2020-09-30 10:52:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Plinia","ilhensis","Plinia ilhensis","G.M.Barroso",NA,"Lobão, A; Farrag, PR; Tatagiba, FCP","233","1997","01","28","Southern America","Brasil","Rio de Janeiro","Cabo Frio","Estrada para sede da Fazenda Caravelas","-42.0186004638672","-22.8794002532959","40069",NA,"Árvore cerca de 3m de altura; folhas discolores verdes, coreáceas; flores alvas; frutos vermelhos; Mata de tabuleiro sobre solo areno-argloso. Na borda da mata com o pasto",NA,NA,"auto","Sobral, M","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-30 10:52:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Plinia","ilhensis","Plinia ilhensis","G.M.Barroso",NA,"Souza, MC; Lucas, E; Bocayuva, M","308","2004","03","19","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Parqu Ecológico da Prainha. Morro Boa Vista, topo do morro","-43.2075004577637","-22.9027996063232","57442",NA,"Arbusto de 2m de altura, com flores passadas e frutos",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:06:45-03","UnB","UB","168195","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Plinia","sebastianopolitana","Plinia sebastianopolitana","G.M.Barroso","isotype","Sucre, D","7358","1971","01","10","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Mata do Rumo","-43.21","-22.9",NA,NA,"Arbusto umbrófilo com até 3m de altura, crescendo em formação de mata secundária, fuste com a cortex castanho escuro, não decorticante, lamina da folha verde escuro lucida na parte ventral, digo dorsal, extremo desramos castanho escuro","UB0040102","UB0040102",NA,"Souza, MC","2012","12",NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA
"32","2021-02-23 13:22:55-03","MN","R-TIPOS","212534","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","sebastianopolitana","Plinia sebastianopolitana","G.M. Barroso","Isotypus","Sucre Benjamin, D.","7358","1971","01","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mata do Rumo","-43.2075004577637","-22.9027996063232","57442",NA,NA,"R000212534","R000212534_001","auto","Barroso, G.M.","1992","10","23",NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Calyptranthes","bimarginata","Calyptranthes bimarginata","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","ad montem Telegraphum ferentem prope urbem Rio de Janeiro","-43.2075","-22.9028","57442",NA,"Dryas; HABITAT: Dryas",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 12:44:16-03","UFRGS","ICN","123944","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","ilhensis","Plinia ilhensis","Barroso","Isotypus","Sucre, D","2010","1967","12","24","América do Sul","Brasil","RJ","Bahia de Sepetiba","Ilha Furtada",NA,NA,NA,NA,"ISOTYPUS, arbusto com mais ou menos 2.50m de altura, rupicola, crescendo na costa da ilha, flor branca.","ICN00000416","ICN00000416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-08 12:44:17-03","UFRGS","ICN","123945","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","sebastianopolitana","Plinia sebastianopolitana","Barroso","Isotypus","Sucre, D","7358","1971","01","10","América do Sul","Brasil","RJ","Mata do Rumo",NA,NA,NA,NA,NA,"ISOTYPUS, arbusto com até 3m de altura, em formação secundária.","ICN00000417","ICN00000417 ICN00000417_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:12:34-03","IBt","SP","468460","S","Plantae",NA,NA,"Myrtaceae","Plinia","sebastianopolitana","Plinia sebastianopolitana","G.M.Barroso","Isotype","Sucre, D","7358","1971","01","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mata do Rumo","-43.2075004577637","-22.9027996063232","57442",NA,"Arbusto umbrófilo com até 3 m alt. Crescendo em formação de mata secundária, fuste com córtex castanho-escuro, não esfoliante; folhas verde-escuro, lúcida na face ventral e verde-claro fosco na face dorsal. Botões florais albo-amarelado","SP002906","SP002906","auto","Barroso, GM","1992","10","23",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:12:34-03","IBt","SP","468461","S","Plantae",NA,NA,"Myrtaceae","Plinia","sebastianopolitana","Plinia sebastianopolitana","G.M.Barroso","Isotype","Sucre, D","7358","1971","01","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mata do Rumo","-43.2075004577637","-22.9027996063232","57442",NA,"Arbusto umbrófilo com até 3 m alt. Crescendo em formação de mata secundária, fuste com córtex castanho-escuro, não esfoliante; folhas verde-escuro, lúcida na face ventral e verde-claro fosco na face dorsal. Botões florais albo-amarelado","SP002907","SP002907","auto","Barroso, GM","1992","10","23",NA,NA,NA,NA,NA,NA,NA,NA
"38","2014-09-23 10:58:54-03","G","G","G00301855","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","bimarginata","Calyptranthes bimarginata","O. Berg","ISOTYPUS of Calyptranthes bimarginata O. Berg","Riedel, L.",NA,"1832",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=235833&base=img&lang=en","G00301855","G00301855",NA,"Araujo, A. C. & E. Lucas","2011","01","01","-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA
