"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","order","verbatimLongitude","verbatimLatitude","imagecode","yearIdentified","monthIdentified","continentOcean","class","individualCount","typeStatus","dayIdentified"
"20","2019-11-13 11:26:54-03","USP","SPF","67439","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","filibracteata","Myrceugenia filibracteata","(Burret) D.Legrand","Mattos, J","Mattos, J","11461","1964","03","05","Brasil","São Paulo","Santo André","Paranapiacaba","-46.5299987792969","-23.6599998474121","27258",NA,"SPF00067439","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-13 11:26:54-03","USP","SPF","199693","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","1988","2007","11","15","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.952833","-26.050767",NA,NA,"SPF00199693",NA,NA,NA,NA,"-48.952833","-26.050767",NA,"2019","05",NA,NA,NA,NA,NA
"22","2019-11-13 11:26:54-03","USP","SPF","199694","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","2022","2007","12","20","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.9578","-26.0309",NA,NA,"SPF00199694",NA,"1270","1270",NA,"-48.9578","-26.0309",NA,"2019","05",NA,NA,NA,NA,NA
"23","2019-11-13 11:26:54-03","USP","SPF","199695","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","1935","2007","09","21","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.931055","-26.061654",NA,NA,"SPF00199695",NA,NA,NA,NA,"-48.931055","-26.061654",NA,"2019","05",NA,NA,NA,NA,NA
"24","2019-11-13 11:26:54-03","USP","SPF","199696","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Anônimo","Vieira, FCS","1991","2007","11","15","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.952833","-26.050767",NA,NA,"SPF00199696",NA,NA,NA,NA,"-48.952833","-26.050767",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-13 11:26:54-03","USP","SPF","199697","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","1950","2007","09","21","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.953083","-26.050108",NA,NA,"SPF00199697",NA,"1200","1200",NA,"-48.953083","-26.050108",NA,"2019","05",NA,NA,NA,NA,NA
"26","2019-11-13 11:26:54-03","USP","SPF","199698","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Anônimo","Vieira, FCS","1938","2007","09","20","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.954448","-26.060886",NA,NA,"SPF00199698",NA,NA,NA,NA,"-48.954448","-26.060886",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-13 11:26:54-03","USP","SPF","199699","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","1933","2007","09","21","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.951903","-26.027196",NA,NA,"SPF00199699",NA,"1390","1390",NA,"-48.951903","-26.027196",NA,"2019","05",NA,NA,NA,NA,NA
"28","2019-11-13 11:26:54-03","USP","SPF","199700","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","1982","2007","11","15","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.950018","-26.046094",NA,NA,"SPF00199700",NA,NA,NA,NA,"-48.950018","-26.046094",NA,"2019","05",NA,NA,NA,NA,NA
"29","2019-11-13 11:26:54-03","USP","SPF","67438","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Vieira, FCS","Handro, O","1056","1963","03","18","Brasil","São Paulo","Santo André","Reserva Biológica Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","27258",NA,"SPF00067438","auto",NA,NA,NA,NA,NA,NA,"2019","05",NA,NA,NA,NA,NA
"30","2021-03-25 13:52:50-03","UNIVILLE","JOI","4991","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Sobral, M.","F.C.S. Vieira","1282","2005","09","07","Brasil","Santa Catarina","Garuva","Serra Quiriri.","-48.8549995422363","-26.0266990661621","22441","; HABITAT: mata nebular; HABITO: arvoreta, terrestre","JOI004991","auto","1200","1200",NA,NA,NA,"JOI004991","2008","06",NA,NA,NA,NA,"03"
"31","2019-11-01 15:05:56-03","UnB","UB","131408","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D. Legrand & Kausel","Proença, CEB","Mattos, J","11461","1964","03","05","Brasil","São Paulo",NA,"Estação Ecológica",NA,NA,NA,"Flores brancas.; Arbusto 1,7m.; Mata virgem",NA,NA,NA,NA,NA,NA,NA,NA,"1981",NA,"Southern America",NA,NA,NA,NA
"32","2019-10-03 10:04:16-03","UFSCar","SORO","4301","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel",NA,"Mattos, J.; Mattos, N.","15623",NA,NA,NA,"Brasil","São Paulo","Paranapiacaba","Estação Biologica ( Via ferrea São Paulo-Santos)",NA,NA,NA,"Na mata virgem. Arbusto com ca. 1,5m de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-03 10:04:16-03","UFSCar","SORO","4302","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel",NA,"Mattos, J.; Mattos, N.","14838","1967","07","27","Brasil","São Paulo","Paranapiacaba","Estação Biologica ( Via ferrea São Paulo-Santos)",NA,NA,NA,"Na mata. Arbusto ca. 2,5m alt., frutos pouco desenvolvidos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-03 10:04:16-03","UFSCar","SORO","3247","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel",NA,NA,"2784","1977","12","02","Brasil","São Paulo","Paranapiacaba","Estação Biológica","-46.25","-23.833333",NA,"Subarbusto 2m.",NA,NA,NA,NA,NA,"46°15'W","23°50'S",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-03 10:04:16-03","UFSCar","SORO","4303","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel",NA,"Guerra, T.P.; Kirizawa, M.","74","1984","05","22","Brasil","São Paulo","Santo André","Estação Biológica do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","27258","Arbusto 2,5m alt., flor branca.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-04 15:45:28-03","IF","SPSF","31573","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","((Burret))","L. Meireles","R.J.F. Garcia & A.P.Santos-Gonçalves & T.Filgueiras & K.Matsumoto","2126","2002","02","14","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273","53584","COLETA: Arbusto de 1,7m de altura;folhas discolores, as mais novas avermelhadas; botões ferrugineos.; GEOGRAFIA: Inicio da trilha do Rio Embu-Guaçu. Mata baixa.;",NA,"auto",NA,NA,"Myrtales",NA,NA,NA,"2013","10","América do Sul","Magnoliopsida",NA,NA,"10"
"37","2021-03-04 15:45:28-03","IF","SPSF","29748","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei",NA,NA,"F.M.Souza","100","2001","04","12","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273","53584","COLETA: XLS: SPSFAntigo;",NA,"auto",NA,NA,"Myrtales",NA,NA,NA,NA,NA,"América do Sul","Magnoliopsida",NA,NA,NA
"38","2021-03-04 15:45:28-03","IF","SPSF","22876","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) (D.Legrand & Kausel & Kiaersk.)","L. Meireles","P.Affonso & R.J.F.Garcia & M.Goems Neto & E.H.Silva","194","1998","03","07","Brasil","SP","São Paulo","P.E.Serra do Mar, Curucutu","-46.6300010681152","-23.5400009155273","53584","COLETA: Arvoretade 1,7m de altura; flor branca.; GEOGRAFIA: Trilha do Mirante, na subida da trilha.;",NA,"auto",NA,NA,"Myrtales",NA,NA,NA,"2013","12","América do Sul","Magnoliopsida",NA,NA,"10"
"39","2021-03-04 15:45:28-03","IF","SPSF","29629","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","((Kausel) & (D.Legrand)) (Burret)",NA,"F.M.Souza","53","2001","04","11","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.733333","-23.983333",NA,"COLETA: botõesna cor amarelo.; GEOGRAFIA: Trilha do Campo.&nf;Floresta Ribeirinha Altomontana com Campo adjacente.;",NA,NA,"800","800","Myrtales",NA,NA,NA,NA,NA,"América do Sul","Magnoliopsida",NA,NA,NA
"40","2021-03-04 15:45:28-03","IF","SPSF","47973","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","((Kausel) & (D.Legrand)) (Burret)","O.T. Aguiar","M.G.K.Cornia & N.M.Ivanauskas & T.N.P. Melo & L.N.Gonçalves","15","2013","12","16","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.266389","-22.526667",NA,"COLETA: Árvore de 5m. Flores velhas; GEOGRAFIA: Floresta ombrófila mista;",NA,NA,"1307","1307","Myrtales",NA,NA,NA,"2014","04","América do Sul","Magnoliopsida",NA,NA,"01"
"41","2021-02-08 12:44:04-03","UFRGS","ICN","121186","S","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Molz, M","Cordeiro, J; Barbosa, E","908","1992","11","19","Brasil","SC","Campo Alegre","Serra do Iquererim","-49.2655982971191","-26.1924991607666","37493","Arbusto 2m; frutos imaturos. Matinha nebular. V. Landrum, Fl. Neotrop. 29: 103. 1981.",NA,"auto","1000","1000",NA,NA,NA,NA,"2017","08","América do Sul",NA,NA,NA,"10"
"42","2019-11-21 10:11:49-03","IBt","SP","17200","S","Plantae",NA,"Myrtaceae","Luma","hoehnei","Luma hoehnei","Burret","Burret, M","Gehrt, A","s.n.","1926","04","01","Brasil","São Paulo","Cubatão","Raiz da Serra","-46.4199981689453","-23.8899993896484","15123","Árvore, flores alvas","SP001358","auto",NA,NA,NA,NA,NA,"SP001358","1941",NA,NA,NA,NA,"Holotype",NA
"43","2019-11-21 10:11:55-03","IBt","SP","158052","S","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel",NA,"Landrum, LR","2784",NA,NA,NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, about 30km north of Santos, wet foggy evergreen forest","-46.25","-23.833333",NA,"Shrub 2 m tall","SP057560",NA,"900","900",NA,"-46.25","-23.833333","SP057560",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:11:55-03","IBt","SP","312163","S","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Sobral, M","Cordeiro, J; Barbosa, E","908","1992","11","19","Brasil","Santa Catarina","Campo Alegre","Serra do Iquererim.","-49.2655982971191","-26.1924991607666","37493","Arbusto 2m alt., frutos imaturos, matinha nebular.","SP057557","auto","1000","1000",NA,NA,NA,"SP057557","1994",NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:11:55-03","IBt","SP","77639","S","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel",NA,"Mattos, J","11461","1964","03","05","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","27258","Na mata virgem, arbusto de 1,7m de alt., flores brancas","SP057562","auto",NA,NA,NA,NA,NA,"SP057562","1964","03",NA,NA,NA,NA,NA
"46","2019-11-21 10:11:55-03","IBt","SP","65714","S","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Landrum, LR","Handro, O","1056","1963","03","18","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","27258",NA,"SP057556","auto",NA,NA,NA,NA,NA,"SP057556","1980",NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:11:55-03","IBt","SP","197718","S","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel","Sugiyama, M","Guerra, TP; Kirizawa, M","74","1984","05","22","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","27258","Arbusto de 2,5m., flor branca","SP057558","auto",NA,NA,NA,NA,NA,"SP057558","1986","12",NA,NA,NA,NA,"02"
"48","2019-11-21 10:11:55-03","IBt","SP","102229","S","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel",NA,"Mattos, J; Mattos, N","14838","1967","07","27","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121","27258","Na mata, arbusto com ca. de 2,5m de alt., frutos pouco desenvolvidos","SP057559","auto",NA,NA,NA,NA,NA,"SP057559",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:11:55-03","IBt","SP","115732","S","Plantae",NA,"Myrtaceae","Myrceugenia","hoehnei","Myrceugenia hoehnei","(Burret) D.Legrand & Kausel",NA,"Mattos, J; Mattos, N","15623","1971","07","26","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121","27258","Na mata virgem, arbusto com ca. de 1,5m de alt.","SP057561","auto",NA,NA,NA,NA,NA,"SP057561",NA,NA,NA,NA,NA,NA,NA
