"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet"
"441","2020-09-12 05:00:02-03","US","US","2325810","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"L. Smith & R. M. Klein","10964","1957","2","7","Brazil","Santa Catarina","Caçador","Pinheiral, 8km north of Caçador","-51.0149993896484","-26.7752990722656",NA,NA,"950","1100",NA,"US01898483","US01898483_01 US01898483_02",NA,"Myrtales","South America - Neotropics",NA,NA,"38516","auto","Dicotyledonae",NA,NA,"1",NA,NA
"442","2020-09-12 05:00:02-03","US","US","3034564","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"G. Hatschbach","42215","1979","3","27","Brazil","Paraná","Rio Branco do Sul","Serra do Caete","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,"US01898461","US01898461_01 US01898461_02",NA,"Myrtales","South America - Neotropics",NA,NA,"37352","auto","Dicotyledonae",NA,NA,"1",NA,NA
"443","2020-09-12 05:00:02-03","US","US","2249317","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"L. Smith & R. Reitz","9009","1956","12","21","Brazil","Santa Catarina","Caçador","Fazenda Carneiros,","-51.0149993896484","-26.7752990722656",NA,NA,NA,NA,NA,"US01898485","US01898485_01 US01898485_02",NA,"Myrtales","South America - Neotropics",NA,NA,"38516","auto","Dicotyledonae",NA,NA,"1",NA,NA
"444","2020-09-12 05:00:02-03","US","US","3026507","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"R. Kummrow","1481","1981","2","19","Brazil","Paraná","Campo do Tenente","Fazenda Campo de Fora","-49.6828002929688","-25.978099822998",NA,NA,NA,NA,NA,"US01898460","US01898460_01 US01898460_02",NA,"Myrtales","South America - Neotropics",NA,NA,"17005","auto","Dicotyledonae",NA,NA,"1",NA,NA
"445","2020-09-12 05:00:02-03","US","US","2555477","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"G. Eiten & I. Mimura","3354","1961","10","4","Brazil","São Paulo","São José dos Campos","´7 km south and 2,1 km east of main plaza of São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,NA,"US01898471","US01898471_01 US01898471_02",NA,"Myrtales","South America - Neotropics",NA,NA,"39297","auto","Dicotyledonae",NA,NA,"1",NA,NA
"446","2020-09-12 05:00:02-03","US","US","2822544","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"G. Eiten & L. T. Eiten",NA,"1968","8","24","Brazil","Mato Grosso","Barra do Garças","City of Xavantina on the Rio das Mortes. Outskirts of the city, WSW of center, along road near river","-52.35","-14.7",NA,NA,"450",NA,NA,"US01898463","US01898463_01 US01898463_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"447","2020-09-12 05:00:02-03","US","US","2535330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"R. M. Klein","3535","1962","12","7","Brazil","Santa Catarina","Caçador","Fazenda dos CArneiros","-51.0149993896484","-26.7752990722656",NA,NA,"1100",NA,NA,"US01898478","US01898478_01 US01898478_02",NA,"Myrtales","South America - Neotropics",NA,NA,"38516","auto","Dicotyledonae",NA,NA,"1",NA,NA
"448","2020-09-12 05:00:02-03","US","US","3424665","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"A. Kegler","645","2000","2","12","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech","-51.1794013977051","-29.1681003570557",NA,NA,"780",NA,NA,"US01898455","US01898455_01 US01898455_02",NA,"Myrtales","South America - Neotropics",NA,NA,"49662","auto","Dicotyledonae",NA,NA,"1",NA,NA
"449","2020-09-12 05:00:02-03","US","US","3144880","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"R. Wasum",NA,"1988","11","18","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech, Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,"700",NA,NA,"US01898459","US01898459_01 US01898459_02",NA,"Myrtales","South America - Neotropics",NA,NA,"49662","auto","Dicotyledonae",NA,NA,"1",NA,NA
"450","2020-09-12 05:00:02-03","US","US","3387587","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"A. Kegler","318","1999","10","27","Brazil","Rio Grande do Sul","Caxias do Sul","Agudo, Criúva, na orla de mata","-51.1794013977051","-29.1681003570557",NA,NA,"780",NA,NA,"US01898458","US01898458_01 US01898458_02",NA,"Myrtales","South America - Neotropics",NA,NA,"49662","auto","Dicotyledonae",NA,NA,"1",NA,NA
"451","2020-09-12 05:00:02-03","US","US","2484253","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"G. Hatschbach","12749","1965","9","11","Brazil","Paraná","Paranaguá","Caiobá, Morro do Voi","-48.5092010498047","-25.5200004577637",NA,NA,"100",NA,NA,"US01898468","US01898468_01 US01898468_02",NA,"Myrtales","South America - Neotropics",NA,NA,"24916","auto","Dicotyledonae",NA,NA,"1",NA,NA
"452","2020-09-12 05:00:02-03","US","US","2535445","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"R. Reitz & Klein, --","6057","1958","1","9","Brazil","Santa Catarina","Campo Alegre","Morro do Iquereria","-49.2655982971191","-26.1924991607666",NA,NA,"1400",NA,NA,"US01898482","US01898482_01 US01898482_02",NA,"Myrtales","South America - Neotropics",NA,NA,"37493","auto","Dicotyledonae",NA,NA,"1",NA,NA
"453","2020-09-12 05:00:02-03","US","US","2743299","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"L. Smith & R. M. Klein","15735","1971","12","8","Brazil","Santa Catarina","Porto União","8 km east of Porto União, swamp","-51.0783004760742","-26.2381000518799",NA,NA,NA,NA,NA,"US01898476","US01898476_01 US01898476_02",NA,"Myrtales","South America - Neotropics",NA,NA,"41804","auto","Dicotyledonae",NA,NA,"1",NA,NA
"454","2020-09-12 05:00:02-03","US","US","1951721","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,NA,"812","1944","2","18","Brazil","São Paulo","Itaporanga",NA,"-49.4900016784668","-23.7000007629395",NA,NA,NA,NA,NA,"US01898472","US01898472_01 US01898472_02",NA,"Myrtales","South America - Neotropics",NA,NA,"24006","auto","Dicotyledonae",NA,NA,"1",NA,NA
"455","2020-09-12 05:00:02-03","US","US","2535337","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"R. M. Klein","3354","1962","12","6","Brazil","Santa Catarina","Lebon Régis",NA,"-50.6953010559082","-26.9288997650146",NA,NA,"900",NA,NA,"US01898479","US01898479_01 US01898479_02",NA,"Myrtales","South America - Neotropics",NA,NA,"33793","auto","Dicotyledonae",NA,NA,"1",NA,NA
"456","2020-09-02 16:33:52-03","Cenargen","CEN","13318","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","C. E. B. Proença","1991",NA,NA,"Bruno Machado Teles Walter","302","1989","07","31","Brasil","MG","FORMOSO","Parque Nacional Grande Sertão Veredas. 10 km a Noroeste da fazenda do Sr. Edgar, próximo ao Rio Carinhanha.","-45.783333","-15.15","-45.783333","-15.15","760","760","Frutos pequenos. Folhas cartáceas. Doação do Projeto Biogeografia do Bioma Cerrado. Convênio SEPLAN/FUB/IBGE/EMBRAPA/FZDF.","CEN00013318","CEN00013318",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"1",NA,NA
"457","2020-09-02 16:33:52-03","Cenargen","CEN","82801","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","I. E. Santo","2012","07",NA,"Gert Guenther Hatschbach","11123","1964","11","18","Brasil","PR","QUITANDINHA","Pangaré","-49.4977989196777","-25.8724994659424",NA,NA,NA,NA,"Habitat do araucarieto, Doação do HERBARIUM BRADEANUM HB 29723","CEN00082801","CEN00082801",NA,NA,NA,"Exsicatas",NA,"23314","auto",NA,NA,NA,"1",NA,NA
"458","2019-12-09 17:30:21-03","UFPR","EFC","2766","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M.","1997","09","12","Vicentini, A.; Tramujas, A.P.","52","1992","01","22","Brasil","Paraná","Pinhais","Faz. Canguiri - Capão do Corvo","-49.1324","-25.3896","-49.1324","-25.3896",NA,NA,"Árvore em sub-bosque de capão com araucária, 900m s.n.m. Flores amareladas","EFC002766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2019-12-09 17:30:23-03","UFPR","EFC","17447","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,"2008","01","31","Simeoni, P.F.B.",NA,"2006","02","01","Brasil","Paraná","Quatro Barras","Estrada velha graciosa","-49.2407","-25.4482","-49.2407","-25.4482","919","919","Árvore","EFC017447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2019-12-09 17:30:23-03","UFPR","EFC","18121","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"Liebsch, D.","1352","2008","02","29","Brasil","SC","Vargem Bonita","Faz. Campina da Alegria","-51.791495","-26.871228","-51.791495","-26.871228","1030","1030","Arvoreta com 4 metros, flores brancas e frutos pretos","EFC018121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2020-10-15 09:53:57-03","UFPR","EFC","18721","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Bizarro, O.M.R.","2020","01","03","Bizarro, O.M.R.; Blum, C.T","166","2020","01","03","Brasil","Paraná","Curitiba","Capão do CIFLOMA","-49.241617","-25.449135","-49.241617","-25.449135","895","895","Árvore de 8m de altura, estrato intermediário de floresta ombrófila mista aluvial, sem estruturas reprodutivas","EFC018721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2019-12-09 17:30:21-03","UFPR","EFC","6968","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.",NA,NA,NA,NA,"Tiepolo, G.; Svolenski, A.C.","570","1996","11","17","Brasil","Paraná","Campo Largo","Caverna de Pinheirinho","-49.6366","-25.0036","-49.6366","-25.0036","510","510","Árvore com 3 metros de altura, situada na beira do rio Ribeira, frutos imaturos verdes.","EFC006968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2019-12-09 17:30:21-03","UFPR","EFC","13718","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, C.L.","2015","02","15","Ribeiro, C.L.","163","2015","02","15","Brasil","Santa Catarina","Lages",NA,"-50.4677","-27.9345","-50.4677","-27.9345","939","939",NA,"EFC013718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-10-15 09:53:57-03","UFPR","EFC","15522","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Souza, I.","2017","02","06","Monastier, S.R",NA,"2016","11","20","Brasil","Paraná","Curitiba","Bairro São Lourenço","-49.2665","-25.3916","-49.2665","-25.3916","926","926","Arvoreta, 4,5 m. Flores alvas, bastante perfumadas. Floresta Ombrófila Mista alterada com subosque suprimido","EFC015522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2019-12-09 17:30:23-03","UFPR","EFC","16308","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Vieira, R.S.","2018","03","01","Dall Agnol, R.T.",NA,"2018","01","19","Brasil","Paraná","Curitiba","Bosque do alemão","-49.2869","-25.4046","-49.2869","-25.4046","966","966","Arvoreta 2m, em encosta, flores alvas e botões verdes. Floresta Ombrófila Mista Montana","EFC016308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2019-12-09 17:30:21-03","UFPR","EFC","6860","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M.","1997","09","12","Koehler, A.","43","1995","03","21","Brasil","Paraná","Curitiba","Bosque do Banestado, bairro Santa Cândida","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, cerca de 5m de altura","EFC006860",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"467","2019-12-09 17:30:21-03","UFPR","EFC","3029","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M.","1997","09","12","Ziller, S.R.","209","1992","08","05","Brasil","Paraná","Piraquara","Bacia do rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Árvore em capão, casca pururuca em placas retangulares verticais. Casca via rosa-claro. Frutos imaturos. __COMMOM_NAME__: guamirim","EFC003029",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"468","2019-12-09 17:30:21-03","UFPR","EFC","3013","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M.","1997","09","12","Portes, M.C.; Ziller, S.R.","22","1992","11","13","Brasil","Paraná","Piraquara","Bacia do rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Árvore em capão, casca grosseira fissurada, descamação em placas pequenas. Casca viva rosa-claro. Frutos imaturos. __COMMOM_NAME__: Guamirim","EFC003013",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"469","2019-12-09 17:30:21-03","UFPR","EFC","13708","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, C.L.","2015","04","01","Ribeiro, C.L.","147","2015","03","07","Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"Arvore em afloramento rochoso","EFC013708",NA,NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA
"470","2019-12-09 17:30:21-03","UFPR","EFC","5797","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Hatschbach, G.","1996","03","01","Hatschbach, G.; Ziller, S.R.; Muniz, J.S.","64513","1996","02","24","Brasil","Paraná","Pinhão","Rio Reserva, salto da Fazenda Reserva","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"Árvore 4m. Flores alvas. Mata do canyon abaixo do salto.","EFC005797",NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA
"471","2019-11-13 11:26:47-03","USP","SPF","185546","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Cardim, RH","3","2006","07","08","Brasil","São Paulo","Pedra Bela",NA,"-46.399167","-22.745","-46.399167","-22.745","1103","1103",NA,"SPF00185546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2019-11-13 11:26:47-03","USP","SPF","185549","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Cardim, RH","55","2007","01","26","Brasil","São Paulo","Pedra Bela",NA,"-46.399167","-22.745","-46.399167","-22.745","1103","1103",NA,"SPF00185549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2019-11-13 11:26:47-03","USP","SPF","185552","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2018","04",NA,"Cardim, RH","37","2006","10","05","Brasil","São Paulo","Pedra Bela",NA,"-46.399167","-22.745","-46.399167","-22.745","1103","1103",NA,"SPF00185552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2021-03-15 18:28:59-03","USP","SPF","223787","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2018","04",NA,"Santos, MF","665","2011","03","26","Brasil","Santa Catarina","Santa Cecília","Rodovia BR-116, entre Ponte Alta do Norte e Santa Cecília. Área florestal na margem direita da rodovia (sentido Monte Castelo).","-50.363222","-26.824194","-50.363222","-26.824194","1235","1235","Arvoreta, 2,5 m alt. Ramo acinzentado. Pedicelo, cálice e pétalas avermelhados; estames e estilete alvos.; Fragmento com curso d'agua próximo, em meio ao pasto. Planta coletada na borda.","SPF00223787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2019-11-13 11:26:47-03","USP","SPF","41502","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Anônimo",NA,NA,NA,"Mattos, J","10277","1962","06","20","Brasil","Minas Gerais","Baependi",NA,"-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,"SPF00041502",NA,NA,NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA
"476","2019-11-13 11:26:47-03","USP","SPF","46496","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Pirani, JR","432","1983","01","15","Brasil","Paraná","Clevelândia",NA,"-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,NA,"SPF00046496",NA,NA,NA,NA,NA,NA,"30860","auto",NA,NA,NA,NA,NA,NA
"477","2019-11-13 11:26:47-03","USP","SPF","150417","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Silva, JM","1641","1996","02","05","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"SPF00150417",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"478","2019-11-13 11:26:47-03","USP","SPF","164701","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Mazine, FF","1013","2003","11","10","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"SPF00164701",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"479","2019-11-13 11:26:47-03","USP","SPF","150418","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Barbosa, E","439","2000","04","08","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"SPF00150418",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"480","2019-11-13 11:26:47-03","USP","SPF","161884","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Silva, JM","3705","2002","10","25","Brasil","Paraná","Itaperuçu",NA,"-49.3478012084961","-25.2199993133545",NA,NA,NA,NA,NA,"SPF00161884",NA,NA,NA,NA,NA,NA,"36235","auto",NA,NA,NA,NA,NA,NA
"481","2019-11-13 11:26:47-03","USP","SPF","115599","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Hatschbach, G","64513","1966","02","24","Brasil","Paraná","Pinhão",NA,"-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"SPF00115599",NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA
"482","2019-11-13 11:26:47-03","USP","SPF","167174","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Chagas-Silva, F","2216","1998","01","15","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,"SPF00167174",NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"483","2019-11-13 11:26:47-03","USP","SPF","115598","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Ribas, OS","1175","1996","02","10","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"SPF00115598",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"484","2019-11-13 11:26:47-03","USP","SPF","116164","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2018","04",NA,"Costa, JD","721","1985","10","08","Brasil","São Paulo","São Paulo","Parque Previdência","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00116164",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"485","2019-11-13 11:26:47-03","USP","SPF","145411","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Ribeiro, CL","2019","06",NA,"Groppo, M","383","2000","03","07","Brasil","São Paulo","Socorro",NA,"-46.5200004577637","-22.5900001525879",NA,NA,NA,NA,NA,"SPF00145411",NA,NA,NA,NA,NA,NA,"17674","auto",NA,NA,NA,NA,NA,NA
"486","2019-11-13 11:26:47-03","USP","SPF","98228","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Aguiar, OT","1994","07","04","Pastore, JA","505","1994","06","21","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,"SPF00098228",NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"487","2014-04-04 18:27:57-03","PNFM","IRAI","7604","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Cordeiro, J.; Barbosa, E.","2011","01","01","Caxambu, M.G.","2883","2009","11","13","Brasil","Paraná","Turvo","Arredores","-51.525806","-25.039528","-51.525806","-25.039528","1007","1007","Arvoreta ca. 3 m, heliófita. Frutos longo dos ramos, imaturos verdes e maduros negros. Solo neossolo litólico. Relevo ondulado. Vegetação floresta ombrófila mista montana","IRAI00007604",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2021-03-25 13:52:50-03","UNIVILLE","JOI","18461","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Vieira, F.C.S.","2018","01","25","Vieira, F.C.S.","2807","2018","01","20","Brasil","Santa Catarina","Joinville","Campina dos Farias, sitio Surucuá. APA Dona Francisca","-49.134167","-26.125278","49º8'3''W","26º7'31''S","960","960",NA,"JOI018461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2021-03-25 13:52:50-03","UNIVILLE","JOI","18028","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Vieira, F.C.S.","2019","02","02","Vieira, F.C.S. & Schwirkowski, P.","2445","2019","02","02","Brasil","Santa Catarina","Campo Alegre","Estrada para Jaraguá do Sul.",NA,"-26.231944",NA,"26º13'55''S","1000","1000","Botão Habitat: Floresta Ombrófila Mista Habito: Arvoreta","JOI018028","JOI018028 JOI018028_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2021-03-25 13:52:50-03","UNIVILLE","JOI","3621","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","L.H. Soares e Silva","2004","02","03","A.L. cavalheiro et al.","164","1999","12","03","Brasil","Paraná","Ortigueira","Sítio São João.","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"; HABITAT: borda da mata, matriz do viveiro; HABITO: Árvore","JOI003621","JOI003621",NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"491","2021-03-25 13:52:50-03","UNIVILLE","JOI","4992","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","F.C.S. Vieira","2005","11","01","F.C.S. Vieira","1290","2005","09","07","Brasil","Santa Catarina","Garuva","Serra Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1200","1200","; HABITAT: mata nebular; HABITO: arvoreta, terrestre","JOI004992","JOI004992",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"492","2021-03-25 13:52:50-03","UNIVILLE","JOI","14019","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","F.C.S. Vieira","2009","01","01","F.C.S. Vieira","2122","2009","01","31","Brasil","Santa Catarina","Garuva","Serra Quiriri, alto Quiriri, fragmento Tabajara, Ponto Taba.","-48.8549995422363","-26.0266990661621",NA,NA,"1288","1288","; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI014019","JOI014019",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"493","2021-03-25 13:52:50-03","UNIVILLE","JOI","10404","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","F.C.S. Vieira","2007","06","06","F.C.S. Vieira","2091","2007","12","20","Brasil","Santa Catarina","Garuva","Serra Quiriri, morro Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1500","1500","; HABITAT: capão de mato, topo; HABITO: arbusto","JOI010404","JOI010404",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
