"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"104","2020-08-31 09:10:43-03","INPA","INPA","87940","S","Plantae","Dicotyledon Eudicots","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, HO","Hatschbach, GG","21299","1969","04","01","Southern America","Brasil","Paraná","Morretes","Estr. Graciosa, Vista Cavalcante.","-48.834400177002","-25.476900100708",NA,NA,"INPA0087940","INPA0087940 INPA0087940_e",NA,NA,NA,"30514","auto","1969",NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-11-24 14:12:14-02","UFLA","ESAL","26971","S","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Garcia, PO","Batista, TA; Naves, A R Coelho","377",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamonte","Hotel casa alpina","-44.8699989318848","-22.283899307251",NA,"arvoreta; 1,5m; botões florais verdes;",NA,NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-01 11:51:10-03","UFPE","UFP","80225","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Barbosa, E","Barbosa, E; Cordeiro, J; Lozano, E; Martin, VC","2625","2009","12","05",NA,"Brasil","Parana","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,"Arbusto, 1,20 m. Flor creme. Alto do morro.","UFP080225",NA,NA,NA,NA,"55154","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-09-12 05:00:02-03","US","US","3195837","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"J. M. Silva & G. Hatschbach","747","1989","12","12","South America","Brazil","Paraná","Morretes","Estrada da Graciosa, próximo a Grota Funda","-48.834400177002","-25.476900100708",NA,NA,"US01337429","US01337429_01","400","600",NA,"30514","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"108","2020-09-12 05:00:02-03","US","US","2269134","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"L. Smith & R. M. Klein","8143","1956","12","3","South America","Brazil","Santa Catarina","Lages","8km. Along the Estrada de Rodagem Federal, south of Lages","-50.326099395752","-27.8160991668701",NA,NA,"US01337426","US01337426_01","900",NA,NA,"70701","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"109","2020-09-12 05:00:02-03","US","US","2270799","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"L. Emygdio de Mello Filho","1430","1957","4","20","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Pedra fronteira ao Abrigo Rebouças","-44.5633010864258","-22.4960994720459",NA,NA,"US01337424","US01337424_01",NA,NA,NA,"19648","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"110","2020-09-12 05:00:02-03","US","US","USw15095","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"L. B. Smith & R. Reitz","9098",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"111","2020-09-12 05:00:02-03","US","US","2631432","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"J. C. Lindeman & J. H. Haas","2827","1966","11","4","South America","Brazil","Paraná",NA,"Near Cantagalo, ca. 30 km E of Laranjeiras do Sul",NA,NA,NA,NA,"US01337430","US01337430_01","800",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"112","2020-09-12 05:00:02-03","US","US","2047053","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"G. J. Schwarz","7542","1949","2","18","South America","Brazil","Paraná",NA,"Sierra Funda",NA,NA,NA,NA,"US01337425","US01337425_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"113","2020-09-12 05:00:02-03","US","US","2403647","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"R. Reitz","6030","1958","5","7","South America","Brazil","Santa Catarina","Florianópolis","Trindade","-48.5491981506348","-27.596700668335",NA,NA,"US01337427","US01337427_01",NA,NA,NA,"27000","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"114","2020-09-12 05:00:02-03","US","US","3319172","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Boggan, J. K., (US), NMNH","G. Hatschbach","55","1969","4","1","South America","Brazil","Paraná","Morretes","Estr. Graciosa, Vista Cavalcante.","-48.834400177002","-25.476900100708",NA,"Specimen annotated by G.T. Prance (2001) as isotype of Roupala cyclocarpa K.S. Edwards & Prance. Not a type, name never published; this collection is cited as Roupala meisneri by G.T. Prance et al. (2007, Fl. Neotrop. Monogr. 100: 205).","US00664178","US00664178_01","300","500",NA,"30514","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"115","2020-09-12 05:00:02-03","US","US","2403646","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"R. Reitz","6030","1958","7","5","South America","Brazil","Santa Catarina","Florianópolis","Trindade, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,"n.v. Lenho na Xiloteca","US01337428","US01337428_01","10",NA,NA,"27000","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"116","2019-11-13 11:29:34-03","USP","SPF","170484","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Prance, GT","Silva, JM","2038","1997","10","05",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire","-49.0553016662598","-25.3055992126465",NA,NA,"SPF00170484",NA,NA,NA,NA,"55154","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-13 11:29:34-03","USP","SPF","170485","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Prance, GT","Silva, JM","2736","1998","12","29",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"SPF00170485",NA,NA,NA,NA,"37493","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-25 13:53:24-03","UNIVILLE","JOI","1658","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"F.C.S. Vieira","598","2004","11","20",NA,"Brasil","Santa Catarina","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621",NA,"; HABITAT: campo sujo; HABITO: arvoreta","JOI001658",NA,"1000","1000",NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-25 13:53:24-03","UNIVILLE","JOI","10426","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Fábio Vieira","F.C.S. Vieira","2086","2008","05","23",NA,"Brasil","Santa Catarina","Garuva","Serra Quiriri, cachoeira.","-48.8549995422363","-26.0266990661621",NA,"; HABITAT: mata ciliar; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI010426",NA,"1300","1300",NA,"22441","auto","2008",NA,NA,"05","23",NA,NA,NA,NA
"120","2019-10-07 09:23:40-03","UEFS","HUEFS","9725","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"Silva, J.M.","920","1991","01","08",NA,"Brasil","Paraíba","Quatro Barras",NA,NA,NA,NA,NA,"HUEFS0009725","HUEFS0009725",NA,NA,NA,NA,NA,NA,"Proteanae",NA,NA,NA,NA,NA,NA,NA
"121","2019-10-07 09:23:40-03","UEFS","HUEFS","104552","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"Silva, J.M.","2736","1998","12","29",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri.","-49.2655982971191","-26.1924991607666",NA,"Matinha nebular.","HUEFS0104552","HUEFS0104552",NA,NA,NA,"37493","auto",NA,"Proteanae",NA,NA,NA,NA,NA,NA,NA
"122","2015-03-07 09:06:34-03","F","FMNH-SEEDPLANTS","V0177700F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Proteaceae","Roupala","meisneri","Roupala meisneri",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0177700F","V0177700F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"123","2020-09-22 13:49:02-03","USP","SPFW","1123","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","H. Sleumer 1958","Smith ;Reitz","9098","1956","12","23",NA,"Brasil","Santa Catarina","Caçador",NA,"-51.0149993896484","-26.7752990722656",NA,NA,NA,NA,"900","1000",NA,"38516","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-12 17:02:48-03","UEL","FUEL","39007","PreservedSpecimen","Plantae","Tracheophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Prance, G","Silva, JM; et al.","2736","1998","12","29",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"FUEL017063",NA,NA,NA,NA,"37493","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-01 15:08:30-03","UnB","UB","166172","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Hatschbach, G","Kummrow, R","1457","1981","02","04","Southern America","Brasil","Paraná ","Piraquara","Colônia Maria Luiza","-49.0633010864258","-25.4416999816895",NA,"Árvore 4m. Flor creme.; Orla de mata",NA,NA,NA,NA,NA,"12577","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-08-20 20:41:56-03","UFSC","FLOR","20774","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Hatschbach, G.","Silva, J.M.; Hatschbach, G.","747","1989","12","12",NA,"Brasil","Paraná","Morretes","Estrada da Graciosa, próximo a Grota Funda.","-48.834400177002","-25.476900100708",NA,"árvore, flor alvacenta","FLOR0020774",NA,"400","400",NA,"30514","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-04 15:45:51-03","IF","SPSF","17614","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri",NA,NA,"J.M.Silva & C.B.Poliquesi","920","1991","01","08","América do Sul","Brasil","PR","Quatro Barras","borda do campo","-49.0769004821777","-25.3656005859375",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"17116","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"128","2021-02-18 17:09:35-03","FEPAGRO","BLA","4941","PreservedSpecimen","Plantae","Spermatophyta",NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","B. Rambo","O. R. Camargo",NA,"1957","12","08",NA,"Brasil","Rio Grande do Sul","Taquari","Estação Experimental de Pomicultura","-51.8643989562988","-29.7996997833252",NA,"Habitat: No mato","BLA004941",NA,"60","60",NA,"21657","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-22 16:23:54-03","FEPAGRO","BLA","10883","PreservedSpecimen","Plantae","Spermatophyta",NA,"Protaceae","Roupala","meisneri","Roupala meisneri","Sleumer","B. Rambo","O. R. Camargo",NA,"1957","12","10",NA,"Brasil","Rio Grande do Sul","Taquarí","Est. Exp. Pomicultura","-51.8643989562988","-29.7996997833252",NA,"Habitat: No mato.","BLA010883",NA,"60","60",NA,"21657","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-11-26 10:01:03-03","IBt","SP","382634","S","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"Silva, JM","2736","1998","12","29",NA,"Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:17:22-03","IBt","SP","246644","S","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"Barros, F; Ribeiro, JELS","2026","1990","12","05",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
