"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","483878","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","N. B. Deginani",NA,NA,NA,"J. C. Lindeman","1957","04","30","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,"NY00483878","NY00483878_01","Vicinity of Rio Branco do Sul.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474626' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"5233","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01405637","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","A. C. Cervi",NA,NA,NA,"W. R. Anderson","1973","04","29","Brazil","Goiás","Caiapônia","-51.8167","-17.1278",NA,NA,"NY01405637","NY01405637_01","Serra do Caiapó, ca. 20 km (straight line) S of Caiapônia, near Rio Claro","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990107' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"9431","South America","sheet",NA,"840","840",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","499010","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina bolosii","Cervi",NA,NA,NA,NA,"C. Medri","1998","03","28","Brazil","Paraná","Sapopema","-50.5803","-23.9108",NA,NA,"NY00499010",NA,"Salto das Orquídeas.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324073' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"597","South America","sheet",NA,NA,NA,"bolosii",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","483883","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","L. K. Escobar",NA,NA,NA,"J. C. Solomon","1988","02","14","Bolivia","La Paz","Pedro Domingo Murillo","-68.1","-16.13",NA,NA,"NY00483883",NA,"Valle del Río Zongo. 26.0 km al N de la cumbre.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474619' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"17820","South America","sheet",NA,"2600","2600",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01405616","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","A. C. Cervi",NA,NA,NA,"E. P. Heringer","1966","02","15","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY01405616","NY01405616_01","Plano pilotó Brasília","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989993' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"11001","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00955123","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","J. da Costa Sacco",NA,NA,NA,"H. S. Irwin","1966","01","13","Brazil","Distrito Federal","Brasília","-47.9","-15.73",NA,NA,"NY00955123","NY00955123_01","Confluence of Riberão Bananal with Lagoa Paranoá.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022277' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"11614","South America","sheet",NA,"975","975",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01405737","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","A. C. Cervi",NA,NA,NA,"H. S. Irwin","1970","01","22","Brazil","Goiás","Catalão","-47.80297","-18.02615",NA,NA,"NY01405737","NY01405737_01","Contraforte Central, ca. 22 km N.E. of Catalão","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989406' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"25161","South America","sheet",NA,"875","875",NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 07:55:00-03","NY","NYBG","484038","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"N. B. Deginani",NA,NA,NA,"A. L. Woolston","1961","04","29","Paraguay","San Pedro",NA,NA,NA,NA,NA,"NY00484038",NA,"Alto Paraguay: Primavera.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474628' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"1256","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00955189","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina amethystina","J.C.Mikan",NA,NA,NA,NA,"Y. E. J. Mexia","1929","12","29","Brazil","Minas Gerais","Viçosa","-42.860644","-20.766686",NA,NA,"NY00955189","NY00955189_01","Agricultural College lands; above Corriga Bartolomeo.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023517' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"4183","South America","sheet",NA,"680","680","amethystina",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","484007","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina amethystina","J.C.Mikan",NA,NA,NA,NA,"R. P. Belém","1965","07","01","Brazil","Bahia",NA,NA,NA,NA,NA,"NY00484007","NY00484007_01","Rodovia Itabuna - Uruçuca. Plantaçao de cacau.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=469257' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"1262","South America","sheet",NA,NA,NA,"amethystina",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00955171","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina amethystina","J.C.Mikan",NA,NA,NA,NA,"R. P. Belém","1965","01","09","Brazil","Goiás","Posse","-46.3692","-14.0933",NA,NA,"NY00955171","NY00955171_01","Rodovia Brasília-Fortaleza; 220 km de Formosa.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023342' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"150","South America","sheet",NA,NA,NA,"amethystina",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","483879","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","N. B. Deginani",NA,NA,NA,"J. C. Lindeman","1967","05","15","Brazil","Paraná","Nova Cantu","-52.5692","-24.6733",NA,NA,"NY00483879","NY00483879_01","Ca. 20 km S of Mamborê. Road from Funda to Fazenda S. Domingos.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474627' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"5310","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","483885","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","J. da Costa Sacco",NA,NA,NA,"H. S. Irwin","1968","01","26","Brazil","Goiás","Cocalzinho de Goiás","-48.95","-15.88",NA,NA,"NY00483885","NY00483885_01","20 km N.W. of Corumbá de Goiás, near Pico dos Pirineus. Serra dos Pirineus.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474624' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"19215","South America","sheet",NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00955125","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","A. C. Cervi",NA,NA,NA,"H. S. Irwin","1972","01","13","Brazil","Goiás","Corumbá de Goiás","-48.75395","-15.85",NA,NA,"NY00955125","NY00955125_01","Serra dos Pirineus, ca. 21 km E. of Pirenópolis.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022488' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"34008","South America","sheet",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","517251","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina amethystina","J.C.Mikan",NA,NA,NA,NA,"A. M. V. de Carvalho","1996","06","06","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,"NY00517251",NA,"Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=329885' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"6225","South America","sheet",NA,NA,NA,"amethystina",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","483881","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","L. K. Escobar",NA,NA,NA,"W. Hoehne","1964","04","04","Brazil","Rio de Janeiro","Rio de Janeiro","-43.482796","-23.016442",NA,NA,"NY00483881","NY00483881_01","Estado da Guanabara: Rio de Janeiro, prox. Recreio dos Bandeirantes.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474617' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"5720","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00955124","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","J. da Costa Sacco",NA,NA,NA,"H. S. Irwin","1968","02","02","Brazil","Distrito Federal","Brasília","-47.87","-15.7",NA,NA,"NY00955124","NY00955124_01","Near Córrego Landím, ca. 25 km N.E. of Brasília. Chapada da Contagem.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022464' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"19426","South America","sheet",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","483876","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","N. B. Deginani",NA,NA,NA,"G. G. Hatschbach","1967","03","12","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,"NY00483876","NY00483876_01","Curiola.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474629' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"16142","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00955127","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","F. A. Vitta",NA,NA,NA,"J. R. Pirani","1988","02","07","Brazil","Goiás","Goiânia","-49.2538986206055","-16.6786003112793",NA,NA,"NY00955127","NY00955127_01","Jardim Botânico, Reserva Florestal.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022527' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","25250","auto","2065","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01096413","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","S. de V. A. Pessôa",NA,NA,NA,"G. Martinelli","1977","06","08","Brazil","Rio de Janeiro","Nova Friburgo","-42.600655","-22.355623",NA,NA,"NY01096413","NY01096413_01","Morro da Caledonia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237364' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"2528","South America","sheet",NA,"1400","1600",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00483886","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","J. da Costa Sacco",NA,NA,NA,"H. S. Irwin","1968","02","10","Brazil","Minas Gerais",NA,"-43.73","-20.28",NA,NA,"NY00483886","NY00483886_01","Serra do Espinhaço. Serra do Itabirito, Minas Gerais, ca. 50 km SE of Belo Horizonte.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474623' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"19729","South America","sheet",NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00955122","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","J. da Costa Sacco",NA,NA,NA,"H. S. Irwin","1968","02","10","Brazil","Minas Gerais",NA,"-43.73","-20.28",NA,NA,"NY00955122","NY00955122_01","Serra do Espinhaço. Serra do Itabirito, Minas Gerais, ca. 50 km SE of Belo Horizonte.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022276' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"19729","South America","sheet",NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","483880","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan",NA,NA,NA,NA,"A. C. Cervi","1989","03","02","Brazil","Paraná","Quatro Barras","-49.0767","-25.3658",NA,NA,"NY00483880","NY00483880_01","Estrada da Graciosa, Rio do Corvo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474625' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"2616","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","483875","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","A. C. Cervi",NA,NA,NA,"G. G. Hatschbach","1968","04","24","Brazil","Paraná","Guaraniaçu","-52.8781","-25.1008",NA,NA,"NY00483875","NY00483875_01","Serra da Uniao","O. Guimaraes 261 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474622' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"19173","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","483884","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","S. de V. A. Pessôa",NA,NA,NA,"G. Martinelli","1978","05","09","Brazil","Rio de Janeiro","Nova Friburgo","-42.608692","-22.353106",NA,NA,"NY00483884","NY00483884_01","Morro da Caledônia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474620' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"4427","South America","sheet",NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02703768","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan",NA,NA,NA,NA,"M. A. Nadruz Coelho","2015","04","01","Brazil","Minas Gerais","Passa Quatro","-44.918333","-22.439444",NA,NA,"NY02703768","NY02703768_01","Estrada para pousada Serra Fina.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2988735' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"2948","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","821891","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","A. C. Cervi",NA,NA,NA,"W. W. Thomas","2002","08","02","Brazil","Bahia","Camacan","-39.56867","-15.39817",NA,NA,"NY00821891","NY00821891_01","Serra Bonita (Serra da Torre), 10 km N of Camacan on road to Jacareci, then 6.2 km. W on road to transmission towers","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=629181' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"13010","South America","sheet",NA,"920","950",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01405718","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","A. C. Cervi",NA,NA,NA,"W. R. Anderson","1972","02","15","Brazil","Minas Gerais",NA,"-43.3495","-18.4699",NA,NA,"NY01405718","NY01405718_01","Serra do Espinhaço, foothills east and south of Pico do Itambé, about halfway between summit and Santo Antonio de Itambé","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989324' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"36046","South America","sheet",NA,"950","1150",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00484008","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina amethystina","J.C.Mikan",NA,NA,NA,NA,"Y. E. J. Mexia","1930","03","09","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"NY00484008","NY00484008_01","Viçosa. Road to Barroso; about km 3.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=469255' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"4448","South America","sheet",NA,"690","690","amethystina",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","484006","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina amethystina","J.C.Mikan",NA,NA,NA,NA,"N. T. da Silva","1964","07","10","Brazil","Bahia","Itabuna","-39.336749","-14.9880272",NA,NA,"NY00484006","NY00484006_01","Road Itabuna - Buerarema Km 25.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=469256' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"58342","South America","sheet",NA,NA,NA,"amethystina",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00955189","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina amethystina","J.C.Mikan",NA,NA,NA,NA,"Y. E. J. Mexia","1929","12","29","Brazil","Minas Gerais","Viçosa","-42.860644","-20.766686",NA,NA,"NY00955189","NY00955189_01","Agricultural College lands; above Corriga Bartolomeo.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023517' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"4183","South America","sheet",NA,"680","680","amethystina",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","484007","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina amethystina","J.C.Mikan",NA,NA,NA,NA,"R. P. Belém","1965","07","01","Brazil","Bahia",NA,NA,NA,NA,NA,"NY00484007","NY00484007_01","Rodovia Itabuna - Uruçuca. Plantaçao de cacau.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=469257' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,"1262","South America","sheet",NA,NA,NA,"amethystina",NA,NA,NA,NA,NA,NA,NA
