"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L 0822645","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","syntype","Glaziou AFM",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200822645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0822645","NL-L0822645","Veldkamp JF","1888","01","01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","2009","09","01",NA,NA,NA,NA
"12","2020-12-20 21:18:22-03","UFV","VIC","29942","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis",NA,NA,"Teixeira, R.N.C.; et al.","107",NA,"Brasil","Fragmento Florestal, a 5km do Municipio de Santa Maria de Jetibá (Propriedade do Senhor Paulo Sick). Cord.40º41'46W 20º2'43,5 S.",NA,"Árvore de 15m, coletada no interior e borda de mata.","VIC029942","VIC029942",NA,"2005","07","31","Espírito Santo","Santa Maria de Jetibá","-40.7461013793945","-20.040599822998","31867","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-22 17:38:40-03","UNICAMP","UEC","121662","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Meireles, LD; Souza; Rodrigues, RR; Gonçalves, APS; Soares, Jr; FJ; Meneghetti, GIP","189",NA,"Brazil","Parque Estadual da Serra do Mar - Núcleo, No entorno do Vale do Rio Mambu.",NA,"fruto, Arbusto, frutos verde-escuros. Floresta Ombrófia Densa Baixomontana.","UEC161580","UEC161580",NA,"2001","04","16","São Paulo","Itanhaém","-46.830556","-24.419444",NA,NA,"100","100",NA,NA,NA,NA,"-46.830556","-24.419444",NA,NA
"14","2021-03-01 16:34:42-03","UNICAMP","UEC","143617","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Almeda, F; Fritsch, PW; Aranha, JLM; Belinello, R","8832",NA,"Brazil","Serra do Mar. 15,2km down the Macae de cima road out of Nova Friburgo on the upslope trail to Fazenda Saphronites. Lush rain forest with Euterpe edulis and many epiphytic Bromeliaceae.",NA,"wiry shrub 1m tall. Berries purple. Uncommon.","UEC131846","UEC131846","Goldenberg, R","2004","11","14","Rio de Janeiro",NA,"-42.522556","-22.458333",NA,NA,"1010","1071",NA,"2017",NA,NA,"-42.522556","-22.458333",NA,NA
"15","2019-08-20 10:19:13-03","UNICAMP","UEC","116470","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Ivanauskas, NM; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; San Martin-Gajardo, I; Peroni, N","4616",NA,"Brazil","Estrada Uzacá - Represa Casa Grande da S, Reverso da Serra do Mar no Planalto Paulistano.",NA,"flor, Arbusto; frutos imaturos verdes, flores inconspículas. Interior de mata. Floresta ombrófila densa com perturbação antiga.","UEC114046","UEC114046","Goldenberg, R","2000","04","24","São Paulo","Mogi das Cruzes","-45.95","-23.65",NA,NA,NA,NA,NA,"2015",NA,NA,"-45.95","-23.65",NA,NA
"16","2019-09-16 10:31:18-03","UNICAMP","UEC","86127","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomas, LD","825",NA,"Brazil","Estação Biológica de Santa Lúcia",NA,"flor, Planta de 6 m, flores brancas com odor. Não amostrada, abaixo da P-2. Mata de encosta.","UEC166397","UEC166397","Goldenberg, R","1994","06","28","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","650","800",NA,"1995","10",NA,NA,NA,NA,NA
"17","2019-09-16 10:31:18-03","UNICAMP","UEC","86126","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomas, LD","847",NA,"Brazil","Estação Biológica de Santa Lúcia",NA,"fruto, Fruto verde-preto. Não amostrada, embaixo P-2. Mata de encosta.","UEC166396","UEC166396","Goldenberg, R","1993","10","06","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","650","800",NA,"1995","10",NA,NA,NA,NA,NA
"18","2020-02-18 09:35:12-03","UNICAMP","UEC","88326","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Goldenberg, R; Koch, I; Mansano, VF; Sciamarelli, A; Sartori, ALB","374",NA,"Brazil","Reserva Biológica de Santa Lúcia",NA,"fruto, Arbusto de 2,5 m, em floresta alta, de encosta. Frutos maduros azuis, imaturos verdes.","UEC182892","UEC182892",NA,"1996","08","20","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-06 09:56:27-03","UFOP","OUPR","24713","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Tonaco, A.C.; Kozovits, A.R.","35",NA,"Brasil","Parque Estadual do Itacolomi, Lagoa seca",NA,"Arvoreta escandente. Flores alvas com aroma de cravo. Em uma dolina (20m de profundidade).",NA,NA,"Goldenberg, R.","2010","05","28","Minas Gerais","Ouro Preto","-43.488889","-20.833333",NA,NA,"1600","1600",NA,"2014",NA,NA,"-43.488889","-20.833333",NA,NA
"20","2020-04-27 16:10:35-03","UFES","VIES","34039","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Zorzanelli, J.P.F.","1056",NA,"Brasil","Serra do Valentim.",NA,NA,"VIES034039","VIES034039","Zorzanelli, J.P.F.","2014","07","19","Espírito Santo","Iúna","-41.5358009338379","-20.3458003997803","32198","auto","1520","1520",NA,"2014","07","19",NA,NA,NA,NA
"21","2020-04-27 16:10:35-03","UFES","VIES","21999","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Zorzanelli, J.P.F.","420",NA,"Brasil","Serra do Valentim.",NA,NA,"VIES021999",NA,"Zorzanelli, J.P.F.","2011","12",NA,"Espírito Santo","Iúna","-41.5358009338379","-20.3458003997803","32198","auto",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA
"22","2020-04-27 16:10:35-03","UFES","VIES","34191","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","300",NA,"Brasil","Santa Marta. Parcela 06, indivíduo 241. Parque Nacional do Caparaó",NA,NA,"VIES034191","VIES034191","R. Goldenberg","2015","11",NA,"Espírito Santo","Ibitirama","-41.7575","-20.491389",NA,NA,NA,NA,NA,"2016","02",NA,"41º45'27''W","20º29'29''S",NA,NA
"23","2020-04-27 16:10:35-03","UFES","VIES","34204","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","77",NA,"Brasil","Santa Marta. Parcela 06, indivíduo 298. Parque Nacional do Caparaó",NA,NA,"VIES034204","VIES034204","R. Goldenberg","2015","02","28","Espírito Santo","Ibitirama","-41.7575","-20.491389",NA,NA,NA,NA,NA,"2016","02",NA,"41º45'27''W","20º29'29''S",NA,NA
"24","2020-04-27 16:10:35-03","UFES","VIES","34206","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","310",NA,"Brasil","Santa Marta. Parcela 08, indivíduo 399. Parque Nacional do Caparaó",NA,NA,"VIES034206","VIES034206","R. Goldenberg","2016","02","13","Espírito Santo","Ibitirama","-41.769722","-20.490833",NA,NA,NA,NA,NA,"2016","02",NA,"41º46'11''W","20º29'27''S",NA,NA
"25","2020-04-27 16:10:35-03","UFES","VIES","34232","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","329",NA,"Brasil","Santa Marta. Parcela 08, indivíduo 15. Parque Nacional do Caparaó",NA,NA,"VIES034232","VIES034232","E.A. Araújo","2015","09","13","Espírito Santo","Ibitirama","-41.769722","-20.490833",NA,NA,NA,NA,NA,"2016","04","07","41º46'11''W","20º29'27''S",NA,NA
"26","2019-12-06 19:29:55-03","UFES","VIES","34262","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","353",NA,"Brasil","Santa Marta. Parcela 08, indivíduo 31. Parque Nacional do Caparaó",NA,NA,"VIES034262","VIES034262","E.A. Araújo","2015","09","12","Espírito Santo","Ibitirama","-41.769722","-20.490833",NA,NA,NA,NA,NA,"2016",NA,NA,"41º46'11''W","20º29'27''S",NA,NA
"27","2020-04-27 16:10:35-03","UFES","VIES","34270","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","229",NA,"Brasil","Santa Marta. Parcela 08, indivíduo 492. Parque Nacional do Caparaó",NA,NA,"VIES034270","VIES034270","R. Goldenberg","2015","12","19","Espírito Santo","Ibitirama","-41.769722","-20.490833",NA,NA,NA,NA,NA,"2016","02",NA,"41º46'11''W","20º29'27''S",NA,NA
"28","2019-12-06 19:29:55-03","UFES","VIES","34271","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","85",NA,"Brasil","Santa Marta. Parcela 06, indivíduo 200. Parque Nacional do Caparaó",NA,NA,"VIES034271","VIES034271","R. Goldenberg","2015","02","28","Espírito Santo","Ibitirama","-41.7575","-20.491389",NA,NA,NA,NA,NA,"2016",NA,NA,"41º45'27''W","20º29'29''S",NA,NA
"29","2019-06-27 10:25:39-03","UFES","VIES","28032","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Bacci, L.F.; Zorzanelli, J.P.F.","35",NA,"Brasil","Serra do Caparaó, vale de Santa Marta.",NA,NA,"VIES028032","VIES028032","Bacci, L.F.","2013","06","15","Espírito Santo","Ibitirama","-41.6671981811523","-20.5414009094238","22282","auto",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA
"30","2019-06-27 10:25:39-03","UFES","VIES","14251","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Zamborlini, F.","50",NA,"Brasil","Estação Biológica de Santa Lúcia.",NA,NA,"VIES014251","VIES014251",NA,"2003","03","03","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-06-27 10:25:39-03","UFES","VIES","14325","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Saiter, F.Z.","304",NA,"Brasil","Estação Biológica de Santa Lúcia.",NA,NA,"VIES014325","VIES014325","Saiter, F.Z.",NA,NA,NA,"Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-06-27 10:25:39-03","UFES","VIES","14637","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomaz, L.D.","1825",NA,"Brasil","Estação Biológica de Santa Lúcia.",NA,NA,"VIES014637","VIES014637",NA,"1992","07","08","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:34:42-03","MBM","MBM","424331","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Meyer, F.S.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.","2592","Southern America","Brazil","APA de Macaé de Cima, trilha para o Pico do Faraó, trecho que percorre uma estrada, início da trilha. Orla do Rio Macaé",NA,"Arbusto ca. 2m alt., em orla de floresta em regeneração. Flores com pétalas e estames de coloração branca/creme.; Floresta Ombrófila Densa Montana (Floresta Pluvial Atlântica), provávelmente em estágio médio de regeneração.","MBM424331",NA,"Meyer, F.S.","2019","08","06","Rio de Janeiro","Nova Friburgo","-42.529083","-22.420889",NA,NA,NA,NA,NA,"2019","08",NA,"-42.529083","-22.420889",NA,NA
"34","2016-11-18 15:41:04-02","MNHN","RECOLNAT_MNHN_P","P02442404","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","isolectotype","Glaziou, A.",NA,NA,"Brésil","Rio de janeiro : Alto Macahé","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442404' target='other'> <mi>dwc_moreinfo</mi></a>","P02442404","P02442404_01",NA,"1888","4","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16918",NA
"35","2016-11-18 15:41:05-02","MNHN","RECOLNAT_MNHN_P","P02442405","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","isolectotype","Glaziou, A.",NA,NA,"Brésil","Rio de janeiro : Alto Macahé","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442405' target='other'> <mi>dwc_moreinfo</mi></a>","P02442405","P02442405_01",NA,"1888","4","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16918",NA
"36","2018-04-04 14:52:38-03","MNHN","RECOLNAT_MNHN_P","P02442406","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","isolectotype","Glaziou, A.",NA,NA,"Brésil","Rio de janeiro : Alto Macahé","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442406' target='other'> <mi>dwc_moreinfo</mi></a>","P02442406","P02442406_01",NA,"1888","4","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16918",NA
"37","2015-09-04 20:46:53-03","MNHN","RECOLNAT_MNHN_P","P05202216","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Glaziou, A.",NA,NA,"Brasil","Sommet du Pico du Retiro.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202216' target='other'> <mi>dwc_moreinfo</mi></a>","P05202216","P05202216_01",NA,"1877","4","6","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666","36524","auto","1400",NA,NA,NA,NA,NA,NA,NA,"8678",NA
"38","2021-02-11 17:19:52-03","UFPR","UPCB","94304","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","aff. longicuspis","Miconia aff. longicuspis","Cogn.",NA,"Lemes, E.","141",NA,"Brasil","Parque das Mangabeiras",NA,"Cerrado. Arbóreo","UPCB0042406","UPCB0042406","Goldenberg, R.","2010","10","20","Minas Gerais","Belo Horizonte","-43.906992","-19.948342",NA,NA,NA,NA,NA,"2019",NA,NA,"-43.906992","-19.948342",NA,NA
"39","2021-02-11 17:20:03-03","UFPR","UPCB","53830","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, R.L.","4355",NA,"Brasil","BLOQUEADO",NA,"Arvoreta 6m, frutos novos marrons..","UPCB0016176","UPCB0016176","Goldenberg, R.","2001","08","15","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"1000","1000",NA,"2006","01","01","9999","9999",NA,NA
"40","2021-02-11 17:20:03-03","UFPR","UPCB","53831","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Vervloet, R.R.","860",NA,"Brasil","BLOQUEADO",NA,"Planta com 1,5m, flores de cor branca, meia encosta, dossel 25m..","UPCB0016165","UPCB0016165","Goldenberg, R.","2002","09","05","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"830","830",NA,"2006","01","01","9999","9999",NA,NA
"41","2021-02-11 17:20:03-03","UFPR","UPCB","53832","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Vervloet, R.R.","2534",NA,"Brasil","BLOQUEADO",NA,"Arvoreto, flores de cor branca, baixada, dossel 17m..","UPCB0016185","UPCB0016185","Goldenberg, R.","2003","05","29","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA
"42","2021-02-11 17:20:03-03","UFPR","UPCB","53833","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Rossini, J.","378",NA,"Brasil","BLOQUEADO",NA,"Arbusto 3m, cálice verde, corola branca, estiletes brancos, anteras amarelas..","UPCB0016167","UPCB0016167","Goldenberg, R.","2003","07","15","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA
"43","2021-02-11 17:20:03-03","UFPR","UPCB","53834","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, R.L.","4879",NA,"Brasil","BLOQUEADO",NA,"Arvoreto 5m, frutos verdes, meia sombra..","UPCB0016177","UPCB0016177","Goldenberg, R.","2001","10","23","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"800","800",NA,"2006","01","01","9999","9999",NA,NA
"44","2021-02-11 17:20:03-03","UFPR","UPCB","53835","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, R.L.","4636",NA,"Brasil","BLOQUEADO",NA,"Arbusto 3m, frutos verdes..","UPCB0016179","UPCB0016179","Goldenberg, R.","2001","09","18","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"800","800",NA,"2006","01","01","9999","9999",NA,NA
"45","2021-02-11 17:20:03-03","UFPR","UPCB","53836","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomas, L.D.","1825",NA,"Brasil","BLOQUEADO",NA,"Árvore ca. 5m, flor branca. Não amostrada, área 3..","UPCB0016168","UPCB0016168","Goldenberg, R.","1992","07","08","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"650","800",NA,"2006","01","01","9999","9999",NA,NA
"46","2021-02-11 17:20:03-03","UFPR","UPCB","53837","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Boone, W.","1333",NA,"Brasil","BLOQUEADO",NA,"arvoreta ca. 5m, fruto verde, heliófila, mata primária..","UPCB0016164","UPCB0016164","Goldenberg, R.","1989","07","19","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA
"47","2021-02-11 17:20:03-03","UFPR","UPCB","53838","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, R.L.","3115",NA,"Brasil","BLOQUEADO",NA,"Arbusto no sol, fruto verde..","UPCB0016173","UPCB0016173","Goldenberg, R.","2000","10","10","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"800","800",NA,"2006","01","01","9999","9999",NA,NA
"48","2021-02-11 17:20:03-03","UFPR","UPCB","53839","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Demuner, V.","1239",NA,"Brasil","BLOQUEADO",NA,"Arvoreto 7m, fruto jovem de cor verde, interior da mata..","UPCB0016174","UPCB0016174","Goldenberg, R.","2000","07","25","Espírito Santo","Fundão",NA,NA,NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA
"49","2021-02-11 17:20:03-03","UFPR","UPCB","53840","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, R.L.","221",NA,"Brasil","BLOQUEADO",NA,"Arvoreto 4m, fruto verde. Chapada, mata baixa..","UPCB0016160","UPCB0016160","Goldenberg, R.","1998","07","15","Espírito Santo","Fundão",NA,NA,NA,NA,"880","880",NA,"2006","01","01","9999","9999",NA,NA
"50","2021-02-11 17:20:03-03","UFPR","UPCB","53841","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomas, L.D.","847",NA,"Brasil","BLOQUEADO",NA,"Fruto verde/preto, 3m, não amostrada, embaixo P2. Mata Atlântica de Encosta..","UPCB0016161","UPCB0016161","Goldenberg, R.","1993","10","06","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"650","800",NA,"2006","01","01","9999","9999",NA,NA
