"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"102","2020-09-12 05:00:02-03","US","US","2623298","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"A. C. Brade, -- Altamiro & Apparicio",NA,"South America - Neotropics","Brazil","Alto Limoeiro",NA,NA,"US01907350","US01907350_01 US01907350_02",NA,"1946","5","20","Espírito Santo","Itaguaçu","-40.855598449707","-19.8019008636475","26990","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","2623432","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"A. C. Brade",NA,"South America - Neotropics","Brazil","(ITamonte) Fazenda Fonseca",NA,NA,"US01907353","US01907353_01 US01907353_02",NA,"1942","3","25","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","auto","1600",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"104","2020-09-12 05:00:02-03","US","US","3248322","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"H. C. Lima, S. Lima, J. C. Gomes, S. Pessoa & et al.",NA,"South America - Neotropics","Brazil","Macaé de Cima, Parcela II",NA,NA,"US01907357","US01907357_01 US01907357_02",NA,"1990","7","7","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US","3301266","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"J. R. Pirani & O. Yano",NA,"South America - Neotropics","Brazil","Serra do Caraça, estrada para Capelinha",NA,NA,"US01907351","US01907351_01 US01907351_02",NA,"1983","5","28","Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002","33136","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"106","2019-09-04 19:27:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis",NA,"Type [status unknown]","A. Glaziou","16918","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"107","2019-09-04 18:15:16-03","F","FMNH-SEEDPLANTS","V0063794F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis",NA,"Isotype","A. Glaziou","16918","South America","Brazil",NA,NA,NA,"V0063794F","V0063794F_01",NA,"1888","4","21",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"108","2019-05-06 11:59:46-03","UFU","HUFU","9635","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomaz","825",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Mata atlântica de encosta.","HUFU00063445","HUFU00063445","Bacci, L.F.","1994","06","28","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,"2013","11",NA,NA,NA,NA,NA
"109","2019-05-06 11:59:46-03","UFU","HUFU","9634","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomaz","833",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"5 m. de altura. Frutos verdes.; Mata atlântica de encosta.","HUFU00063444","HUFU00063444","Bacci, L.F.","1994","08","09","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,"2013","11",NA,NA,NA,NA,NA
"110","2019-05-06 11:59:46-03","UFU","HUFU","61353","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Rossini, J.; Pizziolo, W. & Bausen, E.","378",NA,"Brasil","Reserva Biológica Augusto Ruschi, parte final da estrada, para Goiapaboa-açu",NA,"Arbusto, ca. 3 m alt. Cálice verde, corola branca, estiletes brancos, anteras amarelas.","HUFU00063443","HUFU00063443","Bacci, L.F.","2003","07","15","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,"2013","11",NA,NA,NA,NA,NA
"111","2021-02-23 13:22:45-03","MN","R-TIPOS","9557a","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","Isosyntypus","Glaziou, A.F.M.","16918",NA,"Brasil","Alto Macaé",NA,NA,"R000009557a","R000009557a_001",NA,"1888","04","21","Rio de Janeiro","Macahé","-41.7868995666504","-22.3708000183105","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-02-23 13:22:45-03","MN","R-TIPOS","9557","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","Isosyntypus","Glaziou, A.F.M.","16918",NA,"Brasil","Alto Macaé",NA,NA,"R000009557","R000009557_001",NA,"1888","04","21","Rio de Janeiro","Macahé","-41.7868995666504","-22.3708000183105","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-03-01 15:47:24-03","CAS","CAS-BOT","335320","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Almeda, Frank; Fritsch, Peter Warren; Filho, J. L. M. Aranha; Belinello, R.","8832","South America","Brazil","Serra do Mar. 15.2 km down the Macae de Cima road out of Nova Friburgo on the upslope trail to Fazenda Saphronites.",NA,"Wiry shrub 1 m tall. Berries purple. Leaves.",NA,NA,"R. Goldenberg","2004","11",NA,"Rio de Janeiro",NA,"-42.5225601196","-22.4358291626",NA,NA,"1010","1071","Magnoliopsida",NA,NA,NA,"42°31'21.2W","22°26'9S",NA,NA
"114","2020-11-19 09:29:31-03","IBt","SP","392526","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Forzza, RC; Pifano, DS; Edwards, S; Zappi, DC","3642",NA,"Brasil","Parque Estadual da Serra do Ibitipoca, mata da Portaria",NA,NA,"SP030123","SP030123","Goldenberg, R","2004","11","23","Minas Gerais","Lima Duarte","-43.925","-21.716667",NA,NA,NA,NA,NA,"2014","08","04","-43.925","-21.716667",NA,NA
"115","2019-11-21 10:10:12-03","IBt","SP","43675","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Foster, MB; Mello Barreto","10869",NA,"Brasil","Serra do Cipó, Km 152. Estrada de Conceição. Mata",NA,NA,"SP030122","SP030122","Goldenberg, R","1940","07","13","Minas Gerais","Conceição",NA,NA,NA,NA,NA,NA,NA,"2014","08","04",NA,NA,NA,NA
"116","2019-11-21 10:10:12-03","IBt","SP","4803","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Campos Porto, P","s.n.",NA,"Brasil",NA,NA,"nº 7959 do Jd Botânico do Rio de Janeiro",NA,NA,"Goldenberg, R",NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"2014","08","04",NA,NA,NA,NA
"117","2019-11-21 10:10:12-03","IBt","SP","200250","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Martuscelli, P","46",NA,"Brasil","Sítio Irapuã, Km 348,5. BR 116",NA,NA,NA,NA,"Goldenberg, R","1984","07","08","São Paulo","Miracatu","-47.4599990844727","-24.2800006866455","43974","auto",NA,NA,NA,"2014","08","04",NA,NA,NA,NA
"118","2019-11-21 10:10:12-03","IBt","SP","200251","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Martuscelli, P","44",NA,"Brasil","Sítio Irapuã, Km 348,5. BR 116",NA,NA,NA,NA,"Goldenberg, R","1984","07","08","São Paulo","Miracatu","-47.4599990844727","-24.2800006866455","43974","auto",NA,NA,NA,"2014","08","04",NA,NA,NA,NA
"119","2019-11-21 10:10:12-03","IBt","SP","200262","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Martuscelli, P","69",NA,"Brasil","Sítio Irapuã, Km 348,5. BR 116",NA,NA,"SP030126","SP030126","Goldenberg, R","1984","08","19","São Paulo","Miracatu","-47.4599990844727","-24.2800006866455","43974","auto",NA,NA,NA,"2014","08","04",NA,NA,NA,NA
"120","2019-11-21 10:10:12-03","IBt","SP","203172","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Shepherd, GJ; Tamashiro, JY","15830",NA,"Brasil","Usina hidrelétrica de Paraibuna",NA,NA,"SP030124","SP030124","Goldenberg, R","1984","03","26","São Paulo","Paraibuna","-45.6599998474121","-23.3799991607666","30824","auto",NA,NA,NA,"2014","08","04",NA,NA,NA,NA
"121","2019-11-21 10:10:12-03","IBt","SP","5533","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Hoehne, FC","s.n.",NA,"Brasil","Pico do Jaraguá",NA,NA,"SP030125","SP030125","Goldenberg, R","1921","04","29","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,"2014","08","04",NA,NA,NA,NA
