"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","2212513","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"B. A. Krukoff","1931","09","16","Brazil","Pará",NA,"Upper Cupary River. Tapajós. Plateau between the Xingu and Tapajós rivers.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351724' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212513","NY02212513_01","1140","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","330627","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","V. M. Badillo",NA,NA,NA,"M. Silveira","1994","09","17","Brazil","Acre","Tarauacá","Bacia do Rio Juruá, Rio Tarauacá, margem direira.","-71.2278","-8.3831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330627","NY00330627_01","820","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","413393","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","V. M. Badillo",NA,NA,NA,"G. Gardner","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413393","NY00413393_01","4692","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","413394","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","V. M. Badillo",NA,NA,NA,"P. K. H. Dusén","1911","07","26","Brazil","Paraná","Paranaguá","Alexandra","-48.62","-25.57",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413394","NY00413394_01","11999","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00955213","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","V. M. Badillo",NA,NA,NA,"T. N. Guedes","1958","01","17","Brazil","Ceará",NA,"Serra do Bezouro.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955213","NY00955213_01","479","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01198240","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","X. Cornejo",NA,NA,NA,"W. W. Thomas","1998","02","09","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso, Transect Quadrat 1","-39.58","-15.17",NA,NA,"300","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=230376' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198240","NY01198240_01","11761","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2212515","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"N. T. da Silva","1968","10","25","Brazil","Pará",NA,"R. Jarí, Monte Dourado, Planalto B. (Pilão).","-52.6008224","-0.8809315",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351726' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212515","NY02212515_01","1310","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2212519","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"G. T. Prance","1980","11","22","Brazil","Pará",NA,"Basin of Rio Xingu, Gleba Bacaja, lote 88, just below mouth of Rio Bacaja","-51.7328","-3.535",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351731' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212519","NY02212519_01","26392","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01195941","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","X. Cornejo",NA,NA,NA,"J. G. Jardim",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=230373' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195941","NY01195941_01","2339","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02212517","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"W. A. Rodrigues","1962","01","26","Brazil","Rondônia",NA,"Forte Principe da Beira, caminho do Aeroporto",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351728' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212517","NY02212517_01 NY02212517_02","4332","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","413387","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","S. M. Silva",NA,NA,NA,"S. M. Silva","1998","02","17","Brazil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santos","-51.97","-23.92",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413387","NY00413387_01","s.n.","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 13:02:00-03","NY","NYBG","413410","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa",NA,NA,NA,NA,NA,"T. D. Pennington","1994","11","04","Ecuador","Esmeraldas",NA,"Anchayacu, Eloy Alfaro, Mayronga","-79.22","-0.88",NA,NA,"70","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413410",NA,"14966",NA,"Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2212514","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"M. G. da Silva","1978","11","13","Brazil","Pará","Itaituba","Km 63 da estrada Itaituba, Jacareacanga, Parque Nacional do Tapajós (I.B.D.F.), reserva biológica. Picada para a cachoeira.","-55.059354","-3.3969062",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351725' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212514","NY02212514_01","3702","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","413395","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","V. M. Badillo",NA,NA,NA,"R. Reitz","1956","04","19","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413395","NY00413395_01","3148","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00955216","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","V. M. Badillo",NA,NA,NA,"W. L. Balée","1987","06","18","Brazil","Maranhão","Monçao","P.I. Guajá, Rio Turiaçu. Guajá Indians","-46.08","-3.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=120343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955216","NY00955216_01","3379","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00955219","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","V. M. Badillo",NA,NA,NA,"W. L. Balée","1986","10","07","Brazil","Maranhão","Monçao","Urutawy, Ka'apor Indian Reserve, basin of Rio Turiaçu","-45.938086","-3.166032",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=120342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955219","NY00955219_01","2685","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","413388","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"S. A. Mori","1978","03","08","Brazil","Bahia","Itabuna","Cerca de 3 km a NW de Juçari. Folha SD - 24 (15-39c)","-39.5166","-15.1666",NA,NA,"200","200","Sementes plantadas 7 março 1978, germinaram 28 março 1978, coletadas 31 março 1978. Fotos das mudas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413388","NY00413388_01","9558","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02212511","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"R. S. Cowan","1954","11","09","Brazil","Amapá",NA,"Serra do Navio. Rio Amapari.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351722' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212511","NY02212511_01","38175","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00955214","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","V. M. Badillo",NA,NA,NA,"C. A. Cid Ferreira","1985","10","13","Brazil","Mato Grosso","Santa Terezinha","BR 158, Rod. para Vila Rica, a 21 km S da Cidade de Sta. Terezinha, Serra da Cobrinha","-50.5","-10.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955214","NY00955214_01","6419","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 06:57:00-03","NY","NYBG","413409","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa",NA,"H. D. Clarke",NA,NA,NA,"H. D. Clarke","1997","03","24","Guyana",NA,NA,"Potaro-Siparuni. Iwokrama Rainforest Reserve. Iwokrama Mts., 0-1 km SE of camp at bottom of gorge","-58.8","4.33",NA,NA,"75","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413409",NA,"4237",NA,"Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2212512","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"R. S. Cowan","1954","11","10","Brazil","Amapá",NA,"Serra do Navio. Rio Amapari.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351723' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212512","NY02212512_01","38213","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2212518","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"D. C. Daly","1981","11",NA,"Brazil","Pará",NA,"Approx. 70 km from Tucuruí; 65 km SSW on old BR 422, then 5 km NW on new logging road.","-49.733333","-4.183333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351730' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212518","NY02212518_01","1505","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","413391","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"B. Rambo","1950","11","13","Brazil","Rio Grande do Sul","Montenegro","Butterberg p. Montenegro","-51.4608","-29.6886",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413391","NY00413391_01","49131","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","413397","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1982","12","09","Brazil","Paraná","Toledo","Nova Santa Rosa","-53.7431","-24.7136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413397","NY00413397_01","45824","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 06:57:00-03","NY","NYBG","413408","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa",NA,"L. C. Stutz de Ortega",NA,NA,NA,"L. C. Stutz de Ortega","1982","07","07","Paraguay",NA,NA,"Centre forestier. Pto.Stroessner. Alto Parana",NA,NA,NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413408",NA,"860",NA,"Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","413396","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"H. C. de Lima","1985","10","25","Brazil","Rio de Janeiro","Magé","Paraiso, Caminho para o Focinho de porco","-43.0406","-22.6531",NA,NA,"190","190","Pollen removed by Mark Bush, 1993 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413396","NY00413396_01","2311A","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1144308","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"D. B. O. S. Cardoso","2007","05","22","Brazil","Bahia","Anguera","Fazenda Retiro, ca. 18 km de Feira de Santana na Estrada do Feijão sentido Ipirá.","-39.1839","-12.1617",NA,NA,"300","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287242' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144308","NY01144308_01","1949","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00955218","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","N. A. Rosa",NA,NA,NA,"N. A. Rosa","1977","06","24","Brazil","Mato Grosso","Aripuanã","Margem direita do R. Juruena, fazenda Ariel, SC 21 VC.","-58.3804411","-11.0249185",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955218",NA,"2171","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2212520","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"S. A. Mori","1985","01","03","Brazil","Amapá","Macapá","Vicinity of Serra do Navio, 8 km NNW of village of Serra do Navio, on road to Agua Branca.","-52.07","1.05",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351732' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212520","NY02212520_01","17660","Magnoliophyta","Brassicales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:19:18-03","UFRJ","RFA","10783","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","dodecaphylla","Jacaratia dodecaphylla","(Vell.) A.DC.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1965","03","25","Brasil","Paraná","Guaratuba","Serra de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,"100","100","Árvore 10 m de altura. Fruto maduro amarelo","RFA36779",NA,"12499",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:19:18-03","UFRJ","RFA","10402","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","dodecaphylla","Jacaratia dodecaphylla","(Vell.) A.DC.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1969","10","23","Brasil","Paraná","Medianeira","Parque Nacional Iguaçu, beira do rio Paraná","-54.0938987731934","-25.2952995300293",NA,NA,NA,NA,"Arvoreta 6 m de altura. Tronco 50 cm; flor verde anteras creme","RFA36780",NA,"22621",NA,NA,NA,NA,"17581","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:19:18-03","UFRJ","RFA","26133","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","C.M. Vieira","2001","04","10","F.M.B. Pereira","2000","12","17","Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.506111","-20.233333","42º30'22''W","20º14'0''S","490","490","Árvore, 6m de altura, 16cm de DAP, folha verde, fruto verde, comum no local.","RFA35452",NA,"78/57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-13 09:19:18-03","UFRJ","RFA","24795","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","A. Quinet","2001","09","14","Flávio de Britto Pereira","2000","10","03","Brasil","Rio de Janeiro","Cachoeiras de Macacu","6º distrito, Fazendas consorciadas - Fazenda Sertão.","-42.836667","-22.460833","42º50'12''W","22º27'39''S","128","128","Árvore, 12m de altura, 28cm de DAP, folha verde e flor verde, comum no local.","RFA35453",NA,"19/38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
