"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount"
"27","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214115","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Rosengurtt B","1935","04","28","Uruguay",NA,NA,"Departamento Areucales de Carrasco - Monte video, Areuales de Carrasco. [!].",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214115","NL-L1214115",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"28","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214118","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Caetellanos A","1919","12","15","Argentina",NA,NA,"PLANTAS ARGENTINAS, Valle Rearteo- Córdoba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214118","NL-L1214118",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"29","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214119","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Rojas T","1922","08","01","Argentina",NA,NA,"PLANTAS ARGENTINAS, PROVINCIA DE CORRIENTES, Puerto Itujaingó. [!].",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214119","NL-L1214119",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"30","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214120","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Parodi LR","1926","01","26","Argentina",NA,NA,"PLANTAS ARGENTINAS. Apóstoles Gobernación de Misiones.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214120 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214120","NL-L1214120",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"31","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214125","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Balansa B","1874","03","09","Paraguay",NA,NA,"PL.du PARAGUAY. Paraguaro, dans les prairies ásous-sol imperméable. *.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214125","NL-L1214125",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214127","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Parodi LR","1936","11","07","Argentina",NA,NA,"PLANTAS ARGENTINAS. La Cruz PROVINVIA DE CORRIENTES.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214127 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214127","NL-L1214127",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.1214128","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Pedersen TM","1969","12","01","Paraguay",NA,NA,"Plantae Paraguayenses, Estancia,,Carumbe'', Distr. Lima. Dep. San Pedro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214128 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214128","NL-L1214128",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 10:16:04-03","NBC","NL-BOTANY","L.3812014","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Pedersen TM","1965","11","09","Argentina",NA,NA,"Estancia Las Tres Marias, dep. Emperado, prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812014","NL-L3812014",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 10:16:04-03","NBC","NL-BOTANY","U.1510033","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Zuloaga FO","1978","10","05","Argentina",NA,NA,"entre Rios, Federacion, Santa Ana, Sand bank beside R. Uruguiay.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1510033","NL-U1510033",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 10:16:04-03","NBC","NL-BOTANY","WAG.1815556","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Pedersen TM","1965","11","09","Argentina",NA,NA,"Estancia Las Tres Marias, dep. Emperado, prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1815556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1815556","NL-WAG1815556",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214722","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Pedersen TM","1956","11","15","Paraguay","Misiones",NA,"Paraguay Misiones Santaigo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214722 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214722","NL-L1214722",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0363915",NA,NA
"38","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214723","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Pedersen TM","1959","10","31","Paraguay","Central",NA,"Paraguay Central Villa Elisa",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214723 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214723","NL-L1214723",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0363916",NA,NA
"39","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214724","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Pedersen TM","1965","12","23","Paraguay",NA,NA,"Estancia,,La Soledad', Santiago, Dep. Misiones.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214724 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214724","NL-L1214724",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214725","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Hassler E","1905","01","01","Paraguay",NA,NA,"Prope Pellarica.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214725 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214725","NL-L1214725",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214726","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Parodi LR","1932","11","10","Argentina",NA,NA,"Sierra Currumalan PROVINCIA DE BUENOS AIRES.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214726","NL-L1214726",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214728","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Balansa B","1876","12","18","Paraguay",NA,NA,"Paturages de Mbatobi, près de Paraguari. [!].",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214728","NL-L1214728",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214729","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Parodi LR","1928","01","23","Argentina",NA,NA,"Las Lomitas Gobernación de Formosa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214729","NL-L1214729",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"44","2020-02-08 10:16:09-03","NBC","NL-BOTANY","L.1214730","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Parodi LR","1928","01","01","Argentina",NA,NA,"Las Lomitas Gobernación de Formosa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1214730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1214730","NL-L1214730",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-02-08 10:16:09-03","NBC","NL-BOTANY","WAG.1814747","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Pedersen TM","1956","11","15","Paraguay","Misiones",NA,"Paraguay Misiones Santaigo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1814747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1814747","NL-WAG1814747",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-02-08 10:16:09-03","NBC","NL-BOTANY","WAG.1814748","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Pedersen TM","1959","10","31","Paraguay","Central",NA,"Paraguay Central Villa Elisa",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1814748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1814748","NL-WAG1814748",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
