"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","499348","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","D. Philcox","J. E. Leite","285","1940",NA,NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","-51.143791","-29.75136",NA,NA,"NY00499348","NY00499348_01","Magnoliophyta","Lamiales","South America","Vicinity of Sao Leopoldo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417495' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","499351","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","K. A. Vincent","A. Castellanos","11765","1947","12","09","Uruguay","Montevideo",NA,NA,NA,NA,NA,"NY00499351",NA,"Magnoliophyta","Lamiales","South America","La Colorada al fín del Camino Lan______","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417498' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-10-21 20:00:00-02","NY","NYBG","499353","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia",NA,"N. H. Holmgren","E. M. Zardini","34004","1992","12","02","Paraguay","Central",NA,"-57.53","-25.52",NA,NA,"NY00499353",NA,"Magnoliophyta","Lamiales","South America","Estero del Ypoá. Villeta - Puerto Guyrati. 1.5 km S of Villeta.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417494' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:23-03","UNESP-IBB","BOTU","11258","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Gottsberger, I.S.","Gottsberger, I.S.","301072","1972","10","30","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU011258",NA,NA,NA,NA,"Distrito de Rubião Júnior, 5 km SW da Faculdade de Ciências Médicas e Biológicas de Botucatu.",NA,"Morro coberto com vegetação aberta, Cerrado quase anualmente queimado. No plano a vegetação é mais densa com árvores finas de até 3m de altura. Flores lilases.; Coleção: Cerrado Estação 13 de Maio",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:49-03","UFRJ","RFA","8073","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"P. Occhioni","3405","1966","11","09","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"RFA48916",NA,NA,NA,NA,"Parque Estadual de Vila Velha, na margem da estrada",NA,"Erva",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"16","2020-06-29 11:31:49-03","UFRJ","RFA","8132","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"P. Occhioni","3410","1966","11","09","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"RFA48914",NA,NA,NA,NA,"Parque Estadual de Vila Velha",NA,"Flor violeta",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"17","2021-03-30 12:32:59-03","EAO","IAN","144104","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, VC","Pires, JM; Cavalcante, PB; Magnago, H; Silva, NT da","s.n.","1974","04","30","Brasil","Roraima",NA,NA,NA,NA,NA,"IAN144104",NA,NA,NA,"Southern America","Quadrícula NA - 30 - Z - D. Ponto 34. R. Anauá. Campo e caatinga com Barcella.",NA,NA,NA,NA,"1995",NA,NA,"02","21",NA,NA,NA
"18","2020-11-26 18:09:07-03","CPAN-UFMS","COR","10223","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Scatigna, A. V.","Bortolotto, I. M.; Damasceno-Júnior, G. A.; Ishii, H. I.; Assis, E. M.; Rosso, C. & Magalhães, V.","1599","2004","11","04","Brasil","Mato Grosso do Sul","Corumbá","-57.508889","-18.0475","57º30'32''W","18º2'51''S",NA,NA,NA,NA,NA,"Próximo à comunidade do Amolar; área de inundação da baía do Taquaral",NA,"Erva, 60 cm de altura; sépalas verdes com pétalas lilases; folhas bases do caule são roxas e as da haste são verdes Habito: Erva","95","95",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780465","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Fiebrig K",NA,"1902","10","08","Paraguay",NA,NA,NA,NA,NA,NA,"NL-L2780465","NL-L2780465",NA,"Lamiales","Southern America","Plantae paraguayenses. Cordillera de Altos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"20","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780464","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Fiebrig K",NA,"1908","01","01","Paraguay",NA,NA,NA,NA,NA,NA,"NL-L2780464","NL-L2780464",NA,"Lamiales","Southern America","N. Paraguay : Zwischen Rio Apa und Rio Aquidaban.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"21","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780467","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Pedersen TM",NA,"1950","11","16","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2780467","NL-L2780467",NA,"Lamiales","Southern America","Plants of Argentina, On low, generally flooded land ('bañado'), Estancia,, Santa Teresa'' (Cañada Portillo), Dep. Mburucuyá, Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"22","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780468","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Pedersen TM",NA,"1957","12","14","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2780468","NL-L2780468",NA,"Lamiales","Southern America","Plants of Argentina, Grasslands. Estancia 'Buena Esperanza', Dep. Federación, Prov. Entre Ríos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"23","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780469","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Pedersen TM",NA,"1950","11","14","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2780469","NL-L2780469",NA,"Lamiales","Southern America","Plants of Argentina, On poor, sandy pastures, with high ground-water level. Estancia 'Santa María', Dep. Mburucuyá, Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"24","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780470","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Davis PH; et al.",NA,"1976","09","28","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2780470","NL-L2780470",NA,"Lamiales","Southern America","Plantas do Brasil, Estado de São Paulo, Rodovia, D. Pedro I, Km. 175 perto de Sta. Isabel.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"25","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599752","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Lindeman JC",NA,"1980","12","22","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1599752","NL-U1599752",NA,"Lamiales","Southern America","Rio Grande do Sul Empraba Uepae former Faz. 5 Cruzes 10 km SE of Bage.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"26","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599753","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Lindeman JC",NA,"1981","01","06","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1599753","NL-U1599753",NA,"Lamiales","Southern America","Rio Grande do Sul Empraba Uepae former Faz. 5 Cruzes 10 km SE of Bage.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"27","2020-11-04 12:17:46-03","ESALQ","ESA","60457","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Jarenkow, J.A.","Jarenkow, J.A. ; Garcia, E.N.","3628.0","1997","11","16","Brasil","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"ESA060457","ESA060457","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA
"28","2020-11-04 12:17:40-03","ESALQ","ESA","32909","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Souza, J.P. et al.","530.0","1996","04","27","Brasil","São Paulo","Angatuba","-48.4099998474121","-23.4899997711182",NA,NA,"ESA032909","ESA032909","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"29114","auto",NA,NA,NA,NA,NA
"29","2020-11-04 12:17:40-03","ESALQ","ESA","40631","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Aona, L.Y.S. et al.",NA,"1997","01","24","Brasil","São Paulo","Casa Branca","-47.0800018310547","-21.7700004577637",NA,NA,"ESA040631","ESA040631","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"27086","auto",NA,NA,NA,NA,NA
"30","2020-11-04 12:17:46-03","ESALQ","ESA","98935","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Scatigna, A.V.","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","7032.0","2007","01","11","Argentina","Corrientes","Mercedes",NA,NA,NA,NA,"ESA098935","ESA098935","Magnoliophyta",NA,NA,"Ruta 123, ca. 8km de Felipe Yofre em direção a Mercedes",NA,"Erva, flores lilases","80","80","2019",NA,NA,"12","16",NA,NA,NA
"31","2020-11-04 12:17:40-03","ESALQ","ESA","60454","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Jarenkow, J.A.","Jarenkow, J.A. ; Garcia, E.N.","3621.0","1997","11","02","Brasil","Rio Grande do Sul","Candiota","-53.6725006103516","-31.5580997467041",NA,NA,"ESA060454","ESA060454","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"28623","auto",NA,NA,NA,NA,NA
"32","2020-11-04 12:17:40-03","ESALQ","ESA","14534","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Souza, V.C. et al.","5114.0","1994","01","23","Brasil","Santa Catarina","Ponte Alta","-50.380298614502","-27.4841995239258",NA,NA,"ESA014534","ESA014534","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"1994","33166","auto","10","09",NA,NA,NA
"33","2020-11-04 12:17:40-03","ESALQ","ESA","31153","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Souza, V.C. et al.","10723.0","1996","01","27","Brasil","São Paulo","Angatuba","-48.4099998474121","-23.4899997711182",NA,NA,"ESA031153","ESA031153","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"29114","auto",NA,NA,NA,NA,NA
"34","2020-11-04 12:17:46-03","ESALQ","ESA","86512","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Bopp, L.T.","93.0","2002","05","01","Brasil","São Paulo","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,NA,"ESA086512","ESA086512","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"26872","auto",NA,NA,NA,NA,NA
"35","2020-11-04 12:15:40-03","ESALQ","ESA","132949","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Scatigna, A.V.","Souza, V.C.; Latvis, M.; França. J.R.K.G.; Colletta, G.D.",NA,"2010","02","07","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564","49o15#?#76","25o24#?#02","ESA132949","ESA132949",NA,NA,NA,"Estrada Curitiba - Palmeira, próximo ao entroncamento para Ponta Grossa. Beira do Córrego Lajeado. Campo geral.",NA,"Erva, 30-60 cm alt.; flores roxas.",NA,NA,"2019","35166","auto","12","16",NA,NA,NA
"36","2020-11-04 12:17:46-03","ESALQ","ESA","91377","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Scatigna, A.V.","Souza, V.C. ; Kinupp, V.F.","30588.0","2005","01","23","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ESA091377","ESA091377","Magnoliophyta",NA,NA,"Jardim Botânico Municipal.",NA,"Erva, ca. 20 cm alt.; corola roxa.",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"37","2019-08-27 13:33:09-03","IAP","PACA-AGP","53434","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","v. c. Souza","Rambo, B.",NA,"1952","11","17","Brasil","RS","Santo Angelo","-54.2630996704102","-28.2992000579834",NA,NA,"PACA053434",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,"Habitat: In campestribus graminosis. Fenofase: flor e fruto",NA,NA,"1994","25915","auto","01","25","Magnoliatae",NA,NA
"38","2019-08-27 13:33:09-03","IAP","PACA-AGP","57456","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1955","10","09","Brasil","RS","Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,NA,"PACA057456",NA,"Magnoliophyta","Scrophulariales",NA,"In summo monte Sapucaia, perto de São Leopoldo.",NA,"Habitat: In rupestribus dumetosis. Fenofase: flor e fruto",NA,NA,"1994","7291","auto","01","25","Magnoliatae",NA,NA
"39","2019-08-27 13:33:09-03","IAP","PACA-AGP","9651","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1942","01","28","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"PACA009651",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,"Habitat: In campestribus graminosis. Fenofase: fruto",NA,NA,"1994","59498","auto","01","25","Magnoliatae",NA,NA
"40","2019-08-27 13:33:09-03","IAP","PACA-AGP","10108","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1942","01","30","Brasil","RS","Ijuisinho",NA,NA,NA,NA,"PACA010108",NA,"Magnoliophyta","Scrophulariales",NA,"Perto de Tupanciretan, Usina.",NA,"Habitat: In campestribus graminosis. Fenofase: flor",NA,NA,"1994",NA,NA,"01","25","Magnoliatae",NA,NA
"41","2019-08-27 13:33:09-03","IAP","PACA-AGP","1131","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,"PACA001131",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,"Sine loco, sine die. Fenofase: flor",NA,NA,"1994",NA,NA,"01","25","Magnoliatae",NA,NA
"42","2019-08-27 13:33:09-03","IAP","PACA-AGP","60301","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1957","01","08","Brasil","RS","São Bernardo",NA,NA,NA,NA,"PACA060301",NA,"Magnoliophyta","Scrophulariales",NA,"Perto de Ijuí.",NA,"Habitat: In campestribus. Fenofase: flor e fruto",NA,NA,"1994",NA,NA,"01","25","Magnoliatae",NA,NA
"43","2019-08-27 13:33:09-03","IAP","PACA-AGP","4241","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1941","01","15","Brasil","RS","Barra do Quaraí","-57.5546989440918","-30.2071990966797",NA,NA,"PACA004241",NA,"Magnoliophyta","Scrophulariales",NA,"Perto de Uruguayana.",NA,"Habitat: In campestribus dumetosis. Fenofase: fruto",NA,NA,"1994","42332","auto","01","25","Magnoliatae",NA,NA
"44","2019-08-27 13:33:09-03","IAP","PACA-AGP","39618","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Emrich-Rambo Sicher","Rambo, B.",NA,"1949","01","07","Brasil","RS","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,"PACA039618",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,"Habitat: In campestribus graminosis. Fenofase: flor",NA,NA,"1994","9806","auto","01","25","Magnoliatae",NA,NA
"45","2019-08-27 13:33:09-03","IAP","PACA-AGP","34389","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Emrich, K.",NA,"1946","11","14","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA034389",NA,"Magnoliophyta","Scrophulariales",NA,"Espírito Santo (Perto de Porto Alegre).",NA,"Habitat: In campestribus dumetosis. Fenofase: flor",NA,NA,"1994","29946","auto","01","25","Magnoliatae",NA,NA
"46","2019-08-27 13:33:09-03","IAP","PACA-AGP","8364","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Emrich, K.",NA,"1941","12","01","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA008364",NA,"Magnoliophyta","Scrophulariales",NA,"Montserrat",NA,"Habitat: In campestribus siccis. Fenofase: flor",NA,NA,"1994","29946","auto","01","25","Magnoliatae",NA,NA
"47","2019-08-27 13:33:09-03","IAP","PACA-AGP","27012","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1944","10",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA027012",NA,"Magnoliophyta","Scrophulariales",NA,"Morro da Polícia",NA,"Habitat: In campestribus graminosis. Fenofase: flor",NA,NA,"1994","29946","auto","01","25","Magnoliatae",NA,NA
"48","2019-08-27 13:33:09-03","IAP","PACA-AGP","29412","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1945","11","07","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA029412",NA,"Magnoliophyta","Scrophulariales",NA,"Vila Manresa",NA,"Habitat: In campestribus graminosis. Fenofase: flor",NA,NA,"1994","29946","auto","01","25","Magnoliatae",NA,NA
