"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"105","2012-04-19 11:49:00-03","MO","MOBOT","3013100","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Karl A. Vincent","Guido F.J. Pabst|Edmundo Pereira","Pabst 6714","1961","11","2","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Jaguarão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"106","2009-05-15 13:24:00-03","MO","MOBOT","3013374","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","D. Mileax 4/","Pedro Jörgensen","Jörgensen 3795","1928",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2014-04-04 14:40:00-03","MO","MOBOT","3013492","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V.C. Souza","Fátima Mereles","Mereles H. 4196","1991","12","12","Paraguay","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Estancia Aguerito, Potrero Potrerito. En campos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"108","2012-04-09 12:52:00-03","MO","MOBOT","3015534","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Santiago Venturi","Venturi 5513","1927","11","12","Argentina","Salta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"109","2016-01-21 12:56:00-02","MO","MOBOT","327782","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","Blas Pérez","Pérez Maricerich 737","1991","3",NA,"Paraguay","Central",NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,"South America","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3"
"110","2013-10-15 10:54:00-03","MO","MOBOT","447128","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","Elsa M. Zardini|C. Velázquez","Zardini 17157","1989","12","23","Paraguay","Cordillera",NA,"-57.2","-25.1333333",NA,NA,NA,NA,NA,NA,"South America","14 km W of Arroyos y Esteros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"228","2"
"111","2008-05-27 22:02:00-03","MO","MOBOT","472772","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","Elsa M. Zardini|A. Salina","Zardini 24942","1990","12","7","Paraguay","Central",NA,"-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,"South America","Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada, 1 km from the coast. Savanna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"499","2"
"112","2008-05-27 22:02:00-03","MO","MOBOT","472830","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Noel H. Holmgren (NY)","Elsa M. Zardini|Rosa Degen","Zardini 4278","1988","1","28","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Cerro Tobatí. En palmar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-13","2"
"113","2013-08-20 13:06:00-03","MO","MOBOT","472927","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Noel H. Holmgren (NY)","Elsa M. Zardini|Tulio Tillería","Zardini 29169","1991","12","9","Paraguay","Central",NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,"South America","Tavarory, 3 km S from administration, 1 km E of Río Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"628","4"
"114","2008-05-27 22:02:00-03","MO","MOBOT","473160","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","Elsa M. Zardini|U. Velázquez","Zardini 18917","1990","2","10","Paraguay","Central",NA,"-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,"South America","Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada. Savanna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"286","4"
"115","2008-05-27 22:02:00-03","MO","MOBOT","473412","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Noel H. Holmgren (NY)","Elsa M. Zardini|P. Aquino","Zardini 29399","1991","12","9","Paraguay","Central",NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,"South America","Tavarory, 0.7 km from administration on the direction to Arroyo Abai. Savanna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"630","4"
"116","2017-08-22 07:56:00-03","MO","MOBOT","477424","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","Elsa M. Zardini|P. Aquino","Zardini 34152","1992","12","2","Paraguay","Central",NA,"-57.5333333","-25.55",NA,NA,NA,NA,NA,NA,"South America","Estero del Ypoá. Villeta-Puerto Guyrati. 4.5 km S of Villeta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"789","4"
"117","2013-08-20 12:58:00-03","MO","MOBOT","478359","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","Elsa M. Zardini|R. Velázquez","Zardini 19155","1990","2","25","Paraguay","Cordillera",NA,"-57.2","-25.1333333",NA,NA,NA,NA,NA,NA,"South America","14 km W of Arroyos y Esteros. Right side of basin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"291","3"
"118","2008-05-27 22:02:00-03","MO","MOBOT","478379","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","Elsa M. Zardini|E. Velázquez","Zardini 21268","1990","6","9","Paraguay","Cordillera",NA,"-57.25","-25.13333",NA,NA,NA,NA,NA,NA,"South America","5 km SE of Emboscada on road to Nueva Colombia. On a hill. Savanna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360","2"
"119","2013-11-01 17:02:00-02","MO","MOBOT","479530","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","W.D. Stevens","Elsa M. Zardini|U. Velázquez","Zardini 24278","1990","11","17","Paraguay","Central",NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,"South America","Tavarory, near Administration. Savanna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"473","4"
"120","2015-05-05 09:04:00-03","MO","MOBOT","479650","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","Elsa M. Zardini|M. Velázquez","Zardini 18180","1990","1","13","Paraguay","Central",NA,"-57.5","-25.25",NA,NA,NA,NA,NA,NA,"South America","Central y Tororo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259","3"
"121","2008-05-27 22:02:00-03","MO","MOBOT","479739","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","K. Barringer (BKL)","Elsa M. Zardini|Rosa Degen","Zardini 3753","1987","11","18","Paraguay","Cordillera",NA,"-57.1","-25.3",NA,NA,NA,NA,NA,NA,"South America","Cerro Tobati. En la parte superior del Cerro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-78","4"
"122","2020-08-31 08:59:20-03","INPA","INPA","516","S","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larranaga","Philcox, D","Rodrigues, WA","48","1954","11","08","Brasil","Roraima","Boa Vista","-59.9","3.5","-59.9","3.5","INPA0000516","INPA0000516 INPA0000516_e INPA0000516_e1","Dicotyledon Asterids","Lamiales","Southern America","Normandia., Normandia, fazenda Guariba. Campo arenoso.",NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","1855621","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia",NA,"Pennell, F. W.","E. P. Killip","37642","1943","4","27","Venezuela","Bolívar",NA,NA,NA,NA,NA,"US00808442",NA,NA,"Scrophulariales","South America - Neotropics","Ciudad Bolívar to El Cristo",NA,NA,"100","300",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"124","2020-09-02 16:35:27-03","Cenargen","CEN","66323","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","A. V. Scatigna","Aécio Amaral-Santos","2823","2005","12","04","Brasil","SC","CAPÃO ALTO","-50.658333","-28.068333","-50.658333","-28.068333","CEN00066323","CEN00066323",NA,NA,NA,"Margem da BR-116, entre Capão Alto e Lages.","Unicata",NA,NA,NA,"2015",NA,NA,"04",NA,NA,NA,"4"
"125","2020-09-02 16:35:27-03","Cenargen","CEN","72421","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","A. V. Scatigna","Aécio Amaral-Santos","2962","2007","11","26","Brasil","RS","VACARIA","-50.926111","-28.263333","-50.926111","-28.263333","CEN00072421","CEN00072421",NA,NA,NA,NA,"Exsicatas",NA,"960","960","2015",NA,NA,"04",NA,NA,NA,"4"
"126","2019-12-09 17:30:36-03","UFPR","EFC","10341","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Kozera, C.","3221","2005","11","21","Brasil","Paraná","Balsa Nova","-49.8071","-25.5527","-49.8071","-25.5527","EFC010341",NA,NA,NA,NA,"Ponte dos Arcos",NA,"Herbácea com flores lilases, campo seco.","830","830",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-12-09 17:30:36-03","UFPR","EFC","10332","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Hatschbach, G.","Kozera, C.; Kozera, O.P.","2583","2005","11","21","Brasil","Paraná","Balsa Nova","-49.8071","-25.5527","-49.8071","-25.5527","EFC010332",NA,NA,NA,NA,"Ponte dos Arcos",NA,"Herbácea em várzea com frutos.","830","830","2006",NA,NA,"01","01",NA,NA,NA
"128","2019-11-13 11:31:50-03","USP","SPF","157578","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Sosa, MM","Seijo, G","2466","2001","11","26","Uruguai","Artigas",NA,"-56.379167","-30.631111","-56.379167","-30.631111","SPF00157578","SPF00157578",NA,NA,NA,"Ruta 30 km 158, puente sobre ayo. Catalancito.",NA,NA,"147","147","2002",NA,NA,NA,NA,NA,NA,NA
"129","2019-11-13 11:31:50-03","USP","SPF","157579","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Sosa, MM","Seijo, G","2578","2001","11","29","Uruguai","Lavalleja",NA,"-54.718889","-33.580833","-54.718889","-33.580833","SPF00157579","SPF00157579",NA,NA,NA,"Ruta 14 km, camino desde J.P. Varela a J. Batlle y Ordoñez, a aprox 25 km de ruta 8, pasando 1 km de la entrada a la Ea. La Palma.",NA,NA,"186","186","2002",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-13 11:31:50-03","USP","SPF","152835","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Vincent, KA","Pabst, GFJ","6714","1961","11","02","Brasil","Rio Grande do Sul","Jaguarão","-53.3758010864258","-32.5661010742188",NA,NA,"SPF00152835","SPF00152835",NA,NA,NA,NA,NA,NA,NA,NA,"1986","49890","auto",NA,NA,NA,NA,NA
"131","2020-08-20 20:39:23-03","UFSC","FLOR","27961","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Jarenkow, J.A.","Jarenkow, J.A.","3236","1996","11","09","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"FLOR0027961",NA,NA,"Lamiales",NA,"BR-292, ca. 5 km do acesso à cidade.",NA,"erva xilopodífera ereta, flor cálice verde, corola vinosa",NA,NA,"1996","50525","auto",NA,NA,NA,NA,NA
"132","2020-08-20 20:39:23-03","UFSC","FLOR","30677","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Jarenkow, J.A.","Jarenkow, J.A.; Garcia, E.N.","3621","1997","11","02","Brasil","Rio Grande do Sul","Candiota","-53.6725006103516","-31.5580997467041",NA,NA,"FLOR0030677",NA,NA,"Lamiales",NA,"BR-293, próximo ao trevo de acesso à cidade.",NA,"erva xilopodífera, flor cálice verde; corola violácea",NA,NA,"1998","28623","auto",NA,NA,NA,NA,NA
"133","2020-08-20 20:39:23-03","UFSC","FLOR","30680","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Jarenkow, J.A.","Jarenkow, J.A.; Garcia, E.N.","3628","1997","11","16","Brasil","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"FLOR0030680",NA,NA,"Lamiales",NA,"Estrada para Bom Jesus, ca. de 2 km da EMBRAPA.",NA,"erva xilopodífera, flor cálice verde; corola violácea",NA,NA,"1998","63451","auto",NA,NA,NA,NA,NA
"134","2021-02-08 12:44:28-03","UFRGS","ICN","149424","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Ferreira, PMA","Ferreira, PMA","s.n.","2006","10","04","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Morro do Osso",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"135","2021-02-08 12:44:28-03","UFRGS","ICN","146365","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Cruz, F","Cruz, F","s.n.","2003","10","28","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Morro do Osso",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"136","2020-03-04 16:04:43-03","UNESP-IS","HISA","1343","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Noronha,M.R.P","Tiritan,O&Paiva,M","574","1991","03","26","Brasil","Mato Grosso do Sul","Selvíria","-51.41","-20.394444","51w24'36''","20s23'40''",NA,NA,"Magnoliophyta","Lamiales",NA,"Fazenda de Ensino e Pesquisa, UNESP, Campus de Ilha Solteira",NA,"Cerrado bovino.Arbusto,ca de 1,10 m, flor lilás.",NA,NA,"1991",NA,NA,"11","13","Magnoliopsida",NA,NA
"137","2021-03-22 16:23:15-03","FEPAGRO","BLA","9488","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larranãga","I. Boldrini","A. Normann-Kämpf & V. Gianluppi","660","1974","12","20","Brasil","Rio Grande do Sul","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"BLA009488",NA,"Spermatophyta",NA,NA,"Estação Experimental",NA,"Habitat: Campo nativo.",NA,NA,"1979","59498","auto","01","01",NA,NA,NA
"138","2020-08-13 18:02:46-03","IBt","SP","297313","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larranãga",NA,"Souza, VC","10723","1996","01","27","Brasil","São Paulo","Angatuba","-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29114","auto",NA,NA,NA,NA,NA
"139","2019-11-21 10:13:57-03","IBt","SP","15086","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larranãga","Pennell, FW","Edwall, G","CGG5893","1901","01",NA,"Brasil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"SP008470","SP008470",NA,NA,NA,"Morro Pellado.",NA,"Flores azuis.","860","860",NA,"22843","auto",NA,NA,NA,NA,NA
