"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"11","2020-06-29 11:32:20-03","UFRJ","RFA","6966","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","L.B. Smith","1956",NA,NA,"Reitz; Klein","1891","1954","06","21","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"RFA26674",NA,NA,NA,NA,"Cunhas","15","15",NA,"Arvoreta 4m, fruto maduro: preto.","27253","auto",NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:32:20-03","UFRJ","RFA","6974","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","L.B. Smith","1956",NA,NA,"Reitz; Klein","2363","1956","01","10","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"RFA26682",NA,NA,NA,NA,"Luis Alves","200","200",NA,"Arvoreta 5 m de flor branca.","27253","auto",NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:32:20-03","UFRJ","RFA","6080","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","J.H. Kirkbride Jr.","1978","02","10","P. Occhioni","2142","1960","12","00","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"RFA26178",NA,NA,NA,NA,NA,NA,NA,NA,"Flor púrpura.","70570","auto",NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:20-03","UFRJ","RFA","6970","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","L.B. Smith","1956",NA,NA,"Reitz; Klein","2559","1956","02","04","Brasil","Santa Catarina","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,"RFA26678",NA,NA,NA,NA,"Horto Florestal I.N.P.","300","300",NA,"Arvoreta 8 m de flor branca.","18533","auto",NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:47:48-03","EAO","IAN","192507","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Mart.","Félix-da-Silva, MM","2007","11","10","Félix-da-Silva, MM; Trindade, MJS; Oliveira, JCL de; Souza, CA","352","2007","11","10","Brasil","Pará","Portel","-50.8210983276367","-1.93555998802185",NA,NA,"IAN192507",NA,"Dicotiledônea",NA,"Southern America","FLONA de Caxiuanã, grade do PPBio, parcela 01.",NA,NA,NA,"Árvore 7 m de altura. Frutos jovens verdes.","184936","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:47:48-03","EAO","IAN","127110","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Grear Jr., JW; Grear Jr., JW","18253","1966","07","16","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"IAN127110",NA,"Dicotiledônea",NA,"Southern America","Gallery forest, 30km S of Brasília, D.F., on road to Belo Horizonte.","1000","1000",NA,"Tree ca. 8m x 12cm. fruit dark green.",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:47:48-03","EAO","IAN","127123","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Maxwell, HS","19708","1968","02","09","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"IAN127123",NA,"Dicotiledônea",NA,"Southern America","Among rocks. Sandy slopes and outcrops, Serra do Itabirito, ca. 45km SE of Belo Horizonte.","1500","1500",NA,"Shrub ca. 2m tall; fruit green.",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:47:48-03","EAO","IAN","127133","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Maxwell, HS","20870","1968","02","25","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"IAN127133",NA,"Dicotiledônea",NA,"Southern America","Gallery margin. Gallery forest and adjacent wet campo, Serra do Espinhaço at Lapinha, ca. 21km N of Sêrro on road (MG-2) to Diamantina.","1200","1200",NA,"Treelet ca. 3m x 4cm. Fruit green.",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:47:48-03","EAO","IAN","129457","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Souza, R","8786","1965","09","29","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"IAN129457",NA,"Dicotiledônea",NA,"Southern America","Creek margin. Gallery forest and adjacent cerrado slopes, Córrego Monteiro, vicinity of Planaltina.","950","950",NA,"Tree ca. 6m x 10cm. Buds greenish violet.",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:47:48-03","EAO","IAN","129483","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Souza, R","9059","1965","10","08","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"IAN129483",NA,"Dicotiledônea",NA,"Southern America","5km W of Formosa, road to brasília. gallery forest.","900","900",NA,"Tree ca. 5m x 8cm. Corolla white; bluish at base.",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:47:48-03","EAO","IAN","129812","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Grear Jr., JW; Grear Jr., JW","12671","1966","02","12","Brasil","Goiás",NA,"-47","-14","-47","-14","IAN129812",NA,"Dicotiledônea",NA,"Southern America","Gallery forest and adjacent campo, Chapada dos Veadeiros, ca. 15km W of Veadeiros.","1000","1000",NA,"Tree ca. 6m x 15cm; fruit green.",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:47:48-03","EAO","IAN","129813","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Grear Jr., JW; Grear Jr., JW","12683","1966","02","12","Brasil","Goiás",NA,"-47","-14","-47","-14","IAN129813",NA,"Dicotiledônea",NA,"Southern America","Gallery forest and adjacent campo, Chapada dos Veadeiros, ca. 15km W of Goiás..","1000","1000",NA,"Tree ca. 6m x 18cm; fruit light green.",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:47:48-03","EAO","IAN","130446","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Souza, R","18316","1966","07","21","Brasil","Goiás",NA,NA,NA,NA,NA,"IAN130446",NA,"Dicotiledônea",NA,"Southern America","Gallery forest, near São Gabriel, ca. 50km N of Planaltina, D.F., on road to Veadeiros.","1000","1000",NA,"Shrub ca. 3m tall; fruit green.",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:47:48-03","EAO","IAN","131007","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Santos, RR dos","22809","1969","01","29","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"IAN131007",NA,"Dicotiledônea",NA,"Southern America","Gallery margin. Gallery forest and adjacent cerrado, ca. 7km NE of Diamantina, road to Mendanha.","1300","1300",NA,"Tree ca. 4m x 6cm; fruit green.",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:47:48-03","EAO","IAN","131033","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Santos, RR dos","23060","1969","02","11","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"IAN131033",NA,"Dicotiledônea",NA,"Southern America","Creek margin. Cerrado on stony slopes with outcrops, ca. 31km NE of Francisco Sá, road to Salinas.","1100","1100",NA,"Shrub ca. 3m tall; fruit green.",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:47:48-03","EAO","IAN","131260","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Santos, RR dos","24916","1969","03","22","Brasil","Goiás",NA,NA,NA,NA,NA,"IAN131260",NA,"Dicotiledônea",NA,"Southern America","Gallery margin. Gallery forest and adjacent campo, ca. 10km south of Alto do Paraíso.","1000","1000",NA,"Shrub ca. 3m tall; fruit green; purple on isolated side.",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:47:48-03","EAO","IAN","138295","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Irwin, HS; Fonseca, SG da","26544","1970","02","23","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"IAN138295",NA,"Dicotiledônea",NA,"Southern America","Gallery forest, ca. 10km E of Lago Paranoá, near DF-6.",NA,NA,NA,"Tree ca. 5m x 10cm; fruit green.",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:47:48-03","EAO","IAN","139167","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Heringer, EP","10724","1961","10","20","Brasil",NA,NA,NA,NA,NA,NA,"IAN139167",NA,"Dicotiledônea",NA,"Southern America","Mata ciliar.",NA,NA,NA,"Árvore; flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:47:48-03","EAO","IAN","107490","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2005","04","12","Magalhães, MG","1209","1942","01","29","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"IAN107490",NA,"Dicotiledônea",NA,"Southern America","Capoeira ciliar de córrego, base da Serra do Itatiaia.",NA,NA,NA,"Arbusto de 2-3m de altura; frutos; muito frequente.","44599","auto",NA,NA,NA,NA,NA,NA
"30","2019-12-12 15:31:49-03","UFABC","HUFABC","000987","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Dutra, L L",NA,NA,NA,"Melo, P H A; Peixoto, T R; Lombardi, J A","5866","2016","10","24","Brasil","São Paulo","Apiaí","-48.589425","-24.438925","-48.589425","-24.438925","HUFABC000987","HUFABC000987","Angiospermas",NA,NA,"Parque Estadual Turístico do Alto Ribeira (PETAR),, Floresta ombrófila mista com afloramento calcário",NA,NA,NA,"Prensagem em álcool 70% e amostra preservada em sílica.; Arbusto terrícola, flores com corola alva, ápice azulado.",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:23:37-03","UFBA","ALCB","72921","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2011","12","05","Guedes, ML; Santos, JS; Valadão, RM; Carvalho, G; Alunos de Botânica III","12281","2006","04","30","Brasil","Bahia","Catolés","-41.833333","-13.283333","-41.833333","-13.283333",NA,NA,"Dicotyledon",NA,"Southern America","Chapada Diamantina, Serra do Barbado",NA,NA,NA,"de ca 3m. Folhas coriáceas, discolores. Frutos imaturos verdes e 'de vez' vináceos.",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:23:37-03","UFBA","ALCB","93103","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2011","12","05","Gomes, FS; Guedes, ML; Guaré, F; Silveira, ER; et al.","433","2009","12","18","Brasil","Bahia","Catolés","-41.887778","-13.284722","-41.887778","-13.284722",NA,NA,"Dicotyledon",NA,"Southern America","Chapada Diamantina, 4,5km da estrada de Piatã para Catolês",NA,NA,NA,"de ca 2,5 m de altura. Folhas coriáceas, discolores. Frutos verde-amarronzados.",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:23:37-03","UFBA","ALCB","74749","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2011","12","05","Guedes, ML; Rigueira, D; Oliveira, D; Estagiários; Alunos de Botânica III; Alunos de Botâni","12549","2006","10","13","Brasil","Bahia","Piatã","-41.6","-13.15","-41.6","-13.15",NA,NA,"Dicotyledon",NA,"Southern America","Chapada Diamantina, Fazenda Beija Flor",NA,NA,NA,"de ca 5m. Folhas coriáceas, discolores com a face adaxial verde escura e abaxial verde clara. Inflorescência com raque esbranquiçada e flores liláses.",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:23:37-03","UFBA","ALCB","69127","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2011","12","05","Guedes, ML; Velozo, ES; et al.","11508","2005","03","25","Brasil","Bahia","Catolés","-41.888611","-13.285278","-41.888611","-13.285278",NA,NA,"Dicotyledon",NA,"Southern America","Chapada Diamantina",NA,NA,NA,"de ca 2m. Folhas coriáceas, discolores. Frutos imaturos, verde-vináceos. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:23:37-03","UFBA","ALCB","032789","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2011","12",NA,"Harley, RM; Bromley, GLR; Carvalho, AM de; Soares Nunes, JM; et al.","22359","1980","05","22","Brasil","Bahia","Lençóis","-41.45","-12.45","-41.45","-12.45",NA,NA,"Dicotyledon",NA,"Southern America","Serras dos Lençois. Serra do Brejão ca. 14km N.W. of Lençois. Western face of sandstone serra with horizontally bedded rocks. Extensive grassland & marsh on lower slopes and small streams with low woodland. Alt. 700-1000m.",NA,NA,NA,"Fastigiate tree to about 8m. Leaves rigid; coriaceous very dark green above, convex between the primary veins, pale green below. Fruit green, subglobose, slightly tapering upwards.; Rock outcrops at high altitudes, with humid forest in rocky declivit",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:23:37-03","UFBA","ALCB","034071","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2003","11",NA,"Bautista, HP; Hind, DJN; M.M. da Silva","PCD&nf;3885","1996","11","01","Brasil","Bahia","Piatã","-41.826111","-13.120833","-41.826111","-13.120833",NA,NA,"Dicotyledon",NA,"Southern America","Chapada Diamantina, Estrada Piatã-Ribeirão","1380","1380",NA,"2,0 m. Folhas coriáceas. Frutos esféricos, nigrescentes. Raro.",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:23:37-03","UFBA","ALCB","034268","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2003","11",NA,"Saar, E; Passos Júnior, LA; Guedes, ML; Stannard, B","5373","1997","02","10","Brasil","Bahia","Caetité","-42.496111","-14.16","-42.496111","-14.16",NA,NA,"Dicotyledon",NA,"Southern America","Serra Geral, Caminho para Licínio de Almeida","1080","1080",NA,"3,0 m. Folhas coriáceas, levemente discolores. Frutos imaturos verdes, maduros vinho. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:23:37-03","UFBA","ALCB","125417","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Borges, RL","2015","01",NA,"Borges, RL; Jardim, JG; Stadnik, A; Ibrahim, M","279","2015","05","12","Brasil","Bahia","Licínio de Almeida","-42.554722","-14.646389","-42.554722","-14.646389","ALCB029233","ALCB029233","Dicotyledon",NA,"Southern America","Floresta estacional do Xaxá",NA,NA,NA,"até 5 m alt. Folhas discolores.",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:23:37-03","UFBA","ALCB","61341","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2011","12",NA,"Nascimento, FHF","395","2000","04","01","Brasil","Bahia","Rio do Pires","-41.919722","-13.270278","-41.919722","-13.270278",NA,NA,"Dicotyledon",NA,"Southern America","Chapada Diamantina","1550","1550",NA,"2 m. alt. Folhas discolores, cartáceas. Frutos verdes.; vegtetação arbóreo-arbustiva crescendo entre rochas.",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:23:37-03","UFBA","ALCB","74627","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2011","12","05","Rigueira, D; Guedes, ML; Guedes, ML; Guedes, ML; Estagiários; Alunos de Botânica III; Aluno","s/n","2006","10","13","Brasil","Bahia","Piatã","-41.766667","-13.15","-41.766667","-13.15",NA,NA,"Dicotyledon",NA,"Southern America","Chapada Diamantina, Fazenda Beija Flor",NA,NA,NA,"de ca 3m. Folhas levemente discolores. coriáceas. Inflorescência terminal, raque branca, flores roxas.",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:23:37-03","UFBA","ALCB","032791","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, JG","2011","12",NA,"Harley, RM","21340","1980","04","13","Brasil","Bahia","Caetité","-42.2075","-13.993056","-42.2075","-13.993056",NA,NA,"Dicotyledon",NA,"Southern America","Serra Geral, serra geral de Caetité. 9,5 km S de Caetité on road to Brejinhos das Ametistas. By small reservoir and stream. Scrub among rocks by stream, with nearby woodland","1000","1000",NA,"to 5 m. with strongly coriaceous leaves dark green above, paler beneath. Young fruit green with blackish tinge above.",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:23:48-03","NBC","NL-BOTANY","L.1078765","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L1078765","NL-L1078765",NA,"Gentianales","Southern America",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Uw6993",NA,NA,NA,NA
"43","2020-02-08 09:23:48-03","NBC","NL-BOTANY","L.1078766","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L1078766","NL-L1078766",NA,"Gentianales","Southern America",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Uw6993",NA,NA,NA,NA
"44","2020-02-08 09:23:48-03","NBC","NL-BOTANY","L.1078768","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L1078768","NL-L1078768",NA,"Gentianales","Southern America",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Uw6993",NA,NA,NA,NA
"45","2020-02-08 09:23:48-03","NBC","NL-BOTANY","L.1078769","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Santos TS dos",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L1078769","NL-L1078769",NA,"Gentianales","Southern America",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","CEPECw192",NA,NA,NA,NA
"46","2020-02-08 09:23:48-03","NBC","NL-BOTANY","L.2896986","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","01","29","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NL-L2896986","NL-L2896986",NA,"Gentianales","Southern America","Santa Catarina, Sabía, Vidal Ramos, Mata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2896986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"47","2020-02-08 09:23:48-03","NBC","NL-BOTANY","L.2896987","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","12","11","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NL-L2896987","NL-L2896987",NA,"Gentianales","Southern America","Santa Catarina, Pirão Frio, Sombrio.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2896987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
