"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","eventTime","fieldNumber"
"882","2008-05-27 22:02:00-03","MO","MOBOT","406750","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T. Pennington (K)",NA,NA,NA,"Alwyn H. Gentry|David N. Smith|Nestor Jaramillo","Gentry 41967","1983","6","13","Peru","Pasco","Oxapampa","Cabeza de Mono, Río Iscozacin, 10 km SW of Iscozasin, Palcazu Valley, sandy river terraces. Transect 9.","-75.3","-10.33333",NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"83-130"
"883","2011-06-10 15:20:00-03","MO","MOBOT","406926","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Rudas (COL)",NA,NA,NA,"John James Pipoly, III","Pipoly 16331","1991","11","18","Colombia","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.78333",NA,NA,"200.00000000","220.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"53"
"884","2008-05-27 22:02:00-03","MO","MOBOT","406945","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T. Pennington (K)",NA,NA,NA,"Alwyn H. Gentry|David N. Smith|Nestor Jaramillo","Gentry 42079","1983","6","16","Peru","Pasco","Oxapampa","Vivero. Proyecto Pichis Palcazu Puerto Bermudez. Transect 2.","-74.95","-10.2",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"83-139"
"885","2014-04-04 05:45:00-03","MO","MOBOT","407072","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15697","1990","12",NA,"Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 20","-73.5","-4.16666",NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"273"
"886","2008-05-27 22:02:00-03","MO","MOBOT","407079","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Gentry",NA,NA,NA,"Alwyn H. Gentry|David N. Smith|Nestor Jaramillo","Gentry 41860","1983","6","11","Peru","Pasco","Oxapampa","Cabeza de Mono, Río Iscozacin, 10 km SW of Iscozasin, Palcazu Valley, sandy river terraces. Transect 2.","-75.3","-10.33333",NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"83-120"
"887","2016-10-13 05:56:00-03","MO","MOBOT","407093","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T. Pennington (K)",NA,NA,NA,"David A. Neill|Fernando Hurtado","Neill 8835","1989","1","26","Ecuador","Pastaza",NA,"Via Auca, 115 km S of Coca, 10 km S of Napo-Pastaza border; near Río Tiguino. Tropical Moist Forest on low hills. Primary forest; trees felled for road construction. Entrance road to PETROCANADA oil well site.","-76.91666","-1.25",NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,"89-5"
"888","2008-05-27 22:02:00-03","MO","MOBOT","407262","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"William Pariona|I. Pedro","Pariona 898","1986","9","17","Peru","Pasco","Oxapampa","Trees of the Palcazu Valley Distrito Iscozacín. Shiringamazu.","-75.12805","-10.26111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"86-22"
"889","2013-12-25 12:51:00-02","MO","MOBOT","407505","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"Edgar Gudiño|Guillermo Grefa|Nestor Andi","Gudiño Jara 2222","1993","2","19","Ecuador","Napo","La Joya de los Sachas","Parque Nacional Yasuní. Carretera y oleoducto de Maxus, en construcción. Kilómetro 10-13. Bosque húmedo Tropical. Bosque primario, sobre colinas de suelo rojo oxisol.","-76.6166667","-0.4166667",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"890","2008-05-27 22:02:00-03","MO","MOBOT","407562","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","G. Pilz",NA,NA,NA,"Thomas B. Croat","Croat 17436","1972","6","31","Peru","Loreto",NA,"Iquitos; cultivated at Amazon Natural Drug Compound.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"224"
"891","2011-06-13 15:13:00-03","MO","MOBOT","407572","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","M. Timana (MO)",NA,NA,NA,"Alwyn H. Gentry","Gentry 68860","1989","12","16","Peru","Madre de Dios","Tambopata","Cusco Amazónico, 15 km ENE of Puerto Maldonado.","-69.08333","-12.58333",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"404"
"892","2008-10-22 10:42:00-02","MO","MOBOT","407600","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Gerge Pliz",NA,NA,NA,"Thomas B. Croat","Croat 19128","1972","8","13","Peru","Loreto",NA,"Río Itaya, ca. 10 km above Iquitos.","-73.3283334","-3.835",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"283"
"893","2008-05-27 22:02:00-03","MO","MOBOT","407651","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Gentry (MO)",NA,NA,NA,"Alwyn H. Gentry","Gentry 49068","1984","11","16","Brazil","Pará",NA,"MOCAMBO: Embrapa Forest Reserve, ca 10 km from Belem. Altitud near sea level. Transect 7","-47.98333","-1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"84-335"
"894","2013-12-04 21:15:00-02","MO","MOBOT","407652","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"Armando Grijalva|Nestor Andi","Grijalva 157","1992","10","1","Ecuador","Napo","La Joya de los Sachas",NA,"-76.6166667","-0.4166667",NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"895","2015-02-18 11:07:00-02","MO","MOBOT","407653","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Thomas B. Croat","Croat 19890","1972","9","1","Peru","Loreto",NA,"Río Mamón near Río Nanay.","-73.2655556","-3.6908333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,"302"
"896","2013-12-23 05:24:00-02","MO","MOBOT","407672","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","O. Phillips",NA,NA,NA,"O. L. Phillips|Flor Chávez","Phillips 643","1991","4","22","Peru","Madre de Dios","Tambopata","Zona Reservada Tambopata-Candamo (formely Zona Reservada Tambopata); along trails of Explorer's Inn. Tropical Moist Forest. Floodplain alluvial-soil forest.","-69.3","-12.81666",NA,NA,"290.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"50"
"897","2008-11-19 09:13:00-02","MO","MOBOT","407688","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","George Pilz",NA,NA,NA,"Thomas B. Croat","Croat 20524","1972","9","20","Peru","Loreto",NA,"Río Napo, near Entrada de Isla Inayuga.","-73.6113889","-2.4802778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"326"
"898","2008-05-27 22:02:00-03","MO","MOBOT","407692","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Gentry",NA,NA,NA,"Alwyn H. Gentry|Camilo Díaz S.|Nestor Jaramillo","Gentry 51303","1985","7","25","Peru","Madre de Dios","Tambopata","Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.","-69.71666","-12.81666",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"85-271"
"899","2008-05-27 22:02:00-03","MO","MOBOT","407723","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","George Pilz",NA,NA,NA,"Thomas B. Croat","Croat 20750","1972","9","26","Peru","Loreto",NA,"Varadera de Indiana.","-73.07944","-3.50472",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"334"
"900","2008-05-27 22:02:00-03","MO","MOBOT","407765","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Gentry",NA,NA,NA,"Alwyn H. Gentry|Camilo Díaz S.|Nestor Jaramillo","Gentry 51339","1985","7","26","Peru","Madre de Dios","Tambopata","Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.","-69.71666","-12.81666",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"85-272"
"901","2008-05-27 22:02:00-03","MO","MOBOT","407825","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Gentry",NA,NA,NA,"Alwyn H. Gentry|Nestor Jaramillo","Gentry 57972","1987","5","31","Peru","Madre de Dios","Tambopata","Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.","-69.28333","-12.83333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"87-120"
"902","2008-05-27 22:02:00-03","MO","MOBOT","407846","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"John James Pipoly, III|et al.","Pipoly 14386","1991","3","4","Peru","Loreto","Maynas","Región de Amazonas, Dtto. Las Amazonas. Explornapo Camp. Inventario MacArthur; cerca de Sucusari, a lo largo del río Napo. Bosque alto en terra firme. PARCELA Y","-72.91666","-3.33333",NA,NA,"100.00000000","140.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"42"
"903","2014-04-04 05:45:00-03","MO","MOBOT","407923","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 14755","1990","11",NA,"Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana - IIAP. Bosque primario, vegetación sobre suelo arcillo-arenoso (arena blanca), estrato inferior con dominancia de Lepidocaryum tessmannii (irapay), y esøtrato medio con relativa abundancia de Jessenia bataua subsp. bataua (huangurahui); drenaje irregular, pequeøñas y lígeras ondulaciones del terreno. Levantamiento florístico de la parcela A de 1 Ha; 500 x 20 m; correspondienø te al inventario de 2 Has. SUBPARCELA No. 7","-73.5","-4.16666",NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"231"
"904","2018-04-26 10:05:00-03","MO","MOBOT","407967","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 2798","1981","12","31","Peru","Loreto","Maynas","Estación Bilógica Callicebus, Rio Nanay-Mishana. Bosque primario, suelos de arena blanca.","-73.58333","-3.91666",NA,NA,"130.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"81-30"
"905","2011-06-10 15:20:00-03","MO","MOBOT","408037","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Rudas (COL)",NA,NA,NA,"John James Pipoly, III","Pipoly 16469","1991","11","19","Colombia","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.78333",NA,NA,"200.00000000","220.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"54"
"906","2011-06-10 15:20:00-03","MO","MOBOT","408049","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Rudas (COL)",NA,NA,NA,"John James Pipoly, III","Pipoly 16091","1991","11","15","Colombia","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.78333",NA,NA,"200.00000000","220.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"51"
"907","2014-06-11 15:13:00-03","MO","MOBOT","408055","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Rudas (COL)",NA,NA,NA,"John James Pipoly, III","Pipoly 15707","1991","11","10","Colombia","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.7833333",NA,NA,"200.00000000","220.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"48"
"908","2011-06-10 15:20:00-03","MO","MOBOT","408057","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Rudas (COL)",NA,NA,NA,"John James Pipoly, III","Pipoly 16096","1991","11","15","Colombia","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.78333",NA,NA,"200.00000000","220.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"51"
"909","2011-06-10 15:20:00-03","MO","MOBOT","408247","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Rudas (COL)",NA,NA,NA,"John James Pipoly, III","Pipoly 15819","1991","11","11","Colombia","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.78333",NA,NA,"200.00000000","220.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"49"
"910","2008-05-27 22:02:00-03","MO","MOBOT","408287","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D.Pennington& K.S.Edwards(FVG2005)",NA,NA,NA,"Ronald L. Liesner|Bruce K. Holst","Liesner 21825","1987","3","10","Venezuela","Amazonas",NA,"ATURES 5 to 8 km NW of settlement of Yutaje. Sandstone stream on S slope below plateau. Stream flowing S from E side of unnamed peak, 3 km W of Río Coro-Coro, W of Serranía de Yutaje. Intermittent forest, savanna and bluffs.","-66.15","5.66666",NA,NA,"700.00000000","1000.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"87-26"
"911","2008-05-27 22:02:00-03","MO","MOBOT","408296","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","M. Monsalve (UVC)",NA,NA,NA,"Alwyn H. Gentry|Elsa M. Zardini|Miryam Monsalve B.|J.D. Caicedo","Gentry 53821","1986","3","30","Colombia","Chocó",NA,"Taparalito, Quebrada Taparal, N of Palestina. Primary wet forest.","-77.2","4.25",NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"86-28"
"912","2016-10-13 05:56:00-03","MO","MOBOT","408496","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T. Pennington (K)",NA,NA,NA,"David A. Neill","Neill 6055A","1985","3","9","Ecuador","Napo","Tena","Jatun Sacha Biological Station.","-77.6","-1.06666",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","2008-05-27 22:02:00-03","MO","MOBOT","408497","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","C. Reynel (MO)",NA,NA,NA,"Carlos Reynel Rodríguez|et al.","Reynel Rodríguez 5336","1990","8","21","Peru","Madre de Dios","Tambopata","Zona reservada de Tambopata.","-69.3","-12.81666",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"11"
"914","2008-05-27 22:02:00-03","MO","MOBOT","408720","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Gentry",NA,NA,NA,"Alwyn H. Gentry|et al.","Gentry 56309","1987","2","22","Peru","Loreto","Requena","Jenaro Herrera, Río Ucayali. Upland forest. on well-drained soil. Transect 1","-73.75","-4.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"87-28"
"915","2008-05-27 22:02:00-03","MO","MOBOT","408833","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington",NA,NA,NA,"L.B. Holm-Nielsen","Holm-Nielsen 19253","1979","8","13","Ecuador","Napo",NA,"Mishuallí. Rain forest in the surroundings of the junction Río Mishuallí - Río Napo.","-77.68333","-1.05",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","2008-05-27 22:02:00-03","MO","MOBOT","408834","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T. Pennington, 1990 (K)",NA,NA,NA,"Daniel Rubio","Rubio 1","1989","4","29","Ecuador","Pastaza",NA,"Vía Auca, 115 km al S de Coca. Cerca del Río Tigüino. Carretera de PETRO-CANADA en construcción. Arboles cortados. Bosque húmedo Tropical; primario. Suelo rojo Dystropept; colinas.","-76.91666","-1.25",NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"89-1"
"917","2011-06-08 17:18:00-03","MO","MOBOT","408840","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T. Pennington, 1985 (K)",NA,NA,NA,"L.B. Holm-Nielsen|et al.","Holm-Nielsen 19787","1979","8","24","Ecuador","Napo",NA,"Río Napo, Chiroisla. Riverside rain forest with Cecropia.","-75.5","-0.83333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","2019-06-13 04:36:00-03","MO","MOBOT","408868","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington",NA,NA,NA,"J.E. Lawesson|T. Læssøe|P.M. Jørgensen","Lawesson 39659","1983","6","29","Ecuador","Napo",NA,"Añangu, Río Napo. Cultivated or ornamental plants in and around the village.","-76.38333","-0.51666",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","2008-05-27 22:02:00-03","MO","MOBOT","408875","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington, 1989 (K)",NA,NA,NA,"Lars P. Kvist|Eduardo Asanza C.","Kvist 40415","1982","6","28","Ecuador","Esmeraldas",NA,"Río Cayapa, Zapallo Grande. Río Zapallo Grande (tributary of Río Cayapa) was followed 500 m. upriver. From the left bank a trail led into the forest. Through disturbed areas finally primary upland forest was reached on a ridge.","-78.9","0.8",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","2008-05-27 22:02:00-03","MO","MOBOT","409029","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T. Pennington (K)",NA,NA,NA,"Victor Huashikat","Huashikat 157","1979","8","23","Peru","Amazonas","Condorcanqui","Monte virgen, 400 metros atras de La Poza, Río Santiago.","-78.67444","-5.90222",NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"6"
"921","2008-05-27 22:02:00-03","MO","MOBOT","409050","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Gentry",NA,NA,NA,"Alwyn H. Gentry|et al.","Gentry 56575","1987","2","24","Peru","Loreto","Requena","Jenaro Herrera, Río Ucayali. Upland forest on well-drained soil. Transect 8","-73.75","-4.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"87-38"
"922","2008-05-27 22:02:00-03","MO","MOBOT","409149","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","A. Gentry",NA,NA,NA,"Alwyn H. Gentry|et al.","Gentry 56635","1987","2","24","Peru","Loreto","Requena","Jenaro Herrera, Río Ucayali. Upland forest on well-drained soil. Transect 10","-73.75","-4.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"87-40"
"923","2014-04-04 05:45:00-03","MO","MOBOT","409155","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T. Pennington (K)",NA,NA,NA,"Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 39021","1983","1","4","Peru","Loreto","Maynas","Mishana. Rio Nanay halfway between Iquitos and Santa Maria de Nanay. Tree plot ca. 1 km N of Campamento 1.","-73.5","-3.86666",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"83-6"
"924","2018-10-16 07:45:00-03","MO","MOBOT","409253","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 45696","1984","2","19","Peru","Madre de Dios","Tambopata","Along Río Tambopata.","-69.3","-12.8166667",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"84-226"
"925","2014-04-04 05:45:00-03","MO","MOBOT","409283","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Al Gentry",NA,NA,NA,"Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 54518","1986","6","15","Peru","Loreto","Maynas","Quebrada Sucusari, N side tributary of Río Napo, mature terra firme forest. TRANSECT # 8","-72.91666","-3.25",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"86-66"
"926","2008-05-27 22:02:00-03","MO","MOBOT","409425","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","T.D. Pennington (K)",NA,NA,NA,"Alwyn H. Gentry|Carlos Reynel Rodríguez|Rosa Ortiz|Percy Núñez V.","Gentry 76636","1992","5","16","Peru","Puno",NA,"Río Távara base camp, moist lowland forest on ridge. Transect 1","-69.66666","-13.35",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"904"
