"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1135691","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","D. G. Campbell","1974","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374162' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135691","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.","M. F. da Silva","P22527","Pará","Rio Trombetas, 4 Km south of Cachoeira Porteira.","-57.0516345","-1.1199745",NA,NA,"NY01135691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-28 17:00:00-02","NY","NYBG","00979613","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","J. A. Ratter","1968","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979613","Magnoliophyta","Fabales",NA,"J. A. Ratter","R1706","Mato Grosso","4 Km N of the Base Camp of the Expedition. C. 270 Km N. of Xavantina, close to Xavantina - São Félix road.","-51.87","-12.9",NA,NA,"NY00979613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-10-28 17:01:00-02","NY","NYBG","00979686","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","D. Alvarenga","1991","02","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979686","Magnoliophyta","Fabales",NA,NA,"793","Goiás","km 42 da estrada de Colinas do Sul/ Usina serra da mesa","-48.0781","-14.1517",NA,NA,"NY00979686_01","Colinas do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00979710","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A. Macedo","1945","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979710","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.","A. E. Burkart","477","Minas Gerais",NA,"-49.465","-18.9692",NA,NA,"NY00979710_01","Ituiutaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 17:00:00-02","NY","NYBG","00979736","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","J. A. Lombardi","1997","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979736","Magnoliophyta","Fabales",NA,"R. C. Barneby","1678","Minas Gerais","Januária, distrito de Fabiao, 2 km na estrada partindo do abrigo do Malhador","-44.2547","-15.1403",NA,NA,"NY00979736_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00979638","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","J. M. Pires","1950","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979638","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.","M. F. Silva","2219","Maranhão","Perto de Carolina","-47.46989","-7.33161",NA,NA,"NY00979638_01","Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00979639","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","E. P. Heringer","1974","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979639","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.",NA,"14102","Goiás","At headwaters of the creek, Rio Quente, at the hotel, Pousada do Rio Quente, at foot of west slope of the Serra de Caldas, 13 km due WSW of city of Caldas Novas.","-48.75","-17.8",NA,NA,"NY00979639_01","Caldas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","582324","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","H. S. Irwin","1971","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=753821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582324","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.","M. F. da Silva","31466","Bahia","Espigao Mestre, near Barreiras airport, ca. 5 km NW of Barreiras. Valley of the Rio das Ondas","-44.99","-12.15","650","650","NY00582324_01","Barreiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00979636","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","H. S. Irwin","1968","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979636","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.","Y.- T. Lee","21402","Tocantins","10 km S. of Guará.","-48.52","-8.93","550","550","NY00979636_01","Guaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 12:28:00-02","NY","NYBG","582331","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","C. F. Rozindo Cardoso","1997","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=753825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582331","Magnoliophyta","Fabales",NA,"G. P. Lewis","32","Bahia","Rodovia BA-242 entre Barreiras e Baianópolis. NORDESTE","-44.6264","-12.1842",NA,NA,"NY00582331_01","Baianópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-11-01 12:28:00-02","NY","NYBG","582327","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","W. R. Anderson","1972","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=753819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582327","Magnoliophyta","Fabales",NA,"M. F. da Silva","36869","Bahia","Espigao Mestre, ca. 100 km WSW of Barreiras","-44.99","-12.15","750","800","NY00582327_01","Barreiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-10-28 17:00:00-02","NY","NYBG","00979612","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","J. A. Ratter","1977","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979612","Magnoliophyta","Fabales",NA,NA,"R4137","Mato Grosso","Nr the Cachoeira at Barra do Garças",NA,NA,NA,NA,"NY00979612_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-10-28 17:00:00-02","NY","NYBG","00979713","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","M. F. F. da Silva","1983","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979713","Magnoliophyta","Fabales",NA,"J. W. Grimes","1010","Maranhão","Faz. Agripec-Varig caminho para o Rio Mutum; margem esquerda do Rio Pindaré","-45.6581","-3.9633",NA,NA,"NY00979713_01","Santa Luzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00979664","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","E. P. Heringer","1974","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979664","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.",NA,"14102","Goiás","At headwaters of the creek, Rio Quente, at the hotel, Pousada do Rio Quente, at foot of west slope of the Serra de Caldas, 13 km due WSW of city of Caldas Novas.","-48.75","-17.8",NA,NA,"NY00979664_01","Caldas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","582325","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","H. S. Irwin","1971","03","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=753822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582325","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.","M. F. da Silva","31546","Bahia","Upper slopes of Espigao Mestre, ca. 32 km W of Barreiras","-44.99","-12.15","600","600","NY00582325_01","Barreiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-10-28 17:00:00-02","NY","NYBG","00979737","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","D. R. Hunt","1966","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979737","Magnoliophyta","Fabales",NA,"M. F. Silva","6128","Goiás","Caiaponia-Aragarças road, about 80 km from Aragarças","-51.8219","-16.4269","600","1000","NY00979737_01","Piranhas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4583","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","J. S. Blanchet",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=294537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004583","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.",NA,"s.n.",NA,"Brasilia",NA,NA,NA,NA,"NY00004583_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-10-28 17:00:00-02","NY","NYBG","00979738","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","E. P. Heringer","1977","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979738","Magnoliophyta","Fabales",NA,NA,"16633","Goiás","Serra de Caldas Novas. Termas do Rio Quente","-48.7722","-17.7744",NA,NA,"NY00979738_01","Rio Quente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00979687","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","J. A. Ratter","1993","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979687","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.",NA,"R6889","Tocantins","Approximately 20 km S of Figueiropolis on the Brasília-Belém highway","-49.08","-12.33",NA,NA,"NY00979687_01","Alvorada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-29 22:48:00-03","NY","NYBG","00979662","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","R. R. de Santos","1968","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979662","Magnoliophyta","Fabales",NA,"J. A. Ratter","R1246","Mato Grosso","5 km S of the Base Camp of the Expedition. (close to the Xavantina-São Felix road)","-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 02:03:00-03","NY","NYBG","1135688","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","N. M. Lepsch da Cunha",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371033' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135688","Magnoliophyta","Fabales",NA,NA,"227A","Amazonas",NA,NA,NA,NA,NA,"NY01135688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-11-01 12:28:00-02","NY","NYBG","582330","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","W. R. Anderson","1972","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=753820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582330","Magnoliophyta","Fabales",NA,"M. F. da Silva","36882","Bahia","Espigao Mestre, ca. 10 km N of Rio Roda Velha, ca. 100 km WSW of Barreiras","-44.99","-12.15","800","800","NY00582330_01","Barreiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-10-28 17:01:00-02","NY","NYBG","00979711","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","B. M. T. Walter","1996","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979711","Magnoliophyta","Fabales",NA,"R. C. Barneby","3120","Goiás","Estrada de terra que sai da GO-342 P/ a Barra dos Rios Maranhao e Almas (rumo da fazenda Pontal). Area de influencia do AHE Serra da Mesa","-48.95","-14.7","480","480","NY00979711_01","Barro Alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00979661","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","W. R. Anderson","1975","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979661","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.","R. S. Cowan","11276","Mato Grosso do Sul","Serra da Pimenteira, 25-35 km SW of the town of Rio Verde","-54.8442","-18.9181",NA,NA,"NY00979661_01","Rio Verde de Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-11-01 12:28:00-02","NY","NYBG","582326","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","H. da S. Brito","1991","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=753823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582326","Magnoliophyta","Fabales",NA,"R. C. Barneby","332","Bahia","Coleta efetuada a 6 km depois de Barreiras, entrada a direita. 4 km na estrada do aeroporto","-44.99","-12.15",NA,NA,"NY00582326_01","Barreiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-10-28 17:00:00-02","NY","NYBG","00979637","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","J. S. Blanchet",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979637","Magnoliophyta","Fabales",NA,"M. F. Silva","3108","Bahia","Marais d'Olhos d'Agua, pres. Villa de Barra",NA,NA,NA,NA,"NY00979637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-01 12:28:00-02","NY","NYBG","582334","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","B. A. S. Pereira","1996","07","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=753817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582334","Magnoliophyta","Fabales",NA,"B. A. S. Pereira","3094","Goiás","Km 33 trecho Uruaçu/Niquelândia","-48.4597015380859","-14.4738998413086","700","700","NY00582334_01","Niquelândia",NA,"74171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02423652","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","F. Bonadeu da Silva","2013","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2675017' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423652","Magnoliophyta","Fabales","(Mart. ex Hayne) Benth.","H. C. de Lima","688","Pará","Igarapé Poraquequara, Caxiuanã","-50.7122001647949","-1.80444002151489",NA,NA,"NY02423652_01","Melgaço",NA,"142262","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-08 17:41:06-03","EAO","IAN","136216","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Peltogyne","confertiflora","Peltogyne confertiflora","Ratter, JA; Santos, RR dos","1968","06","11","Southern America","Brasil",NA,NA,NA,"IAN136216","Dicotiledônea",NA,"(Mart. ex Hayne) Benth.","Ratter, JA","1706","Mato Grosso","4Km N of Base Camp of the Expedition .","-12.9","-51.866667",NA,NA,NA,"Xavantina",NA,NA,NA,"-12.9","-51.866667",NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:41:06-03","EAO","IAN","131481","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Peltogyne","confertiflora","Peltogyne confertiflora","Onishi, E; Ferreira, A","1969","02","22","Southern America","Brasil",NA,NA,NA,"IAN131481","Dicotiledônea",NA,"(Mart. ex Hayne) Benth.","Silva, MF da","916","Mato Grosso","Acampamento da Expedição Inglesa, 4Km ao Norte, na estrada de rodagem Xavantina-Cachimbo.","-12.9","-51.866667",NA,NA,NA,"Xavantina",NA,NA,NA,"-12.9","-51.866667","1975","04",NA,NA,NA,NA,NA
"41","2021-04-08 17:41:06-03","EAO","IAN","131482","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Peltogyne","confertiflora","Peltogyne confertiflora","Onishi, E; Ferreira, A","1969","02","22","Southern America","Brasil",NA,NA,NA,"IAN131482","Dicotiledônea",NA,"(Mart. ex Hayne) Benth.","Silva, MF da","916","Mato Grosso","Acampamento da Expedição Inglesa, 4Km ao Norte, na estrada de rodagem Xavantina-Cachimbo.","-12.9","-51.866667",NA,NA,NA,"Xavantina",NA,NA,NA,"-12.9","-51.866667","1975","04",NA,NA,NA,NA,NA
"42","2021-04-08 17:41:06-03","EAO","IAN","105676","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Peltogyne","confertiflora","Peltogyne confertiflora","Magalhães, MG","1957","02","19","Southern America","Brasil",NA,NA,NA,"IAN105676","Dicotiledônea",NA,"(Mart. ex Hayne) Benth.","Silva, MF da","9881","Goiás","Local pedregoso n a base da serra, a 2Km da cidade de Goiás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","03",NA,NA,NA,NA,NA
"43","2021-04-08 17:41:06-03","EAO","IAN","138431","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Peltogyne","confertiflora","Peltogyne confertiflora","Irwin, HS; Grear Jr., JW; Grear Jr., JW","1968","03","15","Southern America","Brasil",NA,NA,NA,"IAN138431","Dicotiledônea",NA,"(Mart. ex Hayne) Benth.","Silva, MF da","21219","Goiás",NA,NA,NA,NA,NA,NA,"Araguaiana",NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA
