"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"98","2021-02-04 09:02:30-03","IBt","SP","197272","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Burman, AG","619",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-02-04 09:02:30-03","IBt","SP","232620","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Burman, AG","937",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-02-04 09:02:30-03","IBt","SP","335562","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Oliveira, FCA","820",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:15:10-03","IBt","SP","232860","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum","(Nees) Kunth","Longhi Wagner, H","Burman, AG","888","1984","03","16",NA,"Brasil","Minas Gerais","Entre Serra de Santo Antonio e Serra de Jacuba, a leste da estrada para Biribiri",NA,NA,NA,NA,"SP042751","SP042751",NA,NA,NA,NA,"2013","06","13",NA,NA,NA,NA,"cirrosum",NA,NA,NA,NA
"102","2019-11-21 10:15:10-03","IBt","SP","370192","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum","(Nees) Kunth","Longhi Wagner, H","Sasaki, D; Mello-Silva, R; Junqueira, AB; Capeli, FM","298","2003","04","16",NA,"Brasil","São Paulo","Parque Estadual Furnas do Bom Jesus, Campo sujo próximo à sede, abaixo da estrada de terra","-47.460278","-20.247778",NA,NA,"SP042753","SP042753","Pedregulho","1000","1000",NA,"2013","06","18",NA,NA,NA,NA,"cirrosum","-47.460278","-20.247778",NA,NA
"103","2021-02-04 09:02:30-03","IBt","SP","212534","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Heringer, EP","3977","1980","03","17",NA,"Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"104","2021-02-04 09:02:30-03","IBt","SP","175383","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum","(Nees) Kunth","Longhi Wagner, H","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer Salles, AE; Chagas Silva,","4092","1980","03","26",NA,"Brasil","Distrito Federal","Bacia do Rio São Bartolomeu, Quadrícula n° 155","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília",NA,NA,NA,"2013","06","18",NA,"70570","auto",NA,"cirrosum",NA,NA,NA,NA
"105","2019-11-21 10:15:10-03","IBt","SP","374131","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum","(Nees) Kunth","Longhi Wagner, H","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer Salles, AE; Chagas Silva,","4092","1980","03","26",NA,"Brasil","Distrito Federal","Bacia do Rio São Bartolomeu, Quadrícula n° 155","-47.9296989440918","-15.7797002792358",NA,NA,"SP042756","SP042756","Brasília",NA,NA,NA,"2013","06","18",NA,"70570","auto",NA,"cirrosum",NA,NA,NA,NA
"106","2021-02-04 09:02:30-03","IBt","SP","161061","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Davidse, G","12183","1976","04","09",NA,"Brasil","Goiás",NA,"-48.706901550293","-16.2042007446289",NA,NA,NA,NA,"Abadiânia",NA,NA,NA,NA,NA,NA,NA,"31693","auto",NA,NA,NA,NA,NA,NA
"107","2019-11-21 10:15:10-03","IBt","SP","474455","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Filgueiras, TS","Nicolau, SA; Caetano, PPR; Nagahashi, LS; Oliveira, AC","3797","2008","08","16",NA,"Brasil","Minas Gerais","Bairo Taquari, Reserva Natural Morro Grande","-46.386100769043","-21.9235992431641",NA,NA,"SP042755","SP042755","Caldas",NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"108","2021-02-04 09:02:30-03","IBt","SP","159426","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Davidse, G","10656","1976","02","26",NA,"Brasil","Minas Gerais",NA,"-45.4006004333496","-21.8360996246338",NA,NA,NA,NA,"Campanha",NA,NA,NA,NA,NA,NA,NA,"18981","auto",NA,NA,NA,NA,NA,NA
"109","2021-02-04 09:02:30-03","IBt","SP","159575","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Davidse, G","10624","1976","02","25",NA,"Brasil","Minas Gerais",NA,"-45.4006004333496","-21.8360996246338",NA,NA,NA,NA,"Campanha",NA,NA,NA,NA,NA,NA,NA,"18981","auto",NA,NA,NA,NA,NA,NA
"110","2021-02-04 09:02:30-03","IBt","SP","179294","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Amaral, MCE","CFSC8474","1982","04","24",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.6814002990723","-18.8071994781494",NA,NA,NA,NA,"Congonhas do Norte",NA,NA,NA,NA,NA,NA,NA,"30386","auto",NA,NA,NA,NA,NA,NA
"111","2021-02-04 09:02:30-03","IBt","SP","159431","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Davidse, G","10689","1976","02","27",NA,"Brasil","Minas Gerais",NA,"-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"Lavras",NA,NA,NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:15:10-03","IBt","SP","47661","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum","(Nees) Kunth","Longhi Wagner, HM","Handro, O","123","1949","04","28",NA,"Brasil","São Paulo","Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,"SP042754","SP042754","São Paulo",NA,NA,NA,"2015","09",NA,NA,"53584","auto",NA,"cirrosum",NA,NA,NA,NA
