"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00861955","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. L. Bruner","H. S. Irwin","24632","1969","03","17","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 65 km north of Veadeiros","-47.5167","-13.52921","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861955","NY00861955_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00861981","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. L. Bruner","H. S. Irwin","31956","1971","03","16","South America","Brazil","Goiás","Serra Geral do Paraná, ca. 1 km S.of São João de Aliança","-47.5333","-14.70904","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861981","NY00861981_01","São João d'Aliança","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00861967","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. L. Bruner","W. R. Anderson","6524","1973","03","07","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 6-7 km E of Alto Paraíso on road to Nova Roma","-47.4754","-14.0755","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861967","NY00861967_01","Alto Paraíso de Goiás","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 20:56:00-03","NY","NYBG","00861965","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum",NA,"H. M. Longhi-Wagner","A. F. M. Glaziou","22401","1898","03","05","South America","Brazil","Goiás","Corrego do Brejo, á Chico Lobo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861965","NY00861965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00861969","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. M. Longhi-Wagner","R. C. de Mendonça","115","1980","03","27","South America","Brazil","Goiás","Santo Antônio do Descoberto.","-47.9503","-16.2528","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861969","NY00861969_01","Luziania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00861964","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. M. Longhi-Wagner","A. F. M. Glaziou","17416",NA,NA,NA,"South America","Brazil","Minas Gerais","Brasilia: Minas Geraes",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861964","NY00861964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00861990","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. M. Longhi-Wagner","L. Riedel","2128",NA,NA,NA,"South America","Brazil",NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861990","NY00861990_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00861983","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. M. Longhi-Wagner","E. P. Heringer","3977","1980","03","17","South America","Brazil","Distrito Federal","Bacia do Rio Sao Bartolomeu. Quadrícula N° 141","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861983","NY00861983_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00861994","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. M. Longhi-Wagner","G. Davidse","10624","1976","02","25","South America","Brazil","Minas Gerais","Ca. 30 km SW of Campanha along Highways 267 and 381 to Sao Paulo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861994","NY00861994_01",NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 12:56:00-03","NY","NYBG","02065546","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum",NA,NA,"J. van Donselaar","3566","1966","07","25","South America","Suriname",NA,"Sipiliwini Savanna",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2202743' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00861992","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. L. Bruner","W. R. Anderson","10130","1973","05","11","South America","Brazil","Goiás","Serra Dourada, ca. 16 km (straight line) S of Goiás Velho; cerrado on SE slopes","-50.1333","-16.06885","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861992","NY00861992_01","Goiás","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1498477","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Norde R","Oldenburger FHF; Norde R; Schulz JP",NA,"1968","10","31","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1498477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1498477","NL-U1498477",NA,NA,NA,"Magnoliopsidae","1969","05","01","U 0064111",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1498478","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Judziewicz EJ","Donselaar J van",NA,"1966","08","25","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1498478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1498478","NL-U1498478",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0064110",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1498479","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Amshoff GJH","Rombouts HE",NA,"1935","10","23","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1498479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1498479","NL-U1498479",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0064112",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:33:00-03","MN","R","235673","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Viana, P.L.","Costa, M.T.R.","1454","2018","04","26",NA,"Brasil","Minas Gerais","Serra do Lenheiro. Acesso pela estrada para Cunha.","-44.2616996765137","-21.1355991363525",NA,NA,"R010059724",NA,"São João del Rei",NA,NA,NA,"2018",NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA
"26","2016-02-02 14:38:14-02","BGBM","B","B 10 0002948","S","Plantae",NA,NA,"Gramineae","Ctenium","cirrosum","Ctenium cirrosum","Kunth",NA,"F. Sellow","1271",NA,NA,NA,"Middle and South America","Brazil",NA,"Vitteria?.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002948 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002948","B100002948 B100002948_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lectotype",NA,NA,NA,NA,NA
"27","2021-04-07 11:47:16-03","UFMS","CGMS","19564","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,"H. Longhi-Wagner","W.M. Ramos; A.M.R. Oliveira; D.R. Neves; C.B. Silva","59","2007","08","05",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense, Maciço do Urucum.","-57.5938889","-19.2183334",NA,NA,"CGMS1048877",NA,"Corumbá","1036","1036",NA,"2016","09","08",NA,NA,NA,NA,"cirrosum","-57,5938889","-19,2183334",NA,NA
"28","2021-04-07 11:47:16-03","UFMS","CGMS","19446","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,"H. Longhi-Wagner","M.L. Bueno; E.O. Rocha-Júnior; A.F. Souza; F. Belan","512","2007","08","05",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense, Maciço do Urucum.","-57.59","-19.21",NA,"Flor branca. Habitat: Cerrado. Habito: Erva.","CGMS1048757",NA,"Corumbá","965","965",NA,"2016","09","08",NA,NA,NA,NA,"cirrosum","-57,59","-19,21",NA,NA
"29","2021-04-07 11:47:16-03","UFMS","CGMS","53914","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,"H. Longhi- Wagner","A. Pott; V.J. Pott","15376","2009","04","29",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Feliciana, antigo caminho abandonado e fechado entre Bonito e Bodoquena, aproximadamente 25 km NNW de Bonito.","-56.6163889","-20.9461111",NA,NA,"CGMS1083882",NA,"Bonito","518","518",NA,"2016","09","08",NA,NA,NA,NA,"cirrosum","-56,6163889","-20,9461111",NA,NA
"30","2021-04-07 11:47:16-03","UFMS","CGMS","53915","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,"H. Longhi- Wagner","A. Pott; V.J. Pott","14447","2007","08","05",NA,"Brasil","Mato Grosso do Sul","Morro São Domingos, Serra do Urucum.","-57.6533012390137","-19.0091991424561",NA,NA,"CGMS1083883",NA,"Corumbá","1000","1000",NA,"2016","09","08",NA,"295160","auto",NA,"cirrosum",NA,NA,NA,NA
"31","2020-10-01 14:26:47-03","JBB","HEPH","35422","S","Plantae","Monocotyledon","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Rezende, SG","6043","2015","03","31","Southern America","Brasil","Minas Gerais","Região do Pico do Itabirito","-43.863611","-20.264722",NA,"BHCB185383",NA,NA,"Itabirito","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.863611","-20.264722",NA,NA
"32","2020-12-11 11:45:04-03","UFMG","BHCB","138827","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,NA,"Ferreira, DS; Nunes, GFS; Camargos, JC; Silva, MS","61","2010","04","12","Southern America","Brasil","Minas Gerais","Serra da Moeda","-43.970556","-20.284514",NA,"Terrestre; Cerrado","BHCB005981",NA,"Moeda","1000","1200",NA,"2013","04","22",NA,NA,NA,NA,"cirrosum","-43.970556","-20.284514",NA,NA
"33","2020-12-11 11:45:04-03","UFMG","BHCB","199020","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Quaresma, AS; Mendes, MS","s.n.","2018","02","27","Southern America","Brasil","Minas Gerais","Antiga Estação Ferroviária Dom Bosco, Proximidades da Estação","-43","-20.436389",NA,"Coordenadas aproximadas.","BHCB199020",NA,"Ouro Preto",NA,NA,NA,"2018","03","10",NA,NA,NA,NA,NA,"-43","-20.436389",NA,NA
"34","2020-12-11 11:45:04-03","UFMG","BHCB","167817","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","1218","2013","04","09","Southern America","Brasil","Minas Gerais","Mina Capitão do Mato, Litotipo: Cobertura detrito-laterítica; concreções supergênicas de óxidos de ferro e concreções ferruginosas preenchendo fraturas.","-43.901389","-20.099444",NA,"Herbácea.; Campo Cerrado Ferruginoso.","BHCB040140",NA,"Nova Lima","1313","1313",NA,"2016","04","26",NA,NA,NA,NA,NA,"-43.901389","-20.099444",NA,NA
"35","2020-12-11 11:45:04-03","UFMG","BHCB","176779","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","54","2015","04","08","Southern America","Brasil","Minas Gerais","RPPN Andaime","-43.824167","-20.175",NA,"Erva; ca. 0,60m alt; inflorescência dourada (pelos dourados).; Campo Rupestre Quartzitico",NA,NA,"Rio Acima","983","983",NA,"2016","06",NA,NA,NA,NA,NA,NA,"-43.824167","-20.175",NA,NA
"36","2020-12-11 11:45:04-03","UFMG","BHCB","177542","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2431","2015","06","29","Southern America","Brasil","Minas Gerais","RPPN Capitão do Mato","-43.924722","-20.147222",NA,"Erva; ca. 0,6m alt; inflorescência castanha.; Campo Rupestre Quartzítico",NA,NA,"Nova Lima",NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,"-43.924722","-20.147222",NA,NA
"37","2020-12-11 11:45:04-03","UFMG","BHCB","181855","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Brina, AE","s.n.","2015","01","25","Southern America","Brasil","Minas Gerais","Santo Antônio do Leite","-43.726056","-20.412833",NA,"Savana Gramíneo-Lenhosa",NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.726056","-20.412833",NA,NA
"38","2020-12-11 11:45:04-03","UFMG","BHCB","185248","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Rezende, SG; Justo, AG","5908","2015","04","01","Southern America","Brasil","Minas Gerais","Pico do Itabirito","-43.866944","-20.260556",NA,"Herbáceo; Campo limpo","BHCB185248",NA,"Itabirito","1350","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.866944","-20.260556",NA,NA
"39","2020-12-11 11:45:04-03","UFMG","BHCB","185383","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Rezende, SG; Justo, AG","6043","2015","03","31","Southern America","Brasil","Minas Gerais","Pico do Itabirito","-43.863611","-20.264722",NA,"Herbáceo; Campo sujo","BHCB185383",NA,"Itabirito","1200","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.863611","-20.264722",NA,NA
"40","2020-12-11 11:45:04-03","UFMG","BHCB","124067","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,NA,"Rezende, SG; Pena, FSR; Machado, GC","2959","2008","03","28","Southern America","Brasil","Minas Gerais","Gerdau., Região da Gerdau","-43.842222","-20.170833",NA,"Erva; Cerrado ralo","BHCB005977",NA,"Itabirito","1126","1126",NA,"2013","04","22",NA,NA,NA,NA,"cirrosum","-43.842222","-20.170833",NA,NA
"41","2020-12-11 11:45:04-03","UFMG","BHCB","178123","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Gontijo, FD; Braga, IF","742","2015","03","13","Southern America","Brasil","Minas Gerais",NA,"-20.068333","-43.715278",NA,"Herbáceo. Cerrado","BHCB030600","BHCB030600","Caeté","1198","1198",NA,"2015","05","06",NA,NA,NA,NA,NA,"-20.068333","-43.715278",NA,NA
"42","2020-12-11 11:45:04-03","UFMG","BHCB","58048","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Roth, L","16662",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Gorduras. Serra do Curral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:45:04-03","UFMG","BHCB","138934","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,NA,"Castro, EDP; Nunes, GFS; Ferreira, DS; Camargos, JC","57","2010","03","26","Southern America","Brasil","Minas Gerais","Serra da Moeda","-43.970556","-20.284514",NA,"Cerrado","BHCB005980",NA,"Moeda","1000","1200",NA,"2013","04","22",NA,NA,NA,NA,"cirrosum","-43.970556","-20.284514",NA,NA
"44","2020-12-11 11:45:04-03","UFMG","BHCB","145857","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,NA,"Tameirão Neto, E; Mansur, T","4883","2010","05","07","Southern America","Brasil","Minas Gerais",NA,"-44.255556","-20.043611",NA,"Campo limpo","BHCB005979",NA,"Rio Acima","1229","1229",NA,"2013","04","22",NA,NA,NA,NA,"cirrosum","-44.255556","-20.043611",NA,NA
"45","2020-12-11 11:45:04-03","UFMG","BHCB","93826","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,NA,"Longhi-Wagner, HM; Zuloaga; Viana, PL","9598","2005","03","16","Southern America","Brasil","Minas Gerais","Projeto GERMINAR.","-44.3275","-19.406667",NA,"Iniciando florescimento; Campo cerrado","BHCB005985",NA,"Paraopeba","900","900",NA,"2013","01","22",NA,NA,NA,NA,"cirrosum","-44.3275","-19.406667",NA,NA
"46","2020-12-11 11:45:04-03","UFMG","BHCB","80441","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum ondulatum","Longhi-Wagner",NA,"Viana, PL","426","2002","03","15","Southern America","Brasil","Minas Gerais","Serra da Calçada, Retiro das Pedras","-43.983611","-20.093056",NA,"Em campo limpo","BHCB005984",NA,"Brumadinho","1400","1400",NA,"2013","04","22",NA,NA,NA,NA,"ondulatum","-43.983611","-20.093056",NA,NA
"47","2020-12-11 11:45:04-03","UFMG","BHCB","36178","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Teixeira, EM; Brina, AE","s.n.",NA,NA,NA,"Southern America","Brasil","Mato Grosso do Sul",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
