"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"190","2019-10-07 09:12:54-03","UEFS","HUEFS","68259","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Handro, O.","956","1960","09",NA,"Brasil","São Paulo","Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,"Mata.","HUEFS0068259","HUEFS0068259","28","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,"Asteranae",NA,NA,NA,NA
"191","2019-09-04 18:38:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum",NA,NA,"Isotype","F. C. Hoehne","28358","1931","11","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"192","2019-09-04 18:38:38-03","F","FMNH-SEEDPLANTS","V0071931F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum",NA,NA,"Isotype","F. C. Hoehne","28358","1931","11","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0071931F","V0071931F_01","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"193","2019-09-04 18:38:38-03","F","FMNH-SEEDPLANTS","V0071932F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum",NA,NA,"Isotype","F. C. Hoehne","28358","1932","2","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0071932F","V0071932F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"194","2015-04-15 16:16:24-03","F","FMNH-SEEDPLANTS","V0291463F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0291463F","V0291463F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"195","2019-06-11 12:42:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"RRC ID Flag",NA,"R. T. Pennington","170","1988","8","South America","Bolivia","Pando",NA,"-67.6667","-11.3333",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"170",NA
"196","2019-06-11 13:04:24-03","F","FMNH-SEEDPLANTS","V0392929F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"RRC ID Flag",NA,"G. G. Hatschbach","19595","1968","8","South America","Brazil","Paraná",NA,"-51","-24",NA,NA,"V0392929F","V0392929F_01 V0392929F_02","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"19595",NA
"197","2015-04-15 16:04:11-03","F","FMNH-SEEDPLANTS","V0291462F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,"V0291462F","V0291462F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"198","2019-09-05 16:22:21-03","F","FMNH-SEEDPLANTS","V0071964F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Diploon","venezuelanum","Diploon venezuelanum",NA,NA,"Isotype","J. J. Wurdack & J. V. Monachino","39595","1955","11","South America","Venezuela",NA,NA,"-65.9119","7.0758",NA,NA,"V0071964F","V0071964F_01","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"199","2019-01-25 15:37:12-02","IAC","IAC","43362","S","Plantae",NA,NA,"Sapotaceae-3.Chrysophylloideae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","E.L.M. Catharino",NA,"E.L.M. Catharino","s/nº",NA,NA,NA,"Brasil","São Paulo","Morro Grande, Reserva, área Torres, indivíduo 19.4","-46.996942","-23.796325",NA,NA,NA,NA,NA,"Cotia",NA,NA,"-46.996942","-23.796325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-07-23 12:22:19-03","CEPLAC","CEPEC","122711","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Sem Informação",NA,"Martini, A.",NA,NA,NA,NA,"Brasil","Bahia","Estrada de Serra Grande para Uruçuca. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Torre do Celular.","-39.115","-14.499722",NA,"Individuo H 8.",NA,NA,NA,"URUÇUCA","380","380","39W6'54","14S29'59",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-07-23 12:22:19-03","CEPLAC","CEPEC","123581","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Sem Informação",NA,"Piotto, D.","142","2007","06",NA,"Brasil","Bahia","Parque Estadual da Serra do Conduru","-39.083333","-14.416667",NA,"Floresta secundária, idade: 40 anos, sítio: 1 , linha: 4 , #: 18 , dist.: 26.5 , dap: 10.5 cm, altura: 16 m",NA,NA,"05","URUÇUCA","120","120","39W5'0","14S25'0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-07-23 12:22:19-03","CEPLAC","CEPEC","126334","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Sem Informação",NA,"Amorim, A. M.","7712","2008","11",NA,"Brasil","Bahia","RPPN Serra Bonita, área do inventário de fenologia.","-39.565278","-15.391667",NA,NA,NA,NA,"20","CAMACAN","835","835","39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-07-23 12:22:19-03","CEPLAC","CEPEC","126386","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Sem Informação",NA,"Amorim, A. M.","7764","2009","01",NA,"Brasil","Bahia","RPPN Serra Bonita, área do inventário de fenologia.","-39.565278","-15.391667",NA,NA,NA,NA,"16","CAMACAN","835","835","39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-07-23 12:22:19-03","CEPLAC","CEPEC","128716","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"C. V. Vivas",NA,"C. V. Vivas","124","1981","12",NA,"Brasil","Bahia","RPPN Estação Veracel.","-39.155278","-16.390833",NA,NA,NA,NA,"07","PORTO SEGURO",NA,NA,"39W9'19","16S23'27",NA,NA,NA,NA,NA,"07/06/2013",NA,NA,NA
"205","2020-07-23 12:22:19-03","CEPLAC","CEPEC","128722","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"C. V. Vivas",NA,"C. V. Vivas","164","2011","02",NA,"Brasil","Bahia","RPPN Capitão.","-39.066111","-14.355278",NA,NA,NA,NA,"16","ITACARÉ",NA,NA,"39W3'58","14S21'19",NA,NA,NA,NA,NA,"16/01/2012",NA,NA,NA
"206","2020-07-23 12:22:19-03","CEPLAC","CEPEC","128822","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. A. Araújo",NA,"C. V. Vivas","180","2011","05",NA,"Brasil","Bahia","Reserva Ecológica da Michelin.","-39.203611","-13.826667",NA,NA,NA,NA,"11","IGRAPIÚNA",NA,NA,"39W12'13","13S49'36",NA,NA,NA,NA,NA,"07/07/2011",NA,NA,NA
"207","2020-07-23 12:22:19-03","CEPLAC","CEPEC","128846","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. A. Araújo",NA,"C. V. Vivas","207","2001","07",NA,"Brasil","Bahia","Parque Municipal Mata da Esperança.","-39.071667","-14.78",NA,NA,NA,NA,"02","ILHÉUS",NA,NA,"39W4'18","14S46'48",NA,NA,NA,NA,NA,"07/07/2011",NA,NA,NA
"208","2020-07-23 12:22:19-03","CEPLAC","CEPEC","151127","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Paulino, R.C.","109","2014","12",NA,"Brasil","Bahia","Conglomerado BA_1381-1-6-23","-39.060278","-16.199444",NA,"<ll>dwc_commonname:</ll>",NA,NA,"02","BELMONTE",NA,NA,"39W3'37","16S11'58",NA,NA,NA,NA,NA,"27/11/2015",NA,NA,NA
"209","2020-07-23 12:22:19-03","CEPLAC","CEPEC","140047","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Sem Informação",NA,"Carvalho, G. M.",NA,NA,NA,NA,"Brasil","Bahia","RPPN Estação Veracel","-39.133333","-16.333333",NA,"Indivíduo P117-22",NA,NA,NA,"PORTO SEGURO","100","100","39W8'0","16S20'0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-07-23 12:22:19-03","CEPLAC","CEPEC","128718","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"C. V. Vivas",NA,"C. V. Vivas","149","1981","12",NA,"Brasil","Bahia","RPPN Estação Veracel.","-39.132222","-16.31",NA,NA,NA,NA,"07","PORTO SEGURO",NA,NA,"39W7'56","16S18'36",NA,NA,NA,NA,NA,"16/01/2012",NA,NA,NA
"211","2020-07-23 12:22:19-03","CEPLAC","CEPEC","43880","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"C. V. Vivas",NA,"F. S. Santos","905","1988","06",NA,"Brasil","Bahia","Área da Estação Ecológica do pau-brasil (ESPAB. CEPLAC. Ca. 16Km a W de Porto Seguro, Rod. BR-367 (Porto Seguro/Eunápolis). Área na margem direita do ramal que vai par aa Reserva.","-39.133333","-16.383333",NA,"<ll>dwc_commonname:</ll> Perema",NA,NA,"20","SANTA CRUZ CABRÁLIA",NA,NA,"39W8'","16S23'",NA,NA,NA,NA,NA,"16/04/2012",NA,NA,NA
"212","2020-07-23 12:22:19-03","CEPLAC","CEPEC","140803","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Sem Informação",NA,"Lopes, L.C.M.","578","2012","05",NA,"Brasil","Bahia",NA,"-39.089444",NA,NA,NA,NA,NA,"26","UNA",NA,NA,"39W5'22","15S11'87",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-07-23 12:22:19-03","CEPLAC","CEPEC","52749","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"C. V. Vivas",NA,"W. W. Thomas","7325","1991","07",NA,"Brasil","Bahia","7,3Km ao N de Serra Grande Rod. Para Itacaré, Faz. Lagoa do Conj. Sta. Cruz.. Parcela 17. Árvore 688.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"01","URUÇUCA",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"16/04/2012",NA,NA,NA
"214","2020-07-23 12:22:19-03","CEPLAC","CEPEC","52796","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"P. Fiaschi",NA,"W. W. Thomas","7115","1991","07",NA,"Brasil","Bahia","7.3Km ao N de Serra Grande, Rod. p/ Itacaré. Fazenda Lagoa do Conj. Sta. Cruz. Parcela , Árvore # 190.","-39.016667","-14.416667",NA,NA,NA,NA,"01","URUÇUCA",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"30/06/2005",NA,NA,NA
"215","2020-07-23 12:22:19-03","CEPLAC","CEPEC","52931","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. M. Amorim",NA,"W. W. Thomas","7518","1991","07",NA,"Brasil","Bahia","7,3Km ao N de Serra Grande Rod. P/ Itacaré. Faz. Lagoa do Conj. Sta. Cruz. Parcela 22. Árvore 910.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"01","URUÇUCA",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA
"216","2020-07-23 12:22:19-03","CEPLAC","CEPEC","52937","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"P. Fiaschi",NA,"W. W. Thomas","7538","1991","07",NA,"Brasil","Bahia","7.3Km ao N de Serra Grande, Rod. p/ Itacaré. Fazenda Lagoa do Conj. Sta. Cruz.Parcela 22. Árvore # 291.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"01","URUÇUCA",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"30/06/2005",NA,NA,NA
"217","2020-07-23 12:22:19-03","CEPLAC","CEPEC","53061","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"T. D. Pennington",NA,"W. W. Thomas","7169","1991","07",NA,"Brasil","Bahia","7,3Km ao N de Serra Grande Rod. P/ Itacaré, Faz. Lagoa do Conj. Sta. Cruz. Parcela 12. Árvore 454.","-39.016667","-14.416667",NA,NA,NA,NA,"01","URUÇUCA",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"30/12/1995",NA,NA,NA
"218","2020-07-23 12:22:19-03","CEPLAC","CEPEC","53382","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"C. V. Vivas",NA,"W. W. Thomas","8612","1991","07",NA,"Brasil","Bahia","7.3Km ao N de Serra Grande Rod. Para Itacaré. Faz. Lagao do Conj. Sta. Cruz. Parcela 42. Árvore 2088.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"01","URUÇUCA",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"16/04/2012",NA,NA,NA
"219","2020-07-23 12:22:19-03","CEPLAC","CEPEC","53669","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"C. V. Vivas",NA,"W. W. Thomas","8498","1991","07",NA,"Brasil","Bahia","7.3Km ao N de Serra Grande na Rod. Para Itacaré. Fazenda Lagoa. Parcela 39. Árvore # 1872.","-39.016667","-14.416667",NA,NA,NA,NA,"01","URUÇUCA",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"16/04/2012",NA,NA,NA
"220","2020-07-23 12:22:19-03","CEPLAC","CEPEC","60034","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"T. D. Pennington",NA,"W. W. Thomas","10127","1993","10",NA,"Brasil","Bahia","Reserva Florestal da Brasil Holanda; entroncamento Km 18 a E Rod.Itamaraju/Prado.8Km do entroncamento.","-39.333333","-17.183333",NA,NA,NA,NA,"22","PRADO",NA,NA,"39W20'","17S11'",NA,NA,NA,NA,NA,"30/12/1994",NA,NA,NA
"221","2020-07-23 12:22:19-03","CEPLAC","CEPEC","64082","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. M. Amorim",NA,"A. M. de Carvalho","5367","1995","01",NA,"Brasil","Bahia","Mata da esperança. Entrada a 2Km a partir da atniga ponte do Rio Fundão. Árvore n. 1205 parcela n. 31.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"11","ILHÉUS",NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"222","2020-07-23 12:22:19-03","CEPLAC","CEPEC","64246","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. M. Amorim",NA,"A. M. de Carvalho","5319","1994","09",NA,"Brasil","Bahia","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1160 parcela n. 30.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"27","ILHÉUS",NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"223","2020-07-23 12:22:19-03","CEPLAC","CEPEC","64855","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. M. Amorim",NA,"A. M. de Carvalho","5762","1995","01",NA,"Brasil","Bahia","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1837 parcela n. 42.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"16","ILHÉUS",NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"224","2020-07-23 12:22:19-03","CEPLAC","CEPEC","64917","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. M. Amorim",NA,"A. M. de Carvalho","5594","1995","01",NA,"Brasil","Bahia","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1566 parcela n. 37.","-39.069167","-14.781944",NA,NA,NA,NA,"13","ILHÉUS",NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"225","2020-07-23 12:22:19-03","CEPLAC","CEPEC","64918","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. M. Amorim",NA,"A. M. de Carvalho","5595","1995","01",NA,"Brasil","Bahia","Mata da Esperança. Entrada a 2Km a aprtir da antiga ponte do Rio Fundão. Árvore n. 1567 parcela n. 37.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"13","ILHÉUS",NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"226","2020-07-23 12:22:19-03","CEPLAC","CEPEC","65369","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. M. Amorim",NA,"A. M. de Carvalho","5288","1994","09",NA,"Brasil","Bahia","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1105 parcela n. 29.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"27","ILHÉUS",NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"227","2020-07-23 12:22:19-03","CEPLAC","CEPEC","65421","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"A. M. Amorim",NA,"A. M. de Carvalho","5124","1994","09",NA,"Brasil","Bahia","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 832 parcela n. 22.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"24","ILHÉUS",NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"228","2020-07-23 12:22:19-03","CEPLAC","CEPEC","84730","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"P. Fiaschi",NA,"J. G. Jardim","2423","2000","01",NA,"Brasil","Bahia","ntrada ca. 7,5Km Rod. Jussari/Palmira. Faz. Teimoso, 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 3. Árvore 879.","-39.536111","-15.160278",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"14","JUSSARÍ",NA,NA,"39W32'10","15S9'37",NA,NA,NA,NA,NA,"30/03/2003",NA,NA,NA
"229","2020-07-23 12:22:19-03","CEPLAC","CEPEC","88332","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"P. Fiaschi",NA,"J. G. Jardim","1631","1998","02",NA,"Brasil","Bahia","Rd. Jussari/Palmira. Entrada ca. 7,5Km depois mais 1,7Km ate a sede da Faz. Teimoso. RPPN Serra do Teimoso. Árvore 193.","-39.583333","-15.166667",NA,"<ll>dwc_commonname:</ll> Aça/bapeba",NA,NA,"18","JUSSARÍ",NA,NA,"39W35'","15S10'",NA,NA,NA,NA,NA,"30/03/2003",NA,NA,NA
"230","2020-07-23 12:22:19-03","CEPLAC","CEPEC","90620","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"P. Fiaschi",NA,"J. G. Jardim","3856","2001","09",NA,"Brasil","Bahia","Entrada ca. 7,5Km Rod. Jussari/Palmira. Faz. Teimoso 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 46. Árvore1267.","-39.531111","-15.154444",NA,NA,NA,NA,"12","JUSSARÍ",NA,NA,"39W31'52","15S9'16",NA,NA,NA,NA,NA,"30/03/2003",NA,NA,NA
"231","2020-07-23 12:22:19-03","CEPLAC","CEPEC","124867","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"L. F. Lima",NA,"A. Alves-Araújo","1184","2008","05",NA,"Brasil","Bahia","RPPN Serra Bonita","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,"02","CAMACAN",NA,NA,NA,NA,"22686","auto",NA,NA,NA,"07/10/2014",NA,NA,NA
"232","2020-07-23 12:22:19-03","CEPLAC","CEPEC","15587","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"T. D. Pennington",NA,"S. A. Mori","10850","1978","10",NA,"Brasil","Bahia","4-6Km a E Est. Eco. do Pau-brasil, estrada velha de Cabralia.","-39.0247001647949","-16.2780990600586",NA,"<ll>dwc_commonname:</ll> Bapeba-preta",NA,NA,"19","SANTA CRUZ CABRÁLIA",NA,NA,NA,NA,"49584","auto",NA,NA,NA,"30/12/1990",NA,NA,NA
"233","2020-07-23 12:22:19-03","CEPLAC","CEPEC","15484","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"T. D. Pennington",NA,"S. A. Mori","10782","1978","10",NA,"Brasil","Bahia","4-6Km a E Est. Eco. do Pau-brasil, estrada velha de Cabralia.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"28","SANTA CRUZ CABRÁLIA",NA,NA,NA,NA,"49584","auto",NA,NA,NA,"30/12/1990",NA,NA,NA
"234","2020-07-23 12:22:19-03","CEPLAC","CEPEC","27551","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"J. M. Pires",NA,"S. A. Mori","13795","1981","04",NA,"Brasil","Bahia","33Km SW da Rod. Olivenca/Buerarema.Maruim. arredores Fazs. Maruim/Dois de Julho.","-39.0752983093262","-15.2932996749878",NA,"<ll>dwc_commonname:</ll> Bacumixa",NA,NA,"28","UNA",NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1981",NA,NA,NA
"235","2020-07-23 12:22:19-03","CEPLAC","CEPEC","27872","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"J. M. Pires",NA,"S. A. Mori","14018","1981","05",NA,"Brasil","Bahia","Arredores das Fazs. Maruim e Dois de Julho, 33Km SW Olivença. Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"14","UNA",NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1981",NA,NA,NA
"236","2020-07-23 12:22:19-03","CEPLAC","CEPEC","27643","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"J. M. Pires",NA,"S. A. Mori","13852","1981","04",NA,"Brasil","Bahia","Arredores das Fazs. Maruim e Dois de Julho, 33Km SW Olivença. Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"30","UNA",NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1981",NA,NA,NA
"237","2020-07-23 12:22:19-03","CEPLAC","CEPEC","27698","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"J. M. Pires",NA,"S. A. Mori","13872","1996","05",NA,"Brasil","Bahia","Maruim, arredores da Fazs. Maruim e Dois de Julho, 33Km ao SW de Olivençaa. Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"01","UNA",NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1981",NA,NA,NA
"238","2020-07-23 12:22:19-03","CEPLAC","CEPEC","27587","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"J. M. Pires",NA,"S. A. Mori","13775","1981","04",NA,"Brasil","Bahia","Maruim, arredores das Fazs. Maruim e Dois de Julho, 33KM ao SW de Olivença. Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"28","UNA",NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1981",NA,NA,NA
"239","2020-07-23 12:22:19-03","CEPLAC","CEPEC","88244","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"J. G. Jardim",NA,"J. G. Jardim","2121","1999","05",NA,"Brasil","Bahia","Res. Bio. (IBAMA). Entr. Km 46 BA-001 Ilheus/Una. Trilha paralela a área plantação de cacau-cabruca.","-39.0752983093262","-15.2932996749878",NA,"<ll>dwc_commonname:</ll> Bacumixá",NA,NA,"22","UNA",NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1999",NA,NA,NA
"240","2009-11-26 13:56:12-02","INPA","INPAW","8043","S","Plantae",NA,NA,"Sapotaceae","Diploon","venezuelanum","Diploon venezuelanum","Aubr&#233;v.",NA,NA,"Teixeira, L.O.A.","487","1982","05",NA,"Brasil","Rond&#244;nia",NA,"-63.0408","-9.91333",NA,NA,NA,NA,"15","Ariquemes",NA,NA,NA,NA,"67426","auto",NA,NA,NA,NA,NA,NA,NA
