"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"105","2020-03-04 16:04:16-03","UNESP-IS","HISA","795","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Noronha,M.R.P","Diniz, J.L.M","s/n","1987","02","18",NA,"Brasil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa, UNESP, Campus de Ilha Solteira","-51.407222","-20.361111",NA,"Cerrado utilizado anteriormente como pasto.Subarbusto.",NA,NA,NA,NA,NA,NA,"51w24'26''","20s21'40''","1990","07",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"106","2020-03-04 16:04:16-03","UNESP-IS","HISA","1536","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Tiritan,O","Tiritan,O&Paiva,M","594","1991","04","05",NA,"Brasil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa, UNESP, Campus de Ilha Solteira","-51.410556","-20.394444",NA,"Cerradão.Arbusto delgado, flores amarelas e frutos.",NA,NA,NA,NA,NA,NA,"51w24'38''","20s23'40''","1991","06",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"107","2020-03-04 16:04:16-03","UNESP-IS","HISA","1772","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Paiva, M.","Tiritan,O&Paiva,M","452","1991","02","01",NA,"Brasil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa, UNESP, Campus de Ilha Solteira","-51.41","-20.394444",NA,"Cerrado bovino.Arbusto delgado, ca 1,30m, flores amarelas com traços lilás.",NA,NA,NA,NA,NA,NA,"51w24'36''","20s23'40''","1991","11",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"108","2019-11-21 10:04:45-03","IBt","SP","13297","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Hoehne, FC","Edwall, G","CGG4470","1899","10",NA,NA,"Brasil","São Paulo",NA,"Beira rio Jaguary.",NA,NA,NA,NA,"SP006504","SP006504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 10:04:45-03","IBt","SP","7070","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Brade, AC","5646","1912","02","04",NA,"Brasil","São Paulo",NA,"Ponte Grande",NA,NA,NA,NA,"SP026016","SP026016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:04:45-03","IBt","SP","3665","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Hoehne, FC","Gehrt, G","s.n.","1920","01","28",NA,"Brasil","São Paulo","Guaratinguetá",NA,"-45.189998626709","-22.8099994659424",NA,NA,"SP026015","SP026015",NA,NA,"27040","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:04:45-03","IBt","SP","119684","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Duré, R","Grotta, AS","5783","1956","11","01",NA,"Brasil","São Paulo","Paulínia","Margem do rio Atibaia","-47.1500015258789","-22.7600002288818",NA,NA,NA,NA,NA,NA,"11851","auto",NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:04:45-03","IBt","SP","42200","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Gehrt, A","Pickel, B","4441","1939","11","30",NA,"Brasil","São Paulo","São Paulo","Chácara dos Morrinhos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:04:45-03","IBt","SP","13291","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Usteri, A","s.n.","1906","10","28",NA,"Brasil","São Paulo","São Paulo","Freguesia do ò","-46.6300010681152","-23.5400009155273",NA,NA,"SP041032","SP041032",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2010-08-16 16:39:13-03","GH","HU-HERB","GH 00058464","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi scabra","Chodat & Hassler",NA,"E. Hassler","6694","1900","12",NA,"South America","Paraguay",NA,NA,"Cordillerae Centralis, in regione cursus superioris fluminis Y - aca",NA,NA,"Sheet",NA,NA,NA,"scabra","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6694",NA,"undetermined"
