"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2013-07-03 10:48:52-03","EBDA","BAH","6150","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Oliveira, E.L.P.G. de","Oliveira, E.L.P.G. de","774","1984","07","18",NA,"Brasil","Bahia","Ipirá","Margem da estrada de Ipirá Bahia. Próximo ao riacho.","-39.7372","-12.1583",NA,"Subarbustiva, ramificada, inflorescências axilares em racemos curtos, flores amarelo-claro, frutos vagem, verdes e secas, articuladas.IMPORT. PLANTA: Forrageira",NA,NA,NA,NA,"44834","auto",NA,NA,"1985","01",NA,NA,NA,NA,NA,NA,NA,NA
"12","2013-07-03 10:48:52-03","EBDA","BAH","6148","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Oliveira, E.L.P.G. de","Oliveira, E.L.P.G. de","772","1984","07","19",NA,"Brasil","Bahia","Ipirá","Faz. Mandacarú, João Velho - Ipirá - Bahia","-39.7372","-12.1583",NA,"Subarbusto, ramificada, inflorescências axilares com pouca flores de cor rosa, vagem articuladas verdes e secas.IMPORT. PLANTA: Planta forrageira.",NA,NA,NA,NA,"44834","auto",NA,NA,"1985","01",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-10-22 10:34:25-03","EPAMIG","PAMG","15754","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","12431","1987","04","26",NA,"Brasil","Minas Gerais","Prudente de Morais","Fazenda Rita","-44.143306","-19.437361",NA,"Primeira coleta apícola. Unicata",NA,NA,NA,NA,NA,NA,"44° 8' 35.9W","19° 26' 14.5S",NA,NA,"699","699",NA,NA,NA,NA,NA,NA
"14","2020-11-06 15:26:51-03","EPAMIG","PAMG","58812","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"N.M.S. Costa","644","1976","06","10",NA,"Brasil","Minas Gerais","Pedra Azul","Fazenda Manga Larga (Roberto Faria)","-41.288611","-16.011944",NA,"Sem pragas e doenças, comida pelo gado, até 70 cm de altura; bom aspecto vegetativo, plena floração e frutificação. Uma duplicata",NA,NA,NA,NA,NA,NA,"41° 17' 19W","16° 0' 43S",NA,NA,"667","667",NA,NA,NA,NA,NA,NA
"15","2020-11-06 15:26:51-03","EPAMIG","PAMG","2574","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"N.M.S. Costa","644","1976","07","07",NA,"Brasil","Minas Gerais","Coronel Pacheco","Estação Experimental de Água Limpa","-43.319167","-21.635833",NA,"Invasora de pastagem. Unicata",NA,NA,NA,NA,NA,NA,"43° 19' 9W","21° 38' 9S",NA,NA,"757","757",NA,NA,NA,NA,NA,NA
"16","2020-11-06 15:26:51-03","EPAMIG","PAMG","9782","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","6978",NA,NA,NA,NA,"Brasil","Minas Gerais","Sete Lagoas",NA,"-44.247778","-19.467778",NA,"Cerrado. Unicata",NA,NA,NA,NA,NA,NA,"44° 14' 52W","19° 28' 4 S",NA,NA,"751","751",NA,NA,NA,NA,NA,NA
"17","2020-10-22 10:34:25-03","EPAMIG","PAMG","16501","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","12236","1987","03","14",NA,"Brasil","Minas Gerais","Unaí","Unaí - Formoso, Km 70","-46.911944","-16.351667",NA,"Cerrado. Unicata",NA,NA,NA,NA,NA,NA,"46° 54' 43W","16° 21' 6S",NA,NA,"565","565",NA,NA,NA,NA,NA,NA
"18","2020-11-06 15:26:51-03","EPAMIG","PAMG","6416","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"N.M.S. Costa","647","1976","06","23",NA,"Brasil","Minas Gerais","Manhuaçu","BR-262","-42.036667","-20.266944",NA,"Área alagada. Mais ou menos 1,2 m de altura, esponjoso na base, com 3 cm de diâmetro, flor raiada de roxo, plena frutificação, ataque de antracnose. Cinco duplicatas",NA,NA,NA,NA,NA,NA,"42° 2' 12W","20° 16' 1S",NA,NA,"612","612",NA,NA,NA,NA,NA,NA
"19","2020-10-22 10:34:25-03","EPAMIG","PAMG","23145","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","A.F. Silva","M. Brandão","16248","1988","10","05",NA,"Brasil","Minas Gerais","Coromandel","Lagoa dos Peixes","-47.192778","-18.471944",NA,"Unicata",NA,NA,NA,NA,NA,NA,"47° 11' 34W","18° 28 '19S","2020","10","928","928","14",NA,NA,NA,NA,NA
"20","2020-11-06 15:26:51-03","EPAMIG","PAMG","3055","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"N.M.S. Costa","656","1976","07","01",NA,"Brasil","Minas Gerais","Itajubá","BR-445, Divisa de MG e SP, Piquete","-45.453056","-22.426944",NA,"Uma duplicata",NA,NA,NA,NA,NA,NA,"45° 27' 11W","22° 25' 37S",NA,NA,"836","836",NA,NA,NA,NA,NA,NA
"21","2020-10-22 10:34:25-03","EPAMIG","PAMG","15554","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"A.P. Duarte","6743","1962","05","31",NA,"Brasil","Bahia","Porto Seguro",NA,"-39.064722","-16.451111",NA,"Planta de solo úmido com de 2 m de altura. Doação do Herbarium Bradeanum, Rio de Janeiro (24343). Unicata",NA,NA,NA,NA,NA,NA,"39° 3' 53W","16° 27' 4S",NA,NA,"7","7",NA,NA,NA,NA,NA,NA
"22","2020-10-22 10:34:25-03","EPAMIG","PAMG","44134","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","M.L. Gavilanes","M.L. Gavilanes","5303","1992","04",NA,NA,"Brasil","Minas Gerais","Francisco Sá",NA,"-43.485278","-16.468889",NA,"Em área de cultura. Subarbusto de 70 cm de altura, flores esbranquiçadas. Unicata",NA,NA,NA,NA,NA,NA,"43° 29' 7W","16° 28' 8S",NA,NA,"730","730",NA,NA,NA,NA,NA,NA
"23","2020-10-22 10:34:25-03","EPAMIG","PAMG","21031","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","3850","1975","03","05",NA,"Brasil","Minas Gerais","Ituiutaba","Trevão de Ituiutaba","-49.463611","-18.965278",NA,"Uma duplicata",NA,NA,NA,NA,NA,NA,"49° 27' 49W","18° 57' 55S",NA,NA,"531","531",NA,NA,NA,NA,NA,NA
"24","2020-10-22 10:34:25-03","EPAMIG","PAMG","37193","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","22241","1993","04","02",NA,"Brasil","Minas Gerais","Salinas",NA,"-42.303056","-16.143333",NA,"Duas duplicatas",NA,NA,NA,NA,NA,NA,"42° 18' 11W","16° 8' 36S",NA,NA,"513","513",NA,NA,NA,NA,NA,NA
"25","2020-11-06 15:26:51-03","EPAMIG","PAMG","4097","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"N.M.S. Costa","656","1976","07","02",NA,"Brasil","São Paulo","Piquete","BR-495, Km 58","-45.1775","-22.614167",NA,"Mais ou menos 1,3 m de altura, ereto, sem pragas e doenças, em floração e frutificação, nodulação no caule e aderentes às raízes (espalmados). Uma duplicata",NA,NA,NA,NA,NA,NA,"45° 10' 39W","22° 36' 51S",NA,NA,"634","634",NA,NA,NA,NA,NA,NA
"26","2020-10-22 10:34:25-03","EPAMIG","PAMG","14280","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","12632","1987","08","05",NA,"Brasil","Espírito Santo","Vitória","Campus UFES","-40.338056","-20.322222",NA,"Unicata",NA,NA,NA,NA,NA,NA,"40° 20' 17W","20° 19' 20S",NA,NA,"4","4",NA,NA,NA,NA,NA,NA
"27","2020-10-22 10:34:25-03","EPAMIG","PAMG","17076","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","13128","1987","10","10",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.3875","-21.923056",NA,"Uma duplicata",NA,NA,NA,NA,NA,NA,"46° 23' 15W","21° 55' 23S",NA,NA,"1131","1131",NA,NA,NA,NA,NA,NA
"28","2020-10-22 10:34:25-03","EPAMIG","PAMG","15927","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"L.H.S. Cunha","1088","1987","09","20",NA,"Brasil","Minas Gerais","Governador Valadares","Fazenda da EPAMIG, área 1","-41.948056","-18.850556",NA,"Três duplicatas",NA,NA,NA,NA,NA,NA,"41° 56' 53W","18° 51' 2S",NA,NA,"180","180",NA,NA,NA,NA,NA,NA
"29","2020-11-06 15:26:51-03","EPAMIG","PAMG","15671","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"N.M.S. Costa","1545","1987","04","30",NA,"Brasil","Minas Gerais","Januária","Fazenda Fabião","-44.3625","-15.495556",NA,"Mata, solo arenoso. Duas duplicatas",NA,NA,NA,NA,NA,NA,"44° 21' 45W","15° 29' 44S",NA,NA,"448","448",NA,NA,NA,NA,NA,NA
"30","2020-11-19 15:31:32-03","EPAMIG","PAMG","6417","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"N.M.S. Costa","643","1976","06","10",NA,"Brasil","Minas Gerais","Pedra Azul","3 Km após BR-116","-41.288611","-16.011944",NA,"Solo hidromórfico (baixa úmida). Porte ereto, até 1,5 m de altura, plena frutificação, sem pragas e doenças. Unicata",NA,NA,NA,NA,NA,NA,"41° 17' 19W","16° 0' 43S",NA,NA,"667","667",NA,NA,NA,NA,NA,NA
"31","2020-10-22 10:34:25-03","EPAMIG","PAMG","30491","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"J.F. Macedo","1233","1991","10","01",NA,"Brasil","Minas Gerais","Felixlândia",NA,"-44.875833","-18.731111",NA,"Unicata",NA,NA,NA,NA,NA,NA,"44° 52' 33W","18° 43' 52S",NA,NA,"628","628",NA,NA,NA,NA,NA,NA
"32","2020-10-22 10:34:25-03","EPAMIG","PAMG","15759","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","12426","1987","04","26",NA,"Brasil","Minas Gerais","Prudente de Morais","Fazenda Rita","-44.143306","-19.437361",NA,"Primeira coleta apícola. Unicata",NA,NA,NA,NA,NA,NA,"44° 8' 35.9W","19° 26' 14.5S",NA,NA,"699","699",NA,NA,NA,NA,NA,NA
"33","2020-10-22 10:34:25-03","EPAMIG","PAMG","17000","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M. Brandão","13113","1987","08","28",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451667","-22.759722",NA,"Uma duplicata",NA,NA,NA,NA,NA,NA,"43° 27' 6W","22° 45' 35S",NA,NA,"31","31",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:15:03-03","UFBA","ALCB","11480","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"Do Brasil oriental, intertropical",NA,NA,NA,NA,"ALCB015881","ALCB015881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:15:03-03","UFBA","ALCB","11481","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"Do Brasil oriental",NA,NA,NA,NA,"ALCB015882","ALCB015882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:15:03-03","UFBA","ALCB","16968","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Oliveira, ELPG de","Oliveira, ELPG de","774","1984","07","18","Southern America","Brasil","Bahia","Ipirá","Paraguaçu, próximo ao riacho","-39.733333","-12.15",NA,"ramificado. Inflorescências axilares em racemos curtos, flores amarelo-claro. Frutos vagem, verdes e secos, articulados. Muito frequente.","ALCB028685","ALCB028685",NA,NA,NA,NA,"-39.733333","-12.15","1985","01",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:11:19-03","NBC","NL-BOTANY","L 0018480","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Rudd VE","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200018480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0018480","NL-L0018480",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","9083238",NA,NA,NA
"38","2020-02-08 09:11:19-03","NBC","NL-BOTANY","L.1970744","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Rudd VE","Hatschbach GG",NA,"1957","08","20","Southern America","Brazil","Paraná",NA,"Becaiuva de Sul; Barra da Prova",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1970744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1970744","NL-L1970744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0417372",NA,NA,NA
"39","2021-01-14 15:28:21-03","MN","R","67044","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Rudd, V.E.","Glaziou, A.F.M.",NA,"1895","06","08",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Gabinete de Botânica da Escola Polytechnica n°5348 // Herb. J. de Saldanha","R000067044","R000067044_001",NA,NA,NA,NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:28:21-03","MN","R","8515","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Rudd, V.E.","Glaziou, A.F.M.","8632","1876","08","26",NA,"Brasil","Rio de Janeiro","São Gonçalo",NA,"-43.0539016723633","-22.8269004821777",NA,"Plantas do Brasil Central","R000008515","R000008515_001",NA,NA,"16990","auto",NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:28:21-03","MN","R","69177","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Velva E. Rudd","Sampaio, A.J.","8535","1939","09",NA,NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Faz. Cacomanga","-41.3244018554688","-21.7541999816895",NA,NA,NA,NA,NA,NA,"62761","auto",NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-07-02 14:01:55-03","JBP","HPL","7866","S","Plantae",NA,NA,"Fabaceae-Faboideae","Aeschynomene","selloi","Aeschynomene selloi",NA,"A. Amaral Jr.","A. Amaral Jr, J.O. Mendonça et al.","298","1999","04","09",NA,"Brasil","SP","Castilho","Coletado na margem esquerda do Rio Paraná (margem direita do Rio Aguapeí) - na água. S 21° 03' 49,6; W 51° 44' 44,5.","-51.48","-20.87",NA,NA,NA,NA,NA,NA,"37464","auto",NA,NA,"1999","04",NA,NA,"09",NA,NA,NA,NA,NA
"43","2016-02-02 14:38:26-02","BGBM","B","B 10 0630683","S","Plantae",NA,NA,"Leguminosae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Clausen","749 + 809",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Minas Gerais,.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100630683 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100630683","B100630683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-02-02 14:38:26-02","BGBM","B","B 10 0630682","S","Plantae",NA,NA,"Leguminosae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"B. Rambo","49693",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100630682 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100630682","B100630682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-02-22 11:46:10-03","IPA","IPA","9493","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Gerht","Pickel, B.","4441","1939","11","30","Southern America","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos","-46.6300010681152","-23.5400009155273",NA,"Arbusto aquático","IPA0009493",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:29:22-03","IAP","PACA-AGP","46486","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vog.","Emrich-Rambo","Rambo, B.",NA,"1950","03","27",NA,"Brasil","RS","Osório","Lagoa da Pinguela","-50.2696990966797","-29.8866996765137",NA,"PROVAVELMENTE EXTINTO Habitat: in paludosis dumetosis Fenofase: flor e fruto submaturo","PACA046486",NA,NA,NA,"27350","auto",NA,NA,"1954","08",NA,NA,"13","Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:29:22-03","IAP","PACA-AGP","49693","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vog.","Emrich-Rambo","Rambo, B.",NA,"1951","01","18",NA,"Brasil","RS","Osório","Lagoa dos quadros","-50.2696990966797","-29.8866996765137",NA,"PROVAVELMENTE EXTINTO Habitat: in paludosis alte dumetosis Fenofase: flor e fruto submaturo","PACA049693",NA,NA,NA,"27350","auto",NA,NA,"1954","08",NA,NA,"13","Magnoliatae",NA,NA,NA,NA
"48","2019-08-27 13:29:22-03","IAP","PACA-AGP","45855","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vog.","Emrich-Rambo","Rambo, B.",NA,"1950","02","21",NA,"Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,"PROVAVELMENTE EXTINTO Habitat: in paludosis alte dumetosis Fenofase: fruto submaturo","PACA045855",NA,NA,NA,"20837","auto",NA,NA,"1954","08",NA,NA,"13","Magnoliatae",NA,NA,NA,NA
"49","2019-08-27 13:29:22-03","IAP","PACA-AGP","51104","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vog.","Emrich-Rambo","Sehnem, A.","5587","1951","01","19",NA,"Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,"PROVAVELMENTE EXTINTO Habitat: in paludosis alte dumetosis Fenofase: fruto maturo Hábito: arbusto","PACA051104",NA,NA,NA,"20837","auto",NA,NA,"1954","08",NA,NA,"13","Magnoliatae",NA,NA,NA,NA
"50","2019-08-27 13:29:22-03","IAP","PACA-AGP","32028","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vog.","M. L. Abruzzi","Reitz, R.","911","1945","01","01",NA,"Brasil","SC","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,"PROVAVELMENTE EXTINTO Habitat: in paludosis alte dumetosis Fenofase: fruto maturo","PACA032028",NA,NA,NA,"16515","auto",NA,NA,"1984","06",NA,NA,"01","Magnoliatae",NA,NA,NA,NA
"51","2019-08-27 13:29:22-03","IAP","PACA-AGP","31501","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vog.","M. L. Abruzzi","Rambo, B.",NA,"1946","02","02",NA,"Brasil","SC","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,"PROVAVELMENTE EXTINTO Habitat: in paludosis alte dumetosis Fenofase: fruto submaturo","PACA031501",NA,NA,NA,"16515","auto",NA,NA,"1984","06",NA,NA,"01","Magnoliatae",NA,NA,NA,NA
