"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters"
"11","2021-03-01 16:20:06-03","UNICAMP","UEC","86630","S","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2017","01","26","Leitão Filho, HF; Rodrigues, RR; et al.","32893","1995","02","09","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Próximo à Caverna do Diabo.","-48.392083","-24.646639","-48.392083","-24.646639","Epífita. Flores brancas.","UEC064658",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-10-14 10:03:58-03","FURB","FURB","17425","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","10","07","Korte, A.; Kniess, A.","1027","2009","11","25","Brasil","Santa Catarina","Alfredo Wagner","Alto Limeirinha.","-49.5005556","-27.6302778","-49.5005556","-27.6302778","Florística IFFSC 309 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB46955","FURB46955",NA,NA,NA,NA,NA,NA,NA,"642","642"
"13","2020-10-14 10:03:58-03","FURB","FURB","22765","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","10","07","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1491","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","Epífita IFFSC e8003a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de tronco caído; flor branca","FURB46956","FURB46956",NA,NA,NA,NA,NA,NA,NA,"317","317"
"14","2020-10-14 10:03:58-03","FURB","FURB","23006","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","10","07","Korte, A.; Kniess, A.","2230","2010","03","19","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.32","-27.09","-49.3200000","-27.0900000","Florística IFFSC 576 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB46957","FURB46957",NA,NA,NA,NA,NA,NA,NA,"358","358"
"15","2020-10-14 10:03:58-03","FURB","FURB","29208","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","10","07","Korte, A.; Kniess, A.","3171","2010","05","07","Brasil","Santa Catarina","Pouso Redondo","Alto Pombinhas.","-50.0416666","-27.2705556","-50.0416666","-27.2705556","Florística IFFSC 457 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: epífita;","FURB02710","FURB02710",NA,NA,NA,NA,NA,NA,NA,"475","475"
"16","2020-10-14 10:03:58-03","FURB","FURB","36592","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","10","07","Cadorin, T.J.","3312","2011","10","05","Brasil","Santa Catarina","Pomerode","Ouro Preto Mineração Ltda.","-49.135","-26.8227778","-49.1350000","-26.8227778",NA,"FURB46958","FURB46958",NA,NA,NA,NA,NA,NA,NA,"335","335"
"17","2020-10-14 10:03:58-03","FURB","FURB","37318","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","10","07","Korte, A.","7102","2012","01","27","Brasil","Santa Catarina","Taió","Passo Manso.","-50.135","-27.0333333","-50.1350000","-27.0333333",NA,"FURB46959","FURB46959",NA,NA,NA,NA,NA,NA,NA,"415","415"
"18","2019-11-08 08:54:16-03","FURB","FURB","40574","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","10","07","Caetano, J.O.",NA,"2013","02","11","Brasil","Santa Catarina","Benedito Novo","Mata Ciliar ao lado da PCH Ceesan Liberdade.","-49.4277778","-26.7863889","-49.4277778","-26.7863889",NA,"FURB46960","FURB46960",NA,NA,NA,NA,NA,NA,NA,"374","374"
"19","2020-04-27 16:10:56-03","UFES","VIES","20553","S","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Couto, D.R.","2012","10",NA,"Couto, D.R.; Carrijo, T. & Garbin, M.","2295","2012","10","27","Brasil","Espírito Santo","Ibitirama","Pedra Roxa.","-41.6671981811523","-20.5414009094238",NA,NA,NA,"VIES020553",NA,NA,NA,NA,NA,"22282","auto",NA,NA,NA
"20","2020-12-11 11:44:21-03","UFMG","BHCB","78172","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,"2013","07","16","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5191","2003","02","24","Brasil","Espírito Santo","Santa Teresa","Reserva Santa Lúcia","-40.53585","-19.968903","-40.53585","-19.968903","Mata pluvial, encosta. Erva epífita, botões creme.; Erva epífita, botões creme.; Mata pluvial, encosta","BHCB009180",NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,"580","647"
"21","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","12370",NA,"Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","R.Vervloet/2002",NA,NA,NA,"L. Kollmann; et al","2854","2000","04","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Mata baixa. Solo de areia. Epifita na meia luz. Flores brancas.","MBML012370","MBML012370",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","12426",NA,"Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","C. N. Fraga & R. Vervloet/2002",NA,NA,NA,"L. Kollmann; et al","2814","2000","04","06","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Mata baixa. Solo de areia. Epifita, luz forte. Frutos verdes. Flores brancas com a base amarronzada. Cultivo.","MBML012426","MBML012426",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","13535",NA,"Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","C. N. de Fraga/2000",NA,NA,NA,"E. Lagasa","177","1973","02","01","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9","In flower: 13/03/1973 In álcool.","MBML013535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16682",NA,"Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","A.P.Fontana & R.R.Vervloet/02",NA,NA,NA,"A. P. Fontana; et al","336","2002","04","20","Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111","40W37'14","19S55'52","Epífita, flores brancas.","MBML016682","MBML016682",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","25106",NA,"Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","L. Menini Neto/25-I-2008",NA,NA,NA,"A. P. Fontana; et al","1451","2005","05","25","Brasil","Espírito Santo","Santa Teresa","P.N.M. São Lourenço, trilha da Caixa D'Água","-40.620278","-19.923889","40W37'13","19S55'26","Epífita, frutos marrons.","MBML025106","MBML025106",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","8400",NA,"Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","C. N. de Fraga/29-03-2000",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","615","1998","09","29","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Mata de encosta. Epífita 6m. Flores brancas.","MBML008400","MBML008400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-07 11:44:47-03","FUVATES","HVAT","1030","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas","2002","01","06","E. Santos","s.n.","2002","09","30","Brasil","Rio Grande do Sul","Tabaí",NA,"-51.682222","-29.643056","-51º40'56''W","-29º38'35''S",NA,"HVAT00001030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-07 11:44:47-03","FUVATES","HVAT","598","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas","2001","03","06","T. Klein; J. Bruxel; E. Musskopf; E. Freitas","s.n.","2001","02","24","Brasil","Rio Grande do Sul","Arroio do Meio","Forqueta.","-51.945","-29.401111","-51º56'42''W","-29º24'4''S",NA,"HVAT00000598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-07 11:44:47-03","FUVATES","HVAT","1037","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas","2002","11","23","E. Freitas","s.n.","2002","11","01","Brasil","Rio Grande do Sul","Canudos Do Vale",NA,NA,NA,NA,NA,"Coletada durante atividade de monitoramento ambiental da linha de trasmissao da energia da PCH Salto Forqueta até Canudos do Vale.; Epífita","HVAT00001037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-20 15:00:15-03","FUVATES","HVAT","1280","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","A. Jasper","1999","09","29","E. Freitas","s.n.","1999","09","28","Brasil","Rio Grande do Sul","Lajeado","Bairro Carneiros.","-51.961389","-29.466944","51º57'41''W","29º28'1''S",NA,"HVAT00001280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-07 11:44:47-03","FUVATES","HVAT","1305","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas","2012","07","19","J. Bruxel","s.n.","2003","05","24","Brasil","Rio Grande do Sul","Paverama",NA,"-51.730278","-29.551667","-51º43'49''W","-29º33'6''S",NA,"HVAT00001305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-07 11:44:47-03","FUVATES","HVAT","1004","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas","2002","09","30","T. Klein","s.n.","2002","09","30","Brasil","Rio Grande do Sul","Cruzeiro do Sul","São Rafael.","-51.985278","-29.512778","-51º59'7''W","-29º30'46''S",NA,"HVAT00001004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-07 11:44:47-03","FUVATES","HVAT","1038","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas","2002","11","23","E. Freitas","s.n.","2002","11","01","Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta.","-52.295278","-29.044167","-52º17'43''W","-29º2'39''S","Coletada durante atividade de monitoramento ambiental da PCH Salto Forqueta.; Epífita","HVAT00001038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-07 11:44:47-03","FUVATES","HVAT","1032","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas","2003","01","06","T. Klein","s.n.","2002","10","08","Brasil","Rio Grande do Sul","Imigrate",NA,NA,NA,NA,NA,NA,"HVAT00001032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-07 11:44:47-03","FUVATES","HVAT","521","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas","2000","12","02","E. Freitas","s.n.","2000","11","18","Brasil","Rio Grande do Sul","Forquetinha","Morro Eckardt.",NA,NA,NA,NA,NA,"HVAT00000521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-07 11:44:47-03","FUVATES","HVAT","824","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E. Freitas",NA,NA,NA,"Certel","s.n.","2001","07","06","Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta.","-52.295278","-29.044167","-52º17'43''W","-29º2'39''S",NA,"HVAT00000824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 11:49:56-03","UFPE","UFP","85282","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","10","01","Lagasa, E","177","1973",NA,NA,"Brasil","Espírito Santo","Castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,"Epífita com flores alvas, raízes extremamente grandulosas.","UFP085282",NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA
"38","2021-03-15 18:29:06-03","USP","SPF","72267","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Handro, O",NA,NA,NA,"Handro, O","s.n.","1940","04","10","Brasil","São Paulo","São Paulo","Água Funda.","-46.6300010681152","-23.5400009155273",NA,NA,"Epífita pendente. Flores alvas.; Nativa do Jardim Botânico. Na mata.","SPF00072267",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"39","2021-03-15 18:29:06-03","USP","SPF","13100","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, EM",NA,NA,NA,"Hoehne, W","s.n.","1942","04","14","Brasil","São Paulo","São Paulo","Cidade Jardim.","-46.6300010681152","-23.5400009155273",NA,NA,"Epífita de mata.","SPF00013100",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"40","2019-10-07 09:19:50-03","UEFS","HUEFS","86024","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","E.Pessoa","2013","12",NA,"Jardim, J.G.","H4257","2004","07","24","Brasil","Bahia","Elísio Medrado","Reserva Jequitibá/GAMBÁ. Serra da Jibóia","-39.471667","-12.869444","39W28'18''","12S52'10''","Interior da floresta","HUEFS0086024","HUEFS0086024","Angiospermae","Asparagales",NA,NA,NA,NA,"Lilianae","600","650"
"41","2020-08-20 14:54:43-03","UFSC","FLOR","38669","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E.","2013","10","02","Matos, J.Z. de","144","2008","04","25","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Área do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,"epifítico, fruto imaturo","FLOR0038669","FLOR0038669",NA,"Asparagales",NA,NA,"22435","auto",NA,NA,NA
"42","2020-08-20 20:37:52-03","UFSC","FLOR","44097","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Matos, J.Z. de","2008",NA,NA,"Matos, J.Z. de","148","2008","05","27","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Trilhas do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,"epífito","FLOR0044097","FLOR0044097",NA,"Asparagales",NA,NA,"22435","auto",NA,NA,NA
"43","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Miers, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,"P03P6N0105",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","3105",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo ad Ilha de S. Sebastião",NA,NA,NA,NA,NA,NA,"P03P6N0105",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in sylvis humidis supra arbores secus flum. Parahybuna prov. Minas Geraes",NA,NA,NA,NA,NA,NA,"P03P6N0105",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in sylvis humidis supra arbores secus flum. Parahybuna prov. Minas Geraes",NA,NA,NA,NA,NA,NA,"P03P6N0105",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Schenck, H","889",NA,NA,NA,"Brazil","Santa Catarina","Blumenau","In sylvis supra arbores ad Blumenau prov. S. Catharina","-49.0661","-26.9194",NA,NA,"Floret Martio - Maio",NA,"P03P6N0105",NA,NA,"Southern America",NA,"34291","auto",NA,NA,NA
"48","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","3105?",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo ad Ilha de S. Sebastião",NA,NA,NA,NA,NA,NA,"P03P6N0105",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Lofgren, A","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo ad Ilha de S. Sebastião",NA,NA,NA,NA,NA,NA,"P03P6N0105",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Miers, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,"P03P6N0105",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Lofgren, A","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo ad Ilha de S. Sebastião",NA,NA,NA,NA,NA,NA,"P03P6N0105",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe",NA,NA,NA,NA,"Schenck, H","889",NA,NA,NA,"Brazil","Santa Catarina","Blumenau","In sylvis supra arbores ad Blumenau prov. S. Catharina","-49.0661","-26.9194",NA,NA,"Floret Martio - Maio",NA,"P03P6N0105",NA,NA,"Southern America",NA,"34291","auto",NA,NA,NA
"53","2019-11-21 10:12:56-03","IBt","SP","27361","S","Plantae","Orchidaceae","Campylocentrum","parahybunense","Campylocentrum parahybunense","(Barb.Rodr.) Rolfe","Pessoa, E","2013","08","07","Luederwaldt, H","s.n.",NA,NA,NA,"Brasil","Santa Catarina",NA,"Hammonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
