"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","county","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","year","month","day","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"85","2014-06-02 11:59:00-03","MO","MOBOT","100709042","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","Fuentes Claros 18967","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"830.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","13","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-02","2"
"86","2014-06-02 10:23:00-03","MO","MOBOT","100709193","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","Fuentes Claros 18930","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"830.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","13","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-02","1"
"87","2014-06-02 10:21:00-03","MO","MOBOT","100709195","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","Fuentes Claros 18928","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"830.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","13","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-02","1"
"88","2014-05-30 15:05:00-03","MO","MOBOT","100709222","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","Fuentes Claros 18901","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"830.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","13","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-02","2"
"89","2014-05-30 15:01:00-03","MO","MOBOT","100709223","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove|C. Pérez","Fuentes Claros 18900","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"830.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","13","Parque Nacional Madidi, Azariamas, sector Resina, camino entre el campamento y la PPM 13","-68.5666667","-14.2991666",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-02","3"
"90","2014-06-01 22:09:00-03","MO","MOBOT","100709279","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18829","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1020.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","8","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3"
"91","2008-05-27 22:02:00-03","MO","MOBOT","1091697","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Timothy J. Killeen|M. Toledo G.","Killeen 7931","South America","Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,"300.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1996","5","2","Concesión Minera Don Mario. Bosque alto semideciduo.","-59.68055","-17.33861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"92","2008-05-27 22:02:00-03","MO","MOBOT","1091737","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Timothy J. Killeen|M. Toledo G.","Killeen 7972","South America","Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,"300.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1996","5","3","Concesión Minera Don Mario; a orilla del aereopuerto. Bosque alto deciduo, dominado por Calycophyllum, Amburana y Caesalpinaceae.","-59.68055","-17.33861",NA,"M. Toledo (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"93","2012-03-18 05:12:00-03","MO","MOBOT","1195908","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Fabiana Mamani M.","Mamani M. 529","South America","Bolivia","Santa Cruz","Nuflo de Chavez",NA,NA,NA,NA,"450.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1995",NA,NA,"Lomerio. 12 km al N de la comunidad Las Trancas. Parcelas permanente del proyecto Bolfor, Las Trancas 95. Bosque seco chiquitano. Especies frecuentes de Anadenanthera colubrina, Poeppigia procera, Centrolobium microchaete, etc. Suelos lateríticos.","-60.84638","-16.52027",NA,"F. Mamani (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2013-03-09 05:41:00-03","MO","MOBOT","1322198","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|G. Navarro","Fuentes Claros 2013","South America","Bolivia","Santa Cruz","Cordillera",NA,NA,NA,NA,"230.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1997","8","26","Cruce del camino San Jose-Salinas con el gasoducto Bolivia-Brasil. Bosque chiquitano de transición del Norte, con Athyana weinmanniifolia y Acosmium cardenasi.","-60.79138","-17.93555",NA,"A. Fuentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-02-23 16:19:00-03","MO","MOBOT","1373580","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","W. D. Stevens|Nélida Soria|Isabel Basualdo","Stevens 26273","South America","Paraguay","Concepción",NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1994","10","18","Cerca de Estancia Centurión, Potrero Irala; caliza.","-57.6183334","-22.3777778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"833","6"
"96","2013-01-28 05:13:00-02","MO","MOBOT","1396573","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lupita Sánchez A.|René Guillén V.|E. Cuéllar","Sánchez Acebo 1083","South America","Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,"100.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1999","12","1","Valle de Tucavaca, parcela de muestreo, Proyecto Corredor Santa Cruz-Puerto Suárez, bosque chiquitano bien drenado con árboles del chaco, dosel 7-18 m, sotobosque con Ananas ananassoides, Aechmea distichantha y Sebastiania discolor.","-59.4247223","-18.3822223",NA,"A. Fuentes (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"97","2008-05-27 22:02:00-03","MO","MOBOT","1396624","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A.M. Carrión|E. Ramos","Carrión Cuellar 592","South America","Bolivia","Santa Cruz","Angel Sandoval",NA,NA,NA,NA,"118.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1998","10","28","Prov. German Busch, Estancia San Eugenio a 14 km W de la estancia Arco Iris. Bosque semideciduo. Sotobosque escaso, dosel de 18 a 20 m de altura. Suelo arcilloso.","-57.87333","-18.93583",NA,"E. Ramos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2012-04-12 07:54:00-03","MO","MOBOT","1397023","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lupita Sánchez A.|S. Ortiz|M. Aguayo|A. Aguayo","Sánchez Acebo 1002","South America","Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,"140.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1999","10","29","Parcela 1, Proyecto Corredor Santa Cruz-Puerto Suárez. En las proximidades de la comunidad de Yacuces, bosque deciduo chiquitano, con dosel de 4-15 m, presencia de Ananas ananassoides en el sotobosque.","-58.2680556","-18.9541667",NA,"L. Sánchez (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"99","2008-05-27 22:02:00-03","MO","MOBOT","1451114","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Israel G. Vargas C.|et al.","Vargas Caballero 3386","South America","Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,"200.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1994","10","22","20 km al NE de Santiago de Chiquitos. Bosque de llanura de inundación en los márgenes del río Tucaba. Estrato arbóreo dominado por Phyllostilo y estrato arbustivo por Sebastiania","-59.46555","-18.2125",NA,"I.G. Vargas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","1451115","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Michael H. Nee","Nee 38926","South America","Bolivia","Santa Cruz","Andrés Ibáñez",NA,NA,NA,NA,"375.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1990","9","27","Jardín Botánico de Santa Cruz. 12 km E of center of Santa cruz on road to Cotoca. Subtropical, semideciduous chaco forest. 4-8 m tall, dense, spiny, briefly inundated in therainy season, very flat, the soil fine sandy and silty, Bumelia obtusifolia, Capparis tweediana, Reichenbachia hirsuta","-63.06666","-17.76666",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2008-05-27 22:02:00-03","MO","MOBOT","1451116","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Stephan G. Beck","Beck 12165","South America","Bolivia","La Paz","Sud Yungas",NA,NA,NA,NA,"1250.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1985","6","29","Chulumani. 30 Km hacia Asunta-Colquechaca, embocadura del Río Solacama en el Río Tamampayo. Bosque seco caducifolio con Fosterella, en el estrato herbáceo",NA,NA,NA,"St. G. Beck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2009-08-23 08:40:00-03","MO","MOBOT","1476257","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","T. Herzog","Herzog 1208","South America","Bolivia","Santa Cruz","Cordillera",NA,NA,NA,NA,"800.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1910","12",NA,"Charagua","-63.2","-19.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2008-05-27 22:02:00-03","MO","MOBOT","1528104","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Michael H. Nee","Nee 46708","South America","Bolivia","Santa Cruz","Andrés Ibáñez",NA,NA,NA,NA,"345.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1996","1","5","Prov. Andrés Ibáñez, at quebrada, 10.5 km SSE of center of Cotoca, 9.5 km. SSE of turnoff from highway bypass at Cotoca on dirt road to Paurito. Flat Chaco scrub forest, mostly 5-10 m tall, with much in vicinity cleared for fields and pastures. Ruprechtia triflora, Diplokeleba floribunda, Tabebuia nodosa, Anadenanthera macrcarpa, Ceiba samauma.","-62.95","-17.83333",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2008-05-27 22:02:00-03","MO","MOBOT","1723429","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","M. Toledo G.","Toledo G. 339","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1997","12","13",NA,NA,NA,NA,"M.Toledo, 94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2011-06-09 18:10:00-03","MO","MOBOT","1723440","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Bonifacio Mostacedo C.","Mostacedo C. 3629","South America","Bolivia","Santa Cruz","Nuflo de Chavez",NA,NA,NA,NA,"400.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1998","3","13","Las Trancas, Lomerio. Vegetación secundaria, sitio pertubado, se utiliza como centro de acopio de madera. Suelo rojizo con piedras diminutas. Poca hojarasca.","-61.84805","-16.52166",NA,"M. Toledo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2008-05-27 22:02:00-03","MO","MOBOT","1723457","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Israel G. Vargas C.|S. Ortiz","Vargas Caballero 3203","South America","Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,"250.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1998","9","30","Pozo del Tigre, 135 km al este de la ciudad de Santa Cruz, propiedad de la empresa ABAFA, alrededores del campamento principal. Bosque chaqueño seco, 10-15 m de estrato arbóreo con cacha (Aspidosperma quebracho-blanco), guayabochi (Ruprechtia triflora), guayacán (Bulnesia sarmientoi) y saó (Trithrinax sp.), entre las principales.","-61.95","-17.56666",NA,"M. Nee '96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2008-05-27 22:02:00-03","MO","MOBOT","1742024","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Émile Hassler","Hassler 12677","South America","Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1913","11",NA,"In regione lacus Ypacaray",NA,NA,NA,"C. Todzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2008-05-27 22:02:00-03","MO","MOBOT","1742026","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Hermes Cuadros V.|Alwyn H. Gentry","Cuadros Villalobos 3452","South America","Colombia","Cesar",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1987","4","25","Via La Paz a Manaure",NA,NA,NA,"R. Liesner, 1991 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-08-22 05:41:00-03","MO","MOBOT","1742029","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Paul E. Berry|R.C. Wingfield","Berry 4032","South America","Venezuela","Falcón",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1983","3","30","Bosque semidecíduo, entrada de C.R.O.C. (M.A.C.) 12 km al oeste del cruce a Guaibacoa, carretera Coro-Dos Bocas",NA,NA,NA,"R. Liesner, 1991 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2009-07-10 17:56:00-03","MO","MOBOT","1742030","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Troels M. Pedersen","Pedersen 2793","South America","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1954","8","30","In woods on clayey soil, but uncommon.",NA,NA,NA,"C. Todzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-08-19 19:41:00-03","MO","MOBOT","1853802","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","F. Canqui|Alejandro Araujo M.|Héctor Cabrera|M.H. Calzadilla|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Remberto Alvarez|A. Alvarez|Mario Álvarez","Canqui Magne 99","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1011.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2003","2","19","Área Natural de Manejo Integrado Madidi, camino Apolo-Azariamas, Arroyo Pintata. A 495 m del campamento en dirección SE, aproximadamente 20 minutos saliendo del camino.","-68.5388055","-14.4684723",NA,"A. Fuentes (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-01","4"
"112","2020-08-19 20:36:00-03","MO","MOBOT","1854339","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","F. Canqui|Alejandro Araujo M.|Héctor Cabrera|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Antonio Álvarez|Remberto Alvarez|Mario Álvarez","Canqui Magne 129","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"940.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2003","2","20","Área Natural de Manejo Integrado Madidi, camino Apolo-Asariamas, arroyo Pintata. A 314 m del campamento en dirección SE, aproximadamente a 15 minutos saliendo del camino.","-68.5388055","-14.4684723",NA,"A. Fuentes (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-02","4"
"113","2020-08-21 17:06:00-03","MO","MOBOT","1859638","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","L. Cayola|et al.","Cayola Pérez 143","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"880.00000000","1015.00000000",NA,NA,"(J. Poiss.) Taub.","2003","2","25","Parque Nacional Madidi, camino Apolo-Asariamas, Arroyo Pintata entrando hora y media desde Sipia. Parcela Permanente V.","-68.5425","-14.4652778",NA,"A. Fuentes (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-05","5"
"114","2011-12-10 06:15:00-02","MO","MOBOT","2430468","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Sara G. Tressens|Victor Maruñak","Tressens 6326","South America","Argentina","Corrientes","Capital",NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1999","7","7","Camino a Perichón, 2 Km de ruta 12",NA,NA,NA,"Tressens, S. G., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2010-11-13 05:21:00-02","MO","MOBOT","2490980","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Fátima Mereles","Mereles H. 4159","South America","Paraguay","Boquerón",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1991","10","16","Col. Campo Alegre. Parcialidad Nivaclé",NA,NA,NA,"Degen, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2009-07-31 17:12:00-03","MO","MOBOT","2517634","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 1952","South America","Paraguay","Boquerón",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1990","9","12","Col. Menno, Loma Plata",NA,NA,NA,"Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-07-23 19:05:00-03","MO","MOBOT","2551339","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","J. Uzquiano|et al.","Uzquiano Espinoza 25","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"940.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","3","8","Area Natural de Manejo Integrado Madidi, Virgen del Rosario, arroyo Yarimita. Bosque andino semideciduo, con Anadenanthera colubrina y Gallesia integrifolia. Parcela Permanente N. 9 (1 ha). Plantas secadas en campo.","-68.6936111","-14.5466666",NA,"A. Araujo-M. (LPB), 08/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","1"
"118","2020-07-23 19:26:00-03","MO","MOBOT","2555934","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","J. Uzquiano|et al.","Uzquiano Espinoza 46","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"940.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","3","8","Area Natural de Manejo Integrado Madidi, Virgen del Rosario, arroyo Yarimita. Bosque andino semideciduo, con Anadenanthera colubrina y Gallesia integrifolia. Parcela Permanente N. 9 (1 ha). Plantas secadas en campo.","-68.6936111","-14.5466666",NA,"A. Araujo-M. (LPB), 08/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","1"
"119","2020-07-24 10:53:00-03","MO","MOBOT","2566635","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","J. Uzquiano|et al.","Uzquiano Espinoza 84","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1030.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","3","12","Area Natural de Manejo Integrado Madidi, Virgen del Rosario, arroyo Yarimita. Bosque andino semideciduo, con Anadenanthera colubrina, Oxandra spintana. Parcela Permanente N. 10 (1 ha). Plantas secadas en campo.","-68.69","-14.5413889",NA,"A. Araujo-M. (LPB), 08/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-02","1"
"120","2016-12-17 05:24:00-02","MO","MOBOT","2588978","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","D. Choque A.|L. Cayola|A. T. Fernández C.|Noel Cuevas|Evert Cuevas","Choque Ajata 56","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1036.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","3","7","Área Natural de Manejo Integrado Madidi. Noroeste de Apolo,","-68.6859166","-14.5549167",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-02","3"
"121","2016-12-17 05:24:00-02","MO","MOBOT","2599558","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","D. Choque A.|L. Cayola|A. T. Fernández C.|B. Joly|Noel Cuevas|Evert Cuevas","Choque Ajata 105","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"916.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","3","11","Área Natural de Manejo Integrado Madidi. Noroeste de Apolo.","-68.6936389","-14.5329723",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-05","3"
"122","2020-08-18 06:33:00-03","MO","MOBOT","2700053","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","C. Campos|et al.","Campos Villanueva 13","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"660.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","5","31","Parque Nacional Madidi. Norte de Apolo, Bosque andino semideciduo de Azariamas, con Anadenanthera colubrina, Oxandra espintana, Trichilia catigua. Fondo de valle. Parcela Permanente de Muestreo # 12. Plantas secadas en campo.","-68.5658333","-14.325",NA,"A. Araujo (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","3"
"123","2020-08-18 07:19:00-03","MO","MOBOT","2700295","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","C. Campos|Alejandro Araujo M.|A. Antezana|D. Choque A.|Vania Torrez|Remberto Jove|C. Pérez","Campos Villanueva 52","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"830.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","6","5","Parque Nacional Madidi. Norte de Apolo,","-68.5668334","-14.3325",NA,"A. Araujo-M. (LPB), 08/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-02","4"
"124","2020-08-18 22:39:00-03","MO","MOBOT","2700476","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","C. Campos|Alejandro Araujo M.|A. Antezana|D. Choque A.|Vania Torrez|Remberto Jove|Gerardo Jove","Campos Villanueva 107","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1010.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","6","13","Parque Nacional Madidi. Norte de Apolo.","-68.5723889","-14.3334722",NA,"A. Araujo-Murakami (LPB), 08/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-03","4"
"125","2016-12-17 05:24:00-02","MO","MOBOT","2703247","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. T. Fernández C.|L. Cayola|J. Uzquiano|Pepe Sevillanos|Guzmán Jove","Fernández Choque 2","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"796.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2005","5","21","Área Natural de Manejo Integrado Madidi, Azariamas al Norte de Apolo.","-68.5558056","-14.3313611",NA,"A. Araujo-M. (LPB), 08/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","3"
"126","2009-02-10 17:16:00-02","MO","MOBOT","2754137","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","R. Chávez de Michel|et al.","Michel 475","South America","Bolivia","Santa Cruz","Cordillera",NA,NA,NA,NA,"800.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1985","9","1","Alto Parapetí Hacienda Yapuimbia.",NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
