"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-29 21:32:00-03","NY","NYBG","00909275","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","F. Sellow",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909275","Magnoliophyta","Malpighiales",NA,NA,"B1855","Minas Gerais",NA,NA,NA,NA,"NY00909275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 21:32:00-03","NY","NYBG","00909266","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","P. Clausen","1840",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909266","Magnoliophyta","Malpighiales",NA,NA,"42","Minas Gerais",NA,NA,NA,NA,"NY00909266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 10:54:00-03","NY","NYBG","1856451","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","H. de F. Leitão Filho","1981","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2063192' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856451","Magnoliophyta","Malpighiales",NA,NA,"12978","Mato Grosso do Sul","Três Lagoas","Próximo de Ilha Solteira.","-51.6781","-20.7511","NY01856451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","475582","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","A. C. Cervi","1992","12","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475582","Magnoliophyta","Malpighiales","(L.) DC.","O. A. Guimarães","4017","Paraná","Tibagi","Guartelá","-50.3","-24.5","NY00475582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 21:32:00-03","NY","NYBG","00893937","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","R. de Mello-Silva","1996","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893937","Magnoliophyta","Malpighiales",NA,"M. C. H. Mamede","1087","Minas Gerais","Santana do Riacho","Serra do Cipó, estrada da Usina de força Dr. Pacífico Mascarenhas.","-43.6033","-19.2867","NY00893937_01","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-28 13:32:00-03","NY","NYBG","475577","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","T. Sendulsky","1968","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60298' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475577","Magnoliophyta","Malpighiales",NA,"M. C. H. Mamede","896","São Paulo","Botucatu","Botucatú","-48.4397","-22.88","NY00475577_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 21:32:00-03","NY","NYBG","00909267","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","G. M. Magalhaes","1963","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909267","Magnoliophyta","Malpighiales",NA,NA,"19027","Minas Gerais","São Gonçalo do Abaeté","30 km da cidade.","-45.8331","-18.3383","NY00909267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 21:32:00-03","NY","NYBG","00893938","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","R. F. Vieira","1991","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893938","Magnoliophyta","Malpighiales",NA,NA,"935","Minas Gerais","Morada Nova de Minas","Cerrado recorde acima do cerrado virgem da Fazenda Boa Vista; a 18.2 km da cidade.","-45.37","-18.58","NY00893938_01","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 10:54:00-03","NY","NYBG","1856456","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","G. H. H. Tate","1928","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2063198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856456","Magnoliophyta","Malpighiales",NA,NA,"26","Amazonas","Manaus",NA,"-60.025","-3.1019","NY01856456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 21:32:00-03","NY","NYBG","00893931","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","J. R. Pirani","1985","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893931","Magnoliophyta","Malpighiales",NA,"W. R. Anderson","1211","Mato Grosso",NA,"Ilha do Bananal, na divisa com o Parque Nacional do Araguaia; coletas no Parque Indígena.","-50.5","-10.42","NY00893931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","475581","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","A. M. Amorim","1991","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475581","Magnoliophyta","Malpighiales","(L.) DC.","A. M. Amorim","507","Bahia","Una","Ca. 5 km na estrada Comandatuba","-38.9979967","-15.3135002","NY00475581_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 10:54:00-03","NY","NYBG","1856453","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","M. Silva","1964","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2063194' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856453","Magnoliophyta","Malpighiales",NA,NA,"43","Roraima","Surumú","Aldeia de Barro, campo entre o rio e a serra de Mairari.",NA,NA,"NY01856453_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 01:15:00-03","NY","NYBG","1144442","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","T. B. Cavalcanti","1995","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289879' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144442","Magnoliophyta","Malpighiales",NA,"M. C. H. Mamede","1871","Goiás","Campinaçu","Estrada Niquelandia - Rosariana. Area de influencia da Uhe Serra da Mesa.","-48.37","-14.05","NY01144442_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 21:33:00-03","NY","NYBG","00909354","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","R. F. Vieira","1990","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909354","Magnoliophyta","Malpighiales",NA,"M. C. H. Mamede","637","Goiás","Padre Bernardo","Chacara a 5 km apos fazenda alegre; na beira do rio alegre; a esq. da Rod. Braslan. -PE. Bernardo Sitio S. Laumiro","-48.17","-15.42","NY00909354_01","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 21:32:00-03","NY","NYBG","00893922","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","P. Clausen",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893922","Magnoliophyta","Malpighiales",NA,NA,"42","Minas Gerais",NA,NA,NA,NA,"NY00893922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-28 13:32:00-03","NY","NYBG","475589","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","I. Mimura","1961","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475589","Magnoliophyta","Malpighiales",NA,"L. B. Smith","74","São Paulo","Sao José dos Campos","6,8-7,2 km ao SSE em linha reta da praça principal de Sao José dos Campos. Dentro de 100 m ao oeste da estrada para Paraibuna","-45.88","-23.1703","NY00475589_01","635","635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00893908","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","H. S. Irwin","1964","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893908","Magnoliophyta","Malpighiales","(L.) DC.",NA,"6977","Goiás","Caiapônia","Ca. 33 km. E. of Caiapônia on road to Jataí. Serra do Caiapó.","-51.8","-17.15","NY00893908_01","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02282428","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","W. R. Anderson","1975","02","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2262914' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282428","Magnoliophyta","Malpighiales","(L.) DC.","M. C. H. Mamede","11553","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 10 km SW of Diamantina on BR-259","-43.7","-18.28",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-28 13:32:00-03","NY","NYBG","475591","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","T. D. McDowell","1990","03","05","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475591","Magnoliophyta","Malpighiales",NA,"W. R. Anderson","2121",NA,NA,"U. Takutu-U, Essequibo Region: Karasabai village, Yurora creek, ± 5 km SE of water tower","-59.52","4.02",NA,"100","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","475595","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","J. J. Wurdack","1946","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475595","Magnoliophyta","Malpighiales","(L.) DC.",NA,"B204","Rio Grande do Norte","Parnamirim","In chaparral between Parnamirim airfield and Giqui; south of Natal","-35.2628","-5.9158","NY00475595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00909260","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","H. S. Irwin","1965","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909260","Magnoliophyta","Malpighiales","(L.) DC.",NA,"9110","Distrito Federal","Brasília","10 km E. of Planaltina","-47.57345","-15.6167","NY00909260_01","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-28 13:32:00-03","NY","NYBG","475587","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","M. Sobral","1987","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475587","Magnoliophyta","Malpighiales",NA,"M. Sobral","5509","Bahia","Una","Comandatuba, Una","-39.0753","-15.2933","NY00475587_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","818204","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","H. S. Irwin","1968","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818204","Magnoliophyta","Malpighiales","(L.) DC.","W. R. Anderson","19355","Goiás","Cocalzinho de Goiás","Pico dos Pirineus, ca. 20 km N.W. of Corumbá de Goiás, near road to Niquelândia.","-48.95","-15.88","NY00818204_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00893914","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","H. S. Irwin","1965","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893914","Magnoliophyta","Malpighiales","(L.) DC.","W. R. Anderson","10871","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 12 km S. of Corumbá de Goiás.","-48.8086","-16.03204","NY00893914_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00893913","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","H. S. Irwin","1965","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893913","Magnoliophyta","Malpighiales","(L.) DC.","W. R. Anderson","10871","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 12 km S. of Corumbá de Goiás.","-48.8086","-16.03204","NY00893913_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00893936","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","B. Maguire","1963","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893936","Magnoliophyta","Malpighiales","(L.) DC.","W. R. Anderson","56437","Mato Grosso",NA,"50 km west of Diamantino. Brasilia-Acre Highway.",NA,NA,"NY00893936_01","700","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02282423","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","W. R. Anderson","1973","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2263940' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282423","Magnoliophyta","Malpighiales","(L.) DC.","M. C. H. Mamede","8755","Minas Gerais",NA,"5 km by road NE of Rio Manso and Couto de Magalhães.","-43.3833","-18.03476",NA,"960","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00893944","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","B. Maguire","1963","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893944","Magnoliophyta","Malpighiales","(L.) DC.","W. R. Anderson","56151","Tocantins",NA,"Between Cristalandia and Gurupi, Belem-Brasilia Highway.",NA,NA,"NY00893944_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00909257","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","G. M. Magalhaes","1963","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909257","Magnoliophyta","Malpighiales","(L.) DC.","H. S. Irwin","18888","Minas Gerais","Betim","Zona centro- 5 km O. de Betim.","-44.1981","-19.9681","NY00909257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 21:32:00-03","NY","NYBG","00893942","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","D. Philcox","1967","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893942","Magnoliophyta","Malpighiales",NA,NA,"3008","Mato Grosso",NA,"1 km E. of km. 264, Xavantina - Cachimbo road. Transect 750 m S from road to base camp. Transect 750 m S from road to base camp.",NA,NA,"NY00893942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 21:56:00-03","NY","NYBG","00926496","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","M. Henrique","1981","01","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926496","Magnoliophyta","Malpighiales",NA,NA,"6855","Minas Gerais","Santana do Riacho","Km [blank] ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Estr. da Usina.","-43.7142","-19.1692","NY00926496_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
