"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"94","2020-11-18 11:50:09-03","UERJ","HRJ","12443","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","C. Y#?#G. Manão","C. Y#?#G. Manão; L.J. Molina","845","2012","12","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Ecológica Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"HRJ00012628",NA,NA,NA,NA,"2012","12","11",NA,NA,"23813","auto",NA,NA,NA,NA
"95","2020-11-18 11:50:09-03","UERJ","HRJ","11487","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Manão, C.Y'G.","Manão, C.Y#?#G.; Costa,M.; Barcelos,L.; Arêdes,M.; Silva,W.","836","2012","10","31",NA,"Brasil","Espírito Santo","Sooretama","Reserva da Vale do Rio Doce, Estrada do Flamengo próximo a entrada da estrada do Bicuíba.",NA,"-19.152778",NA,"Arbusto com 80 cm, comum, ciófito, folhas membranácea e pilosas, material vegetativo com estípulas compridas.","HRJ00012058",NA,"24","24",NA,"2012","10","31","40º2'81''W","19º9'10''S",NA,NA,NA,NA,NA,NA
"96","2021-02-25 10:12:21-03","CVRD","CVRD","14313","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","Siqueira, G.S.","846","2012","12","13","América do Sul","BRASIL","ES","Linhares",NA,"-40.019083","-19.167194",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD014313","CVRD014313","59","59","Magnoliopsida","2012","12","13","40°01'08,7W","19°10'01,9S",NA,NA,NA,NA,NA,NA
"97","2021-02-25 10:12:21-03","CVRD","CVRD","14562","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","Flores, T.B & Romão, G.O","1191","2012","08","27","América do Sul","BRASIL","ES","Conceição da Barra",NA,"-39.814217","-18.276033",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD014562",NA,NA,NA,"Magnoliopsida","2013","09","23","39°48'853W","18°16'562S",NA,NA,NA,NA,NA,NA
"98","2021-02-25 10:12:21-03","CVRD","CVRD","14011","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","J.R. Stehmann","4605","2007","02","06","América do Sul","BRASIL","ES","Linhares","Curso de Taxonomia UFMG","-40.056944","-19.160361",NA,"Arbusto de 1,5 m. de altura no sub-bosque. Frutos imaturos verdes. <ll>dwc_commonname:</ll> Arariba do bosque","CVRD014011",NA,"46","46","Magnoliopsida","2016","11","29","40°03'25,0W","19°09'37,3S",NA,NA,NA,NA,NA,NA
"99","2021-02-25 10:12:21-03","CVRD","CVRD","12909","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Domingos A. Folli","Folli, D.A.","6537","2010","01","28","América do Sul","BRASIL","ES","Linhares",NA,"-40.086468","-19.147405",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD012909",NA,"42","42","Magnoliopsida","2010","02","28","-40,086468","-19,147405",NA,NA,NA,NA,NA,NA
"100","2021-02-25 10:12:21-03","CVRD","CVRD","9804","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","Siqueira, G.S.","262","2006","11","15","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD009804","CVRD009804",NA,NA,"Magnoliopsida","2006","11","15",NA,NA,"48094","auto",NA,NA,NA,NA
"101","2021-02-25 10:12:21-03","CVRD","CVRD","9835","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","Siqueira, G.S.","274","2006","12","13","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD009835",NA,NA,NA,"Magnoliopsida","2006","12","13",NA,NA,"48094","auto",NA,NA,NA,NA
"102","2021-02-25 10:12:21-03","CVRD","CVRD","11158","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Tatiana T. Corrijo","Carrijo, T.T.","1321","2008","03","22","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD011158",NA,NA,NA,"Magnoliopsida","2008","03","22",NA,NA,"48094","auto",NA,NA,NA,NA
"103","2021-02-25 10:12:21-03","CVRD","CVRD","1473","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.",NA,"Folli, D.A.","619","1986","12","10","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD001473",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"104","2021-02-25 10:12:21-03","CVRD","CVRD","1921","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","Lima, H.C.","1644","1981","12","14","América do Sul","BRASIL","ES","Linhares","Arbusto na submata.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD001921","CVRD001921",NA,NA,"Magnoliopsida","2018","07","05",NA,NA,"48094","auto",NA,NA,NA,NA
"105","2021-02-25 10:12:21-03","CVRD","CVRD","1407","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","J. H. Kirkbride Jr.","Sobral, M.","4709","1986","03","23","América do Sul","BRASIL","ES","Linhares","Arvoreta em interior de mata.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD001407",NA,NA,NA,"Magnoliopsida","2006","01","10",NA,NA,"48094","auto",NA,NA,NA,NA
"106","2021-02-25 10:12:21-03","CVRD","CVRD","14096","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","J.R. Stehmann","4795","2007","02","08","América do Sul","BRASIL","ES","Linhares","Curso de Taxonomia UFMG","-40.0722007751465","-19.3910999298096",NA,"Árvore de 3-4 m. de altura. Flores laranjas. <ll>dwc_commonname:</ll> Arariba do bosque","CVRD014096",NA,NA,NA,"Magnoliopsida","2012","10","09",NA,NA,"48094","auto",NA,NA,NA,NA
"107","2021-02-25 10:12:21-03","CVRD","CVRD","14093","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","J.R. Stehmann","4780","2007","02","08","América do Sul","BRASIL","ES","Linhares","Curso de Taxonomia UFMG","-40.0722007751465","-19.3910999298096",NA,"flores laranjas, pedicelo vináceo <ll>dwc_commonname:</ll> Arariba do bosque","CVRD014093",NA,NA,NA,"Magnoliopsida","2012","10","09",NA,NA,"48094","auto",NA,NA,NA,NA
"108","2021-02-25 10:12:21-03","CVRD","CVRD","6223","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.",NA,"Folli, D.A.","3398","1999","04","19","América do Sul","BRASIL","ES","Linhares","Trilha Tatú Canastra","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD006223","CVRD006223",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"109","2021-02-25 10:12:21-03","CVRD","CVRD","14740","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Geovane S. Siqueira","Siqueira, G.S.","943","2014","01","16","América do Sul","BRASIL","ES","Sooretama","Na estrada proximo Córrego Cupido","-40.0978012084961","-19.1968994140625",NA,"<ll>dwc_commonname:</ll> Arariba do bosque","CVRD014740","CVRD014740","70","70","Magnoliopsida","2014","01","27",NA,NA,"33715","auto",NA,NA,NA,NA
"110","2020-09-12 05:00:02-03","US","US","3067183","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"G. Hatschbach & J. M. Silva","48704","1984","12","7","South America - Neotropics","Brazil","Espírito Santo",NA,"Rancho Alto (mun. Linhares)",NA,NA,NA,NA,"US02741295","US02741295_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"111","2020-09-12 05:00:02-03","US","US","2868991","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"T. S. Santos","2102",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Itabuna. Ba. Teixeira de Freitas Vale do rio Alcobaca",NA,NA,NA,NA,"US02741290","US02741290_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"112","2020-09-12 05:00:02-03","US","US","3494237","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"M. Sobral","4709","1986","3","23","South America - Neotropics","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares-Linhares-ES",NA,NA,NA,NA,"US02741294","US02741294_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"113","2020-09-12 05:00:02-03","US","US","2869048","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"T. S. Santos","2691",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Itabuna. Ba. Parque Nacional do Monte Pascoal/orto Seguro Mata",NA,NA,NA,NA,"US02741285","US02741285_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"114","2020-09-12 05:00:02-03","US","US","3075553","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"J. Spada","71","1972","11","11","South America - Neotropics","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares CVRD. Proximo a Estrada 162 Talhao 605.",NA,NA,NA,NA,"US02741289","US02741289_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","3090433","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"J. G. Kuhlmann","413","1930","9","29","South America - Neotropics","Brazil","Espírito Santo",NA,"Linhares, Corrego do Durao, Rio Doce",NA,NA,NA,NA,"US02741299","US02741299_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"116","2020-09-12 05:00:02-03","US","US","3090434","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"A. P. Duarte","3916","1953","11","5","South America - Neotropics","Brazil","Espírito Santo",NA,"Norte de Esp. Santo, proximo de Coneriego de Barra. [interpreted]",NA,NA,NA,NA,"US02741297","US02741297_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"117","2020-09-12 05:00:02-03","US","US","2869123","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"R. S. Pinheiro","1761",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Itabuna. Ba. Alcobaca ramal dara S. Antonio",NA,NA,NA,NA,"US02741286","US02741286_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"118","2020-09-12 05:00:02-03","US","US","3075525","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"D. Sucre","8469","1972","2","4","South America - Neotropics","Brazil","Espírito Santo",NA,"Estado de Espirito Santo, Reserva de Linhares, Docemade",NA,NA,NA,NA,"US02741288","US02741288_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"119","2020-09-12 05:00:02-03","US","US","3238672","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"T. S. Santos","2691","1973","1","15","South America - Neotropics","Brazil","Bahia",NA,"Regiao Cacaueira da Bahia. Ba. Municipio de Porto Seguro. Parque Nacional do Monte Pascoal. Mata",NA,NA,NA,NA,"US02741296","US02741296_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"120","2020-09-12 05:00:02-03","US","US","3499957","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"J. Kallunki & J. R. Pirani","352","1993","1","20","South America - Neotropics","Brazil","Espírito Santo",NA,"Mun. Linhares, BR-101, Km. 122, N of Linhares, Reserva Florestal CVRD, Bloco 2.20.I., Est. X-2","-40.05","-19.33",NA,NA,"US02741293","US02741293_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"121","2020-09-12 05:00:02-03","US","US","2869055","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"S. G. Vinha & T. S. Santos","102","1968","3","22","South America - Neotropics","Brazil","Bahia",NA,"Ba. Parque Nacional de Monte Pascoal",NA,NA,NA,NA,"US02741291","US02741291_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"122","2020-09-12 05:00:02-03","US","US","3320383","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"G. Hatschbach, M. M. Hatschbach & J. Motta","63004","1995","8","12","South America - Neotropics","Brazil","Bahia",NA,"Prado, km 15-25 da rodovia para Itamaraju (mun. Prado)",NA,NA,NA,NA,"US02741292","US02741292_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"123","2020-09-12 05:00:02-03","US","US","3075540","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"D. Sucre, L. Araujo & R. Kautsky","10716","1974","5","2","South America - Neotropics","Brazil","Espírito Santo",NA,"Domingo Martin",NA,NA,NA,NA,"US02741287","US02741287_01","550","800","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","3124249","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"J. Mendonca & J. Vieira","45","1945",NA,NA,"South America - Neotropics","Brazil","Espírito Santo",NA,"Boa Vista, Estacao Palacio, E.F.V. Minas",NA,NA,NA,NA,"US02741298","US02741298_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"125","2019-11-13 11:30:16-03","USP","SPF","200962","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Manão, CYG","Fiaschi, P","3464","2011","01","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0025","-19.132056",NA,NA,"SPF00200962",NA,"14","14",NA,"2012","10",NA,"-40.0025","-19.132056",NA,NA,NA,NA,NA,NA
"126","2019-11-13 11:30:16-03","USP","SPF","200964","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Oliveira, JA","Fiaschi, P","3544","2011","01","22",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.493556","-20.311472",NA,NA,"SPF00200964",NA,"512","512",NA,"2012","08",NA,"-40.493556","-20.311472",NA,NA,NA,NA,NA,NA
"127","2019-11-13 11:30:16-03","USP","SPF","202654","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Manão, CYG","Pirani, JR","6169","2011","01","22",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.493556","-20.311472",NA,NA,"SPF00202654",NA,"512","512",NA,"2012","10",NA,"-40.493556","-20.311472",NA,NA,NA,NA,NA,NA
"128","2019-11-13 11:30:16-03","USP","SPF","81429","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Zappi, DC","Kallunki, JA","352","1993","01","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.05","-19.333333",NA,NA,"SPF00081429",NA,NA,NA,NA,"1998",NA,NA,"-40.05","-19.333333",NA,NA,NA,NA,NA,NA
"129","2019-11-13 11:30:16-03","USP","SPF","38242","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Taylor, CM","Pirani, JR","1095","1985","01","12",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"SPF00038242",NA,NA,NA,NA,"2004",NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA
"130","2019-11-13 11:30:16-03","USP","SPF","89979","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Taylor, CM","Pirani, JR","3041","1994","02","19",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande","-39.7322006225586","-18.5932998657227",NA,NA,"SPF00089979",NA,NA,NA,NA,"2004",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA
"131","2019-09-04 18:44:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,NA,"A. Glaziou","10917",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"132","2019-09-04 18:18:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens",NA,NA,"J. S. Blanchet","1428",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"133","2019-01-23 11:17:13-02","F","FMNH-SEEDPLANTS","V0070411F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens",NA,NA,"J. S. Blanchet","1428",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0070411F","V0070411F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"134","2019-01-23 11:17:13-02","F","FMNH-SEEDPLANTS","V0070412F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens",NA,NA,"J. S. Blanchet","1428",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0070412F","V0070412F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"135","2019-01-23 11:17:13-02","F","FMNH-SEEDPLANTS","V0070413F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens",NA,NA,"J. S. Blanchet","1428",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0070413F","V0070413F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"136","2019-01-23 11:17:14-02","F","FMNH-SEEDPLANTS","V0070414F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens",NA,NA,"J. S. Blanchet","1428",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0070414F","V0070414F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"137","2020-07-23 12:20:48-03","CEPLAC","CEPEC","8506","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"C. Y. G. Manão","R. S. Pinheiro","1761","1972","01","24",NA,"Brasil","Bahia","ALCOBAÇA","Ramal para Santo Antonio.","-39.1955986022949","-17.5193996429443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50074","auto",NA,NA,NA,"20/02/2015"
"138","2020-07-23 12:20:48-03","CEPLAC","CEPEC","131401","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"J. A. Oliveira","J. A. Oliveira","5365","2008","10","19",NA,"Brasil","Espírito Santo","cariacica","Estrada para a localidade de Alegre. Próximo de curso d'água.","-40.481944","-20.3025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W28'55","20S18'9",NA,NA,NA,NA,NA,"30/12/2012"
"139","2020-07-23 12:20:48-03","CEPLAC","CEPEC","125152","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"J. G. Jardim","A. M. Amorim","7330","2004","05","05",NA,"Brasil","Espírito Santo","cariacica","Reserva Biológica Duas Bocas. Localidade de Alegre, trilha do Pau Oco.","-40.519444","-20.291389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA,"30/07/2010"
"140","2020-07-23 12:20:48-03","CEPLAC","CEPEC","125157","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"J. G. Jardim","L. Kollmann","10624","2008","02","15",NA,"Brasil","Espírito Santo","cariacica","Reserva Biológica Duas Bocas. Localidade de Alegre, trilha do Pau Oco.","-40.519444","-20.291389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA,"30/07/2010"
"141","2020-07-23 12:20:48-03","CEPLAC","CEPEC","125250","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"J. G. Jardim","R. C. Forzza","5057","2008","02","16",NA,"Brasil","Espírito Santo","cariacica","Reserva Biológica Duas Bocas. Mata na beira da estrada para a localidade de Alegre.","-40.481944","-20.3025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W28'55","20S18'9",NA,NA,NA,NA,NA,"30/07/2010"
"142","2020-07-23 12:20:48-03","CEPLAC","CEPEC","125212","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"J. G. Jardim","R. Goldenberg","1239","2009","01","17",NA,"Brasil","Espírito Santo","viana","Arredores da Reserva Biológica de Duas Bocas. São Paulo de Viana, beira da estrada.","-40.546667","-20.300833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W32'48","20S18'3",NA,NA,NA,NA,NA,"30/07/2010"
"143","2020-07-23 12:20:48-03","CEPLAC","CEPEC","81894","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"SpeciesLink/lacunas","W. W. Thomas","12043","2006","02","08",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal, 3Km a S da trada ao longo da Rod. ao N do Parque.","-37.4","-16.85",NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,NA,NA,NA,NA,NA,NA,"37W24'","16S51'",NA,NA,NA,NA,NA,"28/02/2012"
"144","2020-07-23 12:20:48-03","CEPLAC","CEPEC","82488","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"Sem Informação","W. W. Thomas","12023","1974","03","08",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal, 3Km ao S do entroncamento ao longo da Rod., ao N do Parque.","-37.4","-16.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37W24'","16S51'",NA,NA,NA,NA,NA,NA
"145","2020-07-23 12:20:48-03","CEPLAC","CEPEC","18788","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"C. M. Taylor","L. A. Mattos-Silva","638","1979","10","29",NA,"Brasil","Bahia","GUARATINGA","Faz. Vitoria, no rRamal a esquerda da estrada Cajuita/BR-101, 11Km de Cajuita.","-39.7827987670898","-16.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55290","auto",NA,NA,NA,"30/12/2012"
"146","2020-07-23 12:20:48-03","CEPLAC","CEPEC","3667","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"C. Y. G. Manão","S. G. da Vinha","102","1968","03","22",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional de Monte Pascoal.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,"20/02/2015"
