"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"19","2020-04-22 16:24:16-03","UFPB","JPB","56388","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.",NA,"Oliveira, JA; Forzza, RC; Pellegrini, MOO","318","2013","04","17","Southern America","Brasil","Espírito Santo","Santa Leopoldina",NA,"-40.596944","-20.21",NA,"Arbusto, ca.2m alt.em interior de mata. Folhas discolores, influrescência com base verde e ápice alaranjado, frutos amarelos, passados. Material em silíca. Material prensado em álcool.; HABITAT: Mata de encosta; DESC: Arbusto, ca.2m a","JPB0056388",NA,NA,NA,NA,NA,NA,NA,"-40.596944","-20.21",NA,NA,NA,NA,NA,NA
"20","2020-04-27 16:11:26-03","UFES","VIES","33931","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Moreau, J.S.; Vassoler, M.; Roela, J.A.; Souza, G.A.","118","2013","12","04",NA,"Brasil","Espírito Santo","Aracruz","FIBRIA S.A. Transecto 2, parcela 60.","-40.123889","-19.802222",NA,NA,"VIES033931",NA,NA,NA,NA,"2019","05",NA,"40º7'26''W","19º48'8''S",NA,NA,NA,NA,NA,NA
"21","2020-04-27 16:11:26-03","UFES","VIES","47216","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Moraes, Q.S.","Scheidegger, A.F.A.; Moraes, Q.S.; Dutra, S.C.; Silvestre, S.S.; Alves-Araújo, A.","171","2019","11","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Região extremo sul. Flona do Rio Preto","-39.835278","-18.4325",NA,NA,"VIES047216","VIES047216",NA,NA,NA,"2020","03","10","39º50'7''W","18º25'57''S",NA,NA,NA,NA,NA,NA
"22","2020-04-27 16:11:26-03","UFES","VIES","47298","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Moraes, Q.S.","Sossai, B.G.; Alves-Araújo, A.; Nepomuceno, A.; Miranda, V.S.; Dutra, S.C.; Nichio-Amaral, R.","520","2019","12","16",NA,"Brasil","Espírito Santo","Conceição da Barra","Região extremo sul. Flona do Rio Preto","-39.833611","-18.435",NA,NA,"VIES047298","VIES047298",NA,NA,NA,"2020","03","10","39º50'1''W","18º26'6''S",NA,NA,NA,NA,NA,NA
"23","2020-04-27 16:11:26-03","UFES","VIES","47398","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Moraes, Q.S.","Silvestre, S.S.; Dutra, S.C.; Moraes, Q.S.; Alves-Araújo, A.; Scheidegger, A.F.A.","15","2019","11","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Região extremo Sul. Flona do Rio Preto","-39.835278","-18.4325",NA,NA,"VIES047398","VIES047398",NA,NA,NA,"2020","03","10","39º50'7''W","18º25'57''S",NA,NA,NA,NA,NA,NA
"24","2020-04-27 16:11:26-03","UFES","VIES","47417","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Moraes, Q.S.","Nepomuceno, A.; Sossai, B.G.; Miranda, V.S; Nichio-Amaral, R.; Oliveira, R.M.","1012","2020","01","16",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha Sul da Flona. Flona do Rio Preto","-39.835833","-18.433611",NA,NA,"VIES047417","VIES047417",NA,NA,NA,"2020","03","10","39º50'9''W","18º26'1''S",NA,NA,NA,NA,NA,NA
"25","2020-04-27 16:11:26-03","UFES","VIES","47453","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Moraes, Q.S.","Dutra, S.C.; Scheidegger, A.F.A.; Nichio-Amaral, R.; Sossai, B.G.; Nepomuceno, A.; Oliveira, R.M.; Miranda, V.S.","187","2020","01","31",NA,"Brasil","Espírito Santo","Conceição da Barra","Região extremo Sul. Flona do Rio Preto","-39.835833","-18.433611",NA,NA,"VIES047453","VIES047453",NA,NA,NA,"2020","03","10","39º50'9''W","18º26'1''S",NA,NA,NA,NA,NA,NA
"26","2020-04-27 16:11:26-03","UFES","VIES","20882","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Scopel, E.T.","22","1996","11","19",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES020882","VIES020882",NA,NA,NA,"2019","05",NA,NA,NA,"37987","auto",NA,NA,NA,NA
"27","2020-09-10 15:32:59-03","UFES","VIES","42558","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","A. Nepomuceno","Nepomuceno, A.; Nicchio, R.; Miranda, V.S.; Sossai, B.G.; Mendes, B.; Dias, L.F.D.; Alves-Araújo, A.","726","2019","02","21",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Canastra. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042558","VIES042558",NA,NA,NA,"2020","09",NA,NA,NA,"41644","auto",NA,NA,NA,NA
"28","2019-07-05 19:08:49-03","UFES","VIES","42249","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.",NA,"Souza, T.; Sossai, B.G.; Alves-Araújo, A.","117","2018","04","03",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Canastra. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042249","VIES042249",NA,NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA
"29","2020-09-10 15:32:59-03","UFES","VIES","42720","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","A. Nepomuceno","Nepomuceno, A.; Nichio-Amaral, R.; Miranda, V.; Mendes, B.N.; Mello, B.N.; Gurtler, J.; Sossai, B.G.","783","2019","03","28",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042720","VIES042720",NA,NA,NA,"2020","09",NA,NA,NA,"41644","auto",NA,NA,NA,NA
"30","2020-04-27 16:11:26-03","UFES","VIES","17039","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Pereira, O.J.; Espindula, E. & Bernades, J.","6755","2001","01","18",NA,"Brasil","Espírito Santo","Domingos Martins","Rio Jucu.","-40.6591987609863","-20.3633003234863",NA,NA,"VIES017039","VIES017039",NA,NA,NA,"2019","05","14",NA,NA,"48150","auto",NA,NA,NA,NA
"31","2019-09-27 18:06:14-03","UFES","VIES","15852","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Manão, C.Y.#?#.G.","Calatrone, J.W.; et al.","75","2008","04","04",NA,"Brasil","Espírito Santo","Marechal Floriano",NA,"-40.6831016540527","-20.4127998352051",NA,NA,"VIES015852","VIES015852",NA,NA,NA,"2012","12","12",NA,NA,"23038","auto",NA,NA,NA,NA
"32","2020-04-27 16:11:26-03","UFES","VIES","39835","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Silva, L.A.; Cardoso, W.C.","638","2015","03","05",NA,"Brasil","Espírito Santo","Alfredo Chaves","Fazenda 3 Palmeiras.","-40.749698638916","-20.6350002288818",NA,NA,"VIES039835","VIES039835",NA,NA,NA,"2019","05","16",NA,NA,"32447","auto",NA,NA,NA,NA
"33","2020-04-27 16:11:26-03","UFES","VIES","24477","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Ribeiro, M.","Ribeiro, M.; Martins, R.; Broggio, I.S. & Rocha, T.L.","475","2011","03","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica de Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES024477","VIES024477",NA,NA,NA,"2011","09","14",NA,NA,"41644","auto",NA,NA,NA,NA
"34","2020-04-27 16:11:26-03","UFES","VIES","26644","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Flores, T.B.; Romão, G.O.","1191","2012","08","27",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES026644","VIES026644",NA,NA,NA,"2019","05","14",NA,NA,"41644","auto",NA,NA,NA,NA
"35","2020-04-27 16:11:26-03","UFES","VIES","15865","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Calatrone, J.W.; et al.","86","2008","04","22",NA,"Brasil","Espírito Santo","Marechal Floriano",NA,"-40.6831016540527","-20.4127998352051",NA,NA,"VIES015865","VIES015865",NA,NA,NA,"2019","05","14",NA,NA,"23038","auto",NA,NA,NA,NA
"36","2020-04-27 16:11:26-03","UFES","VIES","15674","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Gomes, J.M.L.; et al.","3124","2007","12","07",NA,"Brasil","Espírito Santo","Marechal Floriano","Propriedade de Angelo Delpuppo.","-40.6831016540527","-20.4127998352051",NA,NA,"VIES015674","VIES015674",NA,NA,NA,"2019","05","14",NA,NA,"23038","auto",NA,NA,NA,NA
"37","2020-04-27 16:11:26-03","UFES","VIES","5342","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Vinha, P.C.","1179","1990","11","11",NA,"Brasil","Espírito Santo","Serra",NA,"-40.3078002929688","-20.1285991668701",NA,NA,"VIES005342","VIES005342",NA,NA,NA,"2019","05","14",NA,NA,"16451","auto",NA,NA,NA,NA
"38","2020-04-27 16:11:26-03","UFES","VIES","28645","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Sarnaglia-Jr., V.B.","418","2011","09","04",NA,"Brasil","Espírito Santo","Serra","APA do Mestre Álvaro. Floresta e Afloramento.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES028645","VIES028645",NA,NA,NA,"2019","05","14",NA,NA,"16451","auto",NA,NA,NA,NA
"39","2020-04-27 16:11:26-03","UFES","VIES","19711","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Gomes, J.M.L.","3523","2009","11","14",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES019711","VIES019711","600","600",NA,"2019","05","14",NA,NA,"16451","auto",NA,NA,NA,NA
"40","2020-04-27 16:11:26-03","UFES","VIES","17742","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Gomes, J.M.L.","3684","2009","11","22",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES017742","VIES017742",NA,NA,NA,"2019","05","14",NA,NA,"16451","auto",NA,NA,NA,NA
"41","2020-04-27 16:11:26-03","UFES","VIES","11607","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Barros, P.H.D.","109","2012","03","03",NA,"Brasil","Espírito Santo","Serra","Área de proteção ambiental do Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES011607","VIES011607",NA,NA,NA,"2019","05","16",NA,NA,"16451","auto",NA,NA,NA,NA
"42","2020-04-27 16:11:26-03","UFES","VIES","40170","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","F. Torres-Leite","Iglesias, D.T.","32","2012","09","23",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES040170","VIES040170",NA,NA,NA,"2019","05","14",NA,NA,"16451","auto",NA,NA,NA,NA
"43","2020-12-21 16:43:35-03","MBM","MBM","392834","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","Zappi, D.","Goldenberg, R.; Fraga, C.N.; Labiak, P.H.; Forzza, R.C.; Fontana, A.P.; Schwarts; Fraga, C.N.; Labiak, P.H.; Forzza, R.C.; Fontana, A.P.; Schwartsburd, P.B.","1239","2009","01","17","Southern America","Brazil","Espírito Santo","Viana","Reserva Biológica de Duas Bocas, São Paulo de Viana, beira da estrada","-40.546667","-20.300833",NA,"Arbusto 2m. Botões com corola cor-de-laranja vivo.; Floresta Ombrófila Densa Montana.","MBM392834","MBM392834","575","575",NA,"2011",NA,NA,"-40.546667","-20.300833",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:43:35-03","MBM","MBM","428841","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","Manão, C.Y.'.G.","Lozano, E.D.; Ariati, V.; Bonaldi, R.A.; Daniel, V.A.; Ariati, V.; Bonaldi, R.A.; Daniel, V.A.","3868","2017","10","05","Southern America","Brazil","Espírito Santo","Aracruz","Área de Restauração Natural da Fibria","-40.222417","-19.783583",NA,"Arvoreta, 2 m, flores alaranjadas, interior de mata secundária. Prensada com álcool.; Floresta Ombrófila Densa.","MBM428841",NA,NA,NA,NA,"2017",NA,NA,"-40.222417","-19.783583",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:43:35-03","MBM","MBM","179975","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","Smith, S.F.","Hatschbach, G.; Hatschbach, M.; Motta, J.T.; Hatschbach, M.; Motta, J.T.","63004",NA,NA,NA,"Southern America","Brazil","Bahia","Prado","Prado, km 15-25 da rodovia para Itamaraju","-39.2207984924316","-17.341100692749",NA,NA,"MBM179975","MBM179975",NA,NA,NA,NA,NA,NA,NA,NA,"53161","auto",NA,NA,NA,NA
"46","2020-12-21 16:43:44-03","MBM","MBM","96960","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll. Arg.","J.H.; Kirbride Jr.","Hatschbach, G.; et al.; et al.","48794",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Linhares","Rancho Alto","-40.0722007751465","-19.3910999298096",NA,NA,"MBM096960","MBM096960",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
