"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem"
"95","2008-05-27 22:02:00-03","MO","MOBOT","3416313","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers",NA,"* BOVINI","BOVINI 2127","2002","1","15","South America","Brazil","Rio de Janeiro",NA,"Nova Iguacu, Distrito de Tinguá, reserva Biologica, estrada do Ouro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2013-08-23 04:12:00-03","MO","MOBOT","748857","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","R. Ortiz (MO)","Ariane L. Peixoto|et al.","Peixoto 3146","1985","2","2","South America","Brazil","Espírito Santo",NA,"Linhares, Reserva Florestal da CVRD. Transect 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-8","3",NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","1461989","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","R. Ortiz (MO)","W. Wayt Thomas|et al.","Thomas 10760","1995","1","5","South America","Brazil","Bahia",NA,"Mpio. Ilhéus: 2 km north northeast of Banco da Vitoria (5.7 km west of bridge over the Rio Fundão on road to Itabuna) on road leading to west edge of the Mata da Esperanca. Disturbed southern Bahian Wet Forest with some logged trees and adjacent intact forest.","-39.09111","-14.77722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-09-08 15:06:56-03","UNIOESTE","UNOP","774","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","Dinato, D.O.","Grupo Verde; Dinato, D.O.; Oliveira, C.C.; Rissi, M.N.; Lombardi, J.A.; Dinato, D.O.; Oliveira, C.C.; Rissi, M.N.; Lombardi, J.A.","27","2012","10","23",NA,"Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Trilha do Poço Verde.","-43.001111","-22.295556","399","399",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Mata atlântica. Liana. Folhas papiraceas, discolores. Botões amarelo esverdeados. Sépalas e pétalas amarelo esverdeadas. Anteras amarelas.",NA,NA,"-43.001111","-22.295556","2012","11",NA,NA,NA,NA,NA,NA,NA
"99","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","34457",NA,"Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","J. Gurtler/2018","A. P. Fontana; et al","5251","2008","05","10",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.45","-18.766667",NA,NA,NA,NA,"MBML034457","MBML034457","40W26'60","18S46'0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","47035",NA,"Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","J. Gurtler/2018","A. M. Assis; M.D.S. Demuner & M. B. Redighieri","2417","2010","04","25",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante - propriedade Maurilio Bravin. Floresta em estágio médio","-40.430139","-18.753194","90","90",NA,"Liana, fruto verde","MBML047035","MBML047035","40W25'48,5","18S45'11,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-04 11:05:48-03","UFRB","HURB","17283","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,"Moreira, D.M.; Vitório, C.D.P. & Simões, S.S.","265","2017","10","19",NA,"Brasil","Bahia","São Felipe","Serra da Copioba;","-39.0894012451172","-12.8472003936768",NA,NA,NA,NA,"HURB000017283",NA,NA,NA,NA,NA,NA,"15122","auto",NA,NA,NA,NA
"102","2021-03-03 13:56:20-03","UFF","NIT","NIT10664","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","D.N.S. Machado & J.M.A. Braga","T. Fernandes, D.N.S. Machado","431","2019","01","25",NA,"Brasil","Rio de Janeiro","Maricá","Trilha para a Pedra do Elefante/Alto Mourão.","-43.0225","-22.966111","200","200",NA,"Liana, folhas discolores, face abaxial acinzentada, inflorescência e frutos verdes.","NIT00003255",NA,"43º1'21''W","22º57'58''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-03 13:56:20-03","UFF","NIT","NITw1505","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,"T. Fernandes, D.N.S. Machado","431","2019","01","25",NA,"Brasil","Rio de Janeiro","Niterói","Alto Mourão.","-43.1035995483398","-22.88330078125",NA,NA,NA,"folhas discolores, face abaxial acinzentada, frutos e infl. Verdes","NITw00003629",NA,NA,NA,NA,NA,NA,"14785","auto",NA,NA,NA,NA
"104","2021-02-25 10:13:15-03","CVRD","CVRD","6691","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","João Marcelo Alvarenga Braga","Folli, D.A.","3756","2000","11","25","América do Sul","BRASIL","ES","Linhares","Área jataipeba","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Buta coração","CVRD006691",NA,NA,NA,"2003","12","01","48094","auto",NA,NA,"Magnoliopsida",NA
"105","2021-02-25 10:13:15-03","CVRD","CVRD","10959","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Geovane S. Siqueira","Ferreira-Pinho, M.A.","503","2006","04","04","América do Sul","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Liana. Frutos imaturo verde, maduro marrom. <ll>dwc_commonname:</ll> Buta coração","CVRD010959",NA,NA,NA,"2008","03","31","48094","auto",NA,NA,"Magnoliopsida",NA
"106","2021-03-01 11:49:17-03","UFPE","UFP","57947","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Garcia, JDG","Araújo, D; Albuquerque, N; Alves-Araújo, A","415","2007","08","15",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.990556","-7.780278","415","415",NA,"Trepadeira. Boetões verdes.; Mata Atlântica.","UFP057947",NA,"-34.990556","-7.780278","2010","03",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 11:49:17-03","UFPE","UFP","57961","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Garcia, JDG","Alves-Araújo, A; Sotero, D; Alves, G; Dutillh, J; Alves, M","613","2007","10","04",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.990556","-7.780278","160","160",NA,"Trepadeira de flores discolores.; Mata Atlântica.","UFP057961",NA,"-34.990556","-7.780278","2010","03",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 11:49:17-03","UFPE","UFP","63500","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Garcia, JDG","Garcia, JDG","1310","2009","11","23",NA,"Brasil","Pernambuco","Igarassu",NA,"-35","-7.816667",NA,NA,NA,"Liana crescendo dentro do fragment, perto de uma clareira. Face abaxial da folha cinza. Inflorescencias verde acinzadas.; Mata Atlântica semidecidual.","UFP063500",NA,"-35","-7.816667","2010","03",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 11:49:17-03","UFPE","UFP","66401","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Garcia, JDG","Garcia, JDG","1112","2009","08","16",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.992944","-7.828889","78","78",NA,"Liana crescendo dentro do fragmento. Caule apresenta cambios sucessivos. Folhas discoloras com a parte abaxial verde acinzada.","UFP066401",NA,"-34.992944","-7.828889","2010","03",NA,NA,NA,NA,NA,NA,NA
"110","2020-09-12 05:00:02-03","US","US","483523","PreservedSpecimen","Plantae",NA,"Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers",NA,"A. F. M. Glaziou","11786","1980","2","1","South America - Neotropics","Brazil","Rio de Janeiro","Petrópolis","Serra da Estrela","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"US01342359","US01342359_01",NA,NA,NA,NA,NA,"36524","auto",NA,"1","Dicotyledonae",NA
"111","2019-10-07 09:23:40-03","UEFS","HUEFS","120529","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","M.Del Rei","Paixão, J.L.","1282","2007","05","27",NA,"Brasil","Bahia","Ubaíra","Duas Barras, área do Centro Sapucaia","-39.658333","-13.163889",NA,NA,NA,"Mata Atlântica","HUEFS0120529","HUEFS0120529 HUEFS0120529_01 HUEFS0120529_02","39W39'30''","13S9'50''","2011","12",NA,NA,NA,NA,NA,"Ranunculanae",NA
"112","2019-10-07 09:23:40-03","UEFS","HUEFS","150915","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","J.D.García","Alves-Araújo, A.","613","2007","10","04",NA,"Brasil","Pernambuco","Igarassu","Mata Atlântica. Usina São José, Borda da Mata., Mata dos Macacos.","-34.990556","-7.780278","160","160",NA,"Mata Atlântica.","HUEFS0150915","HUEFS0150915","34W59'26''","7S46'49''","2010","08",NA,NA,NA,NA,NA,"Ranunculanae",NA
"113","2019-10-07 09:23:40-03","UEFS","HUEFS","165249","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","M.Del Rei","Perdiz, R.de O.","360","2009","04","02",NA,"Brasil","Bahia","Camacan","Trilha da Bapeba.","-39.565278","-15.391667","835","835",NA,"Floresta Ombrófila Densa Montana.","HUEFS0165249","HUEFS0165249","39W33'55''","15S23'30''","2011","12",NA,NA,NA,NA,NA,"Ranunculanae",NA
"114","2019-10-07 09:23:40-03","UEFS","HUEFS","172516","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","M.Del Rei","Carvalho, A.M.de","3253","1991","02","25",NA,"Brasil","Bahia","Uruçuca","Área da EMARC - Reserva Biológica Gregório Bondar.","-39.016667","-14.416667",NA,NA,NA,"Mata Atlântica Sul Baiana.","HUEFS0172516","HUEFS0172516","39W1'","14S25'","2011","12",NA,NA,NA,NA,NA,"Ranunculanae",NA
"115","2019-10-07 09:23:40-03","UEFS","HUEFS","182889","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,"Matos, E.N.de","605","2011","10","01",NA,"Brasil","Bahia","Vera Cruz","Mata de Berlinque.","-38.766944","-13.117222",NA,NA,NA,"Floresta.","HUEFS0182889","HUEFS0182889 HUEFS0182889_01","38W46'1''","13S7'2''",NA,NA,NA,NA,NA,NA,NA,"Ranunculanae",NA
"116","2019-10-07 09:23:40-03","UEFS","HUEFS","191316","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,"Popovkin, A.V.","1308",NA,NA,NA,NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,NA,NA,"HUEFS0191316","HUEFS0191316","37W58'","12S10'",NA,NA,NA,NA,NA,NA,NA,"Ranunculanae",NA
"117","2019-10-07 09:23:40-03","UEFS","HUEFS","198719","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,"Popovkin, A.V.","1489","2013","07","17",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,NA,"Atlantic Forest.","HUEFS0198719","HUEFS0198719","37W58'","12S10'",NA,NA,NA,NA,NA,NA,NA,"Ranunculanae",NA
"118","2020-07-23 12:13:58-03","CEPLAC","CEPEC","123066","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"Sem Informação","Amorim, A. M.","3931","2004","04","05",NA,"Brasil","Bahia","ITACARÉ","Estrada que liga Serra Grande à Uruçuca, 5km da Rodovia Ilhéus-Itacaré. Entorno do Parque Estadual Serra do Condurú.","-39.073333","-14.469167","380","380",NA,NA,NA,NA,"39W4'24","14S28'9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-07-23 12:13:58-03","CEPLAC","CEPEC","112321","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","A. M. Amorim","6075","2006","06","15",NA,"Brasil","Bahia","arataca","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas wfwtuadas na trilha para a residência do Sr. Mormaço.","-39.341667","-15.173611",NA,NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA,NA,NA,NA,"11/08/2011"
"120","2020-07-23 12:13:58-03","CEPLAC","CEPEC","11240","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","R. M. Harley","17476","1974","03","29",NA,"Brasil","Bahia","ITACARÉ","5Km W Itacaré, ao S da Foz de Rio de Contas.","-39.05","-14.3",NA,NA,NA,NA,NA,NA,"39W3'0","14S18'0",NA,NA,NA,NA,NA,NA,NA,NA,"11/08/2011"
"121","2020-07-23 12:13:58-03","CEPLAC","CEPEC","114786","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","R. A. X. Borges","286","2005","12","09",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, 9,7Km de Camacã na estrada para Jacarecí. Daí, 6Km SW na estrada para a RPPN e tore da Embratel.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,"25/05/2010"
"122","2020-07-23 12:13:58-03","CEPLAC","CEPEC","116102","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","R. A. X. Borges","572","2007","01","16",NA,"Brasil","Bahia","ALMADINA","Sera do Corcovado. 13,8Km ao SW de Coarací na estrada para Almadina. Fazenda São José. Prop. Sr. Francisco.","-39.603333","-14.705833",NA,NA,NA,NA,NA,NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA,NA,"25/05/2010"
"123","2020-07-23 12:13:58-03","CEPLAC","CEPEC","116987","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"Sem Informação","Lopes, M. M. M.","1302","2007","05","01",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 10 km W de Camacan na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão. Trilha nova.","-39.564722","-15.393056","900","900",NA,"FOTO. UNICATA.",NA,NA,"39W33'53","15S23'35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-07-23 12:13:58-03","CEPLAC","CEPEC","123859","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","R. de O. Perdiz","360","2004","05","02",NA,"Brasil","Bahia","CAMACAN","Trilha da Bapeba.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,"15/08/2011"
"125","2020-08-03 12:10:45-03","CEPLAC","CEPEC","126868","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"G. M. Carvalho","Carvalho, G. M.","128","2009","09","23",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional do Pau-Brasil.","-39.25","-16.5","100","100",NA,NA,NA,NA,"39W15'","16S30'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-07-23 12:13:58-03","CEPLAC","CEPEC","127049","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"Sem Informação","Matos, F. B.","1921","2009","11","04",NA,"Brasil","Bahia","PRADO","Parque Nacional do Descobrimento. Entrada à esquerda no km 12 da estrada principal que atravessa o Parque. Local alterado na beira da estrada.","-39.333333","-17.183333","70","70",NA,NA,NA,NA,"39W20'","17S11'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-07-23 12:13:58-03","CEPLAC","CEPEC","128219","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"Carvalho, G. M.","Carvalho, G. M.","418","2010","09","06",NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.25","-16.5","100","100",NA,NA,NA,NA,"39W15'","16S30'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-07-23 12:13:58-03","CEPLAC","CEPEC","132264","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"J. M. A. Braga","H. M. Dias","162","2007","07","03",NA,"Brasil","Bahia","caravelas","Extremo Sul da Bahia. Rio do Largo em direção ao Rio caribe pelo Sítio do Doutor, na beira do sítio do Tonta.","-39.297222","-17.768889",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"39W17'50","17S46'8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-07-23 12:13:58-03","CEPLAC","CEPEC","62222","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","W. W. Thomas","10441","1994","05","20",NA,"Brasil","Bahia","URUÇUCA","Escola Média de Agropecuária da Região Cacaueira (EMARC). CEPLAC. Reserva Gregório Bondar.","-39.266667","-14.983333",NA,NA,NA,NA,NA,NA,"39W16'","14S59'",NA,NA,NA,NA,NA,NA,NA,NA,"11/08/2011"
"130","2020-07-23 12:13:58-03","CEPLAC","CEPEC","76995","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","W. W. Thomas","11461","1984","04","05",NA,"Brasil","Bahia","ALMADINA","5,3Km de Almadina Rod. para Ibitupã, depois a esquerda 7.9Km Rod. para Serra dos Sete Paus. Topo da montanha.","-39.699167","-14.736389",NA,NA,NA,NA,NA,NA,"39W41'57","14S44'11",NA,NA,NA,NA,NA,NA,NA,NA,"11/08/2011"
"131","2020-07-23 12:13:58-03","CEPLAC","CEPEC","6882","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","T. S. dos Santos","1646","1971","05","15",NA,"Brasil","Bahia","PORTO SEGURO","BR-101 Montinho.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,"24/05/2010"
"132","2020-07-23 12:13:58-03","CEPLAC","CEPEC","15594","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"S. A. Mori","S. A. Mori","10840","1978","10","19",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","4-6Km a E da ESPAB. Estr. velha p/ Cabralia.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,"30/01/1978"
"133","2020-07-23 12:13:58-03","CEPLAC","CEPEC","13562","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","S. A. Mori","9825","1978","03","22",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Área da Estação Ecológica do Pau-brasil e arredores (ESPAB). CEPLAC.Ca. 16Km a W de Porto Seguro.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,"11/08/2011"
"134","2020-07-23 12:13:58-03","CEPLAC","CEPEC","7280","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"B. A. Krukoff","R. S. Pinheiro","1330","1971","06","14",NA,"Brasil","Bahia","UNA","Faz. S. Rafael.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1973"
"135","2020-07-23 12:13:58-03","CEPLAC","CEPEC","49499","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","A. M. de Carvalho","3253","1991","02","25",NA,"Brasil","Bahia","URUÇUCA","Área da EMARC. Reserva Biológica Gregório Bondar.","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA,NA,"25/05/2010"
"136","2020-07-23 12:13:58-03","CEPLAC","CEPEC","49498","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","A. M. de Carvalho","3254","1991","02","25",NA,"Brasil","Bahia","URUÇUCA","Área da EMARC. Reserva Biológica Gregório Bondar.","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA,NA,"11/08/2011"
"137","2020-07-23 12:13:58-03","CEPLAC","CEPEC","118575","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"M. Del Rei","J. C. do Nascimento","5","2005","02","08",NA,"Brasil","Espírito Santo","aracruz","Vila do Riacho, Faz. dos Moraes. Uso medicinal: as raízes p fazer garrafadas pra controlar colesterol e problemas estomacais.","-40.2733001708984","-19.8202991485596",NA,NA,NA,"<ll>dwc_commonname:</ll> Ciporoba",NA,NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,"11/08/2011"
"138","2020-07-23 12:13:58-03","CEPLAC","CEPEC","148475","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"J.D. García G.","J.D. García G.","1313",NA,NA,NA,NA,"Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"24709","auto",NA,NA,NA,NA
"139","2020-07-23 12:13:58-03","CEPLAC","CEPEC","148117","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum",NA,"C.M. Vieira","H.C. de Lima","4286",NA,NA,NA,NA,"Brasil","Rio de Janeiro","GUAPIMIRIM",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA
"140","2018-11-12 13:14:44-02","UFMT","UFMT","30151","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Porto, N.M.","Nave, A.G.; Dário, F.R.; Lopes, R.F.; Bertani, D.F.","1314","1997","04","28",NA,"Brasil","Mato Grosso","Nova Ubiratã","Estrada.","-55.2546997070312","-12.9905996322632",NA,NA,NA,"12º58'81 S, 55º14'54 W.; Liana, altura de 3,0 m, fruto amarelo-vermelho.; Contato floresta ombrófila aberta com floresta estacional, beira de estrada antropizada.",NA,NA,NA,NA,"2018","07","12","183956","auto",NA,NA,NA,NA
