"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","stateProvince","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"14","2021-03-30 12:49:38-03","EAO","IAN","136428","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Silva, NT da","3369","1970","10","17","Southern America","Brasil","Estrada de São Militão-Repartimento 2. Mata de terra firme.",NA,NA,NA,"Árvore de 12m e 20cm de diâmetro.","IAN136428",NA,"Baehni",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:49:38-03","EAO","IAN","171484","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Martins, LHP; Souza, MAD de","43","1997","09","19","Southern America","Brasil","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Floresta de Campinarana. Solo areno-argiloso. Planta fichada: 712-05.","-59.966667","-2.883333",NA,"Árvore, dossel. Sapopemas ausentes, base angulosa. Ritidoma estriado longitudinalmente e transversalmente, desprendendo em placas retangulares, marrom-escuro de 1mm de espessura. Casca interna amarelo-ouro de 1mm de espessura, látex br","IAN171484",NA,"Baehni","Pennington, TD","Amazonas",NA,NA,"Manaus",NA,NA,"1997","-59.966667","-2.883333","08",NA,NA,NA,NA,NA
"16","2021-03-30 12:49:38-03","EAO","IAN","171487","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Martins, LHP; Souza, MAD de","49","1997","09","19","Southern America","Brasil","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Floresta de Vertente. Solo areno-argiloso, emergente. Planta fichada: 716-05.","-59.966667","-2.883333",NA,"Árvore. Sapopemas A<C, A=1,3m. Tronco acanalado, ritidoma fissurado longitudinal, e desprendimento em placas quase retangulares, marrom-escuro, 1cm de espessura. casca interna em camadas concêntricas no corte transversal, amarelo-escur","IAN171487",NA,"Baehni","Pennington, TD","Amazonas",NA,NA,"Manaus",NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:49:38-03","EAO","IAN","52126","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Fróes, RL","25897","1950","02","06","Southern America","Brasil","Rio Oiapoque; Igarapé Nataia; terra firme, baixa.","-52.916667","-0.916667",NA,"Árvore de 7m de altura; fruto amaelo; látex.","IAN052126",NA,"Baehni",NA,"Amapá",NA,NA,NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:49:38-03","EAO","IAN","174261","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN174261",NA,"Baehni",NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:49:38-03","EAO","IAN","176409","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Cordeiro, MR","MC-12-26100407","2001","12","18","Southern America","Brasil","Fazenda São João, Solo argiloso, mata secundária de terra firme, luminosidade intensa, freqüência comum.","-47.930556","-1.89",NA,"Árvore aprox. 20 m de altura por 35 cm de CAP. Flor branco amarelado.","IAN176409",NA,"Baehni","Cordeiro, MR","Pará","48","48","Concórdia do Pará",NA,NA,"2001","-47.930556","-1.89",NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:49:38-03","EAO","IAN","32856","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Black, GA","2085","1947","12","28","Southern America","Brasil","Rio Cuparí; beira d'água.",NA,NA,NA,"Árvore de 12m de altura látex nas folhas, ramos e caule. Tronco sem látex.","IAN032856","IAN032856 IAN032856_e","Baehni",NA,"Pará",NA,NA,"Ingatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:49:38-03","EAO","IAN","42083","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Fróes, RL","23404","1948","09","07","Southern America","Brasil","Igarapé Remanzinho; Rio Tocantins. High forest. T.f., high land, west side Tocantins river.",NA,NA,NA,"Tree, 8 meters, látex.","IAN042083",NA,"Baehni","Pires, JM","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:49:38-03","EAO","IAN","74338","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM; Black, GA","4105","1952","08","23","Southern America","Brasil","Colônia Três de Outubro, entre km 100 da E. F. Bragança e o Rio Guamá, mata virgem.",NA,NA,NA,"Casca com cinza branca.","IAN074338",NA,"Baehni","Pires, JM","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:44:12-03","EAO","IAN","XILO4331","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Silva, NT da","2998","1970","03","25","Southern America","Brasil","Estrada entre Pilão e Repartimento, km 47, à margem de igarapé. Mata de terra firme.",NA,NA,NA,NA,"IANXILO4331",NA,"Baehni",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:49:38-03","EAO","IAN","113110","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Ferreira, E","126","1957","10","02","Southern America","Brasil","Reserva Florestal Ducke, Picada PE-A532. Terra firme, argilosa; mata virgem.","-60.0250015258789","-3.10193991661072",NA,"Árvore de 20m de altura; flores alvo-amareladas; látex branco.","IAN113110",NA,"Baehni","Pennington, TD","Amazonas",NA,NA,"Manaus","138090","auto","1994",NA,NA,"06",NA,NA,NA,NA,NA
"25","2021-03-30 12:49:38-03","EAO","IAN","169135","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Cordeiro, MR","4273","1999","09","28","Southern America","Brasil","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-1053.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN169135",NA,"Baehni",NA,"Pará",NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:49:38-03","EAO","IAN","169518","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Cordeiro, MR","4656","1999","09","30","Southern America","Brasil","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-3310.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN169518",NA,"Baehni",NA,"Pará",NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:49:38-03","EAO","IAN","59087","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM","2666","1950","12","10","Southern America","Brasil","Estrada do Cafezal.","-48.5043983459473","-1.4558299779892",NA,"Árvore grande; flor branca; látex.","IAN059087",NA,"Baehni","Pires, JM","Pará",NA,NA,"Belém","48462","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:44:12-03","EAO","IAN","XILO5830","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM","10132","1966","09","03","Southern America","Brasil","IPEAN. Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,"IANXILO5830",NA,"Baehni","Pires, JM","Pará",NA,NA,"Belém","48462","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:44:12-03","EAO","IAN","XILO4330","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM","10132","1966","09","03","Southern America","Brasil","IPEAN. Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,"IANXILO4330",NA,"Baehni","Pires, JM","Pará",NA,NA,"Belém","48462","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:49:38-03","EAO","IAN","120803","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM","10132","1966","09","03","Southern America","Brasil","IPEAN. Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN120803",NA,"Baehni","Pires, JM","Pará",NA,NA,"Belém","48462","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:49:38-03","EAO","IAN","121043","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM; Fróes, RL","5317","1956","07","07","Southern America","Brasil","Transecto para inventário florestal 112-15.","-50.4803009033203","-1.68221998214722",NA,NA,"IAN121043",NA,"Baehni","Pires, JM","Pará",NA,NA,"Breves","134266","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:49:38-03","EAO","IAN","121046","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM; Fróes, RL","5338","1956","07","07","Southern America","Brasil","Transecto para inventario florestal 116-10.","-50.4803009033203","-1.68221998214722",NA,NA,"IAN121046",NA,"Baehni","Pires, JM","Pará",NA,NA,"Breves","134266","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:49:38-03","EAO","IAN","121066","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM; Fróes, RL","5880","1956","07","07","Southern America","Brasil","Transecto para inventario florestal 3-2.","-50.4803009033203","-1.68221998214722",NA,NA,"IAN121066",NA,"Baehni",NA,"Pará",NA,NA,"Breves","134266","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:49:38-03","EAO","IAN","121054","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, JM; Fróes, RL","5503","1956","07","07","Southern America","Brasil","Transecto para inventário florestal 63-35.","-50.4803009033203","-1.68221998214722",NA,NA,"IAN121054",NA,"Baehni","Pires, JM","Pará",NA,NA,"Breves","134266","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:49:38-03","EAO","IAN","165669","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Ferreira, GC; Oliveira, JCL de","371","1997","10","27","Southern America","Brasil","Campo Experimental da Embrapa Amazônia Oriental, Km-30 da Pa-150. Mata alta de terra firme.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 18m de altura; fuste reto e cilindrico; casca exsudando látex branco; folha simples, alterna, curto-peciolada, oblonga, base acuminada, ápice agudo, nervura peninérvea; inflorescência axilar em rácimo ao longo do caule; flore","IAN165669",NA,"Baehni",NA,"Pará",NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:49:38-03","EAO","IAN","173287","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Brito, JM de; Hopkins, MJG","202","2000","11","17","Southern America","Brasil","Campo Experimental da Embrapa Amazônia Oriental, Km-30 da rodovia PA-150, ramal do Km34.","-48.7689018249512","-1.88389003276825",NA,"Aprox. 17m alt.; base fenestrada; tronco fenestrado; ritidoma laranja; alburno amarelado; cheiro agrad vel. Inflorescência no ramo e na axila da folha, verde-claro.","IAN173287",NA,"Baehni","Cordeiro, MR","Pará",NA,NA,"Moju","186920","auto","2000",NA,NA,"10",NA,NA,NA,NA,NA
"37","2021-03-30 12:49:38-03","EAO","IAN","173287","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Brito, JM de; Hopkins, MJG","202","2000","11","17","Southern America","Brasil","Campo Experimental da Embrapa Amazônia Oriental, Km-30 da rodovia PA-150, ramal do Km34.","-48.7689018249512","-1.88389003276825",NA,"Aprox. 17m alt.; base fenestrada; tronco fenestrado; ritidoma laranja; alburno amarelado; cheiro agrad vel. Inflorescência no ramo e na axila da folha, verde-claro.","IAN173287",NA,"Baehni","Cordeiro, MR","Pará",NA,NA,"Moju","186920","auto","2000",NA,NA,"10",NA,NA,NA,NA,NA
"38","2021-03-30 12:49:38-03","EAO","IAN","173463","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Souza, MAD de; Hopkins, MJG","1874","2000","11","17","Southern America","Brasil","Campo experimental da Embrapa Amazônia Oriental, Km-30 da rodovia PA-150, ramal do Km34. Trilha Murça Pires,  rv. 105, Mar. 50; Ang. 80; Dist. 8m.","-48.7689018249512","-1.88389003276825",NA,"µrvore aprox. 15 m de altura x 30 cm de DAP. Tronco acanalado, base idem a digitada. Ritidoma marrom-escuro, fissurado e estriado, com pouco desprendimento em fragmentos papir ceos. Casca morta em camadas papir ceas, viva amarela, em c","IAN173463",NA,"Baehni",NA,"Pará",NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:49:38-03","EAO","IAN","173463","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Souza, MAD de; Hopkins, MJG","1874","2000","11","17","Southern America","Brasil","Campo experimental da Embrapa Amazônia Oriental, Km-30 da rodovia PA-150, ramal do Km34. Trilha Murça Pires,  rv. 105, Mar. 50; Ang. 80; Dist. 8m.","-48.7689018249512","-1.88389003276825",NA,"µrvore aprox. 15 m de altura x 30 cm de DAP. Tronco acanalado, base idem a digitada. Ritidoma marrom-escuro, fissurado e estriado, com pouco desprendimento em fragmentos papir ceos. Casca morta em camadas papir ceas, viva amarela, em c","IAN173463",NA,"Baehni",NA,"Pará",NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:49:38-03","EAO","IAN","165342","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Ferreira, GC; Freitas, JC","290","1996","12","18","Southern America","Brasil","Campo Experimental da Embrapa Amazônia Oriental no Km-30 da rodovia PA-150. Mata de terra firme.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 12m de altura com DAP-13,0cm, de fuste reto, casca exsudando látex branco. Estéril.","IAN165342",NA,"Baehni",NA,"Pará",NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:49:38-03","EAO","IAN","173495","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Procópio, LC; Ferreira, GC","375","2001","01","26","Southern America","Brasil","Campo Experimental da Embrapa Amazônia Oriental, rodovia PA-150, Km-34; ramal da Embrapa, trilha Graziela Barroso; marco 750, distância 15m; ângulo 280º; árvore 131.","-48.7689018249512","-1.88389003276825",NA,"Solo arenoso. Árvore de subbosque, aproximadamente 15m altura, e 73cm de CAP. Base e tronco acanalado, com sapopemas pequenas e retas. Ritidoma marrom-avermelhado com desprendimento em placas papiráceas. Casca viva branca oxidando rosa","IAN173495",NA,"Baehni",NA,"Pará",NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:49:38-03","EAO","IAN","147871","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Santos, RR dos","41","1974","03","27","Southern America","Brasil","Fazenda Acatauassú, 40km da estrada.","-47.3527984619141","-2.99583005905151",NA,"Árvore de 8m e 40cm de circunfer6encia; flor amarela.","IAN147871",NA,"Baehni",NA,"Pará",NA,NA,"Paragominas","186685","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-02-20 13:41:42-03","INPA","INPA-CARPOTECA","186898","Carpo","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Sothers, CA","818","1996","03","07","Southern America","Brasil","Reserva Florestal Adolpho Ducke","-59.966667","-2.883333",NA,NA,"INPA0186898","INPA0186898 INPA0186898_e","Baehni","Pennington, TD","Amazonas",NA,NA,"Manaus",NA,NA,"1997","-59.966667","-2.883333","08",NA,NA,NA,NA,NA
"44","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U 0232567","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Sabatier D",NA,"1990","08","31","Southern America","French Guiana","[Crique des Nouragues - Station des Nouragues, Bassin de l'Approuague]Station des Nouraques - Bassin de l'Arataye. Chemin de l'inselberg au niveau du col","-52.7","4.088333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200232567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0232567",NA,"Baehni",NA,"Bassin de l'Arataye",NA,NA,NA,NA,NA,NA,"-52.7","4.088333",NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1593563","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Martins LHP; Souza MAD de; Pereira EC; Silva CF da",NA,"1997","09","19","Southern America","Brazil",NA,"-59.966667","-2.883333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593563","NL-U1593563","Baehni","Pennington TD","Amazonas",NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,"Magnoliopsidae","U 0062128",NA,NA,NA
"46","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1593645","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Sothers CA",NA,"1996","03","07","Southern America","Brazil",NA,"-59.966667","-2.883333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593645","NL-U1593645","Baehni","Pennington TD","Amazonas",NA,NA,NA,NA,NA,"1997","-59.966667","-2.883333","08","Magnoliopsidae","U 0135943","01",NA,NA
"47","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1592862","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Williams L",NA,"1942","01","01","Southern America","Venezuela","San Carlos, Rio Negro, Fed. Terr. Amazonas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1592862","NL-U1592862","Baehni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
