"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","eventTime","fieldNumber","individualCount"
"11","2019-08-20 10:27:15-03","UNICAMP","UEC","148830","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Aranha, BA","Aranha, BA","470","2007","01","15",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","380","380",NA,NA,NA,NA,"2008","10",NA,NA,NA,"-45.084167","-23.366389",NA,NA,NA,NA,NA
"12","2021-03-01 16:42:16-03","UNICAMP","UEC","170062","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rochelle, ALC","Rochelle, ALC","J975",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","450","450",NA,"Indivíduo J975 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041785","UEC041785","2008","03",NA,NA,NA,"-45.084167","-23.366667",NA,NA,NA,NA,NA
"13","2021-03-01 16:42:16-03","UNICAMP","UEC","200104","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.",NA,"Padgurschi, MCG; Belinello, R","M1457","2009",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 6.5 metros de altura. Frequência da espécie na parcela: n=6","UEC177776",NA,NA,NA,NA,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA
"14","2021-03-01 16:42:16-03","UNICAMP","UEC","200452","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.",NA,"Pereira, LS; Belinello, R; Gomes, JAMA","N1425","2007","12",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 3.5 metros de altura. Frequência da espécie na parcela: n=6; Mata Atlântica","UEC158084",NA,"2008",NA,NA,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA
"15","2021-03-01 16:42:16-03","UNICAMP","UEC","166705","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1630","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM- Núcleo Santa Virgínia - Parcela K.","-45.067778","-23.325556","1093","1093",NA,"K1771 Árvore, ca. 6 m, sem flores ou frutos. Abundância: 5 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039928","UEC039928","2009",NA,NA,NA,NA,"-45.067778","-23.325556",NA,NA,NA,NA,NA
"16","2021-03-01 16:42:16-03","UNICAMP","UEC","115162","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rossi, L","Cardoso-Leite, E","778","1998","06","09",NA,"Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.25","-23.25",NA,NA,NA,"4,5m.",NA,NA,"2009",NA,NA,NA,NA,"-46.25","-23.25",NA,NA,NA,NA,NA
"17","2021-03-01 16:42:16-03","UNICAMP","UEC","132850","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Tamashiro, JY","Urbanetz, C; Mariuza; Lelo; Domingos","18","2003","05","01",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga.","-24.883333","-47.916667","101","101",NA,"Frutos carnosos verdes.","UEC054254","UEC054254",NA,NA,NA,NA,NA,"-24.883333","-47.916667",NA,NA,NA,NA,NA
"18","2021-03-01 16:42:16-03","UNICAMP","UEC","85922","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rossi, L","Kawasaki, ML; Franco, GAD","599","1994","08","18",NA,"Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, Estrada do Rio Paraibuna.","-44.9599990844727","-23.0699996948242",NA,NA,NA,"Arvoreta 4m alt.; flores brancas.",NA,NA,"2009","08","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:42:16-03","UNICAMP","UEC","87536","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rossi, L","?","34174","1991","08","30",NA,"Brazil","São Paulo","São Vicente","Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,"Árvore com flores brancas e estames amarelos.",NA,NA,"2009","08","25482","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:42:16-03","UNICAMP","UEC","073123","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rossi, L","Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, VV; Cavalcanti, DC","344","1994","08","28",NA,"Brazil","São Paulo","Ubatuba","Estrada de Itamambuca, Km 45 da Rodovia Rio-Santos.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore até 4m dentro da mata. Flores masculinas brancas.; Mata Atlântica.",NA,NA,"2009","08","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:42:16-03","UNICAMP","UEC","073127","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rossi, L","Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, VV; Cavalcanti, DC","342","1994","08","28",NA,"Brazil","São Paulo","Ubatuba","Estrada de Itamambuca, Km 45 da Rodovia Rio-Santos.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore até 7m dentro da mata. Flores masculinas brancas.; Mata Atlântica.",NA,NA,"2009","08","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-08 08:56:52-03","FURB","FURB","42612","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.",NA,"Uhlmann, A.; et al.","485","2012","05","06",NA,"Brasil","Rio de Janeiro","Nova Friburgo","antena SBT.","-42.5641667","-22.3591667","1600","1600",NA,NA,"FURB04663","FURB04663",NA,NA,NA,NA,NA,"-42.5641667","-22.3591667",NA,NA,NA,NA,NA
"23","2014-10-14 15:56:49-03","BS","M","M-0145998","S","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.",NA,"Pohl, J.B.E.",NA,"1838","12","31",NA,"Brasil",NA,NA,"In Brasilia.",NA,NA,NA,NA,NA,NA,"M0145998",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE","21:00",NA,NA
"24","2020-12-21 16:46:29-03","MBM","MBM","387990","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Uhlmann, A.","Uhlmann, A.","485","2012","05","06","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Antena SBT","-42.564078","-22.359192","1600","1600",NA,"Árvore de aproximadamente 6m de altura; flores em botões.; Em borda de Floresta Ombrófila Densa Montana.","MBM387990","MBM387990",NA,NA,NA,NA,NA,"-42.564078","-22.359192",NA,NA,NA,NA,NA
"25","2015-09-04 08:52:29-03","MNHN","RECOLNAT_MNHN_P","P00713278","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rogers","Glaziou, A.",NA,"1870","11","19",NA,"Brésil",NA,NA,"Tijuca",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713278' target='other'> <mi>dwc_moreinfo</mi></a>","P00713278","P00713278_01",NA,NA,NA,NA,NA,NA,NA,NA,"lectoparatype",NA,"4765",NA
"26","2015-09-27 02:43:06-03","MNHN","RECOLNAT_MNHN_P","P00713279","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rogers","Glaziou, A.",NA,"1875","10","22",NA,"Brésil",NA,NA,"Rio de Janeiro: Serra d'Estrella",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713279' target='other'> <mi>dwc_moreinfo</mi></a>","P00713279","P00713279_01 P00713279_02",NA,NA,NA,NA,NA,NA,NA,NA,"lectoparatype",NA,"8251",NA
"27","2015-09-27 03:10:14-03","MNHN","RECOLNAT_MNHN_P","P00713280","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Rogers","Glaziou, A.",NA,"1875","10","22",NA,"Brésil",NA,NA,"Rio de Janeiro: Serra d'Estrella",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713280' target='other'> <mi>dwc_moreinfo</mi></a>","P00713280","P00713280_01",NA,NA,NA,NA,NA,NA,NA,NA,"lectoparatype",NA,"8251",NA
"28","2021-01-11 12:06:32-03","MNHN","RECOLNAT_MNHN_P","P00713281","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Nevling","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713281' target='other'> <mi>dwc_moreinfo</mi></a>","P00713281","P00713281_01 P00713281_02",NA,NA,NA,NA,NA,NA,NA,NA,"lectotype",NA,"6698",NA
"29","2021-01-11 12:06:31-03","MNHN","RECOLNAT_MNHN_P","P00713282","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Nevling","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713282' target='other'> <mi>dwc_moreinfo</mi></a>","P00713282","P00713282_01",NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,"6698",NA
"30","2017-07-21 13:50:32-03","MNHN","RECOLNAT_MNHN_P","P00713283","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Nevling","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713283' target='other'> <mi>dwc_moreinfo</mi></a>","P00713283","P00713283_01",NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,"6698",NA
"31","2015-09-05 12:38:34-03","MNHN","RECOLNAT_MNHN_P","P06233625","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.",NA,"Scabbia, R.J.A.|Santos, M.A.",NA,"2007","10","10",NA,"Brasil","São Paulo","Santo André","Subprefeitura de Piracicaba e Parque Andreense, em frente ao restaurante da Subprefeitura","-46.45","-23.75",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06233625' target='other'> <mi>dwc_moreinfo</mi></a>","P06233625","P06233625_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5003",NA
"32","2015-09-04 18:49:15-03","MNHN","RECOLNAT_MNHN_P","P06713596","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.",NA,"Glaziou, A.",NA,"1891","8","8",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil (Rio Jan.) Alto Macahé","-42.5311012268066","-22.2819004058838",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713596' target='other'> <mi>dwc_moreinfo</mi></a>","P06713596","P06713596_01",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"18467",NA
"33","2020-12-11 11:42:36-03","UFMG","BHCB","57234","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.",NA,"Oliveira, PP de","662","2000","08","09","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Mata atlântica, morro",NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2012-05-04 12:22:00-03","MO","MOBOT","100468398","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Z.S. Rogers (MO)","Cláudia M. Vierira|L.C. Gurken","Vieira 424","1993","9","26","South America","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Fazenda Ouro Verde.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"35","2010-09-14 09:50:00-03","MO","MOBOT","100303219","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","Jorge P. Carauta|et al.","Carauta 2424","1977","4","18","South America","Brazil","Rio de Janeiro","Silva Jardim","Poco d'Anta, nos alagados perto do rio Sao Joao","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"36","2010-09-14 11:48:00-03","MO","MOBOT","100303323","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","* ANUNCIACAO|* NICOLAU","ANUNCIACAO 86","1991","7","25","South America","Brazil","São Paulo","Iguape","Esstacao Ecologica Jureia-Itatins, Serra da Jureia, trilha do Imperador em diregao restinga","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"37","2011-01-17 10:13:00-02","MO","MOBOT","100303291","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","* KAWALL|E. Anunciação","KAWALL 93","1991","7","2","South America","Brazil","São Paulo","Iguape","Estacao Ecologica Jureia-Itatins, margem do rio Verde, proximo ao second rio da trilha da Figueira","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"38","2013-01-31 06:27:00-02","MO","MOBOT","100303301","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","Lucia Rossi|et al.","Rossi 738","1990","10","18","South America","Brazil","São Paulo","Iguape","Estacao Ecologica Jureia-Itatins, proximidades do alojamento, proximo ao gerador","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"39","2010-11-09 09:56:00-02","MO","MOBOT","100321707","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","C.M. Yoshioka|E. Anunciação","Yoshioka 6","1992","12","13","South America","Brazil","São Paulo","Iguape","Estagao Ecologica Jureia-Itatins, mata de planicie, proxima a cachoeira do Salto","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"40","2010-11-09 10:02:00-02","MO","MOBOT","100321713","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","C.R.T. Futemma","Futemma s.n.","1990","1","17","South America","Brazil","São Paulo","Natividade da Serra","Parque Estadual da Serra do Mar, trilha do Corcovado","-45.439998626709","-23.3700008392334",NA,NA,NA,NA,NA,NA,NA,NA,"28529","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"41","2011-01-17 09:39:00-02","MO","MOBOT","100305149","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","Marcos Sobral","Sobral 7001","1991","7",NA,"South America","Brazil","São Paulo","Peruíbe","Est. Ecol. Jureia-Itatins, arredores do rio Guilherme","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"42","2010-11-23 15:58:00-02","MO","MOBOT","100305158","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","Moysés Kuhlmann","Kuhlmann 1677","1948","8","5","South America","Brazil","São Paulo","Salesópolis","Boracea, Estacao Experimental de Boracea","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"43","2011-02-16 14:02:00-02","MO","MOBOT","100215491","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Taubert","Auguste F.M. Glaziou","Glaziou 6698","1876",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Prope Rio de Ganeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype",NA,NA,"1"
"44","2012-05-17 05:02:00-03","MO","MOBOT","100241935","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","!L. Rossi","Carl Schwacke","Schwacke 5411","1887","1","16","South America","Brazil","Rio de Janeiro",NA,"Restinga de Maria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2010-09-14 09:16:00-03","MO","MOBOT","100241937","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Nevling","Auguste F.M. Glaziou","Glaziou 18467","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Alto Macabé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2020-05-30 04:37:00-03","MO","MOBOT","100241938","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Nevling","Ernst Üle","Üle 4686","1898","6",NA,"South America","Brazil","Rio de Janeiro",NA,"Mauã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"47","2011-03-02 14:34:00-03","MO","MOBOT","100241948","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Nevling","James Bowie|Allan Cunningham","Bowie s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2010-11-30 05:57:00-02","MO","MOBOT","100241950","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","Nevling","J.B.E. Pohl","Pohl s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2014-02-12 12:05:00-02","MO","MOBOT","100303207","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","schwackeana","Daphnopsis schwackeana","Taub.","L. Rossi (SP)","M. A. Nadruz Coelho|et al.","Nadruz Coelho 564","1989","12","28","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecologica Municipal de Macae de Cima, estrada para Sitio das Sophronites","-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
