"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"13","2021-03-15 16:37:00-03","NY","NYBG","00864099","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","M. S. Marchioretto","H. S. Irwin","27767","1970","03","17","South America","Brazil","Minas Gerais","Serra do Espinhaço, Rio Jequití, ca. 25 km E. of Diamantina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864099","NY00864099_01",NA,"-43.50795","-18.1448","790","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","779044","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Grupo Pedra do Cavalo","15","1980","05",NA,"South America","Brazil","Bahia","Barragem de Bananeiras. Vale dos Rios. Paraguaçu e Jacuipe","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779044","NY00779044_01","Cachoeira","-39.08","-12.53","40","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","779053","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","J. W. Nowicke","Martii Herbar. Florae Brasil.","428","1839",NA,NA,"South America","Brazil","Bahia","Ilheos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779053","NY00779053_01","Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","779041","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","A. Schinini","G. G. Hatschbach","56968","1992","04","10","South America","Brazil","Bahia","Rio Paraguaçu","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779041","NY00779041_01","Iaçú","-40.21","-12.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02269864","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"R. de Lemos Fróes","26315","1950","06","18","South America","Brazil","Amazonas","Rio Tefé; Assahituba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2432857' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269864","NY02269864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","779040","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"G. T. Prance","15235","1971","10","14","South America","Brazil","Amazonas","Basin of Rio Negro. Rio Negro between Ilha Uabetuba & Ilha da Silva.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779040","NY00779040_01",NA,"-64.159445","-0.37322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","779051","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","L. B. Smith","G. G. Hatschbach","22898","1969","11","17","South America","Brazil","Paraná","Leroville, Campo das Pedras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779051","NY00779051_01","Londrina","-51.1628","-23.3106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","779046","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","A. M. S. da F. Vaz","J. Santino de Assis","370","1984","05","08","South America","Brazil","Rio Grande do Norte","Próximo à desembocadura Riacho do Meio.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779046","NY00779046_01","Pau dos Ferros","-38.2","-6.07","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","778608","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","E. Saar","M. R. da Fonseca","1281","2000","02","27","South America","Brazil","Bahia","Remanso: Caminho para Pau Ferro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778608","NY00778608_01","Remanso","-42.23472222","-9.6455556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02269865","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"N. T. da Silva","60990","1966","02","06","South America","Brazil","Amazonas","Along margin of Rio Cauaburí, between Cachoeira do Tomaz and Cachoeira Caranguejo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2432858' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269865","NY02269865_01",NA,"-65.92","-0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:30:23-03","UNESP-IBB","BOTU","12622","PreservedSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis",NA,"Loma, D.A.","Gemtchújnicov, I.D.",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,"BOTU012622",NA,"Itabuna",NA,NA,NA,NA,"1976","02","01","9999","9999",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-19 15:44:49-03","UNEB","HUNEB","1810","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth.) G.Don",NA,"Sant'Ana, W.","15402","1980","08","07",NA,"Brasil","Bahia",NA,NA,NA,"HUNEB0001810",NA,"Castro Alves","-39.4282989501953","-12.7656002044678",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","26883","auto",NA,NA,NA,NA
"25","2019-11-19 15:44:49-03","UNEB","HUNEB","3035","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","G.Don",NA,"Fonseca, M.R.","46314","2000","02","27",NA,"Brasil","Bahia","Caminho para Pau Ferro.",NA,"Arbustiva-arbórea.","HUNEB0003035",NA,"Remanso","-42.234722","-9.645556",NA,NA,NA,NA,NA,"42W14'5''","9S38'44''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"26","2019-11-19 15:44:49-03","UNEB","HUNEB","5292","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(H.B.K.) G.Don",NA,"Jesus, N.G.","1313HRB 44220","2001","04","07",NA,"Brasil","Bahia","Serra do Cruzeiro.",NA,"Vegetação Arbustiva-herbácea com elementos arbóreos. Alt.: 1040 m.","HUNEB0005292",NA,"Jacobina","-40.481944","-11.206667",NA,NA,NA,NA,NA,"40W28'55''","11S12'24''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"27","2019-11-19 15:44:49-03","UNEB","HUNEB","7911","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","G.Don.",NA,"Guedes, M.L.","9016","2001","06","17",NA,"Brasil","Bahia","Litoral Norte, Massarandupió, a 20 km de Porto de Sauípe.",NA,NA,"HUNEB0007911",NA,"Entre Rios","-37.8375","-12.311667",NA,NA,NA,NA,NA,"37W50'15''","12S18'42''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:46:44-03","EAO","IAN","94173","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Glaziou, AFM","19885","1983","08","06","Southern America","Brasil","Minas Gerais",NA,NA,NA,"IAN094173",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"29","2013-07-03 11:18:59-03","EBDA","BAH","3045","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Grupo Pedra do Cavalo","96","1980","05",NA,NA,"Brasil","Bahia","Porto Castro Alves.",NA,"Planta com flores pequenas e alvas.",NA,NA,"Cachoeira","-38.9558","-12.6183",NA,NA,"1980","06",NA,NA,NA,NA,"26884","auto",NA,NA,NA,NA
"30","2013-07-03 11:18:59-03","EBDA","BAH","4514","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","G.C. Pinto et H. P. Bautista","G. C. P. Pinto",NA,"1983","05","26",NA,"Brasil","Bahia","Faz. Experimental da EPABA.",NA,"Erva de aproximadamente 20-30cm de altura, cespitosa com inflorescências terminais, longas, delicadas e esverdeadas. Muito frequente.",NA,NA,"Itiúba","-39.833333","-10.716667",NA,NA,"1983","06",NA,"39W 50' 00","10S 43' 00",NA,NA,NA,NA,NA,NA,NA
"31","2013-07-03 11:18:59-03","EBDA","BAH","9575","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Saar, E","Fonseca, M. R.","1281","2000","02","27",NA,"Brasil","Bahia","Caminho para Pau-Ferro",NA,"Erva, ca 0,30m. Folhas lineares, membranáceas concolores. Imflorescência terminal, botões esverdeados, flores com pétalas esverdeadas, estames filetes e anteras alvas. Frutos equinados verdes",NA,NA,"Remanso","-42.234722","-9.645556",NA,NA,"2000","03",NA,"42W 14' 05","09S 38' 44",NA,NA,NA,NA,NA,NA,NA
"32","2013-07-03 11:18:59-03","EBDA","BAH","4051","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Edna L.P.G. de Oliveira","Berenice C. Bastos","255","1982","07","13",NA,"Brasil","Bahia","Faz. Serra da Monta",NA,"Erva de flores brancas, delicada, muito frequente.",NA,NA,"Itaberaba","-40.3069","-12.5275",NA,NA,"1982","08",NA,NA,NA,NA,"39857","auto",NA,NA,NA,NA
"33","2013-07-03 11:18:59-03","EBDA","BAH","7243","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","T.S. dos Santos","J.L. Hage","1801","1986","01","23",NA,"Brasil","Bahia","Área do CEPEC, km 22 da rodovia Ilhéus/Itabuna (BR 415). Quadra A. Margem do braço do Rio da Cachoeira. Entre o Ginásio de Esportes e o Setor de Treinamento.",NA,"Planta herbácea, 30cm de altura. Flores cremes.",NA,NA,"Ilhéus","-39.0494","-14.7889","50","50","1986",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA
"34","2013-07-03 11:18:59-03","EBDA","BAH","9744","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","H.P.Bautista","Jesus, N.G.","1313","2001","04","07",NA,"Brasil","Bahia","Serra do Cruzeiro",NA,"Erva, com 1,0m alt. Muito ramificado. Folhas membranáceas, concolores. Flores brancas-esverdeadas. Frutos imaturos de cor verde.",NA,NA,"Jacobina","-40.481944","-11.206667","1040","1040","2001","04",NA,"40W 28' 55","11S 12' 24",NA,NA,NA,NA,NA,NA,NA
"35","2013-07-03 11:18:59-03","EBDA","BAH","3046","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Grupo Pedra do Cavalo","15","1980","05",NA,NA,"Brasil","Bahia","Barragem Bananeiras.",NA,"Planta com flores pequenas e alvas.",NA,NA,"Cachoeira","-38.9558","-12.6183",NA,NA,"1980","05",NA,NA,NA,NA,"26884","auto",NA,NA,NA,NA
"36","2013-07-03 11:18:59-03","EBDA","BAH","7558","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don",NA,"J. L. Hage","1915","1986","02","18",NA,"Brasil","Bahia","Área do CEPEC, km 22 da rodovia Ilhéus/Itabuna (Br 415).",NA,"Planta herbácea, 30cm de altura. Flores esbranquiçadas.",NA,NA,"Ilhéus","-39.0494","-14.7889","50","50",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA
"37","2019-10-09 11:22:34-03","UFBA","ALCB","046314","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don","Saar, E","Fonseca, MR; Guedes, ML; Jesus, NG de; Nascimento, AFS; Passos, A","1281","2000","02","27","Southern America","Brasil","Bahia","Baixo Médio São Francisco, Caminho para Pau Ferro",NA,"0,30m. Folhas lineares, membranáceas, concolores. Inflorescência terminal. Botões esverdeados. Flores com pétalas esverdeadas. Estames, filetes e anteras alvos. Frutos equinados verdes.",NA,NA,"Remanso","-42.234722","-9.645556",NA,NA,"2000","03",NA,"-42.234722","-9.645556",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:22:34-03","UFBA","ALCB","056857","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don","Guedes, ML","Guedes, ML; Loureiro, DM; Santana, DL; et al.","9425","2002","02","26","Southern America","Brasil","Bahia","Paraguaçu, Bairro Pedra Furada",NA,"0,30 m. Folhas membranáceas, concolores. Inflorescência terminal, flores esverdeadas. Frutos imaturos. Ocasional.; arbustiva.",NA,NA,"Feira de Santana","-38.966667","-12.266667",NA,NA,"2002","05",NA,"-38.966667","-12.266667",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:22:34-03","UFBA","ALCB","52543","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don","Guedes, ML","Guedes, ML; Nascimento, AFS; Santana, DL","9016","2001","06","17","Southern America","Brasil","Bahia","Litoral Norte, Massarandupió, a 20 km de Porto de Sauípe.",NA,"1,0 m. Botões esverdeados, flores alvas.",NA,NA,"Entre Rios","-37.8375","-12.311667",NA,NA,"2001","07",NA,"-37.8375","-12.311667",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:22:34-03","UFBA","ALCB","55742","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don","Bautista, HP","Jesus, NG de; Ribeiro, T; Bautista, HP; Tourinho, R","1313","2001","04","07","Southern America","Brasil","Bahia","Piemonte da Diamantina, Serra do Cruzeiro",NA,"ca. 1m de altura, muito ramificado. Folhas membranáceas, concolores. Flores brancas-esverdeadas. Fruto imaturos de cor verde.; Com elementos arbóreos. Substrato pedregoso/arenoso.",NA,NA,"Jacobina","-40.481944","-11.206667","1040","1040","2001","04",NA,"-40.481944","-11.206667",NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:22:34-03","UFBA","ALCB","80968","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don","Guedes, ML","Guedes, ML; Alunos de Botânica III","13860","2007","06","02","Southern America","Brasil","Bahia","Arembepe, Paradiso Laguna",NA,"Folhas lineares, membranáceas. Inflorescência panícula de espigas, flores alvas.",NA,NA,"Camaçari","-38.316667","-12.683333",NA,NA,"2007","11",NA,"-38.316667","-12.683333",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:22:34-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don","Marchioretto, MS","Britto, KB","002","1982","07","08","Southern America","Brasil","Bahia","Paraguaçu, Margem da estrada",NA,"Ramificado. Ramos difusos. Caule muito curto ca. 2 a 3cm do comprimento. Ramos verdes. Flores alvas. Muito frequente.",NA,NA,"Feira de Santana","-38.966667","-12.25",NA,NA,"1995","08",NA,"-38.966667","-12.25",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:22:34-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don",NA,"Mattos Silva, LA; Florêncio, CS; Assis, RG","3197","1995","08","09","Southern America","Brasil","Bahia","Litoral Sul, Campus da Universidade Estadual de Santa Cruz (UESC), Km16 da Rod. Ilhéus/Itabuna (BR415). Parte externa do Campus, lado esquerdo da entrada",NA,"50cm de altura. Flores brancas. Frequente.; Solo argiloso.",NA,NA,"Ilhéus","-39.166667","-14.8","40","40",NA,NA,NA,"-39.166667","-14.8",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:22:34-03","UFBA","ALCB","111894","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don","Guedes, ML","Guedes, ML; Alunos de Microbiologia de Adriana","21066","2013","12","14","Southern America","Brasil","Bahia","Chapada Diamantina, Caminho para o Marimbus.",NA,"Folhas lanceoladas, membranáceas. Inflorescência terminal, flores alvas.",NA,NA,"Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,"2013","01",NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"45","2019-10-09 11:22:34-03","UFBA","ALCB","20419","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","D. Don","Noblick, LR","Costa, AL","s/n","1962","06","30","Southern America","Brasil","Bahia","Nordeste",NA,NA,NA,NA,"Tucano","-38.783333","-10.95",NA,NA,"1980","04",NA,"-38.783333","-10.95",NA,NA,NA,NA,NA,NA,NA
