"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00864340","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"G. A. Black","1951","04","05","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864340","NY00864340_01","Magnoliophyta","Poales","51-11983","South America","Serra do Cipó, entre os kms 130 e 132",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","662305","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"M. A. Chase","1925","01","19","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662305","NY00662305_01","Magnoliophyta","Poales","8365","South America","Near Campo Bello. Below Monte Serrat, Serra de Itatiaia",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","662311","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"L. B. Smith","1956","12","02","Brazil","Santa Catarina","Lajes","-50.3258","-27.8161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662311","NY00662311_01","Magnoliophyta","Poales","8034","South America","Encruzilhada","900","900","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","662312","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"L. B. Smith","1956","12","07","Brazil","Santa Catarina","Papanduva","-50.1442","-26.3706",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662312","NY00662312_01","Magnoliophyta","Poales","8423","South America","Km. 126 ERF. North of Papanduva on the Estrada de Rodagem Federal","800","800","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","662315","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"G. G. Hatschbach","1977","12","14","Brazil","Mato Grosso do Sul","Iguatemi","-54.5608","-23.6806",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662315","NY00662315_01","Magnoliophyta","Poales","40611","South America","Porto Frangeli",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","662313","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"J. E. Leite","1941","10",NA,"Brazil","Rio Grande do Sul",NA,"-51.143791","-29.75136",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662313","NY00662313_01","Magnoliophyta","Poales","482","South America","Vicinity of Sao Leopoldo",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","662306","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"W. Hoehne","1948","08","27","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662306","NY00662306_01","Magnoliophyta","Poales","s.n.","South America","Sao Paulo, SP. Parque do Estado do SP",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","662314","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"S. M. Silva","1997","02","02","Brazil","Paraná","Capitão Leônidas Marques","-53.6142","-25.4794",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662314","NY00662314_01","Magnoliophyta","Poales","s.n.","South America","Rio Andrada",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00864316","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"G. Davidse","1976","02","25","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864316","NY00864316_01","Magnoliophyta","Poales","10594","South America","19 km NE of the intersection of highways 381 and 459 (ca. 12 km SW of Sao Goncalo do Sapucai)","870","870","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","662307","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"W. D. Clayton","1965","01","24","Brazil","Paraná","Quatro Barras","-49.0767","-25.3658",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662307","NY00662307_01","Magnoliophyta","Poales","4319","South America","Rio Taguari",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","662303","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"H. S. Irwin","1971","02","25","Brazil","Bahia",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00662303","NY00662303_01","Magnoliophyta","Poales","31028-A","South America","Serra da Agua de Rega. Rio Riachao, ca. 27km N. of Seabra, road to Agua de Rega","1000","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:29-03","EAO","IAN","65736","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis",NA,"Guglieri, A","Dusén, PKH","1903","12","26","Brasil","Paraná",NA,NA,NA,NA,NA,NA,"IAN065736",NA,"Monocotiledônea",NA,"2976","Southern America","Pirahy.",NA,NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:53:29-03","EAO","IAN","65736","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis",NA,"Guglieri, A","Dusén, PKH","1903","12","26","Brasil","Paraná",NA,NA,NA,NA,NA,NA,"IAN065736",NA,"Monocotiledônea",NA,"2976","Southern America","Pirahy.",NA,NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:53:29-03","EAO","IAN","75658","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis",NA,"Guglieri, A","Black, GA; Cordeiro, E","1952","06","11","Brasil",NA,NA,NA,NA,NA,NA,"Capim robusto, flutuando em grande massa.","IAN075658",NA,"Monocotiledônea",NA,"14905","Southern America","Rio Guaporé, entre as localidades Belém e Bahia.",NA,NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:53:29-03","EAO","IAN","75658","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis",NA,"Guglieri, A","Black, GA; Cordeiro, E","1952","06","11","Brasil",NA,NA,NA,NA,NA,NA,"Capim robusto, flutuando em grande massa.","IAN075658",NA,"Monocotiledônea",NA,"14905","Southern America","Rio Guaporé, entre as localidades Belém e Bahia.",NA,NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:53:55-03","EAO","IAN","62869","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Black, GA","Dutra, AP",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"IAN062869",NA,"Monocotiledônea",NA,"65","Southern America","Suburbios.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:53:55-03","EAO","IAN","62886","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Chase, A","1930","02","19","Brasil","Mato Grosso","Dourado",NA,NA,NA,NA,NA,"IAN062886",NA,"Monocotiledônea",NA,"10957","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:53:55-03","EAO","IAN","66167","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Brade, AC","1918","01",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"IAN066167",NA,"Monocotiledônea",NA,"7809","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:53:55-03","EAO","IAN","66976","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Black, GA","Kleerekoper, H","1943",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"IAN066976",NA,"Monocotiledônea",NA,"26","Southern America","Lagoa dos Quadros. Divisão de Caça e Pesca SF 397-43.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:53:55-03","EAO","IAN","67122","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Frazão, A",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"IAN067122",NA,"Monocotiledônea",NA,"12551","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:53:55-03","EAO","IAN","67252","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Kuhlmann, M","1918","06",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,"IAN067252",NA,"Monocotiledônea",NA,"1781","Southern America","R. Roosevelt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:53:55-03","EAO","IAN","69806","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Black, GA; Magalhães, MG","1951","04","05","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"IAN069806",NA,"Monocotiledônea",NA,"11983","Southern America","Serra do Cipó. Entre os kms 130 e 132.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:53:55-03","EAO","IAN","77615","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Black, GA","1951",NA,NA,"Brasil","Rondônia",NA,NA,NA,NA,NA,"Parecido com Gamelote peludo.","IAN077615",NA,"Monocotiledônea",NA,"s.n.","Southern America","Fazenda do Limoeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:53:55-03","EAO","IAN","62641","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Black, GA","Chase, A","1925","01","17","Brasil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"IAN062641",NA,"Monocotiledônea",NA,"8365","Southern America","(Herbario do Jardim Botânico do Rio).",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:26:41-03","PUCPR","HUCP","24359","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Barboza, E","Felitto, G","2012","03","14","Brasil","São Paulo","Valparaíso","-50.8600006103516","-21.2199993133545",NA,NA,NA,"HUCP00006113",NA,"Monocotiledonea",NA,"238",NA,"Usina da Mata",NA,NA,NA,NA,NA,"32798","auto",NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:28:58-03","UFBA","ALCB","038924","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Rodrigues, RS","Stannard, B; Atkins, S; Saar, E; Passos Júnior, LA; Funch, L; Guedes, ML","1997","01","29","Brasil","Bahia","Lençóis","-41.316667","-12.65","-41.316667","-12.65","1,20 m, aquática, estolífera. Inflorescência com espiguetas verde-purpúrea. Frequente.; Pântano do Rio Santo Antonio, com variada flora aquática e ilhas de matas mesófilas; árvores com ca. de 8-12 m","ALCB018122","ALCB018122","Monocotyledon",NA,"PCD4643","Southern America","Chapada Diamantina, Remanso/Maribus","380","380",NA,"2017","01",NA,NA,"23",NA,NA,NA,NA,NA
"37","2019-10-09 11:28:58-03","UFBA","ALCB","05529","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Rodrigues, RS","Pinto, GCP","1953","02",NA,"Brasil","Bahia","Cruz das Almas","-39.1","-12.666667","-39.1","-12.666667",NA,"ALCB019451","ALCB019451","Monocotyledon",NA,"53-54","Southern America","Recôncavo Sul",NA,NA,NA,"2017","01",NA,NA,"23",NA,NA,NA,NA,NA
"38","2020-02-08 10:18:58-03","NBC","NL-BOTANY","L.3800980","PreservedSpecimen","Plantae","Gramineae","Panicum","pernambucense","Panicum pernambucense","(Spreng.) Mez & Pilg.",NA,"Pedersen TM","1956","01","28","Argentina",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3800980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3800980","NL-L3800980",NA,"Poales",NA,"Southern America","Nameless island in the R. Paraná, some 2 km above Bella Vista. Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:18:58-03","NBC","NL-BOTANY","U.1501311","PreservedSpecimen","Plantae","Gramineae","Panicum","pernambucense","Panicum pernambucense","(Spreng.) Mez & Pilg.",NA,"Weber WA; Nilsson S","1991","04","06","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1501311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1501311","NL-U1501311",NA,"Poales",NA,"Southern America","Amazonas, Manaus,Campus Universitario.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 10:19:04-03","NBC","NL-BOTANY","L.1294633","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Balansa B","1884","03","02","Paraguay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1294633 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1294633","NL-L1294633",NA,"Poales",NA,"Southern America","Guarapi, dans les prairies marécageuses.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:19:04-03","NBC","NL-BOTANY","L.1294634","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Balansa B","1875","01","05","Paraguay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1294634 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1294634","NL-L1294634",NA,"Poales",NA,"Southern America","Nearais longeant le Rio-Paraguay i l'assomption *.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 10:19:04-03","NBC","NL-BOTANY","L.1294635","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Balansa B","1875","03","25","Paraguay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1294635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1294635","NL-L1294635",NA,"Poales",NA,"Southern America","Paraguari, dans les lieux marécageux.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 10:19:04-03","NBC","NL-BOTANY","L.1294636","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Hassler E","1913","01","01","Paraguay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1294636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1294636","NL-L1294636",NA,"Poales",NA,"Southern America","PARAGUARIA CENTRALIS: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:19:04-03","NBC","NL-BOTANY","L.1294637","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Balansa B","1874","03","01","Paraguay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1294637 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1294637","NL-L1294637",NA,"Poales",NA,"Southern America","Santa-Barbara, près de Villa - Rec humides *.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 10:19:04-03","NBC","NL-BOTANY","L.3804613","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Venturi S","1903","11","13","Argentina",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3804613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3804613","NL-L3804613",NA,"Poales",NA,"Southern America","Buenos Aires, Chaco Santa Fecino, Mccovi.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 10:19:04-03","NBC","NL-BOTANY","U.1500976","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Harley RM; et al.","1974","02","04","Brazil",NA,NA,"-41.35","-13.016667","-41.35","-13.016667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500976 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500976","NL-U1500976",NA,"Poales",NA,"Southern America","Estado de Bahia, Serra Do Sincora, By Rio Cumbuca, ca. 3 km S of Mucuge, near site of small dam on road to Cascavel, Riverside.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-02-08 10:19:04-03","NBC","NL-BOTANY","U.1500977","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Lindeman JC; Haas JH de","1966","04","03","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500977","NL-U1500977",NA,"Poales",NA,"Southern America","Brasiliae Australis, Est. para, Fazenda Lagoa, W. of Rio Ivai, ca. 15 km E of S. Tome, in floating peat margin in first lagoa.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"48","2020-02-08 10:19:04-03","NBC","NL-BOTANY","U.1500978","PreservedSpecimen","Plantae","Gramineae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Widgren JF","1846","01","24","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500978","NL-U1500978",NA,"Poales",NA,"Southern America","Prov. Minas Geraes, Caldas.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
