"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","567101","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata catharinensis","D.Legrand","C. M. D. E. Legrand","R. Reitz","4056","1957","10","05","South America","Brazil","Santa Catarina","Garuva","Mina Velha, Garuva, S. Francisco do Sul","-48.8547","-26.0269","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567101","NY00567101_01","catharinensis","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","561696","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata catharinensis","D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","17891","1967","11","20","South America","Brazil","Paraná","Guaratuba","Praia do Mendanha","-48.5744","-25.8831","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561696","NY00561696_01","catharinensis","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:34-03","UFRJ","RFA","16839","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","G.M. Barroso","P. Occhioni","7660","1975","08","01",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Serra de Friburgo, Muri","-42.5311012268066","-22.2819004058838",NA,"Arbusto; fruto imaturo","RFA46413",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:34-03","UFRJ","RFA","15285","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","G.M. Barroso","P. Occhioni","6105","1974","09",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, próximo Morro do Garrafão","-43.2075004577637","-22.9027996063232",NA,"Arbusto; fruto imaturo","RFA46412",NA,NA,"600","600","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:25:29-03","PUCPR","HUCP","3286","S","Plantae","Eudicotiledonea",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg.","Silva, SM","Souza, WS; Britez, RM","1541/851",NA,NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00015321","HUCP00015321",NA,NA,NA,"24916","auto","1987","05","30",NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:25:29-03","PUCPR","HUCP","3651","S","Plantae","Eudicotiledonea",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg.","Silva, SM","Souza, WS; Britez, RM","848/1538",NA,NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00015373","HUCP00015373",NA,NA,NA,"24916","auto","1987","05","30",NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:25:29-03","PUCPR","HUCP","20457","S","Plantae","Eudicotiledonea",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg.","Bonaldi, R","Bonaldi, R","457","2009","05","24",NA,"Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00015269","HUCP00015269",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:29-03","PUCPR","HUCP","17463","S","Plantae","Eudicotiledonea",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg.","Selusniaki, M","Selusniaki, M","998","2006","05","06",NA,"Brasil","Santa Catarina","São Francisco do Sul",NA,"-48.6380996704102","-26.2432994842529",NA,NA,"HUCP00015159","HUCP00015159",NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:05:50-03","NBC","NL-BOTANY","L.2511165","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata catharinensis","O.Berg",NA,"Hatschbach GG; Imaguire N",NA,"1967","04","22","Southern America","Brazil",NA,NA,"Morro do Tabaquarra (Mun.Paranaguá) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2511165","NL-L2511165","catharinensis",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:05:50-03","NBC","NL-BOTANY","L.2511165","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata catharinensis","O.Berg",NA,"Hatschbach GG; Imaguire N",NA,"1967","04","22","Southern America","Brazil",NA,NA,"Morro do Tabaquarra (Mun.Paranaguá) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2511165","NL-L2511165","catharinensis",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:21-03","ESALQ","ESA","28949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, N.M.","Ivanauskas, N.M.","182.0","1995","05","25",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028949","ESA028949",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:21-03","ESALQ","ESA","29413","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","968.0","1995","01","01",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029413","ESA029413",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:21-03","ESALQ","ESA","52000","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O. Berg.",NA,"Lima, R.A.F.","431.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente (sub-parcela D0) - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"1,2cm de DAP e 2,5 m de altura","ESA052000","ESA052000",NA,"400","400","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:21-03","ESALQ","ESA","83727","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"Souza, V.C.","Souza, V.C.; Duarte, A.R.; Sampaio, D.; Nogueira, A.; Castanho, C.T.; Rando, J.G.","29005.0","2003","02","18",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Floresta Ombrófila Densa. Área do Projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,"Arvoreta, ca. 4 m alt.; botões castanhos.","ESA083727",NA,NA,"300","300","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:21-03","ESALQ","ESA","128857","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"Meireles, L.","Colletta, G.D.","1226.0","2013","06","17",NA,"Brasil","São Paulo","Ilhabela","Trilha para castelhanos, Poço da ducha","-45.3499984741211","-23.7700004577637",NA,"Árvore, 4m, frutos imaturos verdes, indumento ferrugineo","ESA128857",NA,NA,NA,NA,"23719","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:21-03","ESALQ","ESA","80712","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Ivanauskas, N.M.","Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","428.0","2002","04","21",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, Km69) , beira do Rio Bonito. Floresta Ombrófila Densa Montana. Borda de mata no entorno do Rio Bonito.","-475.939","-24.083",NA,"Árvore de 5m de altura. Flores em botão.","ESA080712","ESA080712",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-475,939","-24,083",NA,NA,NA,NA
"27","2020-11-04 11:14:21-03","ESALQ","ESA","68353","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"Mazine, F.F.","Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3624.0","2000","04","20",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar. Trilha das cachoeiras do Ribeirão Itu. Floresta Ombrófila Densa de Encosta com sinais perturbação. Interior de floresta (próximo à borda do ribeirão)","-45.36","-23.45",NA,"Árvore 7m, flores brancas.","ESA068353","ESA068353",NA,"190","190",NA,NA,NA,NA,NA,NA,"-45.36","-23.45",NA,NA,NA,NA
"28","2020-11-04 11:14:21-03","ESALQ","ESA","101546","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"Rodrigues, R.R. & Souza, V.C.","Braidotti, J.C.","92.0","2005","03","26",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA101546","ESA101546",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:56:23-03","ESALQ","ESA","136229","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O. Berg","S. Honda","R.J.F. Garcia","2434.0","2005","02","16",NA,"Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484",NA,NA,"ESA136229",NA,NA,NA,NA,"15123","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:21-03","ESALQ","ESA","29414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","969.0","1996","01","30",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029414","ESA029414",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:21-03","ESALQ","ESA","76182","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Godoy, J.R.L. et al.","55.0","1999","01","10",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA076182","ESA076182",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:21-03","ESALQ","ESA","29415","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","970.0","1996","04","24",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029415","ESA029415",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:21-03","ESALQ","ESA","28950","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, N.M.","Ivanauskas, N.M.","381.0","1995","09","27",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028950","ESA028950",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:21-03","ESALQ","ESA","29607","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","1119.0","1995","11","01",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029607","ESA029607",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:21-03","ESALQ","ESA","104523","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"Aguiar, O.T.","Aguiar, O.T.","1193.0","2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104523",NA,NA,NA,NA,"27904","auto","2002","03","17",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:21-03","ESALQ","ESA","7431","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Moraes, P.L.R.","Moraes, P.L.R.","676.0","1992","03","23",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA007431","ESA007431",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:21-03","ESALQ","ESA","97434","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O. Berg.","Aguiar, O.T.","Pastore, J.A. ; Moura, C.","1250.0","2003","09","05",NA,"Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,"ESA097434","ESA097434",NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:21-03","ESALQ","ESA","62115","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Batista, E.R. et al.","133.0","1999","01","12",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA062115","ESA062115",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:21-03","ESALQ","ESA","109425","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,NA,"Duarte, A.R.","502.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA109425","ESA109425",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:21-03","ESALQ","ESA","123889","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","34990.0","2013","04","30",NA,"Brasil","São Paulo","Tapiraí","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.","-47.5","-23.9599990844727",NA,"Árvore, ca. 6 m alt. Vegetativo.","ESA123889",NA,NA,NA,NA,"41034","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:21-03","ESALQ","ESA","52111","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O. Berg.",NA,"Lima, R.A.F.","572.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"ESA052111","ESA052111",NA,"400","400","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:21-03","ESALQ","ESA","109907","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29380.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109907","ESA109907",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:14:21-03","ESALQ","ESA","75123","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Mazine, F.F. & Souza, V.C.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","218.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.","-46.7799987792969","-24.1800003051758",NA,"Árvore, ca. 10m alt. Flores creme.","ESA075123","ESA075123",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:21-03","ESALQ","ESA","82476","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"Mazine, F.F.","Mazine, F.F. Duarte, A.R. ; Gianotti, M.","454.0","2002","10","29",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota)","-47.9199981689453","-24.3799991607666",NA,"Árvore. Vegetativo. Amostras coletadas para análise macromolecular.","ESA082476",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:21-03","ESALQ","ESA","128933","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"Colletta, G.D. & Ferreira, M.A.P.","Colletta, G.D.","1349.0","2014","04","13",NA,"Brasil","São Paulo","São Miguel Arcanjo","P.E. Carlos BotelhoTrilha da represa","-47.9900016784668","-23.8700008392334",NA,"Árvore, 4m, flores alvas","ESA128933",NA,NA,NA,NA,"27904","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:32:11-03","MN","R","8934","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O. Berg",NA,"Glaziou, A.F.M.","6541","1873","03","09",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008934","R000008934_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
