"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","individualCount"
"11","2020-11-04 11:20:00-03","ESALQ","ESA","10701","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis",NA,NA,"Ivanauskas, N.M.",NA,"1993","11","07",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA010701","ESA010701","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:20:00-03","ESALQ","ESA","27007","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis",NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","233.0","1993","10","02",NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,"ESA027007","ESA027007","15567","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:20:00-03","ESALQ","ESA","87701","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Tol.",NA,"Santos, R.C.O.","17.0","1994","06","03",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA087701","ESA087701","53584","auto","Rossi, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 12:16:09-03","ESALQ","ESA","142709","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","(Cestrum) Toledo",NA,"Bianchini, R. S.","1947.0","2013","05","03",NA,"Brasil","São Paulo","Guarulhos",NA,"-46.5299987792969","-23.4599990844727",NA,NA,"ESA142709",NA,"26398","auto","Simão-Bianchini, R.","2013","08","26",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:20:00-03","ESALQ","ESA","28351","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis",NA,NA,"Coelho, J.P.",NA,"1945","08","22",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA028351","ESA028351","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:20:00-03","ESALQ","ESA","10920","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis",NA,NA,"Rodrigues, R.R.",NA,"1993","05","28",NA,"Brasil","São Paulo","Sao Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,"ESA010920","ESA010920","15567","auto","Stehmann, J.R.","1999",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-07-26 11:41:21-03","IPA","IPA","10201","S","Plantae","Plantae",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Koscinski, M.; Pickel, B.; Pickel, B.","10201","1939","07",NA,"Southern America","Brasil","São Paulo",NA,"Serra da Cantareira.",NA,NA,NA,"Nome vulgar: Peroba d'água. Hábito: árvore da Ótima para pontes rurais. Herb. Mus. Flor. 307.","IPA0010201",NA,NA,NA,"Toledo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-07-26 11:41:21-03","IPA","IPA","21648","S","Plantae","Plantae",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Gomes, V.","21648","1971","12","22","Southern America","Brasil","Minas Gerais",NA,"Próximo Coronel Paxeco. Fazenda Pedra do Sino. Mata.",NA,NA,NA,"Nome vulgar: Pau novo; peroba d'água. Hábito:","IPA0021648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-02-15 11:50:51-02","IPA","IPA","10202","S","Plantae","Plantae",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Pickel, B.","5876","1941","10","30","Southern America","Brasil","São Paulo","São Paulo","Capital, Chácara dos Morrinhos. Num baixio.","-46.6300010681152","-23.5400009155273",NA,"Hábito: árvore pequena.","IPA0010202",NA,"53584","auto","Gehrt, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-07-26 11:41:21-03","IPA","IPA","10200","S","Plantae","Plantae",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Pickel, B.","10200","1941","10","30","Southern America","Brasil","São Paulo","São Paulo","Capital, Chácara dos Morrinhos. Num campo fresco, na cerca.","-46.6300010681152","-23.5400009155273",NA,"Hábito: árvore. Fl.: branco-amarelas.","IPA0010200",NA,"53584","auto","Pickel, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:19:29-03","UFV","VIC","019892","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Silva, A.F.; Martins, F.R.","1246","1985","09","10",NA,"Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,"Árvore de ate 10 m, frutois imaturos verdes depois palha.","VIC019892","VIC019892","39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:19:29-03","UFV","VIC","011994","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Bernacci, L.C.; et al.","s.n.","1987","07","27",NA,"Brasil","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,"Árvore de 5 m, caule liso, flores e frutos madeira mole.","VIC011994",NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:46:06-03","UFJF","CESJ","49223","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"F.R.G. Salimena; P.H. Nobre","2475","2007","06","30","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda Santa Luzia","-43.875194","-21.977972",NA,"Árvore, ca. 15m alt., no pasto, subida para a Cachoeira da Água Preta, flores alvas.","CESJ049223",NA,NA,NA,"J.R. Stehmann","2008","12",NA,"-43.875194","-21.977972",NA,NA,NA,NA
"24","2021-03-01 16:41:35-03","UNICAMP","UEC","115155","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Leite, EC","812","1998","07","14",NA,"Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi.","-46.25","-23.25",NA,"6 metros.","UEC058606","UEC058606",NA,NA,"Leite, EC",NA,NA,NA,"-46.25","-23.25",NA,NA,NA,NA
"25","2019-08-20 10:26:34-03","UNICAMP","UEC","147044","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Aguirre, GH; et al.","198","2005","10","27",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC049542","UEC049542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:41:35-03","UNICAMP","UEC","84532","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Leite, C; Oliveira, A","233","1993","10","02",NA,"Brazil","São Paulo","São Roque","Mata da Câmara.","-47.1125","-23.523889",NA,"7 m de altura, nome popular: perobinha.; Mata mesófila semidecídua.","UEC058604","UEC058604",NA,NA,"Leite, C",NA,NA,NA,"-47.1125","-23.523889",NA,NA,NA,NA
"27","2021-03-01 16:41:35-03","UNICAMP","UEC","199385","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Bianchini, RS; Fortes, EP; Shirasuna, RT","1947","2013","05","03",NA,"Brazil","São Paulo","Guarulhos","Divisa de Guarulhos com São Paulo, lote 4","-46.553056","-23.414167",NA,"Arvoreta com copa bem ramificada, flor verde clara, sem aroma; Mata derrubada","UEC160583","UEC160583",NA,NA,"Simão-Bianchini, R","2013","08","26","-46.553056","-23.414167","677","677",NA,NA
"28","2021-03-01 16:41:35-03","UNICAMP","UEC","51856","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Koscinski, M","S.N.","1933","10",NA,NA,"Brazil","São Paulo","Serra da Cantareira","Serra da Cuca.",NA,NA,NA,"Flor: Junho/ Julho&nf;Fruto: Setembro/ Outubro","UEC058607","UEC058607",NA,NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:41:35-03","UNICAMP","UEC","53629","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Silva, AF; Martins, FR","1246","1985","09","10",NA,"Brazil","São Paulo","São José dos Campos",NA,"-45.9375","-23.075",NA,"Árvore de até 10 m; frutos imaturos de cor verde, depois de cor palha.","UEC058609","UEC058609",NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA
"30","2021-03-01 16:41:35-03","UNICAMP","UEC","55681","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Grombone-Guaratini, MT; Bernacci, LC; Meira Neto, JAA; Leitão Filho, HF; Tamashiro, JY","21232","1987","07","27",NA,"Brazil","São Paulo","Atibaia","Fazenda Grota Funda.","-46.5499992370605","-23.1100006103516",NA,"Árvore com 5 metros, caule liso, flores e frutos. Madeira mole.","UEC058611","UEC058611","21675","auto","Stehmann, JR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:26:34-03","UNICAMP","UEC","176428","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Vasconcellos-Neto, J","S.N.","2010","08","09",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC038455","UEC038455","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:26:34-03","UNICAMP","UEC","176427","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Vasconcellos-Neto, J","S.N.","2010","08","09",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC038453","UEC038453","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:41:35-03","UNICAMP","UEC","89098","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Semir, J; Stehmann, JR; Vasconcelos, J","31650","1994","05","25",NA,"Brazil","São Paulo","Jundiaí","Japi.","-46.8800010681152","-23.1800003051758",NA,"Árvore ca. 8 m altura; flores creme-esverdeadas.","UEC058601","UEC058601","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:41:35-03","UNICAMP","UEC","61105","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Vasconcellos-Neto, J","28081","1990","06","11",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,"Árvore ca. 15 m de altura, flores de coloração creme-esverdeada.","UEC058605","UEC058605","17840","auto","Stehmann, JR","1997","08",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:41:35-03","UNICAMP","UEC","61104","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Vasconcellos-Neto, J","28082","1990","06","11",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,"Árvore ca. 6 m, flores de coloração creme-esverdeadas.","UEC058608","UEC058608","17840","auto","Stehmann, JR","1997","08",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:41:35-03","UNICAMP","UEC","181380","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Marques, ESA","20678","1988","07","04",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,"Árvore com 12 m de altura, flores creme.","UEC058600","UEC058600","17840","auto","Stehmann, JR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:41:35-03","UNICAMP","UEC","40709","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Morellato, LPC; Rodrigues, RR","16701","1984","12","04",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, estrada do Mirante.","-46.8800010681152","-23.1800003051758",NA,"Árvore, 10 m de altura, com frutos.","UEC058610","UEC058610","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:41:35-03","UNICAMP","UEC","130079","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Arzolla, FARDP","151","2000","06","16",NA,"Brazil","São Paulo","Mairiporã","Parque Estadual da Cantareira, região de Águas claras.","-46.5800018310547","-23.3099994659424",NA,"Árvore 14 m de altura, botões florais.","UEC058602","UEC058602","15840","auto","Franco, GADC","2000","06","16",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:41:35-03","UNICAMP","UEC","83621","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Goldenberg, R; Macias, L; Mansano, VF","372","1996","06","13",NA,"Brazil","São Paulo","São José dos Campos","Próximo à Reserva A. Ruschi.","-45.8800010681152","-23.1700000762939",NA,"Árvore 8 m, flores verdes com anteras vináceas.; Vegetação secundária, em encosta.","UEC058603","UEC058603","39297","auto","Goldenberg, R","1996","10","10",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:41:35-03","UNICAMP","UEC","170214","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Hoehne, FC","s.n.s.n.","1932","06","16",NA,"Brazil","São Paulo","São Paulo","Parque do Estado, Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,"Árvore ca. 15 m (árvore nº 184).&nf;Type of Sessea brasiliensis Toledo (Syntype SP).","UEC010568","UEC010568","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:41:35-03","UNICAMP","UEC","170214","S","Plantae","Magnoliopsida",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo","sintypus","Hoehne, FC","s.n.","1932","06","16",NA,"Brazil","São Paulo","São Paulo","Parque do Estado. Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,"Árvore ca. 15 m (árvore nº 184).","UEC010568","UEC010568","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2013-04-01 09:19:48-03","IPT","BCTW","3679","S","Plantae","Magnoliophyta",NA,NA,"Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"43","2013-04-01 09:19:48-03","IPT","BCTW","598","S","Plantae","Magnoliophyta",NA,NA,"Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"44","2013-04-01 09:19:48-03","IPT","BCTW","3912","S","Plantae","Magnoliophyta",NA,NA,"Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"45","2013-04-01 09:19:48-03","IPT","BCTW","4095","S","Plantae","Magnoliophyta",NA,NA,"Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo",NA,"-46.63","-23.54",NA,NA,NA,NA,"53584","auto","IPT",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"46","2013-04-01 09:19:48-03","IPT","BCTW","7586","S","Plantae","Magnoliophyta",NA,NA,"Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Horto Florestal","-46.63","-23.54",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"47","2013-04-01 09:19:48-03","IPT","BCTW","4369","S","Plantae","Magnoliophyta",NA,NA,"Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"I.T.I. - Belo Horizonte",NA,NA,NA,NA,"IPT",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"48","2013-04-01 09:19:48-03","IPT","BCTW","421","S","Plantae","Magnoliophyta",NA,NA,"Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"49","2020-12-21 16:45:36-03","MBM","MBM","254150","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Arzolla, FARDP","127",NA,NA,NA,"Southern America","Brazil","São Paulo","Mairiporã","Parque Estadual da Cantareira","-46.5800018310547","-23.3099994659424",NA,NA,"MBM254150","MBM254150","15840","auto","Franco, G.A.D.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:45:36-03","MBM","MBM","402292","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Nardin, E.C.; Pacheco, G.; Silva, M.A.; Pacheco, G.; Silva, M.A.","s.n.","2015","10","02","Southern America","Brazil","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,"Árvore.; Transição entre Floresta Estacional Semidecidual e Floresta Ombrófila Densa.","MBM402292","MBM402292","39297","auto","Cordeiro, J.","2015","10",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:45:36-03","MBM","MBM","148924","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Tavares, M.T.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Roque","Alto da Serra","-47.1300010681152","-23.5200004577637",NA,NA,"MBM148924","MBM148924","15567","auto","Baitello, J.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:28:42-03","PUC-RIO","FCAB","2542","PreservedSpecimen","Plantae",NA,"Angiospermae","Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"P. Capell S.J.","s.n.","1952","12","13",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,"Campos do Jordão, in silva prae nostra domas","002542",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-03-09 17:11:55-03","MNHN","RECOLNAT_MNHN_P","P01059292","PreservedSpecimen",NA,NA,NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo","isosyntype","Hoehne, F.C.",NA,"1932","6","16",NA,"Brésil",NA,NA,"Sao Paulo, parque do Estado, Jardim Botanico",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01059292' target='other'> <mi>dwc_moreinfo</mi></a>","P01059292","P01059292_01 P01059292_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:41:58-03","UFMG","BHCB","150352","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,"Esteves, R; Sousa, RC; Pereira, HF; Marinho, JS","232","2007","09","13","Southern America","Brasil","São Paulo","São Paulo","Parque Estadual do Jaraguá, Trilha do pai zé, SAD69, 23K","-46.774444","-23.455833",NA,"Árvore, 12m, frutos jovens verdes, maduros pardos (palha)","BHCB003157",NA,NA,NA,NA,"2007","09","13","-46.774444","-23.455833","1007","1007",NA,NA
"55","2020-12-11 11:41:58-03","UFMG","BHCB","38478","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:41:58-03","UFMG","BHCB","38480","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Sessea","brasiliensis","Sessea brasiliensis","Toledo",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
