"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","maximumElevationInMeters","class","individualCount","dayIdentified","typeStatus","relatedCatalogItem"
"15","2019-11-13 11:15:38-03","USP","SPF","82970","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi & Jung-Mend.","Fiaschi, P","Pastore, JA","214","1988","03","10",NA,"Brasil","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00082970","SPF00082970","2006",NA,NA,"05","53584","auto",NA,NA,NA,NA,"paratype",NA
"16","2020-01-27 18:24:27-03","IAC","IAC","57384","S","Plantae",NA,NA,"Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi & Jung-Mend.","P. Fiaschi & S.L. Jung-Mendaçolli","F.R. Bravo","14549","1935","05","24",NA,"Brasil","Rio de Janeiro","Itatiaia","Rio Bonito","-44.5633","-22.4961",NA,NA,"PARATYPUS - Candollea 61(2): 461#?#462, f. 3. 2006. (22 Dec 2006)",NA,NA,"2005","-44.5633","-22.4961","06",NA,NA,NA,NA,NA,"30","Parátipo",NA
"17","2020-08-10 16:07:35-03","CEPLAC","CEPEC","133869","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus",NA,"P. Fiaschi","S. J. S. Neto","1168","1986","09","01",NA,"Brasil","Rio de Janeiro","ITATIAIA","Maromba, trilha para Cachoeira Itaporani.","-44.75","-22.466667",NA,NA,NA,NA,NA,NA,"44W45'0","22S28'0",NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2006"
"18","2020-08-10 16:07:35-03","CEPLAC","CEPEC","147692","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus",NA,"P. Fiachi","P. Fiaschi","3910",NA,NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"19","2020-09-22 13:48:26-03","USP","SPFW","3640","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi;Jung-Mend.","P. Fiaschi 2012","Fiaschi, P. Antar, G.M.","3910","2012","03","07",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.605694","-22.430222","1200",NA,NA,NA,NA,NA,"44º36'20,5''W","22º25'48,8''S",NA,NA,NA,"1200",NA,NA,NA,NA,NA
"20","2020-08-20 14:54:34-03","UFSC","FLOR","57120","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi & Jung-Mend.",NA,"Fiaschi, P.; Antar, G.M.","3910","2012","03","07",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estrada para o Atelier das Artes. Trilha para os Três Picos, início no antigo Hotel Simin.","-44.605556","-22.43","1200",NA,"arvoreta pouco frequente, ca. 4m de altura. Folhas discolores, com nervura principal bem clara na face abaxial. Inflorescências com ramos vináceos, principalmente na porção proximal, porção distal dos ramos verde-clara. Botões florais","FLOR0057120","FLOR0057120",NA,"44º36'20''W","22º25'48''S",NA,NA,NA,"1200",NA,NA,NA,NA,NA
"21","2020-08-20 14:54:34-03","UFSC","FLOR","57132","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi & Jung-Mend.","Fiaschi, P.","Santos, M.F.; Saavedra, M.M. & Lobão, A.Q.","3845","2012","01","13",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estrada para o Atelier das Artes. Trilha para os Três Picos, início no antigo Hotel Simin.","-44.605556","-22.43","1200",NA,"arvoreta 3-5m de altura, inflorescência com ramos verdes. Pouco frequente. Amostra em sílica-gel","FLOR0057132","FLOR0057132","2012","44º36'20''W","22º25'48''S","01",NA,NA,"1200",NA,NA,"13",NA,NA
"22","2021-03-04 15:42:17-03","IF","SPSF","11952","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi & Jung-Mend.","P.Fiaschi","J.A.Pastore","214","1988","03","10","América do Sul","Brasil","SP","São Paulo","Serra da Cantareira - Pinheirinho","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: Árvore 4m de altura. Início de inflorescência.; GEOGRAFIA: Área A da fitossociologia. Início da linha 5.;",NA,NA,NA,NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"23","2021-03-04 15:42:17-03","IF","SPSF","14156","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi & Jung-Mend.","P.Fiaschi","O.T. Aguiar","407","1991","04","23","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: Arvoreta com 6,5 m de altura e 10 cm de DAP. Flores.; GEOGRAFIA: Região do Pinheirinho. Área 04, linha 01, ponto 07, árvore 637.;",NA,NA,NA,NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"24","2021-03-04 15:42:17-03","IF","SPSF","13831","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi & Jung-Mend.","P.Fiaschi","R.Esteves","12","1990","05","03","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: Arvoreta com 7 metros de altura e 11,5 cm de diâmetro. Flores.; GEOGRAFIA: Região do Pinheirinho. Área 01, Linha 11, Ponto 02, árvore nº 28.;",NA,NA,NA,NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"25","2019-11-21 09:59:19-03","IBt","SP","276603","S","Plantae",NA,NA,"Araliaceae","Dendropanax","nebulosus","Dendropanax nebulosus","Fiaschi & Jung-Mend.","Fiaschi, P","Rossi, L; Cordeiro, I; Pastore, JA; Silva, EL","1477","1994","03","31",NA,"Brasil","São Paulo","Pindamonhangaba","Ribeirão Grande-Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939","900",NA,NA,"SP010690","SP010690","2007",NA,NA,NA,"24176","auto","900",NA,NA,NA,NA,NA
