"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"48","2021-03-15 16:37:00-03","NY","NYBG","01142069","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","J. A. Kallunki",NA,NA,NA,"G. T. Prance","20933","1974","04","04","Brazil","Amazonas",NA,"Rio Solimôes, at Encontro das Aguas, Manaus",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1511056' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142069","NY01142069_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-29 11:32:30-03","UFRJ","RFA","9666","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uruguai",NA,"Uruguai",NA,NA,NA,NA,NA,NA,NA,"Plantas doadas pelo Adido Cultural do Uruguai","RFA28406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-13 09:20:54-03","UFRJ","RFA","20651","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","F.A.A. Nepomuceno","2017","04","25","F. Segadas-Vianna; P. Thompson",NA,"1948","10",NA,"E.U.A.","Michigan","Michigan","Sleeping Bear Dunes,Leelanau Co.",NA,NA,NA,NA,NA,NA,NA,"RFA17255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-13 09:20:54-03","UFRJ","RFA","9427","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","23278","1969","11","16","Brasil","Paraná","São Mateus do Sul","Rio Iguaçu","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Árvore de 8 a 10 m; tronco de 35 cm","RFA28055",NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:48:44-03","EAO","IAN","83521","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molau",NA,NA,NA,NA,"Tucker, JM","818","1942","01","24","El Salvador",NA,NA,"Low swampy ground. South side of Lake Olomega.","-88.066667","13.283333","-88.066667","13.283333","60","60","Tree 5m tall.","IAN083521",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:48:44-03","EAO","IAN","137777","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","S","1971",NA,NA,"Schunke-Vigo, J","4956","1971","06","03","Peru",NA,NA,"A orilla del rio, en campo abierto. Quebrada de Pólvora, 10km abajo de Puerto Pizana (márgen derecha del rio Huallaga).",NA,NA,NA,NA,NA,NA,"Arbol mediano de 7-8m. Flores amarillo verde claro, anteras amarillas. Frutos inmaduros verde pálido. Las hojas son brillosas de color verde pálido.","IAN137777",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:48:44-03","EAO","IAN","20320","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Black, GA; Schultes, RE","99","1946","09","24","Colômbia","Letícia",NA,"Beira do Solimões (terra inundável).",NA,NA,NA,NA,NA,NA,"Árvore de 5-7m de altura.","IAN020320","IAN020320 IAN020320_1 IAN020320_e",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:48:44-03","EAO","IAN","83366","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Wurdack, JJ","1954",NA,NA,"Camp, WH","2297","1945","03","26","Equador",NA,NA,"Between the rios Azogues and Gualaceo.",NA,NA,NA,NA,NA,NA,"Tree 10m (see field note).","IAN083366",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-30 12:48:44-03","EAO","IAN","93760","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093760",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-30 12:48:44-03","EAO","IAN","59717","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Fróes, RL","26558","1950","09","08","Brasil","Amazonas","Codajás","Rio Solimões, beira do rio na planicie de formação aluvial alagada durante a estação chuvosa.","-62.0569000244141","-3.836669921875",NA,NA,NA,NA,"Árvore de 5m de altura.","IAN059717",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"312380","auto",NA,NA,NA,NA,NA,NA
"58","2021-03-30 12:48:44-03","EAO","IAN","29791","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Black, GA","1538","1947","09","29","Brasil","Amazonas","Tefé","Beira do Paraná.","-64.7114028930664","-3.35417008399963",NA,NA,NA,NA,"Árvore pequena, folhas serrilhadas.","IAN029791","IAN029791 IAN029791_1 IAN029791_e","Southern America",NA,NA,"Dicotiledônea",NA,"340205","auto",NA,NA,NA,NA,NA,NA
"59","2021-03-30 12:48:44-03","EAO","IAN","170297","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Valente, L","s.n.","1997","03","05","Brasil","Pará","Monte Alegre","Comunidade de Piapó, margem e rio Amazonas.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"Árborea. Cultivado, expontâneo. Frutos pequenos, verde-marron. Aparentemente, é o mesmo chorão do Sul.","IAN170297",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"279177","auto",NA,NA,NA,NA,NA,NA
"60","2019-12-04 15:25:50-03","PUCPR","HUCP","18839","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Andersson.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Beltrami, L","1308","2007","09","27","Brasil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"HUCP00018082","HUCP00018082",NA,NA,NA,"Eudicotiledonea",NA,"13536","auto",NA,NA,NA,NA,NA,NA
"61","2019-12-04 15:25:48-03","PUCPR","HUCP","1620","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Andersson.","Jaszczerski, JC","1983","10","01","Jaszczerski, JC","030",NA,NA,NA,"Brasil","Paraná","Curitiba","Prado Velho, PUC.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018029","HUCP00018029",NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"62","2021-03-02 16:29:17-03","CPAN-UFMS","COR","16678","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","A. Pott","2013","07","08","Pott, A.","16507","2013","07","08","Brasil","MS.","MS.","Brasil, Mato Grosso da Sul, Porto Murtinho. Próximo ao Fuerte Olimpo, Rio Paraguai, Pantanal.","-57.859444","-21.070556","57º51'34''W","21º4'14''S","76","76","Árvore. 3,00-6,00 m de altura. Esparsa. Flor amarela. Fruto castanho escuro Habitat: Vegetação ripária inundável Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-10-09 11:24:25-03","UFBA","ALCB","00272","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana",NA,NA,NA,NA,NA,"Dr., WRaw","s/n","1935","09",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALCB050222","ALCB050222","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-10-09 11:24:25-03","UFBA","ALCB","39943","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana",NA,"Krapovickas, A",NA,NA,NA,"Krapovickas, A","43440","1989","09","09","Argentina","Corrientes",NA,"Corrientes, Dep. Capital. Cerca de la barranca del rio Paraná",NA,NA,NA,NA,NA,NA,"8,00 m.","ALCB050223","ALCB050223","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1548348","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Fosberg FR",NA,"1947","06","08","Peru",NA,NA,"2 km e. of Huancabamba, valley of Rio Huancabamba, Prov. de Huancabamba, Prov. de Huancabamba, common in valleys on fence-rows and irrigated river-bottom land banks of ditches.","-79.45","-5.25","-79.45","-5.25",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1548348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1548348","NL-L1548348","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"66","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.4168136","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Cuatrecasas J; Schultes RE; Cowan RS",NA,"1969","01","30","Colombia",NA,NA,"Amazona: Leticia, a unos cinco kkm arriba de la ponlacion, orilla izquierda del río Amazonas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4168136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4168136","NL-L4168136","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"67","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589009","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Cuatrecasas J",NA,"1946","11","19","Colombia",NA,NA,"Departamento del Valle, Cordillera Occidental, vertiente oriental; Quebrada del Chanco, entre La Cabaña y Ansermanuevo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589009","NL-U1589009","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"68","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589010","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Breteler FJ",NA,"1963","10","28","Venezuela",NA,NA,"10 km N.E. of Mérida near village Tabay.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589010","NL-U1589010","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"69","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589011","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Breteler FJ",NA,"1965","04","22","Venezuela",NA,NA,"20 km W. of Mérida. Alongside road to Las Cruces.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589011","NL-U1589011","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"70","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589032","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Kiesling R",NA,"1978","11","15","Argentina",NA,NA,"Jujuy, Ledesma, road to Valle Grande, 20 km beyond Ledesma.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589032","NL-U1589032","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"71","2020-02-08 09:57:18-03","NBC","NL-BOTANY","WAG.1190488","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Breteler FJ",NA,"1963","10","28","Venezuela",NA,NA,"10 km N.E. of Mérida near village Tabay.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1190488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1190488","NL-WAG1190488","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"72","2020-02-08 09:57:18-03","NBC","NL-BOTANY","WAG.1190489","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Breteler FJ",NA,"1963","10","28","Venezuela",NA,NA,"10 km N.E. of Mérida near village Tabay.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1190489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1190489","NL-WAG1190489","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"73","2020-02-08 09:57:18-03","NBC","NL-BOTANY","WAG.1190490","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Breteler FJ",NA,"1965","04","22","Venezuela",NA,NA,"20 km W. of Mérida. Alongside road to Las Cruces.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1190490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1190490","NL-WAG1190490","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"74","2020-02-08 09:57:18-03","NBC","NL-BOTANY","WAG.1190491","PreservedSpecimen","Plantae","Salicaceae","Salix","chilensis","Salix chilensis","Molina",NA,NA,NA,NA,"Breteler FJ",NA,"1965","04","22","Venezuela",NA,NA,"20 km W. of Mérida. Alongside road to Las Cruces.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1190491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1190491","NL-WAG1190491","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"75","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1588293","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Ferreira LV",NA,"1992","02","19","Brazil","Amazonas",NA,NA,"-60","-3.25","-60.0","-3.25",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1588293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1588293","NL-U1588293","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae","U 0159545",NA,NA,NA,NA
"76","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549539","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Lorentz PG",NA,"1878","10","01","Uruguay",NA,NA,"Entreriana. Concepcion del Uruguay. An de Ufern d. Uruguay am Hafen. *.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549539 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549539","NL-L1549539","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"77","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589016","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Solomon JC",NA,"1983","09","30","Bolivia",NA,NA,"Dpto. Tarija, Prov. Cercado, flood plain of Río Guadalquivir opposite Tarija.","-64.733333","-21.516667","-64.733333","-21.516667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589016","NL-U1589016","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"78","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589021","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Neumann A",NA,NA,NA,"Farenholtz H",NA,"1934","01","01","Venezuela","Mérida",NA,"Timotes",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589021","NL-U1589021","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae","U 0183366",NA,NA,NA,NA
"79","2020-02-08 09:57:18-03","NBC","NL-BOTANY","AMD.108396","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Herter WG",NA,"1926","11","01","Uruguay",NA,NA,"Loc. Dict. Indepenancia. Departamento de Canelones.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.108396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD108396","NL-AMD108396","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"80","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549533","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Hatschbach GG",NA,NA,NA,NA,"Brazil",NA,NA,"Est Parana. Mun. S. Mateus do Sul. Rio Iguacu.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549533 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549533","NL-L1549533","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"81","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549534","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Bristol ML",NA,"1963","08","22","Colombia",NA,NA,"Putumayo: Valle de Sibundoy, 1.5 km W. Sibundoy.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549534","NL-L1549534","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"82","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549536","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Hassler E",NA,"1913","02","01","Paraguay",NA,NA,"Paraguaria centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549536 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549536","NL-L1549536","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"83","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549537","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Hassler E",NA,"1913","02","01","Paraguay",NA,NA,"Paraguaria centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549537 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549537","NL-L1549537","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"84","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549541","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Sellow F",NA,"1833","01","01","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549541 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549541","NL-L1549541","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"85","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549542","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Ule EHG",NA,"1902","06","01","Peru",NA,NA,"Strauch oder Baun am Ufer. Departamento Loreto.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549542","NL-L1549542","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"86","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549544","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Fiebrig K",NA,"1903","12","05","Bolivia",NA,NA,"Austro-bolivienses. Bermejo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549544 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549544","NL-L1549544","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"87","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.1549547","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia prov. Amazonas. *.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1549547 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1549547","NL-L1549547","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"88","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.4152504","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Arroyo C",NA,"1983","12","21","Argentina",NA,NA,"Argentinae, Dep. Concepsion, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4152504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4152504","NL-L4152504","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"89","2020-02-08 09:57:18-03","NBC","NL-BOTANY","L.4168115","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Vink R; Wijninga VM",NA,"1985","04","09","Colombia",NA,NA,"Depto, Cundinamarca, region de la laguna de 'La Herrera'.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4168115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4168115","NL-L4168115","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
