"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet","individualCount","sex"
"11","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","6534","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Faria Jr., J.E.Q.","Leitão Filho, H.F.","9567","1978","12","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"BOTU006534",NA,"Santa Bárbara","2010","12","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:31:37-03","UFRJ","RFA","6631","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","racemulosa","Eugenia racemulosa","O.Berg","C.D. Legrand","R. Reitz; R. Klein","3995","1957","05","25",NA,"Brasil","Santa Catarina","Porto do Palmital, Garuva","-48.6380996704102","-26.2432994842529","10","10",NA,"Arvoreta 8 m de altura; flor branca","RFA46583",NA,"São Francisco do Sul","1958",NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:45:47-03","EAO","IAN","27479","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","bella","Eugenia bella","Cambess.",NA,"Saint-Hilaire","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN027479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:45:50-03","EAO","IAN","51649","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","Phil.","Legrand, CDR","Fróes, RL","25394","1949","09","24","Southern America","Brasil","Amazonas","Rio Urubú.",NA,NA,NA,NA,NA,"Árvore de 6 metros.","IAN051649",NA,NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-26 18:08:58-03","CPAN-UFMS","COR","354","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","racemulosa","Eugenia racemulosa","O.Berg","C.Proença","Conceição, C.A.","1716","1985","02","16",NA,"Brasil","Mato Grosso do Sul","Às margens do Rio Paraguai e Paraguai-Mirim. Área inundável; úmido;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Corumbá",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:21:13-03","UFBA","ALCB","134639","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Stadnik, A","Stadnik, A; Lucresia, L","480","2018","01","25","Southern America","Brasil","Bahia","Ponto02 - Estrada para Guiné","-41.778056","-13.642222","1032","1032",NA,"ca. 1,3m. Folhas discolores. Botões verdes.","ALCB059783","ALCB059783","Mucugê","2018","01","-41.778056","-13.642222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:21:13-03","UFBA","ALCB","134643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Stadnik, A","Stadnik, A; Lucresia, L","485","2018","01","25","Southern America","Brasil","Bahia","Ponto04 - Estrada para Guiné","-41.851944","-13.438333","1059","1059",NA,"ca. 1m. Folhas discolores. Botões verdes","ALCB059787","ALCB059787","Mucugê","2018","01","-41.851944","-13.438333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:21:13-03","UFBA","ALCB","07873","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Sobral, M","Grupo Pedra do Cavalo","873","1980","10",NA,"Southern America","Brasil","Bahia",NA,"-38.9557991027832","-12.6183004379272",NA,NA,NA,"Arbusto com cerca de 2 m de altura; flores alvas, aos pares e axilares.","ALCB057965",NA,"Cachoeira","2012","03",NA,NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:21:13-03","UFBA","ALCB","136818","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Ivanauskas, NM","Ivanauskas, NM","s/n","1993","01","03","Southern America","Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"Mata mesófila decídua.","ALCB057970",NA,"Piracicaba",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:21:13-03","UFBA","ALCB","134682","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Stadnik, A","Stadnik, A; Lucresia, L","530","2018","01","26","Southern America","Brasil","Bahia","P48 - Extração de Terra, rodeado por Gerais","-41.914167","-13.506111","1205","1205",NA,"ca. 1m. Folhas discolores. Hipanto e sépalas verdes, corola e estames alvos.","ALCB059826","ALCB059826","Mucugê","2018","01","-41.914167","-13.506111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:12-03","UFBA","ALCB","036539","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Faria Júnior, JEQ de","Guedes, ML; Stannard, B; Atkins, S; Santos, TRM dos; Saar, E; Passos Júnior, LA","PCD5658","1997","02","15","Southern America","Brasil","Bahia","Chapada Diamantina, Caminho para Guiné","-41.475278","-12.939722",NA,NA,NA,"ca. 1 m. Folhas semicrassas, levemente discolores. Frutos imaturos verdes. Ocasional.","ALCB057967",NA,"Mucugê","2010","09","-41.475278","-12.939722",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:13-03","UFBA","ALCB","036566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Faria Júnior, JEQ de","Passos Júnior, LA; Harley, RM; Atkins, S; Saar, E; Guedes, ML; Stannard, B","PCD5543","1997","02","13","Southern America","Brasil","Bahia","Chapada Diamantina, Caminho para Abaíra","-41.374444","-13.006667","970","970",NA,"1,0 m. Folhas semi-crassas, levemente discolores. Frutos imaturos verdes. Ocasional.","ALCB057966",NA,"Mucugê","2010","09","-41.374444","-13.006667",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:21:13-03","UFBA","ALCB","108085","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Stadnik, A; Melo, JDO; Lucresia, L","Stadnik, A; et al.","135","2013","02","23","Southern America","Brasil","Bahia","Piemonte da Diamantina, Trilha Estrada Real para Passagem Velha","-41.089722","-11.676389","1006","1006",NA,"ca. 1m de alt. Folhas discolores. Sépalas verdes.","ALCB058442",NA,"Morro do Chapéu","2019","06","-41.089722","-11.676389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-25 16:51:17-03","UFBA","ALCB","138317","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Stadnik, A","Stadnik, A; Alunos de Sistemática Evolução de Espermatófitas","467","2018","01","14","Southern America","Brasil","Bahia","Trilha para Serra de Santana.","-41.766667","-13.143611","1245","1245",NA,"ca. 1,5m. Folhas discolores. Botões verdes. Sépalas verdes. Corola alva.","ALCB069156",NA,"Piatã","2018","01","-41.766667","-13.143611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-25 16:51:17-03","UFBA","ALCB","138320","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Stadnik, A","Stadnik, A; Alunos de Sistemática Evolução de Espermatófitas","470","2018","01","14","Southern America","Brasil","Bahia","Trilha para Serra de Santana.","-41.766667","-13.143611","1245","1245",NA,"ca. 2m. Folhas discolores. Sépalas verdes. Corola alva com ápice rosado. Fruto atropurpureo.","ALCB069159",NA,"Piatã","2018","01","-41.766667","-13.143611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:21:13-03","UFBA","ALCB","134665","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Stadnik, A","Stadnik, A; Lucresia, L","509","2018","01","25","Southern America","Brasil","Bahia","P21","-42.007778","-13.612222","1126","1126",NA,"ca. 1,5m. Folhas discolores. Botões verdes, flores alvas.","ALCB059809","ALCB059809","Mucugê","2018","01","-42.007778","-13.612222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:21:13-03","UFBA","ALCB","134648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Stadnik, A","Stadnik, A; Lucresia, L","490","2018","01","25","Southern America","Brasil","Bahia","Ponto05 - Estrada para Guiné","-41.847222","-13.423611","1056","1056",NA,"ca. 1,2m. Folhas discolores. Hipanto e cálice verdes, corola alva.","ALCB059792","ALCB059792","Mucugê","2018","01","-41.847222","-13.423611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:21:13-03","UFBA","ALCB","15341","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Sobral, M","Pereira, P","s/n","1978","10","18","Southern America","Brasil","Bahia",NA,"-39.1039009094238","-11.9785995483398",NA,NA,NA,NA,"ALCB057968",NA,"Tanquinho","2012","03",NA,NA,"16968","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:06:25-03","NBC","NL-BOTANY","L.2514141","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","racemulosa","Eugenia racemulosa","Berg",NA,"Reitz R; Klein RM",NA,"1957","04","17","Southern America","Brazil","Santa Catarina","Plantas de Santa Catarina- Brasil. Estrada Dona Francisca, Joinville. Mata.","-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2514141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2514141","NL-L2514141",NA,NA,NA,"-53.733333","-26.533333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:06:25-03","NBC","NL-BOTANY","L.2514142","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","racemulosa","Eugenia racemulosa","Berg",NA,"Hatschbach GG",NA,"1961","12","07","Southern America","Brazil",NA,"Est Parana (Brasil). Mun Tijucas do Sul. Matulao.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2514142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2514142","NL-L2514142",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:06:25-03","NBC","NL-BOTANY","L.2514143","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","racemulosa","Eugenia racemulosa","Berg",NA,"Reitz R; Klein RM",NA,"1958","03","06","Southern America","Brazil",NA,"Sabia, Vidal Ramos. Mata.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2514143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2514143","NL-L2514143",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:06:30-03","NBC","NL-BOTANY","U 0294799","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","racemulosa","Eugenia racemulosa","Berg",NA,"Reitz R; Klein RM",NA,"1957","04","17","Southern America","Brazil","Santa Catarina","Plantas de Santa Catarina- Brasil. Estrada Dona Francisca, Joinville. Mata.","-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294799",NA,NA,NA,NA,"-53.733333","-26.533333",NA,NA,NA,"Magnoliopsidae","Uw6906",NA,NA,NA,NA,NA
"33","2020-02-08 10:06:30-03","NBC","NL-BOTANY","U.1442597","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","racemulosa","Eugenia racemulosa","Berg",NA,"Ferreira A; Bertolda J; Fonseca J",NA,"1968","04","25","Southern America","Brazil",NA,"Brazil. Mato Grosso. 6 km N of the Base Camp of the Expidition (base camp close to the Xavantina - Sao Felix road).","-51.866667","-12.9",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442597","NL-U1442597",NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:28-03","ESALQ","ESA","108543","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bella","Eugenia bella",NA,"Sobral, M.","Harley, R.M.","15738.0","1974","01","31",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"ESA108543",NA,"Serra dos Lençois","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:34-03","ESALQ","ESA","85363","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta",NA,"Mazine-Capelo, F.F.","Harley, R.M. et al.","50495.0","1991","12","28",NA,"Brasil","Bahia",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"ESA085363",NA,"Abaíra",NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:34-03","ESALQ","ESA","108526","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta",NA,"Kuntz, J.","Harley, R.M.","22975.0","1980","06","01",NA,"Brasil","Bahia",NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"ESA108526","ESA108526","Morro do Chapéu","2011",NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:34-03","ESALQ","ESA","92169","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.",NA,"Funch, R.","717.0","2005","03","06",NA,"Brasil","Bahia",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"ESA092169","ESA092169","Palmeiras",NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:34-03","ESALQ","ESA","85364","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta",NA,"Mazine, F.F.","Silva, R.M. et al.",NA,"1986","01","09",NA,"Brasil","Minas Gerais",NA,"-43.3088989257812","-17.0646991729736",NA,NA,NA,NA,"ESA085364",NA,"Itacambira","2006",NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:34-03","ESALQ","ESA","6492","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Kuntz, J.","Rodrigues, R.R. ; Zandoval, J.A.",NA,"1988","10","01",NA,"Brasil","São Paulo",NA,"-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,"ESA006492","ESA006492","Ipeúna","2011",NA,NA,NA,"12906","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:34-03","ESALQ","ESA","85804","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta",NA,"Mazine, F.F.","Bernacci, L.C. et al.","1017.0","1995","01","10",NA,"Brasil","São Paulo",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA085804",NA,"Pariquera-Açu","2006",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:34-03","ESALQ","ESA","89023","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Kuntz, J.","Mello Barreto","10591.0","1940","01","06",NA,"Brasil",NA,NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"ESA089023","ESA089023","Jaboticatubas","2011",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:34-03","ESALQ","ESA","102700","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta",NA,"Kuntz, J.","Urbano",NA,"1970","07","31",NA,"Brasil","Minas Gerais",NA,"-44.0950012207031","-22.1494007110596",NA,NA,NA,NA,"ESA102700","ESA102700","Santa Rita de Jacutinga","2011",NA,NA,NA,"20148","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:14:34-03","ESALQ","ESA","19231","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta",NA,"Mazine, F.F.","Souza, V.C. et al.","8267.0","1995","03","11",NA,"Brasil","Minas Gerais",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"ESA019231",NA,"Serro","2006",NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:34-03","ESALQ","ESA","5132","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Kuntz, J.","Pereira, D.L.C.",NA,"1986","09","02",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA005132","ESA005132","Piracicaba","2011",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:34-03","ESALQ","ESA","6962","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta","DC.","Kuntz, J.","Moraes, P.L.R.",NA,"1990","01","01",NA,"Brasil","São Paulo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA006962","ESA006962","São Miguel Arcanjo","2011",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:14:34-03","ESALQ","ESA","83107","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta",NA,"Mazine, F.F.","Mazine, F.F.; Vieira, S. ; Romão, G.O.","854.0","2003","02","24",NA,"Brasil","Minas Gerais","Parque Natural do Caraça - Cerrado. Trilha para Cascatinha.","-43.4152984619141","-19.959400177002",NA,NA,NA,"Árvore 3m. Frutos imaturos verdes e vermelhos. Amostras coletadas para análise macromolecular.","ESA083107",NA,"Santa Bárbara","2006",NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:14:34-03","ESALQ","ESA","83105","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","modesta","Eugenia modesta",NA,"Mazine, F.F.","Mazine, F.F.; Vieira, S. ; Romão, G.O.","852.0","2003","02","24",NA,"Brasil","Minas Gerais","Parque Natural do Caraça - Cerrado. Trilha para Cascatinha.","-43.4152984619141","-19.959400177002",NA,NA,NA,"Arbusto 2,5m. Frutos maduros roxos e imaturos verdes. E vermelhos. Frutos coletados para cultivo. Fotos. Amostras coletadas para análise macromolecular.","ESA083105",NA,"Santa Bárbara","2006",NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:14:40-03","ESALQ","ESA","5130","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","racemulosa","Eugenia racemulosa",NA,NA,"Pereira, D.L.",NA,"1986","02","03",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA005130","ESA005130","Piracicaba",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
