"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount"
"12","2009-10-24 07:02:00-02","MO","MOBOT","3094929","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Isotype","Tatiana Sendulsky","Sendulsky 1319","1973","12","6","South America","Brazil","São Paulo",NA,"Município de São Paulo: 10 km south of center of city of São Paulo, in grounds of the Institude de Botânica, Parque de Estado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2916202","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"A. Krapovickas & C. L. Cristóbal","35310 A","1980","1","14","South America - Neotropics","Brazil","Minas Gerais","Poços De Caldas","Camino al Cristo Redentor","-46.5614013671875","-21.7877998352051",NA,NA,"US00007315","US00007315_01","Vinicius-Silva, R.","23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"14","2020-09-12 05:00:02-03","US","US","2694116","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"G. Hatschbach","33479","1973","12","12","South America","Brazil","Paraná","Guarapuava","Passo do jacu","-51.4580993652344","-25.395299911499",NA,NA,"US00026317","US00026317_01","Vinicius-Silva, R.","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"15","2020-09-12 05:00:02-03","US","US","3064201","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"A. Krapovickas & C. L. Cristóbal","39674","1985","1","27","South America","Brazil","Paraná",NA,"Horizonte, br-153",NA,NA,NA,NA,"US00026429","US00026429_01","Vinicius-Silva, R.",NA,NA,NA,NA,NA,NA,NA,"1400","1400",NA,"Monocotyledonae","1"
"16","2020-09-12 05:00:02-03","US","US","2900172","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"T. Sendulsky","1323","1973","12","17","South America - Neotropics","Brazil","São Paulo","São Paulo","Sao paulo","-46.6300010681152","-23.5400009155273",NA,NA,"US00026323","US00026323_01",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"17","2020-09-12 05:00:02-03","US","US","2773101","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"R. M. Klein & M. M. Klein","10999","1974","1","15","South America","Brazil","Santa Catarina",NA,"Campo alegre",NA,NA,NA,NA,"US00028805","US00028805_01","Vinicius-Silva, R.",NA,NA,NA,NA,NA,NA,NA,"800","800",NA,"Monocotyledonae","1"
"18","2020-09-12 05:00:02-03","US","US","2926657","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"T. Sendulsky","1320","1973","12","6","South America - Neotropics","Brazil","São Paulo","São Paulo","Sao paulo","-46.6300010681152","-23.5400009155273",NA,NA,"US00026315","US00026315_01","Vinicius-Silva, R.","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"19","2020-09-12 05:00:02-03","US","US","2926656","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Isotype","T. Sendulsky","1319","1973","12","6","South America - Neotropics","Brazil","São Paulo","São Paulo","State of São Paulo. Municipio de São Paulo: 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado.","-46.6300010681152","-23.5400009155273",NA,"Holotype at SP.","US00026324","US00026324_01",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"20","2020-09-12 05:00:02-03","US","US","2900167","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"T. Sendulsky","1317","1973","12","6","South America - Neotropics","Brazil","São Paulo","São Paulo","Sao paulo","-46.6300010681152","-23.5400009155273",NA,NA,"US00026348","US00026348_01",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"21","2020-09-12 05:00:02-03","US","US","2820037","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"L. B. Smith & R. M. Klein","15520","1971","11","30","South America","Brazil","Santa Catarina","Caçador","Taquara verde, W of Cacador","-51.0149993896484","-26.7752990722656",NA,NA,"US00026321","US00026321_01","Vinicius-Silva, R.","38516","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"22","2020-09-12 05:00:02-03","US","US","3656009","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Isotype","T. Sendulsky","1319","1973","12","6","South America - Neotropics","Brazil","São Paulo","São Paulo","State of São Paulo. Municipio de São Paulo: 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado.","-46.6300010681152","-23.5400009155273",NA,NA,"US01106001","US01106001_01",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"23","2020-09-12 05:00:02-03","US","US","2820038","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"L. B. Smith & R. M. Klein","15520","1971","11","30","South America","Brazil","Santa Catarina","Caçador","Taquara verde, W of Cacador","-51.0149993896484","-26.7752990722656",NA,NA,"US00026322","US00026322_01","Vinicius-Silva, R.","38516","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"24","2020-09-12 05:00:02-03","US","US","2926658","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"T. Sendulsky","1320","1973","12","6","South America - Neotropics","Brazil","São Paulo","São Paulo","Sao paulo","-46.6300010681152","-23.5400009155273",NA,NA,"US00026316","US00026316_01","Vinicius-Silva, R.","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"25","2020-09-02 16:36:51-03","Cenargen","CEN","36866","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Leopoldo Krieger","9803","1970","12","28",NA,"Brasil","PR","PONTA GROSSA",NA,"-50.1618995666504","-25.0949993133545","Exsicatas","Na mata (taquaral), flor e fruto. Mat. fixado: caule novo, folha, flor e fruto. Doação do herbário da Universidade Federal de Juiz de Fora.","CEN00036866",NA,"R. Vinícius-Silva","46557","auto","2019","05",NA,NA,NA,NA,NA,NA,NA,"1"
"26","2019-11-13 11:28:52-03","USP","SPF","106749","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Campos, MTVA","CFSC13747","1994","06","24",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia MG-010, cerca de 1,5km antes da bifurcação entre o morro do Pilar e Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00106749","SPF00106749","Filgueiras, TS; Shirasuna, RT","26557","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-03 14:21:25-03","IAC","IAC","32682","S","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"L. Krieger","9803","1976","07","08",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1619","-25.095",NA,NA,NA,NA,"R. Vinícius-Silva",NA,NA,"2019","06","03","-50.1619","-25.0950",NA,NA,NA,NA,NA
"28","2019-11-01 15:16:27-03","UnB","UB","155266","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Hatschbach, G","33479","1973","12","12","Southern America","Brasil","Paraná ","Guarapuava","Passo do Jacu","-51.4580993652344","-25.395299911499",NA,"Caespitosa 8m.; Araucarieto","UB0125648","UB0125648","Vinícius-Silva, R","53832","auto","2019","05","03",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-01 15:16:27-03","UnB","UB","22568","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","isotype","Sendulski, T","1319","1973","12","06","Southern America","Brasil","São Paulo","São Paulo","10km south of center of city of São Paulo, in grounds of the Institute de Botânica, Parque do Estado","-46.6300010681152","-23.5400009155273",NA,"Native, growing spontaneously inside secondary forest.&nf;NOVON 5(1):92, f. 9. 1995; .","UB0037052","UB0037052",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-01 15:16:27-03","UnB","UB","155263","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Klein, MM","11007","1974","01","16","Southern America","Brasil","Santa Catarina","Itaiópolis","Km. 135-136 da E.R.F, Itaiópolis","-49.9063987731934","-26.3363990783691",NA,"Mata","UB0125636","UB0125636","Vinícius-Silva, R","51919","auto","2019","05","03",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-23 13:23:00-03","MN","R-TIPOS","210197","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Isotypus","Sendulsky, T.","1319","1973","12","06",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"R000210197","R000210197_001",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-23 13:23:00-03","MN","R-TIPOS","210197a","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Isotypus","Sendulsky, T.","1319","1973","12","06",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"R000210197a","R000210197a_001",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-20 14:59:47-03","UFSC","FLOR","67856","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Vinícius-Silva, R.; Neves, G.S.","125","2017","06","26",NA,"Brasil","São Paulo","São Paulo","Instituto de Botânica, Parque Estadual Fontes do Ipiranga, trilha principal com início próximo à CERAD (Coordenação Especial para Restauração de Áreas Degradadas). Após o início da trilha, caminhar até a bifurcação e procurar do lado direito.","-46.617778","-23.641389",NA,"Indivíduo com, aproximadamente, 5-7m de altura. Colmos inicialmente eretos e, posteriormente, inclinando sobre a vegetação. Entrenós com 50-60cm de comprimento; verdes com máculas amarelas, escabros. Planta encontrada em borda de mata","FLOR0067856","FLOR0067856_01 FLOR0067856_02","Vinícius-Silva, R.",NA,NA,"2017","06","26","46º37'4''W","23º38'29''S","821","821",NA,NA,NA
"34","2020-08-20 20:41:34-03","UFSC","FLOR","24445","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Klein, R.M.","7866","1968","10","06",NA,"Brasil","Santa Catarina","Balneário Camboriú",NA,"-48.6347007751465","-26.9906005859375",NA,"solos úmidos. perímetro urbano, capoeira, situada em soloúmidos Arbusto, 2-4 metros de altura. estéril Habitat: capoeira","FLOR0024445",NA,"Greco, Th.","8793","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-08-20 20:41:34-03","UFSC","FLOR","4354","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Klein, R.M.; Klein, M.M.","10994","1974","01","15",NA,"Brasil","Santa Catarina","Barra Velha","Itapocu. (atualmente município de Araquari)","-48.684700012207","-26.6322002410889",NA,"Habitat: mata de planície","FLOR0004354",NA,"Greco, Th.","15216","auto","2013",NA,NA,NA,NA,"5","5",NA,NA,NA
"36","2020-08-20 14:59:47-03","UFSC","FLOR","64997","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Greco, T.","18","2011","09","16",NA,"Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, Campeche, Loteamento Parque dos Araçás.","-48.5491981506348","-27.596700668335",NA,"estéril","FLOR0064997",NA,"Greco, T.","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-08-20 14:59:47-03","UFSC","FLOR","64995","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Greco, T.","141","2012","12","10",NA,"Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, Lagoa da Conceição, Parque Municipal das Dunas da Lagoa da Conceição.","-48.5491981506348","-27.596700668335",NA,"estéril","FLOR0064995",NA,"Greco, T.","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-08-20 14:59:47-03","UFSC","FLOR","64996","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Greco, T.","100","2012","03","09",NA,"Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, Lagoa da Conceição, Parque Municipal das Dunas da Lagoa da Conceição.","-48.5491981506348","-27.596700668335",NA,"estéril","FLOR0064996",NA,"Greco, T.","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-08-20 20:41:34-03","UFSC","FLOR","5918","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Klein, R.M.; Bresolin, A.","7535","1967","08","27",NA,"Brasil","Santa Catarina","Florianópolis","Rio Tavares, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"colmos novos cheios e ocos quando velhos, 3 a 4m altura Habitat: Restinga de banhado","FLOR0005918",NA,"Greco, Th.","27000","auto","2013",NA,NA,NA,NA,"2","2",NA,NA,NA
"40","2020-08-20 14:59:47-03","UFSC","FLOR","64994","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Greco, T.","50","2011","12","21",NA,"Brasil","São Paulo","Ilha Comprida","Trilha do antigo lixão.","-47.5400009155273","-24.7399997711182",NA,"Fímbrias das folhas de colmo e do ramo escabras. Face adaxial das lâminas das folhas de colmo de superfície escabra.","FLOR0064994",NA,"Greco, T.","49747","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-20 14:59:47-03","UFSC","FLOR","59124","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Greco, T.h.; Filgueiras, T.","163","2013","07","25",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga - PEFI.","-46.6300010681152","-23.5400009155273",NA,"material estéril (st).","FLOR0059124",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:53:48-03","UFRGS","ICN","160061","S","Plantae","Monocotyledon",NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Isotypus","Sendulsky, T","1319",NA,NA,NA,"América do Sul","Brasil","SP","São Paulo","10 km do centro da cidade São Paulo","-46.6300010681152","-23.5400009155273",NA,"Nativo, crescendo espontaneamente na floresta secundária.","ICN00000496","ICN00000496 ICN00000496_1",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:53:48-03","UFRGS","ICN","189929","S","Plantae","Monocotyledon",NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Repenning, M","s.n.",NA,NA,NA,"América do Sul","Brasil","SC","São Joaquim","Estância do Meio","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"Vinícius-Silva, R","48290","auto","2019","04","09",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:15:59-03","IBt","SP","441817","S","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Shirasuna, RT","2993","2011","01","13",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt, próximo a trilha.","-46.617222","-23.640833",NA,NA,"SP034598","SP034598","Vinicius Silva, R",NA,NA,"2017","06","29","-46.617222","-23.640833","833","833",NA,NA,NA
"45","2019-11-21 10:15:59-03","IBt","SP","441817a","Extra","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.",NA,"Shirasuna, RT","2993","2011","01","13",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt, próximo a trilha.","-46.617222","-23.640833",NA,NA,"SP034597","SP034597","Vinicius Silva, R",NA,NA,"2017","06","29","-46.617222","-23.640833","833","833",NA,NA,NA
"46","2019-11-21 10:15:59-03","IBt","SP","79756","S","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Paratype","Handro, O","s.n.","1941","12","01",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim","-46.6300010681152","-23.5400009155273",NA,NA,"SP002599","SP002599",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:15:59-03","IBt","SP","166803a","Extra","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Paratype","Sendulsky, T","1323","1973","12","17",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,"Native, growing spontaneously inside secondary forest","SP002598","SP002598",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:15:59-03","IBt","SP","166803","S","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Paratype","Sendulsky, T","1323","1973","12","17",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,"Native, growing spontaneously inside secondary forest","SP002597","SP002597",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:15:59-03","IBt","SP","166797","S","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Paratype","Sendulsky, T","1317","1973","12","06",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,"Native, growing spontaneously inside secondary forest","SP002606","SP002606","Sendulsky, T","53584","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:15:59-03","IBt","SP","166800","S","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Holotype","Sendulsky, T","1319","1973","12","06",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,"Native, growing spontaneously inside secondary forest","SP002700","SP002700",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:15:59-03","IBt","SP","166799a","Extra","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Paratype","Sendulsky, T","1320","1973","12","06",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, In grounds of the Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,"SP002603","SP002603","Sendulsky, T","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:15:59-03","IBt","SP","166799b","Extra","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Paratype","Sendulsky, T","1320","1973","12","06",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, In grounds of the Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,"SP002604","SP002604","Sendulsky, T","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:15:59-03","IBt","SP","166799","S","Plantae",NA,NA,"Poaceae","Merostachys","scandens","Merostachys scandens","Send.","Paratype","Sendulsky, T","1320","1973","12","06",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, In grounds of the Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,"SP002601","SP002601","Sendulsky, T","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
