"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","sex"
"11","2020-09-02 16:35:26-03","Cenargen","CEN","40561","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Alba Evangelista Ramos","1241","1996","01","20",NA,"Brasil","Exsicatas",NA,"Brácteas verdes, sépalas verdes, pétalas brancas; perfumadas. Crescendo nas frestas das rochas.","CEN00040561",NA,NA,"(Pabst) Garay","BA","LENCOIS","Parque Nacional da Chapada Diamantina, próximo de Mucujezinho.",NA,NA,"750","750","CEN00040561","E. C. Smidt","2002","06",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"12","2019-10-07 09:20:12-03","UEFS","HUEFS","105338","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Conceição, A.A.","1643","2006","01","19",NA,"Brasil",NA,NA,"Campo rupestre subindo no morro.","HUEFS0105338","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Piatã","Morro Três Morros.","-41.891389","-13.048333","1600","1600","HUEFS0105338","C.Azevedo","2007","06",NA,"41W53'29''","13S2'54''",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"13","2019-10-07 09:20:12-03","UEFS","HUEFS","168309","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Brito, J.C.","50","2009","02","07",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0168309","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Lençóis","Área queimada.","-41.383333","-12.566667",NA,NA,"HUEFS0168309","J.A.N.Batista","2013","12",NA,"41W23'","12S34'",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"14","2019-10-07 09:20:12-03","UEFS","HUEFS","86013","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Rapini, A.","1145","2004","04","10",NA,"Brasil",NA,NA,NA,"HUEFS0086013","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Igatu","estrada para Mucugê","-41.3","-12.866667",NA,NA,"HUEFS0086013","E.C.Smidt","2004","09",NA,"41W18'","12S52'",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"15","2019-10-07 09:20:12-03","UEFS","HUEFS","65564","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Smidt, E.C.","223","2002","03","12",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0065564","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Palmeiras","Serra dos Bejões.","-41.383333","-12.566667",NA,NA,"HUEFS0065564",NA,NA,NA,NA,"41W23'","12S34'",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"16","2019-10-07 09:20:12-03","UEFS","HUEFS","35227","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Harley, R.M.","H50303","1991","12","23",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0035227","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Piatã","Estrada Piatã-Abaíra, ca. de 4 Km de Piatã.","-41.783333","-13.15","1200","1200","HUEFS0035227","A.T.de Brito","1999","05",NA,"41W47'","13S9'",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"17","2019-10-07 09:20:12-03","UEFS","HUEFS","6226","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Queiroz, L.P.de","615","1983","06","29",NA,"Brasil",NA,NA,NA,"HUEFS0006226","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Palmeiras",NA,"-41.466667","-12.466667","1000","14000","HUEFS0006226","A.T.de Brito","1996","06",NA,"41W28'","12S28'",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"18","2019-10-07 09:20:12-03","UEFS","HUEFS","69610","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Azevedo, C.","169","2002","11","27",NA,"Brasil",NA,NA,"Campo rupestre","HUEFS0069610","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Mucugê","Parque Municipal de Mucugê, Morro Fervido.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0069610",NA,NA,NA,NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA,NA,NA
"19","2019-10-07 09:20:12-03","UEFS","HUEFS","43124","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Queiroz, L.P.de","5681","2000","01","25",NA,"Brasil",NA,NA,NA,"HUEFS0043124","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Mucugê","Área da UMS.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0043124","A.T.de Brito","2000","03",NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA,NA,NA
"20","2019-10-07 09:20:12-03","UEFS","HUEFS","161509","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","van den Berg, C.","1435","2004","12","17",NA,"Brasil",NA,NA,NA,"HUEFS0161509","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Mucugê","Cemitério Bizantino.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0161509",NA,NA,NA,NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA,NA,NA
"21","2019-10-07 09:20:12-03","UEFS","HUEFS","180202","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Souza, I.M.","88","2011","01","18",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0180202","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Mucugê","Morro do Cruzeiro, próximo à igreja","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0180202",NA,NA,NA,NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA,NA,NA
"22","2019-10-07 09:20:12-03","UEFS","HUEFS","180201","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Souza, I.M.","87","2011","01","18",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0180201","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Mucugê","Morro do Cruzeiro, próximo à igreja.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0180201",NA,NA,NA,NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA,NA,NA
"23","2019-10-07 09:20:12-03","UEFS","HUEFS","69615","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Azevedo, C.","174","2003","01","28",NA,"Brasil",NA,NA,"Campo rupestre","HUEFS0069615","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Mucugê","Parque Municipal de Mucugê, Morro Fervido.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0069615",NA,NA,NA,NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA,NA,NA
"24","2019-10-07 09:20:12-03","UEFS","HUEFS","195488","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Gonçalves, C.N.","780","2010","10","10",NA,"Brasil",NA,NA,"Afloramento Rochoso.","HUEFS0195488","Angiospermae","Asparagales","(Pabst) Garay","Bahia","Mucugê","Próximo Fazenda Tumezinho.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0195488",NA,NA,NA,NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA,NA,NA
"25","2020-07-23 12:17:32-03","CEPLAC","CEPEC","10808","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","R. M. Harley","15993","1982","01","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCUGÊ","3Km ao N Mucuge, Rod. p/ Andarai. Próximo ao Rio Cumbuca.","-41.383333","-13",NA,NA,NA,"E. C. Smidt",NA,NA,NA,"41W23'0","13S0'0",NA,NA,NA,"30/10/2002",NA,NA,NA,NA
"26","2020-07-23 12:17:32-03","CEPLAC","CEPEC","20056","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","R. M. Harley","15965","1991","01","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCUGÊ","3Km ao S de Mucugê, perto de pqueno sitio na Rod.p/ Cascavel, próximo ao Rio Cumbuca.","-41.35","-13.016667",NA,NA,NA,"E. C. Smidt",NA,NA,NA,"41W21'","13S1'",NA,NA,NA,"30/10/2002",NA,NA,NA,NA
"27","2020-07-23 12:17:32-03","CEPLAC","CEPEC","30233","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","G. P. Lewis","940","1981","12","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","LENÇÓIS","Mucugezinho. Km 220 da BR-242.","-41.433333","-12.466667",NA,NA,NA,"E. C. Smidt",NA,NA,NA,"41W26'0","12S28'0",NA,NA,NA,"30/10/2002",NA,NA,NA,NA
"28","2020-07-23 12:17:32-03","CEPLAC","CEPEC","73841","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","M. M. Arbo","7574","1997","01","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCUGÊ","2Km ao N de Mucugê, caminho p/ Andaraí, borda do caminho.","-41.35","-12.983333",NA,NA,NA,"E. C. Smidt",NA,NA,NA,"41W21'","12S59'",NA,NA,NA,"30/10/2002",NA,NA,NA,NA
"29","2020-07-23 12:17:32-03","CEPLAC","CEPEC","30897","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","L. A. Mattos-Silva","1601","1983","01","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","ANDARAÍ","Rod. Andaraí/Mucugê (BA-142). Antigo ramal p/ Mucugê, com entrada no Km 7. Coleta efetuada entre os Kms. 2 e 8.","-41.3314018249512","-12.8072004318237",NA,NA,NA,"E. C. Smidt",NA,NA,NA,NA,NA,"58558","auto",NA,"30/10/2002",NA,NA,NA,NA
"30","2020-07-23 12:17:32-03","CEPLAC","CEPEC","18510","PreservedSpecimen","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","S. A. Mori","13172","1979","12","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCUGÊ","3Km ao S Mucuge, estrada que vai pra Jussiape.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"E. C. Smidt",NA,NA,NA,"0W0'0","0S0'0","52493","auto",NA,"30/10/2002",NA,NA,NA,NA
"31","2019-11-21 10:13:37-03","IBt","SP","195362","S","Plantae","Orchidaceae","Odontorrhynchus","ghillanyi","Odontorrhynchus ghillanyi","Furlan, A; et al.","CFCR411","1980","12","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Pabst","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,"Barros, F","1995","04","10",NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA
"32","2019-11-21 10:13:54-03","IBt","SP","348328","S","Plantae","Orchidaceae","Thelyschista","ghillanyi","Thelyschista ghillanyi","Walter, BMT; Pereira, JB; Pereira da Silva, G; Faria, JG; Machado, FV","4343","1999","06","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pabst) Garay","Goiás","Colinas do Sul","Estrada Colinas - Serra da Mesa. 41 km de Colinas, ca. 7 km após Vila Borba","-48.122222","-13.897222","650","650",NA,"Bianchetti, LB","2000","02",NA,"-48.122222","-13.897222",NA,NA,NA,NA,NA,NA,NA,NA
"33","2010-12-01 13:47:10-02","AMES","HU-HERB","AMES 00083073","PreservedSpecimen","Plantae","Orchidaceae","Odontorrhynchus","ghillanyi","Odontorrhynchus ghillanyi","A. de Ghillany","001/74","1974","2","15","South America","Brazil","Microscope slide,Other",NA,NA,NA,NA,NA,"Pabst","Bahia",NA,"Chapada da Calabocaria, inter Mucuge et Andarai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type material","001/74",NA
"34","2010-12-01 13:43:31-02","AMES","HU-HERB","AMES 00102354","PreservedSpecimen","Plantae","Orchidaceae","Odontorrhynchus","ghillanyi","Odontorrhynchus ghillanyi","A. de Ghillany","001/74","1974","2","15","South America","Brazil","Microscope slide,Other",NA,NA,NA,NA,NA,"Pabst","Bahia",NA,"Chapada da Calabocaria, inter Mucuge et Andarai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drawing of type","001/74","undetermined"
