"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","typeStatus","continentOcean","imagecode","verbatimLongitude","verbatimLatitude","class","order"
"11","2021-01-14 15:20:56-03","MN","R","208111","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A. Schwarz",NA,NA,NA,NA,"Konno, T.U.P. 472; Paixão, R.J. & Reis, R.C.C.",NA,"1996","03","02","Brasil","Rio de Janeiro","Saquarema",NA,"-42.5102996826172","-22.9200000762939","17036",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:20:56-03","MN","R","208113","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A. Schwarz",NA,NA,NA,NA,"Konno, T.U.P. 473; Paixão, R.J. & Reis, R.C.C.",NA,"1996","03","02","Brasil","Rio de Janeiro","Saquarema",NA,"-42.5102996826172","-22.9200000762939","17036",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:20:56-03","MN","R","168726","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A. Schwarz",NA,NA,NA,NA,"Souza, A.","2274","1988","10","10","Brasil","Rio de Janeiro","Maricá","Itaipuaçu","-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:20:56-03","MN","R","168724","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A. Schwarz",NA,NA,NA,NA,"Souza, A.","2527","1988","11","17","Brasil","Rio de Janeiro","Maricá","Itaipuaçu","-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:20:56-03","MN","R","168722","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A. Schwarz",NA,NA,NA,NA,"Souza, A.","2074","1988","04","07","Brasil","Rio de Janeiro","Maricá","Itaipuaçu","-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:20:56-03","MN","R","162381","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A. Schwarz","Fontella, J.P.","1991","12","27","Souza, A.","1944","1987","12","17","Brasil","Rio de Janeiro","Maricá","Itaipuaçu","-42.8185997009277","-22.9193992614746","20726",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:30:21-03","UFJF","CESJ","15698","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A. Schwarz","T.U.P. Konno","2005",NA,NA,"L. Krieger","CESJ15698","1978","04","23","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746","20726","Cipó na retinga, volúvel, leitoso. Flores esverdeadas. ISOTYPUS","CESJ015698","auto","Angiosperma","Isotypus","América do Sul","CESJ015698 CESJ015698_1",NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","1274500","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A. Schwarz","J. Fontella",NA,NA,NA,"* LK","LK 15698","1978","4","23","Brazil","Rio de Janeiro",NA,"Maricá, restinga",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"19","2021-03-15 18:24:36-03","USP","SPF","200523","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A.Schwarz","Fontella Pereira, J","2009","12","09","Carvalho, DA","90","2009","11","01","Brasil","Rio de Janeiro","Arraial do Cabo","APA de Massambaba, Restinga arbustiva aberta.","-42.241319","-22.939639",NA,"Trepadeira volúvel crescendo sobre moita. Bastante látex branco. Folhas cartáceas, flores esverdeadas.","SPF00200523",NA,NA,NA,NA,NA,"-42.241319","-22.939639",NA,NA
"20","2019-11-13 11:14:56-03","USP","SPF","212090","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A.Schwarz","Carvalho, DA","2010","01",NA,"Carvalho, DA","131","2010","01","26","Brasil","Rio de Janeiro","Arraial do Cabo","Área de Proteção Ambiental de Massambaba","-42.0278015136719","-22.966100692749","25964",NA,"SPF00212090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 18:24:36-03","USP","SPF","176030","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A.Schwarz","Fontella Pereira, J","1993","10","25","Paixão, R","146","1993","10","25","Brasil","Rio de Janeiro","Arraial do Cabo","Reserva Ecológica Estadual de Massambaba, Km 8422","-42.0278015136719","-22.966100692749","25964","Volúvel, heliófila; latescente, flores esverdeadas ou alvas. Comum no local.","SPF00176030","auto",NA,NA,NA,"SPF00176030",NA,NA,NA,NA
"22","2019-11-22 16:07:26-03","UEFS","HUEFS","128121","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A.Schwarz",NA,NA,NA,NA,"Fontella, J.P.","3155","1993","10","26","Brasil","Rio de Janeiro","Saquarema","Reserva Biológica Estadual de Jacarepiá. Nos arredores da reserva, à 50 m da ADEJA, junto a estrada de barro.","-42.5102996826172","-22.9200000762939","17036","Local visivelmente pertubado pela ação antrópica; solo arenoso.","HUEFS0128121","auto","Angiospermae",NA,NA,"HUEFS0128121",NA,NA,"Asteranae","Gentianales"
"23","2019-11-22 16:07:26-03","UEFS","HUEFS","128120","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A.Schwarz",NA,NA,NA,NA,"Fontella, J.P.","3190","1993","10","27","Brasil","Rio de Janeiro",NA,"Reserva Biológica Estadual de Massambaba.",NA,NA,NA,"Restinga arbustiva aberta entre o Brejo do Espinho e a Lagoa Salgada; área de dunas intensas.","HUEFS0128120",NA,"Angiospermae",NA,NA,"HUEFS0128120",NA,NA,"Asteranae","Gentianales"
"24","2020-07-23 11:57:21-03","CEPLAC","CEPEC","129097","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis",NA,"N. Marquete",NA,NA,NA,"T. Y. S. Kikuchi","16",NA,NA,NA,"Brasil","Rio de Janeiro","ARRAIAL DO CABO",NA,"-42.0278015136719","-22.966100692749","25964","<ll>dwc_commonname:</ll>",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-05 09:46:14-03","IBt","SP","349608","S","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A.Schwarz","Konno, T","1995",NA,NA,"Konno, T","438","1995","10","19","Brasil","Rio de Janeiro","Cabo Frio","Salinas Perynas, próximo às bombas de água","-42.0186004638672","-22.8794002532959","40069",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-05 09:46:14-03","IBt","SP","351739","S","Plantae","Apocynaceae","Ditassa","maricaensis","Ditassa maricaensis","Fontella & E.A.Schwarz","Konno, T","1996",NA,NA,"Konno, T; et al.","473","1996","03","02","Brasil","Rio de Janeiro","Saquarema","APA de Massambaba","-42.5102996826172","-22.9200000762939","17036",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
