"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"17","2021-03-01 16:43:17-03","UNICAMP","UEC","155332","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Silva, IA","286","1982","01","07",NA,"Brazil","Espírito Santo","Reserva Natural Vale, Estrada Louro.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, terrestre, fuste cilíndrico, botão amarelo, flor amarelo, exsudação de seiva incolor, casca escamosa, 21m de altura, 12m de fuste, diâmetro da copa: 10m, Cap Fuste (cm): 128,81. Descamação em ripas. &nf;Num Seq Matriz: 18.; Mata","UEC055964","UEC055964",NA,"Viana; Fontella, MC","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"18","2021-03-01 16:43:17-03","UNICAMP","UEC","155574","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Folli, DA","4174","2002","01","30",NA,"Brazil","Espírito Santo","Trilha do Pequi. Estrada Flamengo","-40.0722007751465","-19.3910999298096",NA,"Porte Arbóreo, forma de vida terrestre, botão amarelo, flor amarela, exsudação seiva incolor, fuste cilindrico, superfície da casca sulcada, altura total 29m, altura do fuste 19m, cap fuste 221 cm, diametro copa 12m.; Mata de Tabuleir","UEC055799","UEC055799",NA,"Fontella, J; Vianna, MC","2002","03","20","Linhares",NA,NA,"48094","auto","700","700",NA
"19","2020-04-27 16:11:52-03","UFES","VIES","7554","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","3571","1992","06","24",NA,"Brasil","Espírito Santo","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007554","VIES007554",NA,"Shimizu, G.H.","2014","06",NA,"Conceição da Barra",NA,NA,"41644","auto",NA,NA,NA
"20","2020-04-27 16:11:52-03","UFES","VIES","7556","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Pereira, O.J.; Gomes, J.M.L.","4432","1992","07","10",NA,"Brasil","Espírito Santo","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007556","VIES007556",NA,"Shimizu, G.H.","2014","06",NA,"Conceição da Barra",NA,NA,"41644","auto",NA,NA,NA
"21","2020-04-27 16:11:52-03","UFES","VIES","27742","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Pereira, O.J.; Gomes, J.M.L. & Coelho, F.N.","4872","1993","09","21",NA,"Brasil","Espírito Santo","Área 135 - Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES027742","VIES027742",NA,"Shimizu, G.H.","2014","06",NA,"Conceição da Barra",NA,NA,"41644","auto",NA,NA,NA
"22","2019-06-27 10:27:02-03","UFES","VIES","26173","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Gomes, J.M.L.","4030","2011","05","07",NA,"Brasil","Espírito Santo","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES026173","VIES026173",NA,"Gomes, J.M.L.",NA,NA,NA,"Linhares",NA,NA,"48094","auto",NA,NA,NA
"23","2020-04-27 16:11:52-03","UFES","VIES","24527","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Ribeiro, M.; Menezes, L.F.T.; Broggio, I.S.; Rocha, T.L.; Oliveira, A.G.; Rossini, J. & Cosme, A.C.","218","2010","07","14",NA,"Brasil","Espírito Santo","Povoação.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES024527",NA,NA,"Menezes, L.F.T.","2010","07","14","Linhares",NA,NA,"48094","auto",NA,NA,NA
"24","2020-03-05 18:19:21-03","UFES","VIES","46476","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Gomes, J.M.L.","4415","1994","05","01",NA,"Brasil","Minas Gerais","Cerrado.","-43.4872016906738","-19.94580078125",NA,NA,"VIES046476","VIES046476",NA,NA,NA,NA,NA,"Barão de Cocais",NA,NA,"21378","auto",NA,NA,NA
"25","2021-02-18 12:37:24-03","MBML","MBML-HERBARIO","43495",NA,"Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATIPO","A.P. Duarte","8858","1965","02","22",NA,"Brasil","Espírito Santo","Entre Linhares e São Mateus",NA,NA,NA,"Árvore de mata primária, com ca 15m alt.","MBML043495","MBML043495",NA,"M.C. Vianna/Jan.2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-25 10:13:11-03","CVRD","CVRD","863","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","301","1982","01","13","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000863",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"27","2021-02-25 10:13:11-03","CVRD","CVRD","867","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","HOLOTYPUS","Silva, I.A.","305","1982","01","13","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000867","CVRD000867","Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"28","2021-02-25 10:13:11-03","CVRD","CVRD","119","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Spada, J.","2","1978","12","27","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000119","CVRD000119","Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"29","2021-02-25 10:13:11-03","CVRD","CVRD","845","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","284","1982","01","06","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000845",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"30","2021-02-25 10:13:11-03","CVRD","CVRD","2433","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Farias, G.L.","335","1989","11","09","América do Sul","BRASIL","BA",NA,"-39.0647010803223","-16.4496994018555",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD002433",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Porto Seguro",NA,NA,"68835","auto",NA,NA,NA
"31","2021-02-25 10:13:11-03","CVRD","CVRD","858","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","296","1982","01","11","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000858",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"32","2021-02-25 10:13:11-03","CVRD","CVRD","866","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","304","1982","01","13","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000866",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"33","2021-02-25 10:13:11-03","CVRD","CVRD","854","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","293","1982","01","08","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000854",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"34","2021-02-25 10:13:11-03","CVRD","CVRD","750","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","236","1981","02","13","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000750",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"35","2021-02-25 10:13:11-03","CVRD","CVRD","862","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","300","1982","01","12","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000862",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"36","2021-02-25 10:13:11-03","CVRD","CVRD","864","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","302","1982","01","13","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000864",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"37","2021-02-25 10:13:11-03","CVRD","CVRD","3912","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Farias, G.L.","501","1992","08","13","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD003912",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"38","2021-02-25 10:13:11-03","CVRD","CVRD","847","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","286","1982","01","07","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000847",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"39","2021-02-25 10:13:11-03","CVRD","CVRD","745","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Folli, D.A.","308","1981","02","05","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000745",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"40","2021-02-25 10:13:11-03","CVRD","CVRD","848","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","287","1982","01","07","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000848",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"41","2021-02-25 10:13:11-03","CVRD","CVRD","8360","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella",NA,"Folli, D.A.","4636","2003","10","16","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD008360","CVRD008360","Magnoliopsida","Domingos A. Folli","2003","10","16","Linhares",NA,NA,"48094","auto",NA,NA,NA
"42","2021-02-25 10:13:11-03","CVRD","CVRD","860","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","298","1982","01","11","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000860",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"43","2021-02-25 10:13:11-03","CVRD","CVRD","869","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Silva, I.A.","307","1982","01","15","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD000869",NA,"Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"44","2021-02-25 10:13:11-03","CVRD","CVRD","3097","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella","PARATYPUS","Folli, D.A.","1308","1991","03","14","América do Sul","BRASIL","ES","Localizada no início da estrada., próximo ao Aceiro.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD003097",NA,"Magnoliopsida","Maria Célia Vianna","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"45","2021-02-25 10:13:11-03","CVRD","CVRD","7204","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C. Vianna & Fontella",NA,"Folli, D.A.","4174","2002","01","30","América do Sul","BRASIL","ES","Trilha do Pequi","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angélica","CVRD007204","CVRD007204","Magnoliopsida","M.C. Viana & Fontella","2002","03","20","Linhares",NA,NA,"48094","auto",NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","3726537","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","angelica","Vochysia angelica","Vianna & Fontella",NA,"A. P. Duarte","8858","1965","2","22","South America - Neotropics","Brazil","Espírito Santo","Entre Linhares e São Matheus.",NA,NA,NA,NA,"US03329548","US03329548_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"47","2020-09-02 16:40:43-03","Cenargen","CEN","57587","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"G. L. Farias - Pau-Brasil","335","1989","11","09",NA,"Brasil","BA",NA,"-39.0647010803223","-16.4496994018555","Exsicatas","Aceiro. Doação do Banco Genético do Pau Brasil. Registro nº 523. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057587","CEN00057587",NA,"G. H. Shimizu","2014","12",NA,"PORTO SEGURO",NA,NA,"68835","auto",NA,NA,"1"
"48","2019-11-13 11:33:08-03","USP","SPF","227991","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","angelica","Vochysia angelica","M.C.Vianna & Fontella",NA,"Duarte, AP","8858","1965","12","22",NA,"Brasil","Espírito Santo","Entre Linhares e São Matheus.",NA,NA,NA,NA,"SPF00227991","SPF00227991",NA,"Vianna, MC","2001","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
