"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"186","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079524","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Prance GT; et al.",NA,"1963","07","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079524",NA,"Gentianales","Mart.",NA,NA,"NL-U1079524",NA,NA,"Plants of Brazilian Amazonia, Territory of Rondônia, Basin of Rio Madeira. Serra dos Murales, 14km NNW of Junction of Rios Madeira and Abunã.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"187","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079525","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Harley RM; et al.",NA,"1980","04","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079525",NA,"Gentianales","Mart.",NA,NA,"NL-U1079525",NA,NA,"Brazil: Estado Da Bahia, Chapadão Ocidental da Bahia. 30 km N. from Correntina, on the Inhaúmas road.","-44.616667","-13.166667",NA,NA,"-44.616667","-13.166667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"188","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079526","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ducke A",NA,"1919","10","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079526",NA,"Gentianales","Mart.",NA,NA,"NL-U1079526",NA,NA,"Obidos (Civ. Riviá) nilva viceiore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"189","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079528","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Richards; Argent GCG",NA,"1968","08","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079528",NA,"Gentianales","Mart.",NA,NA,"NL-U1079528",NA,NA,"Central Brazilian Plateau, State of mato Grosso. Expedition Base Camp. R.3. Near campo, c. 5 km N of Base Camp.","-51.766667","-12.816667",NA,NA,"-51.766667","-12.816667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"190","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079530","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Maciel UN; Cordeiro MR",NA,"1978","11","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079530",NA,"Gentianales","Mart.",NA,NA,"NL-U1079530",NA,NA,"Plantas da Amazônia, Pará, Santarém, região do Tapajós, a 1 km de Porto Novo, estrada que vai p/ Belterra. Capoeira baica e rala, soso arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"191","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079531","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Maciel UN; Cordeiro MR",NA,"1978","07","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079531 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079531",NA,"Gentianales","Mart.",NA,NA,"NL-U1079531",NA,NA,"Plantas da Amazônia, Pará, Santarém, Picada Porto Novo-Aramanai. Mata de terra firme, solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"192","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079532","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Hatschbach GG; Spichiger R-E; Cervi AC; Barbosa E",NA,"1999","10","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079532",NA,"Gentianales","Mart.",NA,"Minas Gerais","NL-U1079532","Leeuwenberg AJM",NA,NA,"-44.178309","-17.754905",NA,NA,"-44.178309","-17.754905",NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0085193",NA,NA,NA,NA
"193","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079533","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Mello-Silva R de; Cordeiro I; Assis MC; Pirani J",NA,"1987","11","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079533 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079533",NA,"Gentianales","Mart.",NA,NA,"NL-U1079533",NA,NA,"Flora de Campos Rupestres, Brasil. Minas Gerais. Grão-Mogol: Bacia do Corrego Escurona.","-42.963333","-16.595",NA,NA,"-42.963333","-16.595",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"194","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475928","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Núñez P; Palma M; Arque J",NA,"1989","02","03","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475928",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475928",NA,NA,"Cuzco: La Convencion. Abajo de Echarate en el Alto Urubamba. Manguyari, bosque con arboles.","-74.666667","-12.783333",NA,NA,"-74.666667","-12.783333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"195","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475930","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Balée WL",NA,"1986","04","05","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475930",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475930",NA,NA,"Plants of Brazil - State of Para. Municipio de Altamira: Igarape Ipixuna, affluent of Rio Xingu; 5 km S of settlement, Arawete Indian Reserve.","-52.516667","-4.816667",NA,NA,"-52.516667","-4.816667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"196","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475931","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Nee MH",NA,"1987","03","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475931 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475931",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475931",NA,NA,"Mun. Ariquemes, 21 km SE. of Ariquemes on hwy. BR 364, then 1 km E on 'Linea 45'. Plants of Brazil, Rondonia.","-62.933333","-10.116667",NA,NA,"-62.933333","-10.116667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"197","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475932","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Sobel GL; et al.",NA,"1984","10","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475932 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475932",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475932",NA,NA,"Ilha do Marajo, Para, Brazil. Sitio Campina on river Pracuubamirim, ca 1 hour by boat upstream from Sao Sebastiao de Boa Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"198","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475933","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Sobel GL; et al.",NA,"1984","10","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475933",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475933",NA,NA,"Ilha do Marajo, Para, Brazil. Sito Campina on river Pracuubamirim, ca 1 hour by boat upstream from Sao Sebastiao de Boa Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"199","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475934","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Gottsberger IS",NA,"1982","09","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475934 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475934",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475934",NA,NA,"Brazil, State of Distrito Federal. Brasilia, 10 km SE. Cerrado, more open form.","-47.666667","-15.916667",NA,NA,"-47.666667","-15.916667",NA,NA,NA,"Magnoliopsidae",NA,NA,"WAG0073612",NA,NA,NA,NA
"200","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475936","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Daly DC; et al.",NA,"1983","07","21","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475936 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475936",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475936",NA,NA,"Plants of Columbia. Department of Santa Cruz. Province of Chiquitos. North slope of Serrania de Santiago. 10 km ENE of Santiago de Chiquitos.","-59.466667","-18.333333",NA,NA,"-59.466667","-18.333333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"201","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475937","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Schatz GE; et al.",NA,"1983","03","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475937",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475937",NA,NA,"Maranhao, Brazil. Municipio de Grajau, 52 km S of Arame and 78km N of Grajau along Highway 006.","-46.2","-5.2",NA,NA,"-46.2","-5.2",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"202","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475938","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Taylor EL; Rosário CS; Silva JEF",NA,"1983","04","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475938",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475938",NA,NA,"Plants of Maranhao. Brazil. Municipio Grajau: Mondelandia (42km N from BR226 on road that leaves highway of Grajau; terra devoluta of Sr. Pesoa (sp?), 4 km W of Mondelandia on pah that runs to Rio Grajau and ultimately to Balaio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"203","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475939","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Sperling CR; et al.",NA,"1982","06","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475939",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475939",NA,NA,"Serra dos Carajas, Para, Brazil. 10 km east of Amza camp N-1 and 5-10 km along the entrance road to Azul, an abandoned manganese exploration camp.","-50.266667","-6.083333",NA,NA,"-50.266667","-6.083333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"204","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475940","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Schatz GE; et al.",NA,"1983","03","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475940",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475940",NA,NA,"Maranhao, Brazil. Municipio de Grajau, 52 km S of Arame and 78km N of Grajau along Highway 006.","-46.2","-5.2",NA,NA,"-46.2","-5.2",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"205","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475941","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Hatschbach GG; Hatschbach M; Barbosa E",NA,"1998","07","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475941",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475941",NA,NA,"Estrada Grao Mogol para Critstalia, ponte sobre o rio Itacambirucu (Mun. Grao Mogol) Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"206","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475946","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Hatschbach GG",NA,"1984","07","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475946 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475946",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475946",NA,NA,"Cab. Rib. do. Tigre (mun. Cerro Azul), Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"207","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475948","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Nee MH",NA,"1985","09","11","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475948 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475948",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475948",NA,NA,"Dept. Beni, Prov. Vaca Diez, outskirts of Cachuela Esperanza on road to Guayaramerin.","-65.583333","-10.533333",NA,NA,"-65.583333","-10.533333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"208","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475949","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Mori S; et al.",NA,"1983","09","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475949 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475949",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475949",NA,NA,"Brazil. Amapa: Camaipi. Embrapa reserve and vicinity.","-51.616667","0.166667",NA,NA,"-51.616667","0.166667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"209","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475950","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Mori S; et al.",NA,"1983","09","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475950",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475950",NA,NA,"Brazil. Amapa: Camaipi. Embrapa reserve and vicinity.","-51.616667","0.166667",NA,NA,"-51.616667","0.166667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"210","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475951","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Mendonça RC; et al.",NA,"1995","08","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475951",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475951",NA,NA,"Bahia; Vela da Galinha; Municipio de Correntina, cerrado, solo arenoso (parcelo 10).","-45.366944","-13.524722",NA,NA,"-45.366944","-13.524722",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"211","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475952","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Mendonça RC; Felfili JM; Claudio Silva Jr; Oliveira NR",NA,"1996","09","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475952",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475952",NA,NA,"Plantas do Brasil, Goias, Municipio de Alto Paraiso; Parque Nacional Chapada dos Veadeiros = PNCV.","-47.835556","-14.163056",NA,NA,"-47.835556","-14.163056",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"212","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475954","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Hatschbach GG; Schinini A; Silva JM",NA,"1996","04","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475954",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475954",NA,NA,"Serro do Cabral, subida (mun. Joaquim Felicio) Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"213","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475955","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Hatschbach GG; Hatschbach M; Barbosa E",NA,"1993","06","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475955",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475955",NA,NA,"Rod. BR-050, 5-10 km S do trevo para Ipameri (mun. Campo Alegre) Goias.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"214","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475956","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Cid Ferreira CA; et al.",NA,"1992","03","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475956 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475956",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475956",NA,NA,"Flora do Acre. Brasil. Acre: Municipio de Cruzeiro do Sul, margem esquerda, do rio Jurua, igarape Viseu.","-72.733333","-8.3",NA,NA,"-72.733333","-8.3",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"215","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475957","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Hatschbach GG; Hatschbach M; Barbosa E",NA,"1993","06","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475957 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475957",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475957",NA,NA,"Pedra Rolada (mun. Niquelandia) Goias.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"216","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475958","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Jardim JG; Carvalho AMV de; Ferrucci MS; Sant'Ana SC da",NA,"1996","08","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475958 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475958",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475958",NA,NA,"Brasil. Bahia. Municipio de Correntina. Ca. de 98 Km a W da sede do municipio, na Rod. BA 349 sentido Correntina/Brasilia.","-44.733333","-13.416667",NA,NA,"-44.733333","-13.416667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"217","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475959","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Mori SA; Mattos Silva LA",NA,"1984","07","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475959",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475959",NA,NA,"Plants of Brazil. Distrito Federal. Municipio de Planaltina, 22 km W of Planaltina. Cerrado Reserve of CPAC (Centro de Pesquisas Agropecuario Cerrados).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"218","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475960","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Anderson WR; et al.",NA,"1973","03","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475960",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475960",NA,NA,"Estado de Goias. Serra Geral do Parana. 7 km by road N of Sao Joao da Alianca. Plants of the Planalto do Brasil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"219","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475961","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Harley RM; et al.",NA,"1980","04","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475961",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475961",NA,NA,"Brazil: Estado Da Bahia, Chapadão Ocidental da Bahia. 30 km N. from Correntina, on the Inhaúmas road.","-44.616667","-13.166667",NA,NA,"-44.616667","-13.166667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"220","2020-02-08 09:16:43-03","NBC","NL-BOTANY","WAG.1475962","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Beck SG",NA,"1980","05","19","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475962",NA,"Gentianales","Mart.",NA,NA,"NL-WAG1475962",NA,NA,"Dpto. La Paz, Prov. Sud Yungas, Chulumani 21 km hacio La Paz. Ladera seca del valle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
